GEO_ID,S2801_C01_001E,S2801_C01_001M,S2801_C01_002E,S2801_C01_002M,S2801_C01_003E,S2801_C01_003M,S2801_C01_004E,S2801_C01_004M,S2801_C01_005E,S2801_C01_005M,S2801_C01_006E,S2801_C01_006M,S2801_C01_007E,S2801_C01_007M,S2801_C01_008E,S2801_C01_008M,S2801_C01_009E,S2801_C01_009M,S2801_C01_010E,S2801_C01_010M,S2801_C01_011E,S2801_C01_011M,S2801_C01_012E,S2801_C01_012M,S2801_C01_013E,S2801_C01_013M,S2801_C01_014E,S2801_C01_014M,S2801_C01_015E,S2801_C01_015M,S2801_C01_016E,S2801_C01_016M,S2801_C01_017E,S2801_C01_017M,S2801_C01_018E,S2801_C01_018M,S2801_C01_019E,S2801_C01_019M,S2801_C01_020E,S2801_C01_020M,S2801_C01_021E,S2801_C01_021M,S2801_C01_022E,S2801_C01_022M,S2801_C01_023E,S2801_C01_023M,S2801_C01_024E,S2801_C01_024M,S2801_C01_025E,S2801_C01_025M,S2801_C01_026E,S2801_C01_026M,S2801_C01_027E,S2801_C01_027M,S2801_C01_028E,S2801_C01_028M,S2801_C01_029E,S2801_C01_029M,S2801_C01_030E,S2801_C01_030M,S2801_C01_031E,S2801_C01_031M,S2801_C02_001E,S2801_C02_001M,S2801_C02_002E,S2801_C02_002M,S2801_C02_003E,S2801_C02_003M,S2801_C02_004E,S2801_C02_004M,S2801_C02_005E,S2801_C02_005M,S2801_C02_006E,S2801_C02_006M,S2801_C02_007E,S2801_C02_007M,S2801_C02_008E,S2801_C02_008M,S2801_C02_009E,S2801_C02_009M,S2801_C02_010E,S2801_C02_010M,S2801_C02_011E,S2801_C02_011M,S2801_C02_012E,S2801_C02_012M,S2801_C02_013E,S2801_C02_013M,S2801_C02_014E,S2801_C02_014M,S2801_C02_015E,S2801_C02_015M,S2801_C02_016E,S2801_C02_016M,S2801_C02_017E,S2801_C02_017M,S2801_C02_018E,S2801_C02_018M,S2801_C02_019E,S2801_C02_019M,S2801_C02_020E,S2801_C02_020M,S2801_C02_021E,S2801_C02_021M,S2801_C02_022E,S2801_C02_022M,S2801_C02_023E,S2801_C02_023M,S2801_C02_024E,S2801_C02_024M,S2801_C02_025E,S2801_C02_025M,S2801_C02_026E,S2801_C02_026M,S2801_C02_027E,S2801_C02_027M,S2801_C02_028E,S2801_C02_028M,S2801_C02_029E,S2801_C02_029M,S2801_C02_030E,S2801_C02_030M,S2801_C02_031E,S2801_C02_031M,NAME,S2801_C01_001EA,S2801_C01_001MA,S2801_C01_002EA,S2801_C01_002MA,S2801_C01_003EA,S2801_C01_003MA,S2801_C01_004MA,S2801_C01_004EA,S2801_C01_005MA,S2801_C01_005EA,S2801_C01_006MA,S2801_C01_006EA,S2801_C01_007EA,S2801_C01_007MA,S2801_C01_008EA,S2801_C01_008MA,S2801_C01_009EA,S2801_C01_009MA,S2801_C01_010MA,S2801_C01_010EA,S2801_C01_011MA,S2801_C01_011EA,S2801_C01_012MA,S2801_C01_012EA,S2801_C01_013EA,S2801_C01_013MA,S2801_C01_014EA,S2801_C01_014MA,S2801_C01_015MA,S2801_C01_015EA,S2801_C01_016MA,S2801_C01_016EA,S2801_C01_017MA,S2801_C01_017EA,S2801_C01_018EA,S2801_C01_018MA,S2801_C01_019MA,S2801_C01_019EA,S2801_C01_020EA,S2801_C01_020MA,S2801_C01_021MA,S2801_C01_021EA,S2801_C01_022MA,S2801_C01_022EA,S2801_C01_023MA,S2801_C01_023EA,S2801_C01_024MA,S2801_C01_024EA,S2801_C01_025EA,S2801_C01_025MA,S2801_C01_026MA,S2801_C01_026EA,S2801_C01_027MA,S2801_C01_027EA,S2801_C01_028MA,S2801_C01_028EA,S2801_C01_029EA,S2801_C01_029MA,S2801_C01_030MA,S2801_C01_030EA,S2801_C01_031EA,S2801_C01_031MA,S2801_C02_001MA,S2801_C02_001EA,S2801_C02_002MA,S2801_C02_002EA,S2801_C02_003EA,S2801_C02_003MA,S2801_C02_004MA,S2801_C02_004EA,S2801_C02_005EA,S2801_C02_005MA,S2801_C02_006MA,S2801_C02_006EA,S2801_C02_007MA,S2801_C02_007EA,S2801_C02_008EA,S2801_C02_008MA,S2801_C02_009EA,S2801_C02_009MA,S2801_C02_010EA,S2801_C02_010MA,S2801_C02_011EA,S2801_C02_011MA,S2801_C02_012MA,S2801_C02_012EA,S2801_C02_013MA,S2801_C02_013EA,S2801_C02_014EA,S2801_C02_014MA,S2801_C02_015EA,S2801_C02_015MA,S2801_C02_016EA,S2801_C02_016MA,S2801_C02_017MA,S2801_C02_017EA,S2801_C02_018MA,S2801_C02_018EA,S2801_C02_019EA,S2801_C02_019MA,S2801_C02_020EA,S2801_C02_020MA,S2801_C02_021EA,S2801_C02_021MA,S2801_C02_022EA,S2801_C02_022MA,S2801_C02_023MA,S2801_C02_023EA,S2801_C02_024MA,S2801_C02_024EA,S2801_C02_025MA,S2801_C02_025EA,S2801_C02_026EA,S2801_C02_026MA,S2801_C02_027EA,S2801_C02_027MA,S2801_C02_028MA,S2801_C02_028EA,S2801_C02_029MA,S2801_C02_029EA,S2801_C02_030MA,S2801_C02_030EA,S2801_C02_031EA,S2801_C02_031MA,state
0400000US01,1841665,12421,1585085,14416,1241594,13410,91042,4368,1423946,15067,220263,8948,1001167,15313,22621,1818,38234,3376,699,370,256580,7764,1446030,14419,6881,1284,1439149,14506,1269243,14703,291819,7952,1060808,12628,141508,5712,395635,8761,392452,9265,1257,670,217679,7448,173516,6027,878874,12284,4242,978,688385,12308,186247,6631,570339,10221,1382,706,533085,10814,35872,2849,-888888888,-888888888,86.1,0.4,67.4,0.6,4.9,0.2,77.3,0.5,12.0,0.5,54.4,0.7,1.2,0.1,2.1,0.2,0.0,0.1,13.9,0.4,78.5,0.5,0.4,0.1,78.1,0.5,68.9,0.6,15.8,0.4,57.6,0.6,7.7,0.3,21.5,0.5,-888888888.0,-888888888.0,0.3,0.2,55.5,1.2,44.2,1.2,-888888888.0,-888888888.0,0.5,0.1,78.3,0.7,21.2,0.7,-888888888.0,-888888888.0,0.2,0.1,93.5,0.5,6.3,0.5,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,01
0400000US02,250741,3074,236300,3351,203478,3823,9494,1253,219531,3859,19548,2404,165578,4518,1922,645,16046,2594,0,153,14441,1508,216587,4108,772,292,215815,4075,193847,3959,33230,2864,172070,4523,13682,1728,34154,2910,25617,2350,98,99,14615,1835,10904,1493,102411,3720,464,251,84652,4021,17295,2116,122713,4212,210,154,116548,4248,5955,1211,-888888888,-888888888,94.2,0.6,81.2,1.2,3.8,0.5,87.6,0.8,7.8,0.9,66.0,1.5,0.8,0.3,6.4,1.0,0.0,0.1,5.8,0.6,86.4,1.2,0.3,0.1,86.1,1.2,77.3,1.2,13.3,1.1,68.6,1.6,5.5,0.7,13.6,1.2,-888888888.0,-888888888.0,0.4,0.4,57.1,4.6,42.6,4.6,-888888888.0,-888888888.0,0.5,0.2,82.7,2.1,16.9,2.1,-888888888.0,-888888888.0,0.2,0.1,95.0,1.0,4.9,1.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,02
0400000US04,2552972,11005,2355033,12709,2039868,14148,136762,6231,2125862,13355,203357,6468,1585969,16108,21069,2263,77136,5355,701,370,197939,6747,2196279,13326,8785,1257,2187494,13243,1856353,16190,308311,8291,1764668,12509,217849,7124,356693,8290,395883,9883,2388,707,257831,8548,135664,5798,1209934,15577,5483,1155,1022596,16450,181855,6164,947155,10473,914,373,907067,10945,39174,3247,-888888888,-888888888,92.2,0.3,79.9,0.4,5.4,0.2,83.3,0.4,8.0,0.3,62.1,0.6,0.8,0.1,3.0,0.2,0.0,0.1,7.8,0.3,86.0,0.3,0.3,0.1,85.7,0.3,72.7,0.5,12.1,0.3,69.1,0.4,8.5,0.3,14.0,0.3,-888888888.0,-888888888.0,0.6,0.2,65.1,1.3,34.3,1.3,-888888888.0,-888888888.0,0.5,0.1,84.5,0.6,15.0,0.5,-888888888.0,-888888888.0,0.1,0.1,95.8,0.3,4.1,0.3,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,04
0400000US05,1153082,8560,995539,9874,772670,11032,54608,3519,901778,9457,145060,5325,619980,10309,11530,1666,22177,2668,90,104,157543,5993,845170,11345,3260,784,841910,11270,721249,11277,186909,5988,578241,10415,106867,5433,307912,7950,237468,7344,686,328,118174,5368,118608,6171,591457,10936,1958,632,438315,10091,151184,5488,324157,8162,616,400,285421,8259,38120,2982,-888888888,-888888888,86.3,0.5,67.0,0.7,4.7,0.3,78.2,0.5,12.6,0.5,53.8,0.8,1.0,0.1,1.9,0.2,0.0,0.1,13.7,0.5,73.3,0.7,0.3,0.1,73.0,0.7,62.5,0.7,16.2,0.5,50.1,0.7,9.3,0.5,26.7,0.7,-888888888.0,-888888888.0,0.3,0.1,49.8,1.9,49.9,1.9,-888888888.0,-888888888.0,0.3,0.1,74.1,0.9,25.6,0.9,-888888888.0,-888888888.0,0.2,0.1,88.1,0.9,11.8,0.9,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,05
0400000US06,13005097,17539,12166166,21306,10667818,23514,522370,10281,11283736,21340,883005,16377,8652812,30223,96079,3945,448140,11248,2687,763,838931,13797,11432470,22786,31868,2707,11400602,22709,10155637,26833,1272082,16441,9672461,23925,1018655,14928,1572627,17911,1702016,19136,7506,1147,1109278,14789,585232,12992,5026024,22577,15081,1786,4265991,22194,744952,12426,6277057,26909,9281,1305,6025333,25360,242443,7722,-888888888,-888888888,93.5,0.1,82.0,0.1,4.0,0.1,86.8,0.1,6.8,0.1,66.5,0.2,0.7,0.1,3.4,0.1,0.0,0.1,6.5,0.1,87.9,0.1,0.2,0.1,87.7,0.1,78.1,0.2,9.8,0.1,74.4,0.2,7.8,0.1,12.1,0.1,-888888888.0,-888888888.0,0.4,0.1,65.2,0.6,34.4,0.6,-888888888.0,-888888888.0,0.3,0.1,84.9,0.2,14.8,0.2,-888888888.0,-888888888.0,0.1,0.1,96.0,0.1,3.9,0.1,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,06
0400000US08,2139207,8774,2014078,9154,1802433,9024,102127,5123,1842086,10346,123110,6042,1421474,11354,16269,1655,53787,3781,466,254,125129,5133,1895782,9363,8212,1143,1887570,9274,1651349,11825,197304,7145,1598100,10258,161753,5020,243425,7001,252343,7853,1581,634,171257,5946,79505,4496,897030,13734,4114,712,765275,12711,127641,5730,989834,10345,2517,735,951038,9777,36279,2689,-888888888,-888888888,94.2,0.2,84.3,0.3,4.8,0.2,86.1,0.3,5.8,0.3,66.4,0.5,0.8,0.1,2.5,0.2,0.0,0.1,5.8,0.2,88.6,0.3,0.4,0.1,88.2,0.3,77.2,0.4,9.2,0.3,74.7,0.4,7.6,0.2,11.4,0.3,-888888888.0,-888888888.0,0.6,0.3,67.9,1.4,31.5,1.4,-888888888.0,-888888888.0,0.5,0.1,85.3,0.6,14.2,0.6,-888888888.0,-888888888.0,0.3,0.1,96.1,0.3,3.7,0.3,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,08
0400000US09,1356762,6513,1233494,8119,1094053,9234,75670,3979,1100411,8017,74316,4538,864182,9648,15846,1814,28523,2538,495,378,123268,4755,1165229,8364,4795,847,1160434,8376,985686,9725,106093,5258,1030153,8671,51896,3800,191533,6399,161002,6869,599,276,98820,4992,61583,3925,522933,8331,2853,721,419746,7768,100334,5318,672827,9428,1343,448,641868,9117,29616,2894,-888888888,-888888888,90.9,0.4,80.6,0.5,5.6,0.3,81.1,0.4,5.5,0.3,63.7,0.6,1.2,0.1,2.1,0.2,0.0,0.1,9.1,0.4,85.9,0.5,0.4,0.1,85.5,0.5,72.6,0.6,7.8,0.4,75.9,0.6,3.8,0.3,14.1,0.5,-888888888.0,-888888888.0,0.4,0.2,61.4,1.8,38.2,1.7,-888888888.0,-888888888.0,0.5,0.1,80.3,0.9,19.2,0.9,-888888888.0,-888888888.0,0.2,0.1,95.4,0.4,4.4,0.4,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,09
0400000US10,357937,4266,332370,5032,267729,5063,19825,1874,298181,6128,32062,3418,227106,6114,3531,788,6547,1055,67,80,25567,2367,309588,5365,868,328,308720,5449,274574,6366,28979,2769,270511,4928,13739,1761,48349,3483,53220,3718,77,81,34514,3311,18629,2130,153879,4924,593,277,129616,4656,23670,2764,150838,5478,198,166,144590,5384,6050,1101,-888888888,-888888888,92.9,0.7,74.8,1.3,5.5,0.5,83.3,1.1,9.0,0.9,63.4,1.4,1.0,0.2,1.8,0.3,0.0,0.1,7.1,0.7,86.5,1.0,0.2,0.1,86.2,1.0,76.7,1.3,8.1,0.7,75.6,1.1,3.8,0.5,13.5,1.0,-888888888.0,-888888888.0,0.1,0.2,64.9,3.6,35.0,3.6,-888888888.0,-888888888.0,0.4,0.2,84.2,1.7,15.4,1.7,-888888888.0,-888888888.0,0.1,0.1,95.9,0.7,4.0,0.7,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,10
0400000US11,281475,3302,258760,3943,223698,4197,9499,1114,243412,4247,24374,2823,175848,4452,1653,638,7025,1411,98,116,22715,2110,233087,4236,297,261,232790,4210,211436,4391,25213,2541,203182,4239,9929,1441,48388,3293,48180,3434,46,71,27562,2665,20572,2403,82193,4244,124,205,63335,3589,18734,2434,151102,3685,127,133,141893,3634,9082,1688,-888888888,-888888888,91.9,0.8,79.5,1.2,3.4,0.4,86.5,0.8,8.7,1.0,62.5,1.4,0.6,0.2,2.5,0.5,0.0,0.1,8.1,0.8,82.8,1.2,0.1,0.1,82.7,1.1,75.1,1.3,9.0,0.9,72.2,1.3,3.5,0.5,17.2,1.2,-888888888.0,-888888888.0,0.1,0.1,57.2,3.8,42.7,3.8,-888888888.0,-888888888.0,0.2,0.3,77.1,2.5,22.8,2.5,-888888888.0,-888888888.0,0.1,0.1,93.9,1.1,6.0,1.1,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,11
0400000US12,7689964,22835,7069876,26280,6120553,27381,407281,8937,6364158,29461,580719,13472,4741801,28301,76911,4591,295285,9745,1872,594,620088,13761,6416443,27524,17845,2355,6398598,27610,5436290,31082,782242,16360,5405520,25607,453293,9724,1273521,19202,1283535,16930,3512,900,799491,15466,480532,11797,3759499,23324,11160,1694,3114119,24760,634220,14591,2646930,21430,3173,888,2484988,22812,158769,7922,-888888888,-888888888,91.9,0.2,79.6,0.3,5.3,0.1,82.8,0.3,7.6,0.2,61.7,0.3,1.0,0.1,3.8,0.1,0.0,0.1,8.1,0.2,83.4,0.2,0.2,0.1,83.2,0.2,70.7,0.3,10.2,0.2,70.3,0.3,5.9,0.1,16.6,0.2,-888888888.0,-888888888.0,0.3,0.1,62.3,0.8,37.4,0.8,-888888888.0,-888888888.0,0.3,0.1,82.8,0.4,16.9,0.4,-888888888.0,-888888888.0,0.1,0.1,93.9,0.3,6.0,0.3,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,12
