GEO_ID,S2418_C01_001E,S2418_C01_001M,S2418_C01_002E,S2418_C01_002M,S2418_C01_003E,S2418_C01_003M,S2418_C01_004E,S2418_C01_004M,S2418_C01_005E,S2418_C01_005M,S2418_C01_006E,S2418_C01_006M,S2418_C01_007E,S2418_C01_007M,S2418_C01_008E,S2418_C01_008M,S2418_C01_009E,S2418_C01_009M,S2418_C02_001E,S2418_C02_001M,S2418_C02_002E,S2418_C02_002M,S2418_C02_003E,S2418_C02_003M,S2418_C02_004E,S2418_C02_004M,S2418_C02_005E,S2418_C02_005M,S2418_C02_006E,S2418_C02_006M,S2418_C02_007E,S2418_C02_007M,S2418_C02_008E,S2418_C02_008M,S2418_C02_009E,S2418_C02_009M,S2418_C03_001E,S2418_C03_001M,S2418_C03_002E,S2418_C03_002M,S2418_C03_003E,S2418_C03_003M,S2418_C03_004E,S2418_C03_004M,S2418_C03_005E,S2418_C03_005M,S2418_C03_006E,S2418_C03_006M,S2418_C03_007E,S2418_C03_007M,S2418_C03_008E,S2418_C03_008M,S2418_C03_009E,S2418_C03_009M,S2418_C04_001E,S2418_C04_001M,S2418_C04_002E,S2418_C04_002M,S2418_C04_003E,S2418_C04_003M,S2418_C04_004E,S2418_C04_004M,S2418_C04_005E,S2418_C04_005M,S2418_C04_006E,S2418_C04_006M,S2418_C04_007E,S2418_C04_007M,S2418_C04_008E,S2418_C04_008M,S2418_C04_009E,S2418_C04_009M,NAME,S2418_C01_001MA,S2418_C01_001EA,S2418_C01_002MA,S2418_C01_002EA,S2418_C01_003MA,S2418_C01_003EA,S2418_C01_004MA,S2418_C01_004EA,S2418_C01_005MA,S2418_C01_005EA,S2418_C01_006EA,S2418_C01_006MA,S2418_C01_007EA,S2418_C01_007MA,S2418_C01_008EA,S2418_C01_008MA,S2418_C01_009MA,S2418_C01_009EA,S2418_C02_001MA,S2418_C02_001EA,S2418_C02_002MA,S2418_C02_002EA,S2418_C02_003EA,S2418_C02_003MA,S2418_C02_004EA,S2418_C02_004MA,S2418_C02_005MA,S2418_C02_005EA,S2418_C02_006MA,S2418_C02_006EA,S2418_C02_007MA,S2418_C02_007EA,S2418_C02_008EA,S2418_C02_008MA,S2418_C02_009EA,S2418_C02_009MA,S2418_C03_001EA,S2418_C03_001MA,S2418_C03_002MA,S2418_C03_002EA,S2418_C03_003MA,S2418_C03_003EA,S2418_C03_004MA,S2418_C03_004EA,S2418_C03_005EA,S2418_C03_005MA,S2418_C03_006EA,S2418_C03_006MA,S2418_C03_007EA,S2418_C03_007MA,S2418_C03_008MA,S2418_C03_008EA,S2418_C03_009MA,S2418_C03_009EA,S2418_C04_001EA,S2418_C04_001MA,S2418_C04_002EA,S2418_C04_002MA,S2418_C04_003EA,S2418_C04_003MA,S2418_C04_004MA,S2418_C04_004EA,S2418_C04_005MA,S2418_C04_005EA,S2418_C04_006MA,S2418_C04_006EA,S2418_C04_007EA,S2418_C04_007MA,S2418_C04_008EA,S2418_C04_008MA,S2418_C04_009MA,S2418_C04_009EA,state
0400000US01,32267,257,31214,333,30793,339,52212,2409,33098,2403,38437,1408,42524,2124,66631,3654,24640,1719,40547,451,39351,1123,37597,1048,62447,5765,45538,4672,41842,1474,47133,2303,73821,3797,31056,1007,26849,424,24666,833,24399,839,33453,4982,30125,1620,35451,2189,40683,1614,56992,4606,15653,1233,66.2,1.2,62.7,2.3,64.9,2.5,53.6,9.2,66.2,8.0,84.7,6.1,86.3,5.3,77.2,7.2,50.4,4.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41926,792,38143,2435,37264,1586,60106,9221,44770,4672,48539,5414,53735,4398,60658,5370,30832,4487,50098,1749,46904,2384,45830,2556,66354,5203,50969,12263,56667,7671,58446,5022,66410,6460,33378,3499,35402,1003,29999,1445,29774,1593,35684,10354,40415,4328,41539,2622,51250,3030,49407,7174,23046,5882,70.7,3.2,64.0,3.9,65.0,4.4,53.8,15.4,79.3,17.0,73.3,11.6,87.7,8.8,74.4,12.8,69.0,17.9,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,34759,551,33069,747,32324,307,50801,1012,37621,1840,39031,1100,38680,1020,57509,4905,23631,1735,38552,758,37811,944,37011,524,55555,6703,40350,2690,44632,3257,41510,1338,60529,2767,26828,1420,30837,273,29438,605,29014,609,40323,3059,36902,1117,35616,1206,36770,1076,51181,2884,18754,2423,80.0,1.6,77.9,2.1,78.4,1.7,72.6,9.6,91.5,6.4,79.8,6.5,88.6,3.9,84.6,6.2,69.9,9.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,31663,314,30868,357,30534,368,46889,6573,34698,2180,33409,2827,38922,2246,51260,4682,22188,2035,36910,519,36527,630,35970,626,52240,4827,43328,5078,36937,2110,43158,3066,52415,9267,29622,2675,26969,480,25412,468,25273,484,30688,5582,31964,1365,28637,3152,36555,1317,49205,7563,14005,2306,73.1,1.7,69.6,1.8,70.3,1.8,58.7,11.9,73.8,8.8,77.5,9.3,84.7,6.3,93.9,22.6,47.3,7.6,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38170,307,36626,138,36025,132,60641,530,45286,957,50526,483,53343,1660,61750,642,26443,391,42362,133,41539,143,40865,145,70589,1501,46891,1373,61929,586,63018,2396,65342,1347,31249,363,32334,138,30993,149,30771,147,41968,1733,43995,1804,42263,643,46970,1374,56660,1637,20865,346,76.3,0.4,74.6,0.4,75.3,0.5,59.5,2.7,93.8,4.5,68.2,1.2,74.5,3.6,86.7,2.9,66.8,1.4,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40330,220,38757,609,37421,358,53872,3839,41597,756,44635,1329,46472,1302,65398,2984,26923,1136,46642,527,45840,619,44365,1305,61692,1088,48540,3481,51323,1100,51624,1454,70703,3013,35147,2709,34161,712,31544,381,31280,394,40105,3706,40307,1061,40755,1073,42916,1378,57769,5574,18785,2254,73.2,1.7,68.8,1.4,70.5,2.5,65.0,6.3,83.0,6.0,79.4,2.6,83.1,3.6,81.7,8.6,53.4,7.7,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45234,533,43014,1130,42100,572,63883,5447,46426,1642,54578,2805,62152,2831,62803,2642,32078,1578,51936,478,51681,528,51114,560,73535,5153,51084,4213,60620,2928,66210,2785,65111,3026,40526,2239,37044,560,34523,1027,34212,1041,44642,10066,45219,2326,50345,2345,60633,2258,60194,4104,22431,2147,71.3,1.3,66.8,2.1,66.9,2.2,60.7,14.4,88.5,8.7,83.1,5.6,91.6,5.4,92.4,7.9,55.3,6.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40347,821,37415,1811,36979,1026,48363,11888,40379,4597,49340,3639,47933,2792,61288,8302,30437,5657,45431,2202,42520,3383,42046,1483,58345,12714,51230,7132,61238,4011,46670,6187,65899,11144,37977,6780,35580,1396,31986,774,32003,786,27484,15637,36313,6219,43496,3130,48748,3565,55000,17075,20974,3536,78.3,4.5,75.2,5.8,76.1,3.2,47.1,32.3,70.9,16.2,71.0,7.1,104.5,15.8,83.5,34.9,55.2,14.7,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,60252,1635,50814,939,50546,1047,70370,35927,59851,3609,60069,8008,61327,4035,94736,5413,42374,4224,63991,3183,57138,6329,55839,5658,102146,28235,61832,4161,52040,8349,65975,10669,97489,6121,41924,7432,55626,1469,43813,5492,42481,6355,46707,9540,57150,3428,65104,7450,60357,6406,86438,9824,42896,3320,86.9,5.0,76.7,14.8,76.1,16.1,45.7,14.3,92.4,7.7,125.1,22.3,91.5,18.0,88.7,10.6,102.3,17.4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,31797,138,31084,166,30633,172,41926,576,36889,601,40773,308,40130,819,59292,2121,20838,354,36039,265,35307,313,33832,718,48614,2846,40834,1163,46468,954,42635,1795,62736,2644,24508,1568,28373,427,26729,232,26572,241,32336,1568,35613,736,37859,832,37802,1273,50942,1480,16579,633,78.7,1.3,75.7,0.9,78.5,1.8,66.5,5.2,87.2,3.2,81.5,2.5,88.7,4.7,81.2,4.4,67.6,5.9,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
