GEO_ID,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C01_028E,S1902_C01_028M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M,S1902_C02_028E,S1902_C02_028M,S1902_C03_001E,S1902_C03_001M,S1902_C03_002E,S1902_C03_002M,S1902_C03_003E,S1902_C03_003M,S1902_C03_004E,S1902_C03_004M,S1902_C03_005E,S1902_C03_005M,S1902_C03_006E,S1902_C03_006M,S1902_C03_007E,S1902_C03_007M,S1902_C03_008E,S1902_C03_008M,S1902_C03_009E,S1902_C03_009M,S1902_C03_010E,S1902_C03_010M,S1902_C03_011E,S1902_C03_011M,S1902_C03_012E,S1902_C03_012M,S1902_C03_013E,S1902_C03_013M,S1902_C03_014E,S1902_C03_014M,S1902_C03_015E,S1902_C03_015M,S1902_C03_016E,S1902_C03_016M,S1902_C03_017E,S1902_C03_017M,S1902_C03_018E,S1902_C03_018M,S1902_C03_019E,S1902_C03_019M,S1902_C03_020E,S1902_C03_020M,S1902_C03_021E,S1902_C03_021M,S1902_C03_022E,S1902_C03_022M,S1902_C03_023E,S1902_C03_023M,S1902_C03_024E,S1902_C03_024M,S1902_C03_025E,S1902_C03_025M,S1902_C03_026E,S1902_C03_026M,S1902_C03_027E,S1902_C03_027M,S1902_C03_028E,S1902_C03_028M,NAME,S1902_C01_001EA,S1902_C01_001MA,S1902_C01_002EA,S1902_C01_002MA,S1902_C01_003EA,S1902_C01_003MA,S1902_C01_004EA,S1902_C01_004MA,S1902_C01_005EA,S1902_C01_005MA,S1902_C01_006EA,S1902_C01_006MA,S1902_C01_007EA,S1902_C01_007MA,S1902_C01_008EA,S1902_C01_008MA,S1902_C01_009EA,S1902_C01_009MA,S1902_C01_010EA,S1902_C01_010MA,S1902_C01_011EA,S1902_C01_011MA,S1902_C01_012EA,S1902_C01_012MA,S1902_C01_013MA,S1902_C01_013EA,S1902_C01_014MA,S1902_C01_014EA,S1902_C01_015MA,S1902_C01_015EA,S1902_C01_016EA,S1902_C01_016MA,S1902_C01_017EA,S1902_C01_017MA,S1902_C01_018MA,S1902_C01_018EA,S1902_C01_019MA,S1902_C01_019EA,S1902_C01_020MA,S1902_C01_020EA,S1902_C01_021MA,S1902_C01_021EA,S1902_C01_022EA,S1902_C01_022MA,S1902_C01_023MA,S1902_C01_023EA,S1902_C01_024MA,S1902_C01_024EA,S1902_C01_025MA,S1902_C01_025EA,S1902_C01_026MA,S1902_C01_026EA,S1902_C01_027EA,S1902_C01_027MA,S1902_C01_028MA,S1902_C01_028EA,S1902_C02_001MA,S1902_C02_001EA,S1902_C02_002MA,S1902_C02_002EA,S1902_C02_003MA,S1902_C02_003EA,S1902_C02_004MA,S1902_C02_004EA,S1902_C02_005EA,S1902_C02_005MA,S1902_C02_006MA,S1902_C02_006EA,S1902_C02_007MA,S1902_C02_007EA,S1902_C02_008MA,S1902_C02_008EA,S1902_C02_009MA,S1902_C02_009EA,S1902_C02_010EA,S1902_C02_010MA,S1902_C02_011MA,S1902_C02_011EA,S1902_C02_012MA,S1902_C02_012EA,S1902_C02_013MA,S1902_C02_013EA,S1902_C02_014MA,S1902_C02_014EA,S1902_C02_015EA,S1902_C02_015MA,S1902_C02_016EA,S1902_C02_016MA,S1902_C02_017MA,S1902_C02_017EA,S1902_C02_018MA,S1902_C02_018EA,S1902_C02_019MA,S1902_C02_019EA,S1902_C02_020EA,S1902_C02_020MA,S1902_C02_021EA,S1902_C02_021MA,S1902_C02_022EA,S1902_C02_022MA,S1902_C02_023EA,S1902_C02_023MA,S1902_C02_024EA,S1902_C02_024MA,S1902_C02_025EA,S1902_C02_025MA,S1902_C02_026EA,S1902_C02_026MA,S1902_C02_027EA,S1902_C02_027MA,S1902_C02_028EA,S1902_C02_028MA,S1902_C03_001EA,S1902_C03_001MA,S1902_C03_002EA,S1902_C03_002MA,S1902_C03_003EA,S1902_C03_003MA,S1902_C03_004EA,S1902_C03_004MA,S1902_C03_005EA,S1902_C03_005MA,S1902_C03_006EA,S1902_C03_006MA,S1902_C03_007MA,S1902_C03_007EA,S1902_C03_008MA,S1902_C03_008EA,S1902_C03_009MA,S1902_C03_009EA,S1902_C03_010EA,S1902_C03_010MA,S1902_C03_011EA,S1902_C03_011MA,S1902_C03_012MA,S1902_C03_012EA,S1902_C03_013MA,S1902_C03_013EA,S1902_C03_014MA,S1902_C03_014EA,S1902_C03_015EA,S1902_C03_015MA,S1902_C03_016EA,S1902_C03_016MA,S1902_C03_017MA,S1902_C03_017EA,S1902_C03_018MA,S1902_C03_018EA,S1902_C03_019MA,S1902_C03_019EA,S1902_C03_020MA,S1902_C03_020EA,S1902_C03_021EA,S1902_C03_021MA,S1902_C03_022MA,S1902_C03_022EA,S1902_C03_023MA,S1902_C03_023EA,S1902_C03_024MA,S1902_C03_024EA,S1902_C03_025MA,S1902_C03_025EA,S1902_C03_026EA,S1902_C03_026MA,S1902_C03_027MA,S1902_C03_027EA,S1902_C03_028MA,S1902_C03_028EA,state
0400000US01,1841665,12421,1320744,13713,1272824,14106,150241,6371,293706,7468,669215,8054,130252,5628,263793,8443,28979,2438,397040,7497,205990,7969,1203689,13513,235991,6639,432360,10664,339484,9514,104216,4938,70368,4085,21270,2330,4874747,-555555555,3312718,7193,1307467,6809,25181,3067,66908,2994,1581,800,67308,6742,93584,6810,201970,2353,3191450,2158,1841665,12421,71.7,0.5,69.1,0.5,8.2,0.3,15.9,0.4,36.3,0.5,7.1,0.3,14.3,0.4,1.6,0.1,21.6,0.4,11.2,0.4,1203689,13513,19.6,0.5,35.9,0.8,28.2,0.7,8.7,0.4,5.8,0.3,1.8,0.2,4874747,-555555555,68.0,0.1,26.8,0.1,0.5,0.1,1.4,0.1,0.0,0.1,1.4,0.1,1.9,0.1,4.1,0.1,65.5,0.1,66337,723,69464,873,67920,873,35237,2816,16093,1545,18720,131,9395,254,-888888888,-888888888,2497,307,23430,690,12496,507,79810,1098,43852,1585,65663,2077,111736,2062,78325,4519,130120,4533,97618,10150,26498,301,30219,402,18562,755,24873,3170,29334,3541,15170,7283,12143,1619,14561,1724,15365,1224,30697,398,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,212488,3830,203414,4106,35129,2136,106157,3935,58243,1991,11175,1577,33454,2862,16857,2067,49553,2885,110897,4474,167401,3753,16972,1727,56821,3214,59236,3600,17023,1816,11975,1668,5374,1091,739795,-555555555,474856,3312,22107,1923,109948,4628,49385,2179,8830,643,11279,2328,63390,5290,51712,110,448081,1095,250741,3074,84.7,1.0,81.1,1.1,14.0,0.9,42.3,1.5,23.2,0.8,4.5,0.6,13.3,1.1,6.7,0.8,19.8,1.2,44.2,1.8,167401,3753,10.1,1.1,33.9,1.9,35.4,1.8,10.2,1.1,7.2,1.0,3.2,0.6,739795,-555555555,64.2,0.4,3.0,0.3,14.9,0.6,6.7,0.3,1.2,0.1,1.5,0.3,8.6,0.7,7.0,0.1,60.6,0.1,92674,2705,89678,2623,87151,2329,37798,5959,9211,1570,17040,529,9879,766,-888888888,-888888888,3621,386,31567,2425,4289,312,104901,3339,62787,9847,78109,4668,133169,5665,93217,6206,170075,20122,101372,14085,34222,942,41047,1391,30015,3991,18502,1112,26563,2361,18431,4144,36031,8175,19683,2031,25380,2446,41919,1333,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1910129,12099,1832443,12578,258375,8630,507913,9705,859059,7929,108935,4522,290377,7258,41519,3592,528523,8809,269807,6574,1652325,14123,317034,6932,548782,10480,445363,9725,171813,8273,117657,6333,51676,3903,7016270,-555555555,5442417,25445,307655,6923,317974,8724,232517,4814,16453,2059,432853,21141,266401,12035,2202173,-555555555,3836639,4499,2552972,11005,74.8,0.3,71.8,0.4,10.1,0.3,19.9,0.4,33.6,0.3,4.3,0.2,11.4,0.3,1.6,0.1,20.7,0.3,10.6,0.3,1652325,14123,19.2,0.4,33.2,0.6,27.0,0.6,10.4,0.5,7.1,0.4,3.1,0.2,7016270,-555555555,77.6,0.4,4.4,0.1,4.5,0.1,3.3,0.1,0.2,0.1,6.2,0.3,3.8,0.2,31.4,-555555555.0,54.7,0.1,77451,752,78390,838,77109,912,32661,1782,22879,1450,20204,186,10290,310,-888888888,-888888888,2281,179,26999,686,13091,506,89647,891,56639,1803,73494,1710,124248,2412,76073,2217,138178,3894,100119,4435,29420,258,32053,341,23702,1444,14291,603,34561,1744,20135,4619,16956,724,16624,1399,17626,311,37804,439,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,841855,9887,806868,10212,109281,5653,181326,5482,418572,6339,75433,4169,141997,6254,20326,2269,211980,5577,117368,5365,754699,11377,140241,4728,262139,7935,237025,7087,58765,3895,42948,2656,13581,1845,3004279,-555555555,2293307,7105,458367,5104,19110,2399,47885,3261,8551,1976,91890,7755,85169,5704,223764,1357,2173307,2415,1153082,8560,73.0,0.6,70.0,0.6,9.5,0.5,15.7,0.5,36.3,0.5,6.5,0.4,12.3,0.5,1.8,0.2,18.4,0.5,10.2,0.5,754699,11377,18.6,0.6,34.7,0.8,31.4,0.8,7.8,0.5,5.7,0.3,1.8,0.2,3004279,-555555555,76.3,0.2,15.3,0.2,0.6,0.1,1.6,0.1,0.3,0.1,3.1,0.3,2.8,0.2,7.4,0.1,72.3,0.1,63560,923,66400,1098,64521,996,35127,3292,17575,2355,18122,226,9564,329,-888888888,-888888888,3036,460,20792,948,12162,679,76134,1261,42622,2161,60595,2154,102895,2152,75769,7339,127175,6191,95202,12411,25316,356,27661,455,17773,940,18460,2738,27308,3769,10232,1975,15340,2016,15456,1632,15897,1848,28204,407,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,10502893,24720,9978057,27438,1836792,18691,2858112,20980,3597747,20154,786150,12721,1290889,21857,418591,11844,2105218,17409,1321468,18657,8910617,24114,1108678,14229,2915483,22898,2543507,24904,1048801,16956,843635,14685,450513,10821,39536653,-555555555,23181769,68345,2271917,19745,313859,12442,5765305,20570,153923,5688,5911803,64869,1938077,38582,15477306,-555555555,14616636,7788,13005097,17539,80.8,0.1,76.7,0.2,14.1,0.1,22.0,0.2,27.7,0.2,6.0,0.1,9.9,0.2,3.2,0.1,16.2,0.1,10.2,0.1,8910617,24114,12.4,0.2,32.7,0.3,28.5,0.3,11.8,0.2,9.5,0.2,5.1,0.1,39536653,-555555555,58.6,0.2,5.7,0.1,0.8,0.1,14.6,0.1,0.4,0.1,15.0,0.2,4.9,0.1,39.1,-555555555.0,37.0,0.1,101761,503,102434,504,99887,471,43105,876,29396,762,18426,95,9941,117,-888888888,-888888888,4334,118,32909,407,13870,241,113488,642,61470,1370,88463,1131,157738,1223,94092,1833,156533,2029,118179,2078,35046,168,39824,244,28030,638,23406,1021,40279,522,27140,2096,18632,262,23139,574,19730,166,51025,358,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1752070,11134,1689644,11417,285506,8121,514490,9123,551865,6434,75200,4159,175538,6221,43265,3272,363360,6654,241947,6919,1366807,9822,166528,4876,414020,10045,503830,10339,129262,5258,117622,5483,35545,2752,5607154,-555555555,4720495,13280,229436,6270,56792,4293,179251,4255,8400,1808,219189,11815,193591,10824,1206724,-555555555,3822055,2897,2139207,8774,81.9,0.3,79.0,0.4,13.3,0.4,24.1,0.4,25.8,0.3,3.5,0.2,8.2,0.3,2.0,0.2,17.0,0.3,11.3,0.3,1366807,9822,12.2,0.4,30.3,0.7,36.9,0.7,9.5,0.4,8.6,0.4,2.6,0.2,5607154,-555555555,84.2,0.2,4.1,0.1,1.0,0.1,3.2,0.1,0.1,0.1,3.9,0.2,3.5,0.2,21.5,-555555555.0,68.2,0.1,92465,963,92008,1034,89469,902,35143,2309,21371,1171,18980,233,10236,317,-888888888,-888888888,2866,267,29926,854,13882,486,109022,1369,62718,2451,86998,2612,137046,2395,88585,3882,155620,4239,105375,5794,36345,369,38317,429,26509,1763,23405,2307,34833,1769,34266,15743,21054,1214,22519,2036,20090,485,42525,487,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,1067402,8198,1024964,8290,167203,6778,361685,7085,432033,6871,63586,3930,174160,6903,55629,3819,265926,6260,161569,6476,877293,8542,112262,4418,270523,7948,291654,6684,91131,5694,88056,4868,23667,2841,3588184,-555555555,2723013,12447,380578,7306,11268,2350,163924,3110,525,407,191373,12750,117503,7644,578833,-555555555,2393694,3077,1356762,6513,78.7,0.5,75.5,0.5,12.3,0.5,26.7,0.5,31.8,0.5,4.7,0.3,12.8,0.5,4.1,0.3,19.6,0.4,11.9,0.5,877293,8542,12.8,0.5,30.8,0.8,33.2,0.7,10.4,0.7,10.0,0.5,2.7,0.3,3588184,-555555555,75.9,0.3,10.6,0.2,0.3,0.1,4.6,0.1,0.0,0.1,5.3,0.4,3.3,0.2,16.1,-555555555.0,66.7,0.1,107420,1598,109713,1739,106632,1732,46732,3308,24762,1643,20274,261,8961,327,-888888888,-888888888,4579,367,30293,1179,12627,778,129913,2323,66474,4008,108986,5148,167831,3609,106124,5667,172418,6067,136211,12174,42029,612,46995,693,25333,1143,23627,5772,44193,3751,-999999999,-999999999,18059,1457,18927,2044,21064,910,50137,754,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,267563,4950,258648,4761,28503,2563,74091,3362,124500,3104,13821,1888,39015,2926,6645,1272,85057,3169,33264,3021,235795,5755,44655,2715,82968,4798,65095,3575,19639,2062,18965,2017,4473,899,961939,-555555555,662084,4020,210356,3797,2729,778,38930,1658,244,214,18372,3423,29224,3620,89540,-555555555,597917,735,357937,4266,74.8,0.9,72.3,1.0,8.0,0.7,20.7,0.9,34.8,0.9,3.9,0.5,10.9,0.8,1.9,0.4,23.8,0.9,9.3,0.8,235795,5755,18.9,1.1,35.2,1.7,27.6,1.3,8.3,0.9,8.0,0.8,1.9,0.4,961939,-555555555,68.8,0.4,21.9,0.4,0.3,0.1,4.0,0.2,0.0,0.1,1.9,0.4,3.0,0.4,9.3,-555555555.0,62.2,0.1,86577,2779,87046,2919,85137,2803,44554,7717,21548,4078,21359,466,11052,875,-888888888,-888888888,2207,534,32383,3254,15663,1997,101186,3321,63682,7096,74312,4101,143743,6477,103467,13241,154511,11860,118631,13727,33887,1011,37410,1309,25435,1933,28746,14215,39989,3687,-999999999,-999999999,16945,4064,18014,5989,19308,3863,39437,1318,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,227169,4253,220732,4285,29065,2698,70856,3237,56168,2033,15710,2032,39000,2841,9024,1245,40663,2582,17820,2267,119357,4070,16030,1606,37060,2961,44544,2591,12956,1795,4286,957,4481,1153,693972,-555555555,284536,4734,318220,3042,1690,463,28499,1656,302,209,40116,5076,20609,3240,76526,-555555555,253416,1470,281475,3302,80.7,1.0,78.4,1.0,10.3,1.0,25.2,1.1,20.0,0.7,5.6,0.7,13.9,1.0,3.2,0.4,14.4,0.9,6.3,0.8,119357,4070,13.4,1.3,31.0,2.1,37.3,1.8,10.9,1.5,3.6,0.8,3.8,1.0,693972,-555555555,41.0,0.7,45.9,0.4,0.2,0.1,4.1,0.2,0.0,0.1,5.8,0.7,3.0,0.5,11.0,-555555555.0,36.5,0.2,121095,3228,128595,3393,124979,3360,55939,9410,26499,4446,16271,739,9270,515,-888888888,-888888888,2655,406,40883,4146,13977,1840,155436,6125,54367,15310,107309,12424,240016,13164,100471,11044,237790,51303,154404,27462,52500,1360,83859,3317,27634,1224,28208,19168,67471,8437,-999999999,-999999999,25058,4563,38119,6170,38596,3348,87354,3393,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5554042,23366,5328730,24704,755941,15505,1615741,17096,2883305,18379,384571,8605,1085510,18568,154501,5819,1542614,15850,763795,12359,4943506,27730,1008535,14009,1637452,17022,1356083,16838,470787,11627,335789,9859,134860,6659,20984400,-555555555,15768315,33431,3394508,19514,63635,6958,588087,7774,13937,3557,602032,29652,553886,21776,5370860,461,11288419,8183,7689964,22835,72.2,0.2,69.3,0.2,9.8,0.2,21.0,0.2,37.5,0.2,5.0,0.1,14.1,0.2,2.0,0.1,20.1,0.2,9.9,0.2,4943506,27730,20.4,0.3,33.1,0.3,27.4,0.3,9.5,0.2,6.8,0.2,2.7,0.1,20984400,-555555555,75.1,0.2,16.2,0.1,0.3,0.1,2.8,0.1,0.1,0.1,2.9,0.1,2.6,0.1,25.6,0.1,53.8,0.1,76053,513,76657,591,75024,588,34358,1344,27558,1131,19600,115,9812,151,-888888888,-888888888,2502,119,27707,383,14602,365,88588,675,59984,1159,74154,1132,118886,1349,79023,1921,131104,2986,100631,3724,29838,193,32812,223,18948,473,25043,3951,34404,1556,19854,7980,19562,880,19022,1307,21543,276,37041,300,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
