GEO_ID,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M,NAME,S1901_C01_001MA,S1901_C01_001EA,S1901_C01_002MA,S1901_C01_002EA,S1901_C01_003EA,S1901_C01_003MA,S1901_C01_004EA,S1901_C01_004MA,S1901_C01_005EA,S1901_C01_005MA,S1901_C01_006MA,S1901_C01_006EA,S1901_C01_007MA,S1901_C01_007EA,S1901_C01_008EA,S1901_C01_008MA,S1901_C01_009EA,S1901_C01_009MA,S1901_C01_010EA,S1901_C01_010MA,S1901_C01_011MA,S1901_C01_011EA,S1901_C01_012MA,S1901_C01_012EA,S1901_C01_013MA,S1901_C01_013EA,S1901_C01_014EA,S1901_C01_014MA,S1901_C01_015EA,S1901_C01_015MA,S1901_C01_016EA,S1901_C01_016MA,S1901_C02_001MA,S1901_C02_001EA,S1901_C02_002MA,S1901_C02_002EA,S1901_C02_003EA,S1901_C02_003MA,S1901_C02_004EA,S1901_C02_004MA,S1901_C02_005EA,S1901_C02_005MA,S1901_C02_006MA,S1901_C02_006EA,S1901_C02_007MA,S1901_C02_007EA,S1901_C02_008MA,S1901_C02_008EA,S1901_C02_009EA,S1901_C02_009MA,S1901_C02_010EA,S1901_C02_010MA,S1901_C02_011EA,S1901_C02_011MA,S1901_C02_012MA,S1901_C02_012EA,S1901_C02_013MA,S1901_C02_013EA,S1901_C02_014EA,S1901_C02_014MA,S1901_C02_015MA,S1901_C02_015EA,S1901_C02_016EA,S1901_C02_016MA,S1901_C03_001MA,S1901_C03_001EA,S1901_C03_002MA,S1901_C03_002EA,S1901_C03_003EA,S1901_C03_003MA,S1901_C03_004MA,S1901_C03_004EA,S1901_C03_005EA,S1901_C03_005MA,S1901_C03_006EA,S1901_C03_006MA,S1901_C03_007MA,S1901_C03_007EA,S1901_C03_008EA,S1901_C03_008MA,S1901_C03_009EA,S1901_C03_009MA,S1901_C03_010MA,S1901_C03_010EA,S1901_C03_011EA,S1901_C03_011MA,S1901_C03_012MA,S1901_C03_012EA,S1901_C03_013EA,S1901_C03_013MA,S1901_C03_014MA,S1901_C03_014EA,S1901_C03_015MA,S1901_C03_015EA,S1901_C03_016EA,S1901_C03_016MA,S1901_C04_001EA,S1901_C04_001MA,S1901_C04_002EA,S1901_C04_002MA,S1901_C04_003EA,S1901_C04_003MA,S1901_C04_004MA,S1901_C04_004EA,S1901_C04_005MA,S1901_C04_005EA,S1901_C04_006MA,S1901_C04_006EA,S1901_C04_007EA,S1901_C04_007MA,S1901_C04_008EA,S1901_C04_008MA,S1901_C04_009MA,S1901_C04_009EA,S1901_C04_010EA,S1901_C04_010MA,S1901_C04_011EA,S1901_C04_011MA,S1901_C04_012EA,S1901_C04_012MA,S1901_C04_013EA,S1901_C04_013MA,S1901_C04_014EA,S1901_C04_014MA,S1901_C04_015EA,S1901_C04_015MA,S1901_C04_016MA,S1901_C04_016EA,state
0400000US01,1841217,10615,10.1,0.3,6.9,0.3,13.2,0.4,11.6,0.3,14.4,0.4,17.0,0.5,10.5,0.4,10.3,0.4,3.4,0.2,2.6,0.1,42830,598,59464,699,34.2,-888888888.0,-888888888,-888888888,-888888888,-888888888,1232515,11755,6.7,0.4,4.3,0.3,10.0,0.4,10.5,0.4,14.9,0.5,18.8,0.6,13.1,0.4,13.6,0.5,4.6,0.3,3.5,0.2,53764,933,70962,924,-888888888,-888888888,35.3,-888888888.0,-888888888,-888888888,870026,12061,2.0,0.2,2.0,0.2,6.4,0.4,8.7,0.5,14.5,0.6,21.4,0.7,16.2,0.6,17.8,0.7,6.3,0.4,4.8,0.2,68529,1175,85551,1247,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,608702,10930,18.1,0.8,12.9,0.7,20.2,0.9,13.9,0.7,13.4,0.8,12.4,0.7,4.8,0.5,2.9,0.3,0.8,0.2,0.6,0.1,24240,668,34398,711,-888888888,-888888888,-888888888,-888888888,30.9,-888888888.0,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,01
0400000US02,249659,2978,3.9,0.5,3.4,0.5,7.4,0.7,7.6,0.8,11.5,0.9,18.6,1.2,13.6,1.0,19.5,1.1,8.0,0.6,6.4,0.8,71583,1784,89094,2252,28.9,-888888888.0,-888888888,-888888888,-888888888,-888888888,165015,3765,3.0,0.6,1.8,0.4,5.6,0.7,6.3,0.8,10.2,1.0,17.7,1.4,14.9,1.4,22.4,1.3,10.3,0.9,7.7,1.0,82307,2332,98975,2717,-888888888,-888888888,29.2,-888888888.0,-888888888,-888888888,124028,3565,1.1,0.4,0.9,0.4,2.8,0.6,4.7,1.0,8.3,1.1,16.7,1.4,16.7,1.5,26.5,1.6,12.7,1.1,9.6,1.3,97254,3420,112794,3303,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,84644,3784,7.1,1.2,7.3,1.2,12.2,1.7,9.8,1.4,15.1,1.9,20.1,1.9,10.1,1.3,12.4,1.7,3.0,0.7,2.8,1.1,48029,2650,64015,3636,-888888888,-888888888,-888888888,-888888888,25.2,-888888888.0,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,02
0400000US04,2428743,11353,7.8,0.3,5.5,0.2,11.0,0.3,11.0,0.3,14.7,0.3,18.5,0.4,11.7,0.4,11.8,0.3,4.0,0.2,4.0,0.2,50068,483,68103,648,32.7,-888888888.0,-888888888,-888888888,-888888888,-888888888,1579481,13962,5.6,0.3,3.4,0.2,8.2,0.4,10.0,0.4,14.0,0.4,20.1,0.5,13.5,0.5,14.7,0.4,5.2,0.3,5.2,0.3,59700,943,78549,963,-888888888,-888888888,33.1,-888888888.0,-888888888,-888888888,1141295,13485,2.4,0.2,2.1,0.2,5.8,0.3,8.4,0.4,13.2,0.5,20.9,0.5,15.6,0.5,18.1,0.5,6.8,0.4,6.8,0.4,71252,794,91238,1177,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,849262,12195,13.6,0.7,9.7,0.5,16.7,0.7,13.6,0.6,16.0,0.6,14.8,0.6,7.5,0.5,5.3,0.3,1.4,0.2,1.5,0.2,31889,433,45085,913,-888888888,-888888888,-888888888,-888888888,30.0,-888888888.0,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,04
0400000US05,1131288,8373,8.7,0.4,7.7,0.4,13.7,0.6,12.3,0.5,15.9,0.5,17.6,0.5,10.1,0.5,8.9,0.4,2.6,0.2,2.5,0.2,41262,653,57693,1098,29.3,-888888888.0,-888888888,-888888888,-888888888,-888888888,752212,9854,5.5,0.4,4.1,0.4,10.9,0.6,11.3,0.5,16.5,0.6,20.3,0.7,12.7,0.7,12.0,0.6,3.5,0.3,3.3,0.3,51528,921,68411,1546,-888888888,-888888888,29.8,-888888888.0,-888888888,-888888888,546528,9376,2.0,0.3,2.2,0.3,7.8,0.6,10.0,0.6,15.8,0.8,22.7,0.8,15.5,0.9,15.2,0.7,4.5,0.4,4.2,0.4,61923,1097,80040,1938,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,379076,9260,16.3,1.0,15.4,1.1,19.6,1.1,14.5,0.9,14.3,1.0,11.5,0.9,4.2,0.6,2.6,0.4,0.8,0.3,0.8,0.2,24142,845,34464,1056,-888888888,-888888888,-888888888,-888888888,27.2,-888888888.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,05
0400000US06,12758648,18835,5.9,0.1,5.1,0.1,9.3,0.1,8.9,0.1,12.0,0.2,16.5,0.2,12.1,0.1,14.9,0.2,7.0,0.1,8.1,0.1,61933,238,88595,345,32.6,-888888888.0,-888888888,-888888888,-888888888,-888888888,8762059,27318,4.4,0.1,3.2,0.1,8.0,0.1,8.4,0.2,11.8,0.2,16.6,0.2,12.7,0.2,16.8,0.2,8.3,0.1,9.8,0.1,71015,368,98670,466,-888888888,-888888888,33.2,-888888888.0,-888888888,-888888888,6239143,26454,1.8,0.1,1.8,0.1,5.6,0.1,6.8,0.2,10.4,0.2,16.3,0.2,13.8,0.2,20.0,0.3,10.6,0.2,12.9,0.2,87072,562,116065,682,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,3996589,24576,11.2,0.3,10.0,0.2,13.1,0.3,10.4,0.2,12.5,0.2,15.8,0.3,9.8,0.2,9.7,0.2,3.6,0.1,3.8,0.1,40842,335,61229,512,-888888888,-888888888,-888888888,-888888888,28.5,-888888888.0,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,06
0400000US08,2039592,7530,6.0,0.3,3.8,0.2,8.6,0.3,9.3,0.3,13.3,0.4,18.4,0.4,13.4,0.4,15.1,0.4,6.3,0.2,5.9,0.2,61303,487,82295,867,28.3,-888888888.0,-888888888,-888888888,-888888888,-888888888,1315283,8405,3.4,0.3,2.0,0.2,6.2,0.3,7.8,0.4,12.0,0.4,18.2,0.5,15.4,0.5,18.6,0.5,8.2,0.3,8.1,0.3,75405,844,96931,1273,-888888888,-888888888,28.7,-888888888.0,-888888888,-888888888,1005726,10270,1.2,0.2,1.1,0.1,4.2,0.3,6.3,0.3,10.2,0.5,18.2,0.6,16.8,0.5,22.0,0.6,9.9,0.4,10.0,0.4,87242,1057,110103,1567,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,724309,7586,11.7,0.7,7.4,0.5,13.5,0.6,12.6,0.6,16.0,0.7,17.7,0.7,9.2,0.5,7.8,0.5,2.3,0.3,1.7,0.2,38560,953,52518,1065,-888888888,-888888888,-888888888,-888888888,25.9,-888888888.0,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,08
0400000US09,1355817,6673,6.0,0.4,3.6,0.3,8.5,0.3,7.8,0.4,11.0,0.4,16.0,0.5,12.9,0.5,16.2,0.5,7.9,0.4,10.0,0.4,70048,828,100948,1353,31.9,-888888888.0,-888888888,-888888888,-888888888,-888888888,887263,10002,3.3,0.4,2.0,0.3,5.1,0.3,6.4,0.5,9.5,0.5,15.3,0.6,14.6,0.6,19.9,0.7,10.6,0.5,13.5,0.5,88819,1385,121975,1752,-888888888,-888888888,32.5,-888888888.0,-888888888,-888888888,650673,9276,1.1,0.2,0.8,0.2,2.4,0.3,4.2,0.3,7.6,0.5,14.1,0.7,15.5,0.8,23.7,0.8,13.2,0.6,17.3,0.7,106976,1289,144134,2168,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,468554,8539,12.0,0.7,7.0,0.6,15.6,0.7,10.9,0.8,14.6,0.9,17.0,0.8,9.1,0.6,8.3,0.7,2.6,0.4,3.0,0.4,39839,1186,57595,1967,-888888888,-888888888,-888888888,-888888888,28.7,-888888888.0,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,09
0400000US10,349743,3705,6.7,0.7,3.6,0.5,8.5,0.6,9.4,0.8,14.1,0.9,18.5,1.0,12.9,0.9,14.9,0.9,6.2,0.6,5.2,0.6,59716,1674,78773,2040,37.7,-888888888.0,-888888888,-888888888,-888888888,-888888888,233000,4645,3.9,0.7,2.0,0.5,6.1,0.8,8.3,0.8,12.5,1.2,18.9,1.2,15.2,1.2,18.6,1.2,7.6,0.7,6.7,0.8,72594,1921,91131,2862,-888888888,-888888888,37.4,-888888888.0,-888888888,-888888888,165362,4195,1.1,0.4,1.0,0.4,4.2,0.7,5.8,0.8,10.2,1.1,18.9,1.3,17.1,1.4,22.9,1.4,9.9,1.0,8.9,1.1,87100,2751,106106,3284,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,116743,4375,12.7,1.5,7.1,1.1,14.0,1.3,13.0,1.6,17.1,1.8,17.8,1.7,7.2,1.1,6.5,1.0,2.7,0.9,2.0,0.6,36973,1316,50877,2499,-888888888,-888888888,-888888888,-888888888,36.5,-888888888.0,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,10
0400000US11,277378,3304,11.4,1.1,4.0,0.6,7.5,0.8,6.7,0.7,8.9,0.8,13.3,0.9,11.6,0.9,14.7,1.1,8.5,0.8,13.5,0.9,71648,1996,103525,2816,30.5,-888888888.0,-888888888,-888888888,-888888888,-888888888,117864,3359,7.8,1.3,2.5,0.7,8.5,1.3,6.5,1.1,7.6,1.0,13.7,1.6,9.8,1.3,14.2,1.4,9.7,1.2,19.7,1.6,84094,6264,125324,4501,-888888888,-888888888,34.0,-888888888.0,-888888888,-888888888,66244,3097,1.1,0.5,0.7,0.5,4.0,1.4,2.8,0.8,4.9,1.2,12.0,1.9,9.7,1.5,17.4,1.9,14.6,1.8,32.9,2.5,142152,7954,178408,7370,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,159514,3865,14.3,1.6,5.2,1.0,7.6,1.3,6.8,1.0,9.6,1.0,13.5,1.4,12.4,1.3,14.8,1.6,7.3,1.0,8.4,1.1,61126,3665,84957,3738,-888888888,-888888888,-888888888,-888888888,27.0,-888888888.0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,11
0400000US12,7328046,25793,7.9,0.2,5.5,0.1,12.1,0.2,11.6,0.2,15.1,0.2,18.3,0.2,10.8,0.2,10.9,0.2,3.8,0.1,4.0,0.1,47463,329,67510,426,34.0,-888888888.0,-888888888,-888888888,-888888888,-888888888,4693411,24879,5.0,0.2,3.5,0.1,9.3,0.2,10.5,0.2,15.0,0.3,20.0,0.3,12.7,0.3,13.8,0.3,4.9,0.2,5.4,0.2,57212,401,79196,626,-888888888,-888888888,34.2,-888888888.0,-888888888,-888888888,3380103,24537,2.3,0.2,1.9,0.1,6.5,0.3,8.7,0.3,13.9,0.3,21.3,0.4,14.9,0.3,17.1,0.3,6.3,0.2,7.0,0.2,68757,592,92538,817,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,2634635,21591,14.2,0.4,9.6,0.3,17.9,0.4,14.1,0.3,15.2,0.4,14.4,0.3,6.6,0.2,5.0,0.2,1.5,0.1,1.5,0.1,30563,272,43989,502,-888888888,-888888888,-888888888,-888888888,32.5,-888888888.0,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),null,12
