GEO_ID,S2001_C01_001E,S2001_C01_001M,S2001_C01_002E,S2001_C01_002M,S2001_C01_003E,S2001_C01_003M,S2001_C01_004E,S2001_C01_004M,S2001_C01_005E,S2001_C01_005M,S2001_C01_006E,S2001_C01_006M,S2001_C01_007E,S2001_C01_007M,S2001_C01_008E,S2001_C01_008M,S2001_C01_009E,S2001_C01_009M,S2001_C01_010E,S2001_C01_010M,S2001_C01_011E,S2001_C01_011M,S2001_C01_012E,S2001_C01_012M,S2001_C01_013E,S2001_C01_013M,S2001_C01_014E,S2001_C01_014M,S2001_C01_015E,S2001_C01_015M,S2001_C01_016E,S2001_C01_016M,S2001_C01_017E,S2001_C01_017M,S2001_C01_018E,S2001_C01_018M,S2001_C01_019E,S2001_C01_019M,S2001_C01_020E,S2001_C01_020M,S2001_C01_021E,S2001_C01_021M,S2001_C02_001E,S2001_C02_001M,S2001_C02_002E,S2001_C02_002M,S2001_C02_003E,S2001_C02_003M,S2001_C02_004E,S2001_C02_004M,S2001_C02_005E,S2001_C02_005M,S2001_C02_006E,S2001_C02_006M,S2001_C02_007E,S2001_C02_007M,S2001_C02_008E,S2001_C02_008M,S2001_C02_009E,S2001_C02_009M,S2001_C02_010E,S2001_C02_010M,S2001_C02_011E,S2001_C02_011M,S2001_C02_012E,S2001_C02_012M,S2001_C02_013E,S2001_C02_013M,S2001_C02_014E,S2001_C02_014M,S2001_C02_015E,S2001_C02_015M,S2001_C02_016E,S2001_C02_016M,S2001_C02_017E,S2001_C02_017M,S2001_C02_018E,S2001_C02_018M,S2001_C02_019E,S2001_C02_019M,S2001_C02_020E,S2001_C02_020M,S2001_C02_021E,S2001_C02_021M,S2001_C03_001E,S2001_C03_001M,S2001_C03_002E,S2001_C03_002M,S2001_C03_003E,S2001_C03_003M,S2001_C03_004E,S2001_C03_004M,S2001_C03_005E,S2001_C03_005M,S2001_C03_006E,S2001_C03_006M,S2001_C03_007E,S2001_C03_007M,S2001_C03_008E,S2001_C03_008M,S2001_C03_009E,S2001_C03_009M,S2001_C03_010E,S2001_C03_010M,S2001_C03_011E,S2001_C03_011M,S2001_C03_012E,S2001_C03_012M,S2001_C03_013E,S2001_C03_013M,S2001_C03_014E,S2001_C03_014M,S2001_C03_015E,S2001_C03_015M,S2001_C03_016E,S2001_C03_016M,S2001_C03_017E,S2001_C03_017M,S2001_C03_018E,S2001_C03_018M,S2001_C03_019E,S2001_C03_019M,S2001_C03_020E,S2001_C03_020M,S2001_C03_021E,S2001_C03_021M,NAME,S2001_C01_001MA,S2001_C01_001EA,S2001_C01_002MA,S2001_C01_002EA,S2001_C01_003EA,S2001_C01_003MA,S2001_C01_004EA,S2001_C01_004MA,S2001_C01_005EA,S2001_C01_005MA,S2001_C01_006MA,S2001_C01_006EA,S2001_C01_007MA,S2001_C01_007EA,S2001_C01_008MA,S2001_C01_008EA,S2001_C01_009EA,S2001_C01_009MA,S2001_C01_010EA,S2001_C01_010MA,S2001_C01_011MA,S2001_C01_011EA,S2001_C01_012MA,S2001_C01_012EA,S2001_C01_013MA,S2001_C01_013EA,S2001_C01_014EA,S2001_C01_014MA,S2001_C01_015EA,S2001_C01_015MA,S2001_C01_016EA,S2001_C01_016MA,S2001_C01_017MA,S2001_C01_017EA,S2001_C01_018MA,S2001_C01_018EA,S2001_C01_019EA,S2001_C01_019MA,S2001_C01_020MA,S2001_C01_020EA,S2001_C01_021MA,S2001_C01_021EA,S2001_C02_001MA,S2001_C02_001EA,S2001_C02_002MA,S2001_C02_002EA,S2001_C02_003EA,S2001_C02_003MA,S2001_C02_004EA,S2001_C02_004MA,S2001_C02_005MA,S2001_C02_005EA,S2001_C02_006EA,S2001_C02_006MA,S2001_C02_007MA,S2001_C02_007EA,S2001_C02_008MA,S2001_C02_008EA,S2001_C02_009EA,S2001_C02_009MA,S2001_C02_010MA,S2001_C02_010EA,S2001_C02_011EA,S2001_C02_011MA,S2001_C02_012MA,S2001_C02_012EA,S2001_C02_013MA,S2001_C02_013EA,S2001_C02_014EA,S2001_C02_014MA,S2001_C02_015EA,S2001_C02_015MA,S2001_C02_016EA,S2001_C02_016MA,S2001_C02_017EA,S2001_C02_017MA,S2001_C02_018MA,S2001_C02_018EA,S2001_C02_019EA,S2001_C02_019MA,S2001_C02_020EA,S2001_C02_020MA,S2001_C02_021EA,S2001_C02_021MA,S2001_C03_001EA,S2001_C03_001MA,S2001_C03_002MA,S2001_C03_002EA,S2001_C03_003EA,S2001_C03_003MA,S2001_C03_004EA,S2001_C03_004MA,S2001_C03_005EA,S2001_C03_005MA,S2001_C03_006EA,S2001_C03_006MA,S2001_C03_007EA,S2001_C03_007MA,S2001_C03_008MA,S2001_C03_008EA,S2001_C03_009MA,S2001_C03_009EA,S2001_C03_010MA,S2001_C03_010EA,S2001_C03_011EA,S2001_C03_011MA,S2001_C03_012EA,S2001_C03_012MA,S2001_C03_013MA,S2001_C03_013EA,S2001_C03_014MA,S2001_C03_014EA,S2001_C03_015MA,S2001_C03_015EA,S2001_C03_016EA,S2001_C03_016MA,S2001_C03_017EA,S2001_C03_017MA,S2001_C03_018EA,S2001_C03_018MA,S2001_C03_019MA,S2001_C03_019EA,S2001_C03_020MA,S2001_C03_020EA,S2001_C03_021MA,S2001_C03_021EA,state
0400000US01,2291699,13593,26934,288,1479666,14266,2.1,0.2,4.8,0.3,18.5,0.5,18.5,0.6,20.6,0.6,13.9,0.5,5.3,0.3,7.7,0.4,8.7,0.3,-888888888,-888888888,50337,632,31507,244,17583,978,25693,461,30662,345,45874,981,55873,1571,21.2,-888888888.0,1199733,8878,32399,455,844113,11033,1.6,0.2,3.9,0.4,14.2,0.6,16.9,0.8,19.6,0.8,15.5,0.7,5.8,0.4,10.0,0.5,12.6,0.5,44245,1452,58188,982,39235,1055,21600,767,31288,390,38901,1401,60327,1797,76203,3462,-888888888,-888888888,1091966,9474,21811,228,635553,9353,2.7,0.3,6.1,0.5,24.3,0.9,20.6,0.9,21.8,1.0,11.7,0.7,4.6,0.5,4.6,0.4,3.6,0.3,32136,373,39910,634,25495,322,12685,1030,20461,417,24508,721,36958,957,50047,880,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),01
0400000US02,424923,4472,36843,743,254297,5415,1.5,0.3,2.2,0.5,10.6,1.0,13.2,1.0,19.1,1.3,17.6,1.2,9.1,0.8,13.1,1.0,13.5,1.1,-888888888,-888888888,62664,1675,45182,1533,26163,4190,35963,1371,41783,1254,56042,1720,71806,2578,19.5,-888888888.0,239575,3160,43513,2407,152902,4082,1.0,0.3,2.1,0.7,10.9,1.4,11.0,1.3,16.4,1.5,17.3,1.7,10.0,1.2,14.2,1.4,17.1,1.3,57318,2336,68809,2231,52249,1598,36313,5188,42439,2946,50920,1915,66732,3704,85942,7013,-888888888,-888888888,185348,3550,30993,890,101395,3669,2.1,0.7,2.4,0.7,10.1,1.8,16.4,1.9,23.1,1.9,18.1,1.8,7.9,1.1,11.6,1.4,8.2,1.4,46288,1358,53396,1761,37010,1111,19528,5468,28497,2622,33748,2071,47253,4154,63079,4415,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),02
0400000US04,3224513,17370,29737,499,2010469,18272,2.1,0.2,4.6,0.3,15.8,0.5,17.6,0.5,21.2,0.5,13.8,0.4,5.6,0.3,8.7,0.3,10.6,0.3,-888888888,-888888888,54393,545,33957,599,19554,789,27120,442,32971,895,46407,855,60458,1155,22.0,-888888888.0,1727569,10803,32283,297,1167889,12730,2.0,0.2,4.1,0.4,14.9,0.7,15.4,0.6,19.6,0.6,14.6,0.6,5.9,0.4,9.7,0.4,13.8,0.5,43945,1120,60320,843,38707,786,21642,653,30838,590,39029,1329,56823,1828,79239,4946,-888888888,-888888888,1496944,13042,25423,364,842580,13002,2.2,0.3,5.3,0.4,17.2,0.7,20.6,0.7,23.3,0.8,12.7,0.7,5.1,0.4,7.2,0.5,6.2,0.3,36916,359,46177,630,30409,256,15289,694,22813,983,30022,584,39144,1460,50041,1313,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),04
0400000US05,1409231,11997,26367,345,915298,11911,2.2,0.3,5.8,0.5,20.3,0.8,20.0,0.7,20.7,0.8,13.5,0.6,4.5,0.3,6.3,0.4,6.8,0.4,-888888888,-888888888,47721,1019,30727,311,20961,595,25749,456,29634,978,43020,1821,55818,1614,18.0,-888888888.0,744586,6989,31314,432,526909,8157,1.6,0.3,4.7,0.6,16.4,0.9,19.2,1.0,20.5,0.9,15.0,0.8,5.2,0.4,7.8,0.6,9.4,0.6,39916,720,54397,1632,35986,606,23176,1358,30959,540,37120,1441,51112,989,71117,1725,-888888888,-888888888,664645,9246,21673,400,388389,8285,2.9,0.5,7.2,0.7,25.7,1.2,21.0,1.0,20.9,1.2,11.3,1.0,3.7,0.5,4.1,0.4,3.2,0.5,31161,460,38663,1141,25465,416,15918,1053,20600,540,23555,934,37963,1608,48310,1781,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),05
0400000US06,19566697,36359,31232,97,11930534,44733,1.9,0.1,4.2,0.1,14.9,0.2,13.9,0.2,17.3,0.2,13.5,0.1,6.3,0.1,10.8,0.1,17.2,0.2,-888888888,-888888888,65748,280,36900,135,19839,231,27664,410,36015,232,55900,541,77653,1157,20.8,-888888888.0,10572398,25521,35902,173,7077748,27173,1.7,0.1,3.6,0.1,14.1,0.2,13.3,0.2,16.3,0.2,13.2,0.2,6.2,0.1,11.0,0.2,20.6,0.2,50539,152,72098,406,41796,159,22754,304,31818,222,42235,272,66449,679,95668,1537,-888888888,-888888888,8994299,29560,26387,175,4852786,28971,2.3,0.1,5.1,0.2,16.1,0.3,14.8,0.2,18.9,0.3,13.8,0.2,6.4,0.1,10.5,0.2,12.2,0.2,42486,330,56486,331,31489,150,15017,242,22447,274,30539,201,48016,856,65239,727,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),06
0400000US08,3029062,10563,32379,218,1899872,15224,1.9,0.2,3.4,0.2,12.2,0.4,14.8,0.4,21.3,0.5,15.4,0.5,6.9,0.3,10.5,0.3,13.7,0.4,-888888888,-888888888,61876,743,39341,481,23004,984,30568,372,35329,491,48818,1444,64861,2028,19.6,-888888888.0,1628333,8229,38318,804,1119192,9773,1.8,0.2,2.9,0.3,10.7,0.5,13.8,0.6,19.1,0.6,15.4,0.6,7.0,0.4,11.8,0.4,17.5,0.5,50898,348,69082,1073,45439,449,26653,778,34983,1217,41333,513,60936,808,81304,1333,-888888888,-888888888,1400729,8100,27667,710,780680,10854,2.1,0.2,4.1,0.4,14.2,0.6,16.4,0.7,24.4,0.9,15.2,0.6,6.7,0.5,8.6,0.5,8.3,0.5,41690,380,51546,830,32516,664,16282,923,24711,1078,30074,663,40656,565,52151,905,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),08
0400000US09,2001046,10392,38443,922,1215225,12350,1.3,0.2,1.8,0.2,8.1,0.4,11.9,0.5,18.7,0.6,16.2,0.5,8.2,0.4,13.3,0.5,20.4,0.6,-888888888,-888888888,79199,1246,45481,575,22153,1145,32916,1404,40502,589,61087,915,76885,1332,20.1,-888888888.0,1033981,7215,45271,768,697824,9234,1.2,0.2,1.4,0.2,7.2,0.5,10.3,0.7,16.9,0.8,16.2,0.6,7.9,0.5,13.5,0.7,25.4,0.8,61385,530,90428,1917,52055,461,26413,1125,40839,692,47940,2110,74544,3468,99929,3906,-888888888,-888888888,967065,7399,31711,377,517401,7661,1.4,0.3,2.3,0.3,9.4,0.6,14.2,0.8,21.1,0.9,16.3,0.8,8.7,0.5,13.1,0.7,13.5,0.7,50706,589,64054,1456,38473,1201,17988,1326,26644,605,34056,1832,49762,1951,65541,1299,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),09
0400000US10,494290,5530,32825,1493,315362,5919,1.4,0.4,3.2,0.5,10.9,1.0,17.0,1.2,21.7,1.4,15.7,1.1,6.9,0.7,11.1,1.0,12.0,0.9,-888888888,-888888888,58701,1538,39259,1529,24636,1910,31910,980,35851,973,51577,1437,62490,4310,24.2,-888888888.0,249144,3694,37458,1904,169143,3966,1.3,0.4,2.6,0.6,9.8,1.2,14.9,1.6,18.8,1.5,17.1,1.5,7.6,1.1,12.5,1.4,15.4,1.4,50976,779,65666,2625,45521,1486,29092,2424,37008,2251,41501,1049,62873,4668,74040,7191,-888888888,-888888888,245146,4045,29938,1336,146219,4799,1.6,0.6,3.9,0.9,12.2,1.4,19.3,1.6,25.1,2.2,14.1,1.5,6.0,0.9,9.5,1.3,8.1,1.1,41278,1153,50644,1438,35182,1058,18253,4209,26418,1100,31699,1006,46103,1923,52506,4430,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),10
0400000US11,393589,5064,46000,1356,263746,6133,1.6,0.4,1.8,0.4,6.1,0.8,10.4,1.3,16.0,1.3,14.4,1.1,6.8,0.9,14.9,1.1,28.2,1.6,-888888888,-888888888,85816,2454,55123,2155,23181,4318,28125,1792,38724,2968,62475,2892,88605,4894,23.2,-888888888.0,190095,3319,50409,1261,133699,4124,2.0,0.7,1.5,0.6,6.6,1.1,8.1,1.4,16.2,2.1,13.5,1.5,6.0,1.1,14.6,1.4,31.5,2.0,68932,5045,92181,3536,59306,3628,23510,4182,29858,3438,40327,3282,70975,3046,99987,5233,-888888888,-888888888,203494,3857,42061,1333,130047,3964,1.1,0.5,2.1,0.7,5.5,0.9,12.7,1.8,15.8,1.6,15.3,1.6,7.5,1.2,15.3,1.4,24.7,1.8,61718,1394,79273,3131,51579,1283,22385,6352,27194,1993,36841,4496,55980,2524,79084,3700,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),11
0400000US12,9657857,33724,27250,135,6175855,33670,2.2,0.1,5.0,0.2,18.6,0.4,19.0,0.3,20.6,0.3,13.2,0.2,4.9,0.2,7.2,0.2,9.3,0.2,-888888888,-888888888,51813,382,31171,128,18716,462,25206,188,30779,208,43378,930,56526,1107,21.7,-888888888.0,5037238,23017,30994,171,3449358,22903,2.2,0.2,4.2,0.2,17.0,0.4,17.1,0.4,19.5,0.4,13.9,0.4,5.1,0.2,8.3,0.3,12.6,0.3,40971,227,58752,596,35473,233,21115,320,28407,664,35799,429,51560,429,72073,2086,-888888888,-888888888,4620619,21941,24715,281,2726497,20853,2.3,0.1,6.0,0.3,20.6,0.5,21.4,0.5,22.0,0.4,12.2,0.4,4.5,0.2,5.8,0.2,5.2,0.2,34768,481,43035,403,27330,187,15358,390,21170,265,26904,280,38512,817,47115,785,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),12
