S1201_C05_012E,S1201_C05_012M,S1201_C05_013E,S1201_C05_013M,S1201_C05_014E,S1201_C05_014M,S1201_C05_015E,S1201_C05_015M,S1201_C05_016E,S1201_C05_016M,S1201_C05_017E,S1201_C05_017M,S1201_C05_018E,S1201_C05_018M,S1201_C05_019E,S1201_C05_019M,S1201_C05_020E,S1201_C05_020M,S1201_C05_021E,S1201_C05_021M,S1201_C05_022E,S1201_C05_022M,S1201_C05_023E,S1201_C05_023M,S1201_C05_024E,S1201_C05_024M,S1201_C05_025E,S1201_C05_025M,S1201_C05_026E,S1201_C05_026M,S1201_C05_027E,S1201_C05_027M,S1201_C05_028E,S1201_C05_028M,S1201_C05_029E,S1201_C05_029M,S1201_C05_030E,S1201_C05_030M,S1201_C05_031E,S1201_C05_031M,S1201_C05_032E,S1201_C05_032M,S1201_C05_033E,S1201_C05_033M,S1201_C06_001E,S1201_C06_001M,S1201_C06_002E,S1201_C06_002M,S1201_C06_003E,S1201_C06_003M,S1201_C06_004E,S1201_C06_004M,S1201_C06_005E,S1201_C06_005M,S1201_C06_006E,S1201_C06_006M,S1201_C06_007E,S1201_C06_007M,S1201_C06_008E,S1201_C06_008M,S1201_C06_009E,S1201_C06_009M,S1201_C06_010E,S1201_C06_010M,S1201_C06_011E,S1201_C06_011M,S1201_C06_012E,S1201_C06_012M,S1201_C06_013E,S1201_C06_013M,S1201_C06_014E,S1201_C06_014M,S1201_C06_015E,S1201_C06_015M,S1201_C06_016E,S1201_C06_016M,S1201_C06_017E,S1201_C06_017M,S1201_C06_018E,S1201_C06_018M,S1201_C06_019E,S1201_C06_019M,S1201_C06_020E,S1201_C06_020M,S1201_C06_021E,S1201_C06_021M,S1201_C06_022E,S1201_C06_022M,S1201_C06_023E,S1201_C06_023M,S1201_C06_024E,S1201_C06_024M,S1201_C06_025E,S1201_C06_025M,S1201_C06_026E,S1201_C06_026M,S1201_C06_027E,S1201_C06_027M,S1201_C06_028E,S1201_C06_028M,S1201_C06_029E,S1201_C06_029M,S1201_C06_030E,S1201_C06_030M,S1201_C06_031E,S1201_C06_031M,S1201_C06_032E,S1201_C06_032M,S1201_C06_033E,S1201_C06_033M,GEO_ID,S1201_C01_001E,S1201_C01_001M,S1201_C01_002E,S1201_C01_002M,S1201_C01_003E,S1201_C01_003M,S1201_C01_004E,S1201_C01_004M,S1201_C01_005E,S1201_C01_005M,S1201_C01_006E,S1201_C01_006M,S1201_C01_007E,S1201_C01_007M,S1201_C01_008E,S1201_C01_008M,S1201_C01_009E,S1201_C01_009M,S1201_C01_010E,S1201_C01_010M,S1201_C01_011E,S1201_C01_011M,S1201_C01_012E,S1201_C01_012M,S1201_C01_013E,S1201_C01_013M,S1201_C01_014E,S1201_C01_014M,S1201_C01_015E,S1201_C01_015M,S1201_C01_016E,S1201_C01_016M,S1201_C01_017E,S1201_C01_017M,S1201_C01_018E,S1201_C01_018M,S1201_C01_019E,S1201_C01_019M,S1201_C01_020E,S1201_C01_020M,S1201_C01_021E,S1201_C01_021M,S1201_C01_022E,S1201_C01_022M,S1201_C01_023E,S1201_C01_023M,S1201_C01_024E,S1201_C01_024M,S1201_C01_025E,S1201_C01_025M,S1201_C01_026E,S1201_C01_026M,S1201_C01_027E,S1201_C01_027M,S1201_C01_028E,S1201_C01_028M,S1201_C01_029E,S1201_C01_029M,S1201_C01_030E,S1201_C01_030M,S1201_C01_031E,S1201_C01_031M,S1201_C01_032E,S1201_C01_032M,S1201_C01_033E,S1201_C01_033M,S1201_C02_001E,S1201_C02_001M,S1201_C02_002E,S1201_C02_002M,S1201_C02_003E,S1201_C02_003M,S1201_C02_004E,S1201_C02_004M,S1201_C02_005E,S1201_C02_005M,S1201_C02_006E,S1201_C02_006M,S1201_C02_007E,S1201_C02_007M,S1201_C02_008E,S1201_C02_008M,S1201_C02_009E,S1201_C02_009M,S1201_C02_010E,S1201_C02_010M,S1201_C02_011E,S1201_C02_011M,S1201_C02_012E,S1201_C02_012M,S1201_C02_013E,S1201_C02_013M,S1201_C02_014E,S1201_C02_014M,S1201_C02_015E,S1201_C02_015M,S1201_C02_016E,S1201_C02_016M,S1201_C02_017E,S1201_C02_017M,S1201_C02_018E,S1201_C02_018M,S1201_C02_019E,S1201_C02_019M,S1201_C02_020E,S1201_C02_020M,S1201_C02_021E,S1201_C02_021M,S1201_C02_022E,S1201_C02_022M,S1201_C02_023E,S1201_C02_023M,S1201_C02_024E,S1201_C02_024M,S1201_C02_025E,S1201_C02_025M,S1201_C02_026E,S1201_C02_026M,S1201_C02_027E,S1201_C02_027M,S1201_C02_028E,S1201_C02_028M,S1201_C02_029E,S1201_C02_029M,S1201_C02_030E,S1201_C02_030M,S1201_C02_031E,S1201_C02_031M,S1201_C02_032E,S1201_C02_032M,S1201_C02_033E,S1201_C02_033M,S1201_C03_001E,S1201_C03_001M,S1201_C03_002E,S1201_C03_002M,S1201_C03_003E,S1201_C03_003M,S1201_C03_004E,S1201_C03_004M,S1201_C03_005E,S1201_C03_005M,S1201_C03_006E,S1201_C03_006M,S1201_C03_007E,S1201_C03_007M,S1201_C03_008E,S1201_C03_008M,S1201_C03_009E,S1201_C03_009M,S1201_C03_010E,S1201_C03_010M,S1201_C03_011E,S1201_C03_011M,S1201_C03_012E,S1201_C03_012M,S1201_C03_013E,S1201_C03_013M,S1201_C03_014E,S1201_C03_014M,S1201_C03_015E,S1201_C03_015M,S1201_C03_016E,S1201_C03_016M,S1201_C03_017E,S1201_C03_017M,S1201_C03_018E,S1201_C03_018M,S1201_C03_019E,S1201_C03_019M,S1201_C03_020E,S1201_C03_020M,S1201_C03_021E,S1201_C03_021M,S1201_C03_022E,S1201_C03_022M,S1201_C03_023E,S1201_C03_023M,S1201_C03_024E,S1201_C03_024M,S1201_C03_025E,S1201_C03_025M,S1201_C03_026E,S1201_C03_026M,S1201_C03_027E,S1201_C03_027M,S1201_C03_028E,S1201_C03_028M,S1201_C03_029E,S1201_C03_029M,S1201_C03_030E,S1201_C03_030M,S1201_C03_031E,S1201_C03_031M,S1201_C03_032E,S1201_C03_032M,S1201_C03_033E,S1201_C03_033M,S1201_C04_001E,S1201_C04_001M,S1201_C04_002E,S1201_C04_002M,S1201_C04_003E,S1201_C04_003M,S1201_C04_004E,S1201_C04_004M,S1201_C04_005E,S1201_C04_005M,S1201_C04_006E,S1201_C04_006M,S1201_C04_007E,S1201_C04_007M,S1201_C04_008E,S1201_C04_008M,S1201_C04_009E,S1201_C04_009M,S1201_C04_010E,S1201_C04_010M,S1201_C04_011E,S1201_C04_011M,S1201_C04_012E,S1201_C04_012M,S1201_C04_013E,S1201_C04_013M,S1201_C04_014E,S1201_C04_014M,S1201_C04_015E,S1201_C04_015M,S1201_C04_016E,S1201_C04_016M,S1201_C04_017E,S1201_C04_017M,S1201_C04_018E,S1201_C04_018M,S1201_C04_019E,S1201_C04_019M,S1201_C04_020E,S1201_C04_020M,S1201_C04_021E,S1201_C04_021M,S1201_C04_022E,S1201_C04_022M,S1201_C04_023E,S1201_C04_023M,S1201_C04_024E,S1201_C04_024M,S1201_C04_025E,S1201_C04_025M,S1201_C04_026E,S1201_C04_026M,S1201_C04_027E,S1201_C04_027M,S1201_C04_028E,S1201_C04_028M,S1201_C04_029E,S1201_C04_029M,S1201_C04_030E,S1201_C04_030M,S1201_C04_031E,S1201_C04_031M,S1201_C04_032E,S1201_C04_032M,S1201_C04_033E,S1201_C04_033M,S1201_C05_001E,S1201_C05_001M,S1201_C05_002E,S1201_C05_002M,S1201_C05_003E,S1201_C05_003M,S1201_C05_004E,S1201_C05_004M,S1201_C05_005E,S1201_C05_005M,S1201_C05_006E,S1201_C05_006M,S1201_C05_007E,S1201_C05_007M,S1201_C05_008E,S1201_C05_008M,S1201_C05_009E,S1201_C05_009M,S1201_C05_010E,S1201_C05_010M,S1201_C05_011E,S1201_C05_011M,S1201_C05_012MA,S1201_C05_012EA,S1201_C05_013EA,S1201_C05_013MA,S1201_C05_014MA,S1201_C05_014EA,S1201_C05_015MA,S1201_C05_015EA,S1201_C05_016EA,S1201_C05_016MA,S1201_C05_017EA,S1201_C05_017MA,S1201_C05_018MA,S1201_C05_018EA,S1201_C05_019EA,S1201_C05_019MA,S1201_C05_020MA,S1201_C05_020EA,S1201_C05_021EA,S1201_C05_021MA,S1201_C05_022EA,S1201_C05_022MA,S1201_C05_023MA,S1201_C05_023EA,S1201_C05_024EA,S1201_C05_024MA,S1201_C05_025MA,S1201_C05_025EA,S1201_C05_026MA,S1201_C05_026EA,S1201_C05_027EA,S1201_C05_027MA,S1201_C05_028EA,S1201_C05_028MA,S1201_C05_029EA,S1201_C05_029MA,S1201_C05_030EA,S1201_C05_030MA,S1201_C05_031MA,S1201_C05_031EA,S1201_C05_032EA,S1201_C05_032MA,S1201_C05_033EA,S1201_C05_033MA,S1201_C06_001EA,S1201_C06_001MA,S1201_C06_002EA,S1201_C06_002MA,S1201_C06_003MA,S1201_C06_003EA,S1201_C06_004MA,S1201_C06_004EA,S1201_C06_005EA,S1201_C06_005MA,S1201_C06_006EA,S1201_C06_006MA,S1201_C06_007MA,S1201_C06_007EA,S1201_C06_008EA,S1201_C06_008MA,S1201_C06_009EA,S1201_C06_009MA,S1201_C06_010EA,S1201_C06_010MA,S1201_C06_011EA,S1201_C06_011MA,S1201_C06_012MA,S1201_C06_012EA,S1201_C06_013EA,S1201_C06_013MA,S1201_C06_014MA,S1201_C06_014EA,S1201_C06_015MA,S1201_C06_015EA,S1201_C06_016EA,S1201_C06_016MA,S1201_C06_017EA,S1201_C06_017MA,S1201_C06_018MA,S1201_C06_018EA,S1201_C06_019EA,S1201_C06_019MA,S1201_C06_020EA,S1201_C06_020MA,S1201_C06_021EA,S1201_C06_021MA,S1201_C06_022EA,S1201_C06_022MA,S1201_C06_023MA,S1201_C06_023EA,S1201_C06_024EA,S1201_C06_024MA,S1201_C06_025EA,S1201_C06_025MA,S1201_C06_026MA,S1201_C06_026EA,S1201_C06_027MA,S1201_C06_027EA,S1201_C06_028EA,S1201_C06_028MA,S1201_C06_029MA,S1201_C06_029EA,S1201_C06_030EA,S1201_C06_030MA,S1201_C06_031MA,S1201_C06_031EA,S1201_C06_032MA,S1201_C06_032EA,S1201_C06_033EA,S1201_C06_033MA,NAME,S1201_C01_001MA,S1201_C01_001EA,S1201_C01_002EA,S1201_C01_002MA,S1201_C01_003EA,S1201_C01_003MA,S1201_C01_004MA,S1201_C01_004EA,S1201_C01_005EA,S1201_C01_005MA,S1201_C01_006MA,S1201_C01_006EA,S1201_C01_007MA,S1201_C01_007EA,S1201_C01_008EA,S1201_C01_008MA,S1201_C01_009EA,S1201_C01_009MA,S1201_C01_010MA,S1201_C01_010EA,S1201_C01_011MA,S1201_C01_011EA,S1201_C01_012MA,S1201_C01_012EA,S1201_C01_013EA,S1201_C01_013MA,S1201_C01_014EA,S1201_C01_014MA,S1201_C01_015MA,S1201_C01_015EA,S1201_C01_016MA,S1201_C01_016EA,S1201_C01_017MA,S1201_C01_017EA,S1201_C01_018EA,S1201_C01_018MA,S1201_C01_019EA,S1201_C01_019MA,S1201_C01_020EA,S1201_C01_020MA,S1201_C01_021MA,S1201_C01_021EA,S1201_C01_022MA,S1201_C01_022EA,S1201_C01_023EA,S1201_C01_023MA,S1201_C01_024EA,S1201_C01_024MA,S1201_C01_025EA,S1201_C01_025MA,S1201_C01_026MA,S1201_C01_026EA,S1201_C01_027MA,S1201_C01_027EA,S1201_C01_028MA,S1201_C01_028EA,S1201_C01_029EA,S1201_C01_029MA,S1201_C01_030EA,S1201_C01_030MA,S1201_C01_031MA,S1201_C01_031EA,S1201_C01_032MA,S1201_C01_032EA,S1201_C01_033MA,S1201_C01_033EA,S1201_C02_001EA,S1201_C02_001MA,S1201_C02_002EA,S1201_C02_002MA,S1201_C02_003MA,S1201_C02_003EA,S1201_C02_004MA,S1201_C02_004EA,S1201_C02_005MA,S1201_C02_005EA,S1201_C02_006MA,S1201_C02_006EA,S1201_C02_007MA,S1201_C02_007EA,S1201_C02_008EA,S1201_C02_008MA,S1201_C02_009EA,S1201_C02_009MA,S1201_C02_010MA,S1201_C02_010EA,S1201_C02_011MA,S1201_C02_011EA,S1201_C02_012MA,S1201_C02_012EA,S1201_C02_013EA,S1201_C02_013MA,S1201_C02_014EA,S1201_C02_014MA,S1201_C02_015MA,S1201_C02_015EA,S1201_C02_016MA,S1201_C02_016EA,S1201_C02_017MA,S1201_C02_017EA,S1201_C02_018EA,S1201_C02_018MA,S1201_C02_019EA,S1201_C02_019MA,S1201_C02_020MA,S1201_C02_020EA,S1201_C02_021MA,S1201_C02_021EA,S1201_C02_022MA,S1201_C02_022EA,S1201_C02_023EA,S1201_C02_023MA,S1201_C02_024EA,S1201_C02_024MA,S1201_C02_025MA,S1201_C02_025EA,S1201_C02_026MA,S1201_C02_026EA,S1201_C02_027MA,S1201_C02_027EA,S1201_C02_028EA,S1201_C02_028MA,S1201_C02_029EA,S1201_C02_029MA,S1201_C02_030EA,S1201_C02_030MA,S1201_C02_031MA,S1201_C02_031EA,S1201_C02_032MA,S1201_C02_032EA,S1201_C02_033EA,S1201_C02_033MA,S1201_C03_001EA,S1201_C03_001MA,S1201_C03_002EA,S1201_C03_002MA,S1201_C03_003MA,S1201_C03_003EA,S1201_C03_004MA,S1201_C03_004EA,S1201_C03_005MA,S1201_C03_005EA,S1201_C03_006MA,S1201_C03_006EA,S1201_C03_007EA,S1201_C03_007MA,S1201_C03_008EA,S1201_C03_008MA,S1201_C03_009EA,S1201_C03_009MA,S1201_C03_010MA,S1201_C03_010EA,S1201_C03_011MA,S1201_C03_011EA,S1201_C03_012EA,S1201_C03_012MA,S1201_C03_013EA,S1201_C03_013MA,S1201_C03_014EA,S1201_C03_014MA,S1201_C03_015MA,S1201_C03_015EA,S1201_C03_016MA,S1201_C03_016EA,S1201_C03_017MA,S1201_C03_017EA,S1201_C03_018EA,S1201_C03_018MA,S1201_C03_019EA,S1201_C03_019MA,S1201_C03_020MA,S1201_C03_020EA,S1201_C03_021MA,S1201_C03_021EA,S1201_C03_022MA,S1201_C03_022EA,S1201_C03_023MA,S1201_C03_023EA,S1201_C03_024EA,S1201_C03_024MA,S1201_C03_025EA,S1201_C03_025MA,S1201_C03_026EA,S1201_C03_026MA,S1201_C03_027MA,S1201_C03_027EA,S1201_C03_028MA,S1201_C03_028EA,S1201_C03_029MA,S1201_C03_029EA,S1201_C03_030EA,S1201_C03_030MA,S1201_C03_031EA,S1201_C03_031MA,S1201_C03_032MA,S1201_C03_032EA,S1201_C03_033MA,S1201_C03_033EA,S1201_C04_001MA,S1201_C04_001EA,S1201_C04_002EA,S1201_C04_002MA,S1201_C04_003EA,S1201_C04_003MA,S1201_C04_004MA,S1201_C04_004EA,S1201_C04_005MA,S1201_C04_005EA,S1201_C04_006MA,S1201_C04_006EA,S1201_C04_007EA,S1201_C04_007MA,S1201_C04_008EA,S1201_C04_008MA,S1201_C04_009MA,S1201_C04_009EA,S1201_C04_010MA,S1201_C04_010EA,S1201_C04_011MA,S1201_C04_011EA,S1201_C04_012EA,S1201_C04_012MA,S1201_C04_013EA,S1201_C04_013MA,S1201_C04_014MA,S1201_C04_014EA,S1201_C04_015MA,S1201_C04_015EA,S1201_C04_016MA,S1201_C04_016EA,S1201_C04_017EA,S1201_C04_017MA,S1201_C04_018EA,S1201_C04_018MA,S1201_C04_019EA,S1201_C04_019MA,S1201_C04_020MA,S1201_C04_020EA,S1201_C04_021MA,S1201_C04_021EA,S1201_C04_022MA,S1201_C04_022EA,S1201_C04_023MA,S1201_C04_023EA,S1201_C04_024EA,S1201_C04_024MA,S1201_C04_025EA,S1201_C04_025MA,S1201_C04_026MA,S1201_C04_026EA,S1201_C04_027MA,S1201_C04_027EA,S1201_C04_028MA,S1201_C04_028EA,S1201_C04_029EA,S1201_C04_029MA,S1201_C04_030EA,S1201_C04_030MA,S1201_C04_031EA,S1201_C04_031MA,S1201_C04_032MA,S1201_C04_032EA,S1201_C04_033MA,S1201_C04_033EA,S1201_C05_001EA,S1201_C05_001MA,S1201_C05_002EA,S1201_C05_002MA,S1201_C05_003EA,S1201_C05_003MA,S1201_C05_004MA,S1201_C05_004EA,S1201_C05_005MA,S1201_C05_005EA,S1201_C05_006EA,S1201_C05_006MA,S1201_C05_007MA,S1201_C05_007EA,S1201_C05_008EA,S1201_C05_008MA,S1201_C05_009MA,S1201_C05_009EA,S1201_C05_010MA,S1201_C05_010EA,S1201_C05_011EA,S1201_C05_011MA,state
5.9,0.8,4.2,0.6,2.9,0.4,1.2,0.2,2.5,0.1,-999999999.0,-999999999.0,1.7,0.1,4.8,0.4,1.4,1.3,2.3,1.5,-999999999.0,-999999999.0,2.7,1.5,2.1,0.9,3.1,1.0,1.7,0.2,2.5,0.1,2.6,0.9,2.1,0.2,1.9,0.3,3.0,0.2,3.5,0.3,-888888888,-888888888,30.2,0.4,33.1,0.5,98.9,0.4,64.1,1.1,22.8,1.7,15.3,1.0,8.1,0.8,3.7,0.5,27.6,0.4,98.7,0.5,55.2,1.1,17.1,1.1,12.1,0.9,8.2,0.8,3.6,0.4,30.2,0.4,-999999999.0,-999999999.0,23.7,0.4,47.0,0.9,25.1,4.5,30.7,4.2,-999999999.0,-999999999.0,41.1,5.6,40.0,3.7,39.1,2.8,23.3,0.4,30.3,0.4,28.0,2.5,32.0,0.5,30.4,0.6,26.4,0.5,29.8,0.7,-888888888,-888888888,0400000US01,3931966,3565,1878536,4030,166177,5012,475174,4521,301630,3402,314939,2948,298500,2093,322116,1775,2053430,3383,163448,3606,486349,3932,311604,3507,336265,2923,331368,1999,424396,1848,3931966,3565,-999999999,-999999999,2754772,4273,1017937,5073,18376,1933,48368,2484,-999999999,-999999999,43439,3869,47922,4334,127578,2204,2675940,1243,3783624,7449,148342,6320,1847759,3876,1174938,8885,2020988,3829,1058525,10137,4.7,-888888888.0,47.6,0.6,50.4,0.7,0.7,0.3,29.4,1.2,60.0,1.7,62.6,1.6,66.9,1.3,71.0,1.1,45.1,0.6,1.1,0.4,34.9,1.1,57.7,1.6,60.9,1.2,58.5,1.2,41.3,1.2,47.6,0.6,-999999999.0,-999999999.0,54.7,0.6,28.5,0.8,48.1,6.0,55.5,5.1,-999999999.0,-999999999.0,48.0,6.2,40.3,4.0,48.7,3.2,54.8,0.7,47.2,0.6,57.5,2.5,51.3,0.7,55.9,0.9,45.8,0.6,48.1,0.8,-888888888,-888888888,7.1,0.2,3.1,0.2,0.2,0.2,0.1,0.1,0.4,0.2,1.2,0.3,3.4,0.6,13.3,0.9,10.8,0.3,0.0,0.1,0.3,0.1,1.4,0.4,3.1,0.5,10.5,0.8,40.0,1.1,7.1,0.2,-999999999.0,-999999999.0,7.4,0.2,6.7,0.3,6.8,2.9,4.3,1.4,-999999999.0,-999999999.0,1.4,1.0,5.3,1.5,1.7,0.5,7.6,0.2,7.2,0.2,4.2,0.8,3.2,0.2,1.0,0.2,10.9,0.3,3.2,0.3,-888888888,-888888888,12.5,0.3,11.3,0.4,0.2,0.2,4.5,0.4,13.9,1.0,18.1,1.1,19.2,1.1,10.7,0.8,13.6,0.4,0.2,0.2,6.7,0.7,17.8,1.2,19.7,1.1,20.0,1.0,13.8,0.8,12.5,0.3,-999999999.0,-999999999.0,12.5,0.4,13.0,0.6,18.6,4.9,7.2,3.1,-999999999.0,-999999999.0,6.9,2.6,12.3,2.1,7.3,1.6,12.6,0.4,12.7,0.3,7.6,1.6,11.5,0.4,10.7,0.5,13.8,0.4,15.4,0.6,-888888888,-888888888,2.5,0.1,2.1,0.2,0.1,0.1,1.9,0.4,3.0,0.6,2.8,0.5,2.5,0.4,1.4,0.3,3.0,0.2,0.0,0.1,2.9,0.3,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
2.1,0.8,3.6,1.1,2.7,1.2,1.2,1.1,1.8,0.3,-999999999.0,-999999999.0,1.4,0.3,3.6,2.4,3.2,0.7,3.2,1.8,-999999999.0,-999999999.0,3.0,3.9,1.0,0.7,1.6,1.2,1.4,0.3,1.7,0.3,2.3,1.4,1.6,0.4,1.6,0.4,2.0,0.4,2.2,0.5,-888888888,-888888888,34.7,1.0,38.4,1.3,98.7,0.9,64.7,3.2,24.6,3.3,17.9,2.5,11.0,1.8,4.0,1.2,30.5,1.1,95.9,2.3,53.9,3.1,14.5,2.5,13.0,2.3,7.4,1.9,4.9,2.3,34.7,1.0,-999999999.0,-999999999.0,29.7,1.2,37.4,7.8,50.3,1.9,34.3,3.5,-999999999.0,-999999999.0,35.1,9.1,53.5,3.9,43.6,3.6,29.0,1.2,36.0,1.0,21.1,3.1,37.4,1.4,36.2,1.6,29.3,1.1,31.6,1.5,-888888888,-888888888,0400000US02,579778,1194,305440,1713,26559,1884,98028,2016,48345,1272,49690,1109,48476,928,34342,811,274338,1697,24491,1404,79325,1822,44738,1250,46671,1040,43556,796,35557,990,579778,1194,-999999999,-999999999,398695,2051,20231,1445,75556,2320,35412,1443,-999999999,-999999999,8210,1761,35931,2936,35447,428,377426,512,528215,3517,51563,3308,300518,1868,225321,3019,269393,1928,173578,3626,4.2,-888888888.0,48.1,1.3,47.8,1.5,1.2,0.9,30.6,3.0,60.8,3.9,60.6,3.1,67.5,3.0,68.5,3.6,48.4,1.5,3.7,2.2,38.9,3.2,66.8,3.0,62.2,3.5,61.7,3.7,42.6,3.5,48.1,1.3,-999999999.0,-999999999.0,52.5,1.5,40.7,7.4,31.6,1.9,50.1,4.2,-999999999.0,-999999999.0,48.9,10.4,35.9,4.1,43.1,3.9,53.0,1.6,46.8,1.4,61.5,3.2,48.6,1.5,51.3,1.7,49.2,1.5,48.7,1.9,-888888888,-888888888,3.7,0.3,1.9,0.4,0.0,0.3,0.1,0.1,0.0,0.1,1.7,0.9,3.2,1.3,9.7,2.3,5.7,0.5,0.1,0.1,0.4,0.3,1.8,0.8,1.9,0.7,7.5,1.5,29.4,2.8,3.7,0.3,-999999999.0,-999999999.0,3.7,0.4,2.9,3.1,5.2,0.8,4.3,1.3,-999999999.0,-999999999.0,2.0,1.9,1.8,0.9,1.4,0.7,3.8,0.4,3.7,0.4,4.2,1.0,1.9,0.4,0.9,0.3,5.9,0.5,2.5,0.5,-888888888,-888888888,11.8,0.6,10.3,0.7,0.0,0.3,3.8,0.9,12.0,2.4,17.3,2.6,16.5,2.2,15.8,3.0,13.3,1.0,0.0,0.4,5.2,1.4,14.8,2.4,19.5,2.5,20.7,2.8,22.0,3.4,11.8,0.6,-999999999.0,-999999999.0,12.8,0.8,15.4,5.6,9.8,1.1,8.1,2.3,-999999999.0,-999999999.0,10.9,6.7,7.8,2.0,10.2,2.8,12.9,0.9,11.8,0.7,10.9,2.5,10.5,0.7,9.9,0.9,13.6,1.0,15.0,1.3,-888888888,-888888888,1.8,0.3,1.6,0.3,0.1,0.1,0.7,0.4,2.5,1.2,2.4,0.9,1.9,0.8,2.0,1.2,2.0,0.4,0.3,0.6,1.6,0.7,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
