GEO_ID,S1603_C01_001E,S1603_C01_001M,S1603_C01_002E,S1603_C01_002M,S1603_C01_003E,S1603_C01_003M,S1603_C01_004E,S1603_C01_004M,S1603_C01_005E,S1603_C01_005M,S1603_C01_006E,S1603_C01_006M,S1603_C01_007E,S1603_C01_007M,S1603_C01_008E,S1603_C01_008M,S1603_C01_009E,S1603_C01_009M,S1603_C01_010E,S1603_C01_010M,S1603_C01_011E,S1603_C01_011M,S1603_C01_012E,S1603_C01_012M,S1603_C01_013E,S1603_C01_013M,S1603_C01_014E,S1603_C01_014M,S1603_C01_015E,S1603_C01_015M,S1603_C01_016E,S1603_C01_016M,S1603_C01_017E,S1603_C01_017M,S1603_C01_018E,S1603_C01_018M,S1603_C02_001E,S1603_C02_001M,S1603_C02_002E,S1603_C02_002M,S1603_C02_003E,S1603_C02_003M,S1603_C02_004E,S1603_C02_004M,S1603_C02_005E,S1603_C02_005M,S1603_C02_006E,S1603_C02_006M,S1603_C02_007E,S1603_C02_007M,S1603_C02_008E,S1603_C02_008M,S1603_C02_009E,S1603_C02_009M,S1603_C02_010E,S1603_C02_010M,S1603_C02_011E,S1603_C02_011M,S1603_C02_012E,S1603_C02_012M,S1603_C02_013E,S1603_C02_013M,S1603_C02_014E,S1603_C02_014M,S1603_C02_015E,S1603_C02_015M,S1603_C02_016E,S1603_C02_016M,S1603_C02_017E,S1603_C02_017M,S1603_C02_018E,S1603_C02_018M,S1603_C03_001E,S1603_C03_001M,S1603_C03_002E,S1603_C03_002M,S1603_C03_003E,S1603_C03_003M,S1603_C03_004E,S1603_C03_004M,S1603_C03_005E,S1603_C03_005M,S1603_C03_006E,S1603_C03_006M,S1603_C03_007E,S1603_C03_007M,S1603_C03_008E,S1603_C03_008M,S1603_C03_009E,S1603_C03_009M,S1603_C03_010E,S1603_C03_010M,S1603_C03_011E,S1603_C03_011M,S1603_C03_012E,S1603_C03_012M,S1603_C03_013E,S1603_C03_013M,S1603_C03_014E,S1603_C03_014M,S1603_C03_015E,S1603_C03_015M,S1603_C03_016E,S1603_C03_016M,S1603_C03_017E,S1603_C03_017M,S1603_C03_018E,S1603_C03_018M,S1603_C04_001E,S1603_C04_001M,S1603_C04_002E,S1603_C04_002M,S1603_C04_003E,S1603_C04_003M,S1603_C04_004E,S1603_C04_004M,S1603_C04_005E,S1603_C04_005M,S1603_C04_006E,S1603_C04_006M,S1603_C04_007E,S1603_C04_007M,S1603_C04_008E,S1603_C04_008M,S1603_C04_009E,S1603_C04_009M,S1603_C04_010E,S1603_C04_010M,S1603_C04_011E,S1603_C04_011M,S1603_C04_012E,S1603_C04_012M,S1603_C04_013E,S1603_C04_013M,S1603_C04_014E,S1603_C04_014M,S1603_C04_015E,S1603_C04_015M,S1603_C04_016E,S1603_C04_016M,S1603_C04_017E,S1603_C04_017M,S1603_C04_018E,S1603_C04_018M,NAME,S1603_C01_001EA,S1603_C01_001MA,S1603_C01_002MA,S1603_C01_002EA,S1603_C01_003EA,S1603_C01_003MA,S1603_C01_004EA,S1603_C01_004MA,S1603_C01_005MA,S1603_C01_005EA,S1603_C01_006MA,S1603_C01_006EA,S1603_C01_007EA,S1603_C01_007MA,S1603_C01_008MA,S1603_C01_008EA,S1603_C01_009EA,S1603_C01_009MA,S1603_C01_010MA,S1603_C01_010EA,S1603_C01_011MA,S1603_C01_011EA,S1603_C01_012EA,S1603_C01_012MA,S1603_C01_013MA,S1603_C01_013EA,S1603_C01_014EA,S1603_C01_014MA,S1603_C01_015MA,S1603_C01_015EA,S1603_C01_016MA,S1603_C01_016EA,S1603_C01_017EA,S1603_C01_017MA,S1603_C01_018EA,S1603_C01_018MA,S1603_C02_001MA,S1603_C02_001EA,S1603_C02_002EA,S1603_C02_002MA,S1603_C02_003MA,S1603_C02_003EA,S1603_C02_004EA,S1603_C02_004MA,S1603_C02_005EA,S1603_C02_005MA,S1603_C02_006MA,S1603_C02_006EA,S1603_C02_007EA,S1603_C02_007MA,S1603_C02_008MA,S1603_C02_008EA,S1603_C02_009MA,S1603_C02_009EA,S1603_C02_010EA,S1603_C02_010MA,S1603_C02_011EA,S1603_C02_011MA,S1603_C02_012EA,S1603_C02_012MA,S1603_C02_013EA,S1603_C02_013MA,S1603_C02_014MA,S1603_C02_014EA,S1603_C02_015EA,S1603_C02_015MA,S1603_C02_016EA,S1603_C02_016MA,S1603_C02_017MA,S1603_C02_017EA,S1603_C02_018EA,S1603_C02_018MA,S1603_C03_001EA,S1603_C03_001MA,S1603_C03_002MA,S1603_C03_002EA,S1603_C03_003EA,S1603_C03_003MA,S1603_C03_004EA,S1603_C03_004MA,S1603_C03_005MA,S1603_C03_005EA,S1603_C03_006MA,S1603_C03_006EA,S1603_C03_007EA,S1603_C03_007MA,S1603_C03_008EA,S1603_C03_008MA,S1603_C03_009EA,S1603_C03_009MA,S1603_C03_010MA,S1603_C03_010EA,S1603_C03_011EA,S1603_C03_011MA,S1603_C03_012EA,S1603_C03_012MA,S1603_C03_013MA,S1603_C03_013EA,S1603_C03_014EA,S1603_C03_014MA,S1603_C03_015EA,S1603_C03_015MA,S1603_C03_016MA,S1603_C03_016EA,S1603_C03_017EA,S1603_C03_017MA,S1603_C03_018EA,S1603_C03_018MA,S1603_C04_001MA,S1603_C04_001EA,S1603_C04_002MA,S1603_C04_002EA,S1603_C04_003MA,S1603_C04_003EA,S1603_C04_004EA,S1603_C04_004MA,S1603_C04_005EA,S1603_C04_005MA,S1603_C04_006MA,S1603_C04_006EA,S1603_C04_007MA,S1603_C04_007EA,S1603_C04_008EA,S1603_C04_008MA,S1603_C04_009MA,S1603_C04_009EA,S1603_C04_010EA,S1603_C04_010MA,S1603_C04_011MA,S1603_C04_011EA,S1603_C04_012MA,S1603_C04_012EA,S1603_C04_013EA,S1603_C04_013MA,S1603_C04_014MA,S1603_C04_014EA,S1603_C04_015EA,S1603_C04_015MA,S1603_C04_016MA,S1603_C04_016EA,S1603_C04_017MA,S1603_C04_017EA,S1603_C04_018EA,S1603_C04_018MA,state
0400000US01,4558217,2782,17.9,0.1,65.7,0.1,16.4,0.1,96.6,0.2,3.4,0.2,1.2,0.1,2.2,0.1,4441365,3186,18.5,0.5,81.5,0.5,3256766,4841,15.3,0.4,31.6,0.5,29.7,0.5,23.5,0.4,6.5,-888888888.0,5.7,-888888888.0,4335732,8563,17.8,0.1,65.3,0.1,16.8,0.1,99.2,0.1,0.8,0.1,0.5,0.1,0.4,0.1,4224631,8647,18.0,0.5,82.0,0.5,3105322,6383,14.6,0.4,32.1,0.5,30.1,0.5,23.1,0.4,-888888888,-888888888,-888888888,-888888888,222485,8040,19.9,1.2,72.4,1.3,7.8,1.0,46.1,2.0,53.9,2.0,15.7,1.4,38.2,2.2,216734,7750,27.5,2.7,72.5,2.7,151444,5709,29.0,2.2,20.2,2.0,20.2,1.7,30.6,2.3,-888888888,-888888888,-888888888,-888888888,142689,6364,24.3,1.6,71.0,1.9,4.7,1.1,53.5,2.3,46.5,2.3,9.1,1.5,37.4,2.3,139700,6243,33.4,4.0,66.6,4.0,90533,4275,39.4,3.1,21.5,2.8,19.9,2.4,19.2,2.7,-888888888,-888888888,-888888888,-888888888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),01
0400000US02,683324,986,19.5,0.1,70.3,0.2,10.2,0.2,92.1,0.6,7.9,0.6,4.4,0.3,3.5,0.5,666076,992,10.7,0.9,89.3,0.9,465149,2124,7.1,0.5,28.4,0.9,36.5,1.1,28.0,1.1,5.0,-888888888.0,4.0,-888888888.0,569759,6242,20.0,0.4,69.7,0.4,10.3,0.2,98.4,0.2,1.6,0.2,1.0,0.2,0.6,0.2,555412,6152,8.9,0.8,91.1,0.8,387804,3960,5.0,0.5,27.8,1.1,37.7,1.2,29.5,1.2,-888888888,-888888888,-888888888,-888888888,113565,5896,17.3,1.8,72.8,1.9,9.8,0.8,60.4,2.5,39.6,2.5,21.6,1.6,18.1,2.5,110664,5878,19.8,3.1,80.2,3.1,77345,3511,18.1,1.9,31.2,2.5,30.3,2.5,20.4,2.4,-888888888,-888888888,-888888888,-888888888,22334,2585,11.2,3.8,82.0,3.8,6.9,2.0,65.6,5.9,34.4,5.9,19.3,5.3,15.1,4.2,21146,2543,13.7,7.8,86.3,7.8,16404,1646,16.9,5.3,21.1,6.3,43.6,7.5,18.5,4.7,-888888888,-888888888,-888888888,-888888888,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),02
0400000US04,6298821,1394,18.9,0.1,64.1,0.1,17.0,0.1,85.5,0.2,14.5,0.2,5.7,0.2,8.8,0.2,6150766,2816,17.5,0.4,82.5,0.4,4436226,2926,13.9,0.3,24.3,0.4,34.2,0.4,27.6,0.3,8.9,-888888888.0,8.2,-888888888.0,4601108,20215,18.5,0.2,62.0,0.2,19.4,0.1,96.9,0.1,3.1,0.1,1.7,0.1,1.4,0.1,4496767,19756,13.7,0.4,86.3,0.4,3290296,14553,7.2,0.2,23.9,0.4,37.8,0.5,31.1,0.4,-888888888,-888888888,-888888888,-888888888,1697713,20107,19.9,0.4,69.7,0.4,10.4,0.2,54.6,0.8,45.4,0.8,16.5,0.5,28.9,0.8,1653999,19688,28.1,1.1,71.9,1.1,1145930,14109,33.3,0.9,25.5,0.8,23.7,0.7,17.4,0.6,-888888888,-888888888,-888888888,-888888888,1298667,15859,22.2,0.5,68.8,0.5,8.9,0.2,57.4,0.9,42.6,0.9,12.8,0.5,29.7,0.8,1265138,15625,29.3,1.3,70.7,1.3,840116,10721,39.3,1.0,26.4,0.9,22.7,0.7,11.7,0.7,-888888888,-888888888,-888888888,-888888888,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),04
0400000US05,2775973,2624,18.6,0.1,64.7,0.1,16.8,0.1,95.0,0.2,5.0,0.2,1.5,0.1,3.5,0.2,2695272,2892,18.1,0.5,81.9,0.5,1968414,4284,14.7,0.5,34.9,0.6,29.1,0.5,21.4,0.5,5.1,-888888888.0,3.5,-888888888.0,2584853,6976,18.1,0.1,64.4,0.1,17.6,0.1,98.8,0.2,1.2,0.2,0.5,0.1,0.7,0.1,2507565,7384,17.4,0.6,82.6,0.6,1849177,5304,13.1,0.4,35.5,0.6,29.8,0.6,21.6,0.6,-888888888,-888888888,-888888888,-888888888,191120,7257,25.7,1.4,68.6,1.4,5.6,0.8,43.1,2.1,56.9,2.1,15.2,1.4,41.7,2.6,187707,7399,27.6,3.1,72.4,3.1,119237,4126,39.5,3.0,25.0,2.3,16.8,1.8,18.7,1.8,-888888888,-888888888,-888888888,-888888888,141023,6652,28.4,1.4,67.9,1.4,3.6,0.9,45.3,2.5,54.7,2.5,10.1,1.6,44.6,3.0,138308,6722,30.8,3.7,69.2,3.7,82382,3623,50.1,3.9,26.5,2.7,14.4,2.2,9.1,1.5,-888888888,-888888888,-888888888,-888888888,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),05
0400000US06,36290808,2542,18.3,0.1,68.0,0.1,13.8,0.1,71.2,0.1,28.8,0.1,14.2,0.1,14.6,0.1,35588411,6400,16.0,0.2,84.0,0.2,25654292,5461,17.9,0.1,20.9,0.1,29.5,0.1,31.7,0.2,6.6,-888888888.0,6.1,-888888888.0,20361508,52320,18.3,0.1,65.9,0.1,15.8,0.1,94.8,0.1,5.2,0.1,3.3,0.1,1.9,0.1,19901355,52480,12.7,0.2,87.3,0.2,14486614,37464,7.0,0.1,20.6,0.2,35.4,0.2,36.9,0.2,-888888888,-888888888,-888888888,-888888888,15929300,52309,18.3,0.1,70.6,0.1,11.1,0.1,41.0,0.2,59.0,0.2,28.1,0.2,30.9,0.3,15687056,53139,20.0,0.3,80.0,0.3,11167678,37368,32.0,0.2,21.3,0.2,21.8,0.2,24.9,0.2,-888888888,-888888888,-888888888,-888888888,10437293,40390,22.0,0.2,70.3,0.2,7.8,0.1,50.2,0.3,49.8,0.3,16.9,0.2,32.8,0.3,10271203,40847,23.4,0.4,76.6,0.4,6767667,25835,43.9,0.3,24.4,0.3,21.1,0.3,10.6,0.2,-888888888,-888888888,-888888888,-888888888,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),06
0400000US08,5023808,2144,18.2,0.1,68.3,0.1,13.5,0.1,89.4,0.2,10.6,0.2,4.3,0.2,6.4,0.2,4908680,2904,11.8,0.4,88.2,0.4,3584463,3721,9.5,0.3,21.9,0.4,30.3,0.4,38.3,0.4,7.9,-888888888.0,7.4,-888888888.0,4157362,16124,17.5,0.1,68.2,0.1,14.3,0.1,98.0,0.1,2.0,0.1,1.3,0.1,0.7,0.1,4059965,15924,10.2,0.4,89.8,0.4,3006209,11054,5.2,0.2,21.5,0.5,32.2,0.4,41.0,0.4,-888888888,-888888888,-888888888,-888888888,866446,16157,21.8,0.7,68.5,0.7,9.7,0.3,48.2,1.0,51.8,1.0,18.4,0.8,33.4,1.1,848715,15989,19.1,1.2,80.9,1.2,578254,11086,31.5,1.3,23.5,1.1,20.5,0.9,24.5,1.0,-888888888,-888888888,-888888888,-888888888,600962,12630,25.1,0.8,66.8,0.7,8.1,0.4,55.2,1.2,44.8,1.2,10.3,0.8,34.5,1.4,588841,12633,21.4,1.7,78.6,1.7,376574,7583,41.5,1.7,26.3,1.5,18.9,1.1,13.3,1.0,-888888888,-888888888,-888888888,-888888888,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),08
0400000US09,3407815,964,17.2,0.1,66.5,0.1,16.3,0.1,85.7,0.4,14.3,0.4,6.9,0.3,7.4,0.3,3299808,1795,10.4,0.4,89.6,0.4,2471818,1977,9.9,0.4,27.5,0.5,24.5,0.5,38.0,0.5,5.8,-888888888.0,5.0,-888888888.0,2665263,14176,17.5,0.2,65.0,0.2,17.5,0.1,95.8,0.2,4.2,0.2,2.7,0.2,1.5,0.2,2578459,13639,8.4,0.4,91.6,0.4,1928405,10923,6.2,0.3,27.6,0.6,25.8,0.5,40.4,0.6,-888888888,-888888888,-888888888,-888888888,742552,14187,16.3,0.7,71.8,0.7,11.9,0.5,49.5,1.3,50.5,1.3,22.0,1.1,28.5,1.2,721349,13987,17.6,1.3,82.4,1.3,543413,11172,23.0,1.2,27.3,1.1,20.2,1.0,29.5,1.0,-888888888,-888888888,-888888888,-888888888,389379,7983,19.7,1.0,73.4,1.0,6.8,0.3,66.5,1.9,33.5,1.9,10.2,1.1,23.3,1.8,380121,7649,26.2,2.2,73.8,2.2,264093,5573,30.7,1.8,31.5,1.8,21.9,1.4,16.0,1.3,-888888888,-888888888,-888888888,-888888888,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),09
0400000US10,879604,228,16.8,0.1,65.7,0.1,17.5,0.1,90.9,0.6,9.1,0.6,4.4,0.4,4.6,0.5,854618,1255,12.0,0.8,88.0,0.8,640343,870,11.0,0.7,31.2,0.9,27.2,0.9,30.6,1.0,6.7,-888888888.0,5.7,-888888888.0,765550,5732,16.5,0.2,64.8,0.2,18.7,0.2,97.8,0.3,2.2,0.3,1.4,0.2,0.8,0.3,742886,5930,11.2,0.9,88.8,0.9,561103,4651,9.6,0.7,33.0,1.0,28.1,1.0,29.3,1.1,-888888888,-888888888,-888888888,-888888888,114054,5748,18.8,1.5,71.6,1.5,9.6,1.2,45.0,2.8,55.0,2.8,24.9,2.8,30.0,2.9,111732,5752,17.1,3.1,82.9,3.1,79240,4665,21.4,2.8,18.3,2.4,20.5,2.4,39.7,3.1,-888888888,-888888888,-888888888,-888888888,60904,3359,24.9,1.7,70.3,1.8,4.8,0.9,62.7,4.0,37.3,4.0,12.8,3.2,24.4,3.5,59952,3449,23.4,4.8,76.6,4.8,37684,2038,35.3,4.4,26.8,3.9,20.7,3.6,17.1,3.9,-888888888,-888888888,-888888888,-888888888,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),10
0400000US11,616130,6,11.7,0.1,76.2,0.1,12.1,0.1,85.3,0.8,14.7,0.8,5.7,0.6,9.0,0.7,582171,410,17.3,1.2,82.7,1.2,463211,347,9.8,0.8,18.2,1.0,17.0,1.0,55.0,1.0,7.5,-888888888.0,6.8,-888888888.0,506220,5358,11.5,0.3,75.4,0.4,13.1,0.2,95.2,0.6,4.8,0.6,2.7,0.4,2.1,0.4,478420,5406,17.4,1.3,82.6,1.3,381613,4459,8.0,0.7,19.3,1.1,17.8,1.1,55.0,1.1,-888888888,-888888888,-888888888,-888888888,109910,5358,12.9,1.5,79.7,1.7,7.4,1.0,39.7,2.7,60.3,2.7,19.8,2.3,40.5,3.1,103751,5401,16.5,2.6,83.5,2.6,81598,4426,18.4,2.8,13.2,2.4,13.5,2.3,54.9,3.1,-888888888,-888888888,-888888888,-888888888,52917,3482,15.0,2.1,78.3,2.2,6.7,0.9,42.8,4.3,57.2,4.3,14.8,2.7,42.4,4.8,50898,3521,15.2,4.0,84.8,4.0,38147,2708,31.0,4.6,14.8,3.3,11.9,3.3,42.3,4.9,-888888888,-888888888,-888888888,-888888888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),11
0400000US12,18815725,3345,15.8,0.1,64.0,0.1,20.1,0.1,79.0,0.2,21.0,0.2,11.3,0.1,9.7,0.2,18411428,5328,15.9,0.3,84.1,0.3,14041196,6948,12.8,0.2,29.6,0.2,30.4,0.2,27.3,0.2,6.8,-888888888.0,5.7,-888888888.0,13494015,39206,15.9,0.1,61.6,0.1,22.5,0.1,94.4,0.1,5.6,0.1,3.6,0.1,2.0,0.1,13162909,39367,14.1,0.3,85.9,0.3,10093098,27955,9.5,0.2,30.2,0.2,32.0,0.3,28.3,0.2,-888888888,-888888888,-888888888,-888888888,5321710,38912,15.7,0.2,70.2,0.3,14.1,0.2,39.9,0.5,60.1,0.5,31.0,0.4,29.1,0.5,5248519,39672,20.5,0.6,79.5,0.6,3948098,27629,21.2,0.4,27.8,0.5,26.2,0.4,24.8,0.5,-888888888,-888888888,-888888888,-888888888,3933920,25026,16.6,0.2,70.5,0.3,12.9,0.1,44.4,0.6,55.6,0.6,27.8,0.4,27.9,0.6,3882076,25652,21.3,0.7,78.7,0.7,2876596,15971,22.5,0.5,28.9,0.6,26.6,0.5,22.0,0.5,-888888888,-888888888,-888888888,-888888888,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),12
