S1902_C01_007M,S1902_C01_008E,S1902_C01_008M,S1902_C01_009E,S1902_C01_009M,S1902_C01_010E,S1902_C01_010M,S1902_C01_011E,S1902_C01_011M,S1902_C01_012E,S1902_C01_012M,S1902_C01_013E,S1902_C01_013M,S1902_C01_014E,S1902_C01_014M,S1902_C01_015E,S1902_C01_015M,S1902_C01_016E,S1902_C01_016M,S1902_C01_017E,S1902_C01_017M,S1902_C01_018E,S1902_C01_018M,S1902_C01_019E,S1902_C01_019M,S1902_C01_020E,S1902_C01_020M,S1902_C01_021E,S1902_C01_021M,S1902_C01_022E,S1902_C01_022M,S1902_C01_023E,S1902_C01_023M,S1902_C01_024E,S1902_C01_024M,S1902_C01_025E,S1902_C01_025M,S1902_C01_026E,S1902_C01_026M,S1902_C01_027E,S1902_C01_027M,S1902_C02_001E,S1902_C02_001M,S1902_C02_002E,S1902_C02_002M,S1902_C02_003E,S1902_C02_003M,S1902_C02_004E,S1902_C02_004M,S1902_C02_005E,S1902_C02_005M,S1902_C02_006E,S1902_C02_006M,S1902_C02_007E,S1902_C02_007M,S1902_C02_008E,S1902_C02_008M,S1902_C02_009E,S1902_C02_009M,S1902_C02_010E,S1902_C02_010M,S1902_C02_011E,S1902_C02_011M,S1902_C02_012E,S1902_C02_012M,S1902_C02_013E,S1902_C02_013M,S1902_C02_014E,S1902_C02_014M,S1902_C02_015E,S1902_C02_015M,S1902_C02_016E,S1902_C02_016M,S1902_C02_017E,S1902_C02_017M,S1902_C02_018E,S1902_C02_018M,S1902_C02_019E,S1902_C02_019M,S1902_C02_020E,S1902_C02_020M,S1902_C02_021E,S1902_C02_021M,S1902_C02_022E,S1902_C02_022M,S1902_C02_023E,S1902_C02_023M,S1902_C02_024E,S1902_C02_024M,S1902_C02_025E,S1902_C02_025M,S1902_C02_026E,S1902_C02_026M,S1902_C02_027E,S1902_C02_027M,GEO_ID,S1902_C01_001E,S1902_C01_001M,S1902_C01_002E,S1902_C01_002M,S1902_C01_003E,S1902_C01_003M,S1902_C01_004E,S1902_C01_004M,S1902_C01_005E,S1902_C01_005M,S1902_C01_006E,S1902_C01_006M,S1902_C01_007E,S1902_C01_007MA,S1902_C01_008EA,S1902_C01_008MA,S1902_C01_009EA,S1902_C01_009MA,S1902_C01_010EA,S1902_C01_010MA,S1902_C01_011MA,S1902_C01_011EA,S1902_C01_012MA,S1902_C01_012EA,S1902_C01_013EA,S1902_C01_013MA,S1902_C01_014EA,S1902_C01_014MA,S1902_C01_015MA,S1902_C01_015EA,S1902_C01_016MA,S1902_C01_016EA,S1902_C01_017MA,S1902_C01_017EA,S1902_C01_018EA,S1902_C01_018MA,S1902_C01_019EA,S1902_C01_019MA,S1902_C01_020EA,S1902_C01_020MA,S1902_C01_021MA,S1902_C01_021EA,S1902_C01_022MA,S1902_C01_022EA,S1902_C01_023MA,S1902_C01_023EA,S1902_C01_024EA,S1902_C01_024MA,S1902_C01_025EA,S1902_C01_025MA,S1902_C01_026MA,S1902_C01_026EA,S1902_C01_027MA,S1902_C01_027EA,S1902_C02_001MA,S1902_C02_001EA,S1902_C02_002EA,S1902_C02_002MA,S1902_C02_003EA,S1902_C02_003MA,S1902_C02_004EA,S1902_C02_004MA,S1902_C02_005MA,S1902_C02_005EA,S1902_C02_006MA,S1902_C02_006EA,S1902_C02_007MA,S1902_C02_007EA,S1902_C02_008MA,S1902_C02_008EA,S1902_C02_009EA,S1902_C02_009MA,S1902_C02_010MA,S1902_C02_010EA,S1902_C02_011MA,S1902_C02_011EA,S1902_C02_012EA,S1902_C02_012MA,S1902_C02_013EA,S1902_C02_013MA,S1902_C02_014EA,S1902_C02_014MA,S1902_C02_015EA,S1902_C02_015MA,S1902_C02_016MA,S1902_C02_016EA,S1902_C02_017MA,S1902_C02_017EA,S1902_C02_018MA,S1902_C02_018EA,S1902_C02_019EA,S1902_C02_019MA,S1902_C02_020EA,S1902_C02_020MA,S1902_C02_021MA,S1902_C02_021EA,S1902_C02_022EA,S1902_C02_022MA,S1902_C02_023EA,S1902_C02_023MA,S1902_C02_024EA,S1902_C02_024MA,S1902_C02_025EA,S1902_C02_025MA,S1902_C02_026EA,S1902_C02_026MA,S1902_C02_027EA,S1902_C02_027MA,NAME,S1902_C01_001MA,S1902_C01_001EA,S1902_C01_002EA,S1902_C01_002MA,S1902_C01_003EA,S1902_C01_003MA,S1902_C01_004EA,S1902_C01_004MA,S1902_C01_005EA,S1902_C01_005MA,S1902_C01_006MA,S1902_C01_006EA,S1902_C01_007EA,state
0.3,2426392,15122,14.9,0.3,36.6,0.6,30.3,0.5,9.5,0.3,6.6,0.3,2.2,0.2,10097343,-555555555,59.9,0.2,31.3,0.1,0.3,0.1,3.7,0.1,0.1,0.1,2.8,0.2,2.0,0.1,9.1,0.1,54.2,0.1,33.2,-888888888.0,34.1,-888888888.0,26.3,-888888888.0,68820,591,71005,666,15403,1075,17498,142,8983,203,2759,185,23852,558,79611,807,39834,1313,62716,1510,111657,1934,72453,2233,120524,3353,96730,6259,25615,212,30271,313,18283,273,17598,2525,28861,1288,21282,9106,12921,854,14172,1026,14488,502,31811,335,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US13,3587521,13961,78.6,0.3,15.9,0.3,28.2,0.3,5.4,0.2,1.8,0.1,16.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0.7,314151,5725,12.0,0.8,32.0,1.3,29.5,1.2,10.8,0.8,10.2,0.7,5.5,0.5,1419561,-555555555,25.4,0.2,2.2,0.2,0.2,0.1,37.6,0.7,10.4,0.4,1.0,0.2,23.3,0.7,10.1,-555555555.0,22.9,0.1,31.4,-888888888.0,31.8,-888888888.0,26.0,-888888888.0,86866,1800,82593,1393,19904,3733,18639,456,10334,1065,4847,445,28233,951,96672,2353,57798,5004,76774,4272,115291,3976,88968,4764,139228,6022,133509,8020,29736,584,39889,1358,30177,3265,25595,9869,31857,1081,18102,1043,26938,5672,20519,848,18484,950,41589,1513,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US15,450769,4870,80.8,0.6,27.6,0.9,33.4,0.7,4.3,0.4,3.3,0.4,22.9,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0.7,407499,5941,15.7,0.8,31.9,1.1,34.5,1.2,8.2,0.8,8.0,0.8,1.7,0.4,1634464,-555555555,91.7,0.3,0.7,0.1,1.3,0.2,1.5,0.2,0.1,0.1,2.2,0.3,2.5,0.3,12.0,0.1,82.8,0.1,30.6,-888888888.0,30.6,-888888888.0,24.9,-888888888.0,64115,1639,63332,1556,17799,3109,18174,261,10398,532,2349,399,21989,1822,74539,2144,49273,4084,59228,2704,93687,4316,65773,4962,109273,6922,85393,14751,23938,594,24838,661,17538,8668,15814,1965,21049,5852,14434,4248,11184,1097,10570,1874,12720,682,26064,698,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US16,591587,4733,77.2,0.7,21.2,0.8,31.2,0.6,4.5,0.4,3.1,0.4,18.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0.2,3099184,17994,13.5,0.2,32.3,0.4,32.0,0.3,9.9,0.3,9.2,0.3,3.1,0.1,12880580,-555555555,72.1,0.2,14.3,0.1,0.2,0.1,5.2,0.1,0.0,0.1,5.9,0.2,2.3,0.1,16.7,0.1,62.2,0.1,32.4,-888888888.0,33.6,-888888888.0,26.3,-888888888.0,79379,528,81920,659,16987,793,18112,118,9715,169,2957,137,26990,497,94388,843,47483,1122,73451,1172,127255,1726,81109,2021,133687,2647,102827,3770,30417,199,34018,256,19223,557,22364,3132,35004,1200,45925,11181,15823,503,14486,896,16282,283,36755,277,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US17,4772421,12392,78.7,0.2,21.4,0.2,27.7,0.2,4.7,0.1,2.4,0.1,17.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0.3,1657223,12597,14.5,0.4,32.9,0.6,33.4,0.5,8.7,0.4,8.2,0.3,2.2,0.2,6596855,-555555555,84.1,0.2,9.3,0.1,0.2,0.1,2.0,0.1,0.0,0.1,2.2,0.2,2.2,0.1,6.4,0.1,80.2,0.1,28.2,-888888888.0,28.3,-888888888.0,22.7,-888888888.0,64422,550,65646,599,13353,950,18700,150,10245,224,2772,260,17749,485,76177,791,41916,1093,58819,1357,98835,1358,70973,2860,113882,2095,98811,8420,25140,219,26692,236,16701,587,17007,2944,28038,2804,15497,5544,14901,1245,10072,806,14421,776,27248,247,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US18,2502739,10912,78.0,0.4,18.3,0.4,30.9,0.3,5.1,0.2,1.9,0.1,19.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0.4,801562,6871,12.7,0.4,28.4,0.6,41.0,0.7,6.9,0.4,9.6,0.5,1.5,0.2,3107126,-555555555,91.3,0.1,3.1,0.1,0.3,0.1,2.2,0.1,0.1,0.1,1.0,0.1,1.9,0.1,5.5,0.1,87.1,0.1,29.6,-888888888.0,29.1,-888888888.0,25.0,-888888888.0,69618,893,69835,941,16360,1116,17887,191,9732,325,2589,180,18864,747,83934,1272,45905,1657,65301,2456,102314,2099,66812,3508,123664,4158,81470,6382,28361,369,29397,379,14579,1291,15990,3117,27205,3746,17010,4728,18370,2702,10834,1296,14413,661,30142,398,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US19,1241471,6257,79.3,0.4,24.4,0.4,30.7,0.3,4.1,0.2,2.4,0.2,16.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0.4,728602,7887,12.8,0.4,31.7,0.8,38.0,0.8,7.3,0.4,8.2,0.4,2.0,0.2,2904021,-555555555,84.9,0.2,5.9,0.2,0.8,0.1,2.6,0.1,0.1,0.1,2.2,0.2,3.4,0.2,11.3,0.1,76.7,0.1,28.2,-888888888.0,28.1,-888888888.0,22.8,-888888888.0,71045,898,71598,919,16643,1760,18632,229,9105,414,2782,278,19356,530,85220,1281,47294,1804,66037,2590,106595,2439,70349,3776,129256,4869,99482,8170,27870,362,29542,408,17935,1001,18148,1963,28490,2702,10053,6478,16522,1726,13179,1116,14201,706,31215,443,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US20,1109280,6429,79.2,0.5,23.3,0.4,29.5,0.4,4.3,0.3,2.0,0.2,17.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0.4,1124586,10250,19.6,0.5,33.2,0.6,30.7,0.6,8.0,0.4,7.0,0.3,1.5,0.2,4413457,-555555555,87.4,0.1,7.9,0.2,0.2,0.1,1.2,0.1,0.1,0.1,1.0,0.1,2.1,0.1,3.3,0.1,85.4,0.1,29.8,-888888888.0,29.9,-888888888.0,24.1,-888888888.0,59057,709,61971,821,13670,1067,16634,159,8894,177,2770,200,20567,633,70377,897,35866,1422,55437,1336,98060,1590,67504,2562,114712,3573,94835,8534,23684,289,24720,304,16773,635,25274,21992,27141,2546,18119,7418,12396,1924,10103,1408,15472,1948,24925,308,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US21,1712094,8632,72.4,0.5,16.8,0.4,34.9,0.4,8.0,0.3,2.4,0.2,20.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0.4,1112659,9882,16.9,0.4,37.8,0.7,27.6,0.6,9.6,0.5,5.9,0.4,2.2,0.2,4649676,-555555555,62.8,0.1,32.3,0.2,0.6,0.1,1.7,0.1,0.1,0.1,0.9,0.1,1.7,0.1,4.8,0.1,59.2,0.1,34.6,-888888888.0,35.9,-888888888.0,27.8,-888888888.0,63728,771,67390,820,17220,2062,15936,201,8844,245,2639,214,22262,906,76002,1106,34395,1598,62325,1892,109337,2399,72846,3764,124983,4105,93919,8427,24800,290,29804,398,15487,342,19716,3984,31320,3897,15578,8407,18739,2382,15728,3208,18541,1008,30457,414,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US22,1718194,10232,75.7,0.5,15.6,0.4,29.5,0.5,7.4,0.3,1.6,0.1,16.3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0.6,344585,5357,16.8,0.8,29.9,1.1,35.9,0.9,7.3,0.6,8.4,0.6,1.7,0.4,1330089,-555555555,94.8,0.1,1.2,0.1,0.6,0.1,1.1,0.1,0.0,0.1,0.2,0.1,2.1,0.2,1.5,0.1,93.7,0.1,24.8,-888888888.0,24.4,-888888888.0,19.5,-888888888.0,65842,1560,66602,1813,16209,1680,16928,239,9543,521,2014,227,20991,1375,78247,1782,45503,2522,59976,2644,100917,3923,70944,5495,117958,5551,80965,12989,27978,638,28571,655,12388,2912,16396,2906,26355,5285,-999999999,-999999999,27559,11316,14505,2904,23980,3391,28607,658,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US23,549841,5205,74.2,0.8,25.2,0.7,35.7,0.7,6.0,0.4,3.8,0.4,20.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0.3,1445972,11686,11.3,0.3,31.0,0.6,33.0,0.7,11.2,0.4,9.7,0.4,3.9,0.3,5976407,-555555555,57.4,0.2,29.7,0.1,0.2,0.1,6.2,0.1,0.0,0.1,3.5,0.2,2.9,0.1,9.3,0.1,52.4,0.1,33.0,-888888888.0,33.8,-888888888.0,27.0,-888888888.0,97016,829,97764,876,17234,1017,18371,182,9885,318,3418,337,30591,739,112887,1171,56449,1854,83538,1965,150016,2177,92407,2647,165949,3736,122089,5604,36338,306,42333,445,28154,440,29238,6302,38394,1341,33033,11220,17170,818,20801,1231,21181,755,44086,453,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US24,2165438,8230,81.7,0.4,23.3,0.4,26.9,0.3,4.3,0.2,2.5,0.2,20.7,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0.3,1610581,11929,12.4,0.3,29.1,0.5,34.5,0.5,9.9,0.4,10.6,0.3,3.5,0.2,6745408,-555555555,79.3,0.2,7.1,0.1,0.2,0.1,6.1,0.1,0.0,0.1,4.1,0.2,3.1,0.2,10.8,0.1,73.8,0.1,32.5,-888888888.0,33.5,-888888888.0,27.6,-888888888.0,95404,834,100351,921,21004,1077,17442,140,9748,223,3725,214,25703,750,115057,1157,48440,2148,89071,2385,153719,2193,88519,2820,163115,3923,116895,5256,37288,310,40804,378,21725,833,19483,3900,36117,1369,34216,22543,15264,834,16198,1148,16889,486,42360,403,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US25,2549336,9145,78.7,0.3,24.8,0.4,29.5,0.3,6.4,0.3,2.8,0.2,16.1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0.3,2485159,14714,18.0,0.3,32.7,0.4,29.7,0.4,9.2,0.3,8.1,0.2,2.3,0.1,9909877,-555555555,78.9,0.1,13.9,0.1,0.6,0.1,2.8,0.1,0.0,0.1,1.2,0.1,2.6,0.1,4.8,0.1,75.7,0.1,29.9,-888888888.0,30.0,-888888888.0,24.1,-888888888.0,66794,414,69002,468,12269,563,18915,109,9966,192,2597,94,21521,333,79624,623,44078,837,62393,1001,109077,1278,72373,1551,125059,2583,91973,4270,26613,163,28880,198,16816,323,17428,1335,31711,1487,36524,28767,14590,873,12089,954,15739,454,29384,204,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US26,3834574,12574,73.8,0.3,21.2,0.2,34.2,0.2,6.6,0.2,3.0,0.2,22.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0.3,1369594,10930,12.6,0.3,26.8,0.6,40.3,0.6,7.7,0.3,10.4,0.4,2.2,0.2,5457173,-555555555,84.4,0.1,5.7,0.1,1.0,0.1,4.6,0.1,0.0,0.1,1.6,0.1,2.6,0.1,5.1,0.1,81.3,0.1,24.9,-888888888.0,24.8,-888888888.0,20.9,-888888888.0,81824,772,83945,825,16206,894,18626,146,9788,236,2493,158,22041,486,98701,1040,52127,1976,74305,1618,122204,1672,84428,5113,136115,3254,106071,8394,32638,280,35112,298,16057,1067,18388,1959,27974,1459,33174,33349,14979,1814,13514,1130,15611,1085,35806,296,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US27,2129195,6975,80.2,0.3,24.1,0.3,28.3,0.3,4.2,0.2,3.6,0.2,16.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0.5,738463,9100,19.4,0.6,36.4,0.9,27.2,0.9,9.4,0.6,5.5,0.5,2.0,0.3,2994079,-555555555,58.8,0.1,37.8,0.2,0.4,0.1,0.8,0.1,0.0,0.1,0.8,0.1,1.3,0.1,2.7,0.1,57.2,0.1,32.9,-888888888.0,34.5,-888888888.0,25.6,-888888888.0,54887,832,58864,983,13748,1937,16204,223,8750,295,2846,386,19561,581,64810,1167,31611,1292,53598,1942,94205,2722,63372,2993,108245,5783,76386,5779,21036,302,25920,473,13877,341,16696,2949,27300,5759,17512,14705,14086,2655,10253,1781,13164,1312,26263,468,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US28,1095823,8793,71.8,0.5,12.9,0.4,33.7,0.5,8.2,0.4,2.7,0.2,18.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0.4,1508816,13340,16.3,0.4,31.8,0.5,33.4,0.7,8.6,0.3,7.9,0.3,2.0,0.2,6063589,-555555555,82.3,0.1,11.7,0.1,0.4,0.1,1.8,0.1,0.1,0.1,1.2,0.1,2.5,0.1,3.8,0.1,79.9,0.1,29.4,-888888888.0,30.0,-888888888.0,24.2,-888888888.0,65169,652,67297,709,13967,999,17648,145,9253,199,2279,172,21258,611,78263,782,42725,1469,61301,1331,102682,1533,71047,2995,121246,3769,91573,8507,26126,251,27760,300,17779,601,19045,1685,32867,2872,34839,11257,13574,1423,13777,1383,16135,1071,28047,299,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US29,2354809,12290,75.5,0.4,20.1,0.4,32.6,0.4,5.7,0.2,2.2,0.2,19.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0.7,251176,5144,16.4,0.9,29.2,1.1,39.1,1.2,7.5,0.8,6.7,0.6,1.2,0.3,1023579,-555555555,89.4,0.2,0.6,0.1,6.8,0.2,0.8,0.1,0.0,0.1,0.3,0.1,2.1,0.2,3.4,0.1,86.7,0.1,31.4,-888888888.0,31.2,-888888888.0,27.0,-888888888.0,62309,1191,61118,1365,18944,2057,17364,348,8892,411,2503,361,21651,1133,75858,1590,49541,3826,57678,2769,94645,2494,68342,5150,117196,6879,83420,15852,25989,438,27475,474,12964,2633,12632,1012,19553,6222,8309,6150,14826,3482,14182,2749,15881,3541,27799,471,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US30,410962,3391,75.7,0.9,25.4,1.0,32.9,0.8,4.7,0.4,2.1,0.3,18.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0.4,480317,5426,11.1,0.5,28.0,0.8,41.7,0.9,8.1,0.5,9.2,0.5,1.9,0.2,1881503,-555555555,88.3,0.3,4.7,0.2,1.0,0.1,2.1,0.1,0.1,0.1,1.6,0.2,2.3,0.2,10.1,0.1,80.4,0.1,27.7,-888888888.0,27.5,-888888888.0,22.2,-888888888.0,68359,929,68616,992,12793,1159,17981,286,9015,374,2639,280,20001,708,81074,1245,44822,2426,58560,2076,100781,1818,64199,2736,118842,4255,81919,6463,27446,352,28912,361,17714,2302,11389,2230,21801,2648,24960,14002,14906,1593,11843,1494,13597,545,30379,382,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,0400000US31,740765,3795,81.3,0.5,23.4,0.6,28.3,0.4,4.1,0.3,2.2,0.3,14.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),(X),(X),(X),(X),Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,31
