VARIABLE,TYPE,LABEL,GROUP
S2409_C01_001E,int,"Total!!Estimate!!Full-time, year-round civilian employed population 16 years and over",S2409
S2409_C01_002E,int,Total!!Estimate!!Private for-profit wage and salary workers,S2409
S2409_C01_003E,int,Total!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers,S2409
S2409_C01_004E,int,Total!!Estimate!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,S2409
S2409_C01_005E,int,Total!!Estimate!!Private not-for-profit wage and salary workers,S2409
S2409_C01_006E,int,Total!!Estimate!!Local government workers,S2409
S2409_C01_007E,int,Total!!Estimate!!State government workers,S2409
S2409_C01_008E,int,Total!!Estimate!!Federal government workers,S2409
S2409_C01_009E,int,Total!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers,S2409
S2409_C01_010E,float,Total!!Estimate!!PERCENT IMPUTED!!Class of worker,S2409
S2409_C02_001E,float,"Male!!Estimate!!Full-time, year-round civilian employed population 16 years and over",S2409
S2409_C02_002E,float,Male!!Estimate!!Private for-profit wage and salary workers,S2409
S2409_C02_003E,float,Male!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers,S2409
S2409_C02_004E,float,Male!!Estimate!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,S2409
S2409_C02_005E,float,Male!!Estimate!!Private not-for-profit wage and salary workers,S2409
S2409_C02_006E,float,Male!!Estimate!!Local government workers,S2409
S2409_C02_007E,float,Male!!Estimate!!State government workers,S2409
S2409_C02_008E,float,Male!!Estimate!!Federal government workers,S2409
S2409_C02_009E,float,Male!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers,S2409
S2409_C02_010E,int,Male!!Estimate!!PERCENT IMPUTED!!Class of worker,S2409
S2409_C03_001E,float,"Female!!Estimate!!Full-time, year-round civilian employed population 16 years and over",S2409
S2409_C03_002E,float,Female!!Estimate!!Private for-profit wage and salary workers,S2409
S2409_C03_003E,float,Female!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers,S2409
S2409_C03_004E,float,Female!!Estimate!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,S2409
S2409_C03_005E,float,Female!!Estimate!!Private not-for-profit wage and salary workers,S2409
S2409_C03_006E,float,Female!!Estimate!!Local government workers,S2409
S2409_C03_007E,float,Female!!Estimate!!State government workers,S2409
S2409_C03_008E,float,Female!!Estimate!!Federal government workers,S2409
S2409_C03_009E,float,Female!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers,S2409
S2409_C03_010E,int,Female!!Estimate!!PERCENT IMPUTED!!Class of worker,S2409
S2409_C04_001E,int,"Median earnings (dollars)!!Estimate!!Full-time, year-round civilian employed population 16 years and over",S2409
S2409_C04_002E,int,Median earnings (dollars)!!Estimate!!Private for-profit wage and salary workers,S2409
S2409_C04_003E,int,Median earnings (dollars)!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers,S2409
S2409_C04_004E,int,Median earnings (dollars)!!Estimate!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,S2409
S2409_C04_005E,int,Median earnings (dollars)!!Estimate!!Private not-for-profit wage and salary workers,S2409
S2409_C04_006E,int,Median earnings (dollars)!!Estimate!!Local government workers,S2409
S2409_C04_007E,int,Median earnings (dollars)!!Estimate!!State government workers,S2409
S2409_C04_008E,int,Median earnings (dollars)!!Estimate!!Federal government workers,S2409
S2409_C04_009E,int,Median earnings (dollars)!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers,S2409
S2409_C04_010E,int,Median earnings (dollars)!!Estimate!!PERCENT IMPUTED!!Class of worker,S2409
S2409_C05_001E,int,"Median earnings (dollars) for male!!Estimate!!Full-time, year-round civilian employed population 16 years and over",S2409
S2409_C05_002E,int,Median earnings (dollars) for male!!Estimate!!Private for-profit wage and salary workers,S2409
S2409_C05_003E,int,Median earnings (dollars) for male!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers,S2409
S2409_C05_004E,int,Median earnings (dollars) for male!!Estimate!!Private for-profit wage and salary workers!!Self-employed in own incorporated business workers,S2409
S2409_C05_005E,int,Median earnings (dollars) for male!!Estimate!!Private not-for-profit wage and salary workers,S2409
S2409_C05_006E,int,Median earnings (dollars) for male!!Estimate!!Local government workers,S2409
S2409_C05_007E,int,Median earnings (dollars) for male!!Estimate!!State government workers,S2409
S2409_C05_008E,int,Median earnings (dollars) for male!!Estimate!!Federal government workers,S2409
S2409_C05_009E,int,Median earnings (dollars) for male!!Estimate!!Self-employed in own not incorporated business workers and unpaid family workers,S2409
S2409_C05_010E,int,Median earnings (dollars) for male!!Estimate!!PERCENT IMPUTED!!Class of worker,S2409
S2409_C06_001E,int,"Median earnings (dollars) for female!!Estimate!!Full-time, year-round civilian employed population 16 years and over",S2409
S2409_C06_002E,int,Median earnings (dollars) for female!!Estimate!!Private for-profit wage and salary workers,S2409
S2409_C06_003E,int,Median earnings (dollars) for female!!Estimate!!Private for-profit wage and salary workers!!Employee of private company workers,S2409
