GEO_ID,B08011_001E,B08011_001M,B08011_002E,B08011_002M,B08011_003E,B08011_003M,B08011_004E,B08011_004M,B08011_005E,B08011_005M,B08011_006E,B08011_006M,B08011_007E,B08011_007M,B08011_008E,B08011_008M,B08011_009E,B08011_009M,B08011_010E,B08011_010M,B08011_011E,B08011_011M,B08011_012E,B08011_012M,B08011_013E,B08011_013M,B08011_014E,B08011_014M,B08011_015E,B08011_015M,B08011_016E,B08011_016M,B08011_017E,B08011_017M,B08011_018E,B08011_018M,B08011_019E,B08011_019M,B08011_020E,B08011_020M,B08011_021E,B08011_021M,B08011_022E,B08011_022M,B08011_023E,B08011_023M,B08011_024E,B08011_024M,B08011_025E,B08011_025M,B08011_026E,B08011_026M,B08011_027E,B08011_027M,B08011_028E,B08011_028M,B08011_029E,B08011_029M,B08011_030E,B08011_030M,B08011_031E,B08011_031M,B08011_032E,B08011_032M,B08011_033E,B08011_033M,B08011_034E,B08011_034M,B08011_035E,B08011_035M,B08011_036E,B08011_036M,B08011_037E,B08011_037M,B08011_038E,B08011_038M,B08011_039E,B08011_039M,B08011_040E,B08011_040M,B08011_041E,B08011_041M,B08011_042E,B08011_042M,B08011_043E,B08011_043M,B08011_044E,B08011_044M,B08011_045E,B08011_045M,NAME,B08011_001EA,B08011_001MA,B08011_002EA,B08011_002MA,B08011_003EA,B08011_003MA,B08011_004EA,B08011_004MA,B08011_005EA,B08011_005MA,B08011_006MA,B08011_006EA,B08011_007EA,B08011_007MA,B08011_008EA,B08011_008MA,B08011_009EA,B08011_009MA,B08011_010EA,B08011_010MA,B08011_011MA,B08011_011EA,B08011_012EA,B08011_012MA,B08011_013EA,B08011_013MA,B08011_014EA,B08011_014MA,B08011_015EA,B08011_015MA,B08011_016MA,B08011_016EA,B08011_017EA,B08011_017MA,B08011_018EA,B08011_018MA,B08011_019EA,B08011_019MA,B08011_020EA,B08011_020MA,B08011_021MA,B08011_021EA,B08011_022MA,B08011_022EA,B08011_023EA,B08011_023MA,B08011_024EA,B08011_024MA,B08011_025EA,B08011_025MA,B08011_026MA,B08011_026EA,B08011_027MA,B08011_027EA,B08011_028EA,B08011_028MA,B08011_029EA,B08011_029MA,B08011_030EA,B08011_030MA,B08011_031MA,B08011_031EA,B08011_032MA,B08011_032EA,B08011_033MA,B08011_033EA,B08011_034EA,B08011_034MA,B08011_035EA,B08011_035MA,B08011_036EA,B08011_036MA,B08011_037MA,B08011_037EA,B08011_038MA,B08011_038EA,B08011_039EA,B08011_039MA,B08011_040EA,B08011_040MA,B08011_041EA,B08011_041MA,B08011_042MA,B08011_042EA,B08011_043MA,B08011_043EA,B08011_044MA,B08011_044EA,B08011_045EA,B08011_045MA,state
0400000US01,1950193,12853,110626,5700,89776,4835,119430,5368,202197,9179,226335,8944,313890,9009,252705,8545,151343,6271,65430,4654,80613,4530,45295,3504,22139,2610,133325,6511,137089,5769,1029257,9457,80549,4575,64486,4267,81177,4529,126568,5926,124320,6279,144868,5738,100902,5194,73626,4110,26512,2926,33668,3370,21388,2264,9184,2074,66290,4254,75719,4272,920936,9529,30077,3082,25290,2518,38253,2940,75629,5056,102015,5110,169022,6491,151803,6464,77717,4622,38918,3365,46945,3113,23907,2685,12955,2082,67035,4755,61370,3853,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,345296,5258,13221,1921,13214,1849,21025,2478,24448,2385,29739,2354,41194,3243,59860,3182,34636,2952,24506,2224,22188,2132,12644,1827,5781,1280,19344,2133,23496,2071,196762,3679,10185,1770,10311,1730,15168,2004,17977,2131,19126,1917,22222,2133,29958,2730,16534,1883,12321,1590,11244,1577,4937,1107,3498,1047,10143,1357,13138,1517,148534,3728,3036,673,2903,764,5857,1201,6471,1220,10613,1262,18972,1916,29902,2043,18102,1975,12185,1450,10944,1711,7707,1311,2283,733,9201,1597,10358,1432,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2669939,19893,183799,7421,160808,7673,152913,4964,270370,8746,244644,7524,378776,9697,280979,8425,250428,9239,111968,5608,151834,8162,70464,4681,37998,3587,185807,8564,189151,7874,1446478,12203,133279,6355,114667,6266,94915,4451,166778,7437,123745,5005,187284,7705,124183,5382,123817,6567,47179,3544,75633,4643,38491,3812,18028,2629,96864,6048,101615,5778,1223461,13577,50520,3492,46141,4418,57998,4030,103592,5060,120899,5804,191492,7330,156796,6615,126611,6186,64789,4456,76201,5553,31973,3132,19970,2409,88943,4569,87536,4681,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1208299,13420,58936,4187,47405,3743,63293,4357,110440,5543,125594,4598,220661,7959,177177,5915,108733,6838,39736,3808,49616,3707,24148,2635,11625,1656,80027,4774,90908,4819,646351,8923,41366,3648,33661,3180,42511,3413,73646,4472,73340,3720,108170,5212,76439,4404,54680,4235,15882,2054,22342,2254,9573,1885,5467,1232,38527,3284,50747,3466,561948,9709,17570,2313,13744,1724,20782,2548,36794,3057,52254,3412,112491,5559,100738,4043,54053,3999,23854,2829,27274,2872,14575,2015,6158,1224,41500,3544,40161,3707,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16323951,43271,926332,18754,734557,14829,783242,15045,1411391,19103,1360370,19540,2263564,22210,1784455,19633,1891306,25143,958073,15053,1318324,17077,592745,11844,249880,8952,1075316,16922,974396,18304,8966158,27909,664491,14870,540237,12393,529009,11731,920208,15185,761159,15481,1173149,17267,823146,14611,935871,16515,448268,10520,655594,12228,280729,9152,117604,5596,574158,13284,542535,12351,7357793,31515,261841,8930,194320,7120,254233,7858,491183,10222,599211,12287,1090415,15722,961309,13209,955435,18111,509805,11318,662730,12395,312016,7631,132276,6204,501158,9985,431861,11498,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2506847,13812,99884,4919,100437,5657,134762,5912,234505,7939,276250,8023,383607,8528,310024,8159,264750,7702,134234,6458,151537,7467,73709,4640,33606,3446,153126,7043,156416,6565,1369637,9875,70004,4264,71354,4418,91858,5166,150796,5897,157377,5971,200402,7133,149647,5854,135444,5953,58615,3832,69487,3942,34142,3244,16261,2345,82307,4974,81943,4796,1137210,9576,29880,2572,29083,2804,42904,2840,83709,4181,118873,5565,183205,6183,160377,5333,129306,5898,75619,4945,82050,5080,39567,3300,17345,2100,70819,4068,74473,4704,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1683826,11524,46116,3769,44823,3547,66217,4254,133071,6364,175215,6242,257192,6837,223242,7538,226538,8129,116699,5286,104340,5048,43316,2937,25406,2926,116324,5530,105327,6564,876252,8069,32475,3094,32907,3160,47491,3686,84087,4889,97242,5132,134439,5892,102519,4994,103643,4124,49068,3227,47852,3574,20493,2103,10941,2088,60664,4128,52431,4555,807574,7704,13641,1709,11916,1723,18726,1849,48984,3529,77973,4315,122753,5281,120723,5459,122895,5994,67631,4162,56488,3472,22823,2101,14465,1807,55660,3533,52896,3814,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415479,5959,20002,2394,13112,1956,19520,2140,34973,3505,47434,3212,55741,3414,51857,3269,48460,3320,23554,2421,30173,3163,9885,1772,4317,1309,26256,2577,30195,3179,211416,4243,14387,2048,8394,1421,12447,1590,21851,2719,23708,2246,25942,2030,24113,1898,21485,2178,9738,1799,13663,2013,4931,1308,2106,1001,13261,2297,15390,2220,204063,4216,5615,1158,4718,1290,7073,1350,13122,1685,23726,2215,29799,2388,27744,2400,26975,2247,13816,1614,16510,2243,4954,1120,2211,803,12995,1869,14805,1998,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326050,5896,6214,1415,7857,1444,8333,1733,16280,1960,20597,2568,36588,3367,35489,2566,64225,3345,44662,3032,36639,3056,12014,1787,3783,946,17110,2209,16259,2155,157370,3768,3970,1156,5030,1090,4442,1107,6590,1137,10275,1809,18942,2174,15173,1871,32229,2459,20547,2092,17589,2101,5793,1354,1773,694,8376,1585,6641,1498,168680,4414,2244,736,2827,990,3891,1046,9690,1590,10322,1505,17646,2303,20316,1870,31996,2422,24115,2046,19050,2359,6221,1331,2010,686,8734,1597,9618,1571,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8170362,33838,279718,8929,251895,10596,287404,10613,683199,13962,765464,18909,1254540,20704,1010437,21288,1073041,21307,487026,12074,609044,14717,265523,11409,117202,5725,540172,16773,545697,13235,4297414,23806,194321,7719,179693,7989,195738,9064,423875,11125,415881,13315,642913,13240,463901,14472,527865,15508,222571,6708,283868,9365,126324,7147,58800,4299,276094,10536,285570,9115,3872948,22102,85397,4809,72202,5160,91666,5131,259324,8628,349583,12237,611627,15955,546536,13541,545176,13680,264455,10086,325176,9760,139199,7088,58402,4078,264078,11635,260127,8669,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
