GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001MA,B27019_001EA,B27019_002MA,B27019_002EA,B27019_003EA,B27019_003MA,B27019_004EA,B27019_004MA,B27019_005EA,B27019_005MA,B27019_006MA,B27019_006EA,B27019_007EA,B27019_007MA,B27019_008MA,B27019_008EA,B27019_009EA,B27019_009MA,B27019_010EA,B27019_010MA,B27019_011MA,B27019_011EA,B27019_012EA,B27019_012MA,B27019_013MA,B27019_013EA,B27019_014EA,B27019_014MA,B27019_015EA,B27019_015MA,B27019_016EA,B27019_016MA,B27019_017MA,B27019_017EA,B27019_018MA,B27019_018EA,B27019_019MA,B27019_019EA,B27019_020EA,B27019_020MA,B27019_021EA,B27019_021MA,B27019_022EA,B27019_022MA,B27019_023MA,B27019_023EA,B27019_024MA,B27019_024EA,B27019_025EA,B27019_025MA,B27019_026EA,B27019_026MA,B27019_027MA,B27019_027EA,B27019_028EA,B27019_028MA,B27019_029MA,B27019_029EA,B27019_030MA,B27019_030EA,B27019_031EA,B27019_031MA,B27019_032MA,B27019_032EA,B27019_033EA,B27019_033MA,B27019_034MA,B27019_034EA,B27019_035MA,B27019_035EA,B27019_036EA,B27019_036MA,B27019_037MA,B27019_037EA,B27019_038EA,B27019_038MA,B27019_039EA,B27019_039MA,B27019_040MA,B27019_040EA,B27019_041MA,B27019_041EA,B27019_042MA,B27019_042EA,B27019_043EA,B27019_043MA,state
0400000US01,3186153,5213,2460984,5570,315232,10271,200841,8436,113729,5884,105940,5243,114391,7220,750117,13415,581475,12146,476325,11005,147033,5521,168642,8081,779830,13989,665083,13478,584978,12109,130248,6481,114747,6051,615805,11640,585107,11500,570526,11237,34571,3077,30698,3409,725169,2625,159042,4863,156320,4729,71290,3461,155655,4718,2722,854,254974,5377,254065,5405,161706,5292,250282,5200,909,434,170836,5650,170658,5634,122282,5133,167036,5595,178,164,140317,4588,140279,4579,111326,4431,135057,4556,38,44,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,449306,2678,380288,2923,22174,1914,12869,1443,7034,1066,6644,1252,9305,1374,110119,4194,77278,3708,62498,3581,20347,1981,32841,2580,142064,4999,112115,4633,100721,4493,20880,2157,29949,2797,105931,4813,97157,4628,95373,4661,6063,1282,8774,1326,69018,1293,9689,1271,9042,1275,2174,636,8984,1289,647,502,18061,1706,17435,1725,9111,1266,16858,1709,626,376,20129,1701,19673,1741,12622,1428,18377,1778,456,381,21139,2100,21130,2099,17159,1827,19365,1896,9,15,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4349117,3331,3291111,3796,444205,11106,270241,9211,127250,7310,153034,6264,173964,7363,766655,16300,587838,13191,418567,11669,197047,8936,178817,7366,1154215,15805,994155,15713,814212,14527,236343,8471,160060,6067,926036,12360,861134,11408,812294,11403,74271,4491,64902,4113,1058006,1776,150456,5230,145122,5140,53314,3409,141972,5164,5334,1252,284995,6469,281396,6438,156014,5252,276080,6372,3599,1174,332309,7870,330573,8009,197837,7343,323691,7696,1736,792,290246,5513,287827,5638,187256,5160,278153,5795,2419,1208,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1924066,4125,1475736,4282,181926,7586,120635,6440,67398,4348,59722,4141,61291,4900,499428,9324,399201,8307,292744,8525,129951,5340,100227,6854,456775,10258,391474,8435,319588,7528,98005,5776,65301,5318,337607,9851,316935,9846,302898,10208,24143,2312,20672,2683,448330,2258,97993,4899,97364,4997,41910,2807,95833,4858,629,625,163977,5193,163712,5169,98976,3545,161927,5206,265,232,106114,4221,105941,4245,70397,3516,104032,4120,173,153,80246,3899,79797,3907,59882,3722,77502,3883,449,327,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25262653,7642,20364838,8622,3457401,26935,2225657,21528,1168693,18433,1128455,15158,1231744,22620,4176586,31705,3253898,27196,2340352,23082,1031351,19921,922688,18335,6095353,34425,5255966,33917,4344002,32377,1133617,20334,839387,14030,6635498,36252,6187143,34675,5853019,34076,467238,11445,448355,12817,4897815,3448,1021052,12300,980445,12177,262533,7784,954685,11949,40607,3444,1065720,12955,1051441,13217,530920,10616,1016647,13046,14279,2303,1352535,14635,1342154,15020,809082,11885,1291419,14504,10381,1814,1458508,14971,1447586,14992,930530,14810,1359598,13905,10922,1862,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3514122,3861,2849842,3940,256424,8821,159635,6596,94078,5208,73292,5610,96789,6185,581058,13272,466166,12145,360473,10420,127847,6557,114892,6133,877606,11699,766062,11554,643178,11205,163662,7121,111544,5568,1134754,12807,1074462,11735,1025453,11727,76615,4637,60292,4900,664280,1966,73168,3543,70135,3514,32241,2597,68536,3515,3033,967,173465,4999,172308,5012,104089,4307,166869,4873,1157,545,188696,5149,187334,5166,119862,4196,181091,5263,1362,587,228951,4526,227901,4432,156087,4668,216159,4247,1050,508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2425612,2151,1892087,2526,152990,7755,115083,6936,56211,4984,62452,4752,37907,4462,486330,11408,420554,9834,308241,9265,127734,5786,65776,5837,484915,10765,443090,9325,362610,8956,97327,4938,41825,3639,767852,10985,736709,10773,700558,10369,49796,3878,31143,3343,533525,1443,81112,3923,79889,3857,35714,2558,78432,3790,1223,574,176826,5220,176148,5216,108766,3964,169656,5223,678,384,109117,4187,108737,4182,73566,3663,104933,3871,380,235,166470,4496,164451,4511,122296,4036,154589,4540,2019,850,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,628063,967,478337,1284,46417,4082,34834,3616,18234,2717,19008,2532,11583,1950,139629,4675,123077,4680,93149,4500,37396,3888,16552,2295,136843,5363,125154,5406,105075,5227,25634,2316,11689,2255,155448,5778,146429,5829,139300,5727,10499,1590,9019,1933,149726,818,20278,2043,20013,2015,11291,1530,19551,2006,265,318,55462,2966,55330,2963,39401,2759,53390,2952,132,174,34692,2229,34692,2229,25796,2037,33824,2186,0,185,39294,2557,39224,2532,30198,2435,38409,2541,70,116,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,454742,895,382762,1013,32347,3029,25850,2919,8708,1409,18810,2822,6497,1595,63609,4074,56589,3521,25576,2477,34667,3288,7020,2005,62916,4076,57716,3678,34297,3371,26114,2863,5200,1520,223890,3791,216744,3927,206547,3946,14647,2152,7146,1640,71980,877,11933,1496,11713,1443,5353,942,11008,1434,220,260,17029,1631,16481,1601,10686,1349,15200,1641,548,546,14296,1515,14296,1515,10086,1293,13331,1499,0,198,28722,1822,28641,1837,23918,1879,24894,1719,81,97,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13788591,7426,10065092,8749,1109635,20669,624033,13065,364051,11498,292206,10529,485602,15979,2883705,31136,2009427,24676,1559500,20960,549556,13680,874278,23401,3232128,28103,2557520,25699,2202064,23738,482869,12337,674608,18607,2839624,27731,2535997,25939,2422099,24852,190755,9328,303627,11963,3723499,4737,616147,11232,595614,11168,196805,6865,584503,11418,20533,2679,1174019,15409,1159864,15597,586286,11152,1135600,15624,14155,2096,970831,14057,962891,13694,554561,11736,942897,13655,7940,2056,962502,14141,950848,13904,601105,11545,917378,14130,11654,2602,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
