GEO_ID,B27007_001E,B27007_001M,B27007_002E,B27007_002M,B27007_003E,B27007_003M,B27007_004E,B27007_004M,B27007_005E,B27007_005M,B27007_006E,B27007_006M,B27007_007E,B27007_007M,B27007_008E,B27007_008M,B27007_009E,B27007_009M,B27007_010E,B27007_010M,B27007_011E,B27007_011M,B27007_012E,B27007_012M,B27007_013E,B27007_013M,B27007_014E,B27007_014M,B27007_015E,B27007_015M,B27007_016E,B27007_016M,B27007_017E,B27007_017M,B27007_018E,B27007_018M,B27007_019E,B27007_019M,B27007_020E,B27007_020M,B27007_021E,B27007_021M,B27007_022E,B27007_022M,B27007_023E,B27007_023M,B27007_024E,B27007_024M,B27007_025E,B27007_025M,B27007_026E,B27007_026M,B27007_027E,B27007_027M,B27007_028E,B27007_028M,B27007_029E,B27007_029M,B27007_030E,B27007_030M,B27007_031E,B27007_031M,B27007_032E,B27007_032M,B27007_033E,B27007_033M,B27007_034E,B27007_034M,B27007_035E,B27007_035M,B27007_036E,B27007_036M,B27007_037E,B27007_037M,B27007_038E,B27007_038M,B27007_039E,B27007_039M,B27007_040E,B27007_040M,B27007_041E,B27007_041M,B27007_042E,B27007_042M,B27007_043E,B27007_043M,B27007_044E,B27007_044M,B27007_045E,B27007_045M,B27007_046E,B27007_046M,B27007_047E,B27007_047M,B27007_048E,B27007_048M,B27007_049E,B27007_049M,B27007_050E,B27007_050M,B27007_051E,B27007_051M,B27007_052E,B27007_052M,B27007_053E,B27007_053M,B27007_054E,B27007_054M,B27007_055E,B27007_055M,B27007_056E,B27007_056M,B27007_057E,B27007_057M,NAME,B27007_001EA,B27007_001MA,B27007_002EA,B27007_002MA,B27007_003EA,B27007_003MA,B27007_004EA,B27007_004MA,B27007_005EA,B27007_005MA,B27007_006EA,B27007_006MA,B27007_007EA,B27007_007MA,B27007_008MA,B27007_008EA,B27007_009EA,B27007_009MA,B27007_010EA,B27007_010MA,B27007_011EA,B27007_011MA,B27007_012EA,B27007_012MA,B27007_013MA,B27007_013EA,B27007_014EA,B27007_014MA,B27007_015EA,B27007_015MA,B27007_016EA,B27007_016MA,B27007_017EA,B27007_017MA,B27007_018EA,B27007_018MA,B27007_019MA,B27007_019EA,B27007_020MA,B27007_020EA,B27007_021MA,B27007_021EA,B27007_022EA,B27007_022MA,B27007_023EA,B27007_023MA,B27007_024EA,B27007_024MA,B27007_025MA,B27007_025EA,B27007_026MA,B27007_026EA,B27007_027EA,B27007_027MA,B27007_028EA,B27007_028MA,B27007_029EA,B27007_029MA,B27007_030MA,B27007_030EA,B27007_031MA,B27007_031EA,B27007_032EA,B27007_032MA,B27007_033EA,B27007_033MA,B27007_034EA,B27007_034MA,B27007_035EA,B27007_035MA,B27007_036MA,B27007_036EA,B27007_037MA,B27007_037EA,B27007_038EA,B27007_038MA,B27007_039EA,B27007_039MA,B27007_040EA,B27007_040MA,B27007_041MA,B27007_041EA,B27007_042MA,B27007_042EA,B27007_043EA,B27007_043MA,B27007_044EA,B27007_044MA,B27007_045EA,B27007_045MA,B27007_046EA,B27007_046MA,B27007_047MA,B27007_047EA,B27007_048EA,B27007_048MA,B27007_049EA,B27007_049MA,B27007_050EA,B27007_050MA,B27007_051EA,B27007_051MA,B27007_052MA,B27007_052EA,B27007_053EA,B27007_053MA,B27007_054EA,B27007_054MA,B27007_055EA,B27007_055MA,B27007_056EA,B27007_056MA,B27007_057EA,B27007_057MA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,93818,4547,86956,4633,384145,5137,160584,6681,223561,6880,236975,3747,24174,2370,212801,3849,283658,3829,21992,2330,261666,4161,286297,3968,20936,2183,265361,4397,306272,3089,28838,2192,277434,3607,294579,2244,28188,2392,266391,3422,198963,1759,22292,1949,176671,2443,118117,1636,15624,1846,102493,2543,2477603,5606,169526,3889,88759,4628,80767,4249,372402,3993,155182,5926,217220,6457,237408,2932,39259,3650,198149,4524,314043,3628,49575,3835,264468,4971,310113,3427,34098,2556,276015,3543,335435,2972,40752,2904,294683,3986,330587,2047,41265,3114,289322,3664,231300,1755,34141,2022,197159,2421,176789,2021,34575,2580,142214,2793,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,12295,1391,20128,1657,62233,1864,19220,2383,43013,2680,40465,1856,4287,1358,36178,1749,54358,1880,4437,935,49921,2135,44478,1417,3312,835,41166,1599,48114,1213,3369,815,44745,1287,47618,1024,4388,864,43230,1446,24071,848,3029,694,21042,1121,9829,792,1731,508,8098,771,347952,2104,31460,1477,11855,1433,19605,1504,60129,1523,17624,1789,42505,2276,35525,1115,5971,1188,29554,1516,51334,1190,7029,1223,44305,1343,44358,1287,4187,836,40171,1400,46606,1051,4246,822,42360,1160,43422,809,3691,783,39731,1063,21957,744,3600,705,18357,847,13161,879,4323,881,8838,742,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,114611,5215,153896,4807,557851,3937,198271,7479,359580,7863,328324,2112,48257,3999,280067,4323,433332,2735,61581,4853,371751,5690,402628,2617,53802,3927,348826,4661,402312,1842,52881,3727,349431,3960,371403,1105,50896,3641,320507,3767,290746,1306,30434,2456,260312,2666,196194,1182,21911,1921,174283,2045,3371777,2888,257277,4264,113390,4247,143887,3967,536941,4347,188896,7516,348045,7731,325057,1774,76583,4064,248474,4215,430231,2181,98303,4858,331928,5155,415511,1840,73145,4224,342366,4244,419256,1809,67139,4090,352117,4552,416438,1148,61235,3351,355203,3550,327287,1219,38993,2428,288294,2547,243779,1187,33303,2488,210476,2518,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,68696,3503,49125,3197,242570,4154,117159,5462,125411,5188,144070,2721,21576,2539,122494,3107,181138,3435,21725,2520,159413,3700,176985,3031,19543,2203,157442,3283,183655,2986,21660,2512,161995,3316,175477,1529,22380,1874,153097,2417,123712,1295,13041,1431,110671,1891,77984,1147,10226,1258,67758,1629,1490964,4568,110503,3533,64642,3958,45861,3214,232917,3816,112665,5169,120252,5300,142429,2631,30132,2664,112297,3386,187336,2819,38815,2696,148521,3796,189151,3125,33375,3090,155776,3906,191610,2559,30816,2798,160794,3553,190384,1758,30941,2533,159443,3082,140624,1388,20102,1802,120522,2063,106010,1618,20850,2051,85160,2194,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,692928,13219,841795,12155,3123268,8050,1259104,18891,1864164,19032,1978296,5187,368496,9502,1609800,10829,2827196,5223,375803,10401,2451393,11362,2522938,4351,321565,9095,2201373,9789,2554490,4652,347583,8475,2206907,9633,2155141,3297,334021,9276,1821120,10303,1306922,2480,199282,5695,1107640,6110,862520,2250,178235,5034,684285,5421,19431963,5973,1467115,7973,672259,10952,794856,10513,3010027,8190,1222496,17436,1787531,16853,1921375,3951,453236,9708,1468139,10340,2774927,4420,569113,11112,2205814,11578,2579992,3236,451637,10601,2128355,10536,2622661,2760,421499,9057,2201162,9644,2327493,2433,418481,8446,1909012,8863,1505240,2282,292469,8400,1212771,8483,1223133,3000,315396,6768,907737,6928,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,83468,4454,127438,4207,429394,3727,139850,6788,289544,6782,259382,2647,32185,2775,227197,3223,390134,3608,46844,3948,343290,4060,359282,3288,34071,3097,325211,4502,346712,2190,32530,2706,314182,3316,323268,1491,31887,2457,291381,2891,194508,1262,15411,1572,179097,1875,108825,1411,13371,1580,95454,1958,2643611,4048,194507,3246,77711,3845,116796,4097,410625,3639,128871,6034,281754,6497,247086,2691,46327,3531,200759,4023,383238,2893,70925,4617,312313,4758,351031,2779,47952,3839,303079,4870,354361,2075,40917,2761,313444,3375,341816,1772,39267,3177,302549,3133,211970,1323,21402,1970,190568,2302,148977,1527,20449,1994,128528,2415,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,49756,3702,65920,3371,279327,2541,86850,4506,192477,4854,173367,1791,25729,2816,147638,2850,212101,1617,30950,3416,181151,3450,210090,1825,26236,2787,183854,3365,261921,1554,33855,2643,228066,3083,233999,1137,23177,2196,210822,2198,139843,1204,12665,1443,127178,1708,93101,1077,11293,1286,81808,1589,1821857,2336,112679,2265,44469,3230,68210,3204,266339,2382,83341,3904,182998,4152,168282,1264,36164,2887,132118,3154,216712,1620,55859,3860,160853,3890,224785,1589,43000,2699,181785,2963,282561,1633,40049,2994,242512,3348,249918,1064,30832,2308,219086,2479,160164,1044,20786,2056,139378,2244,140417,1349,25249,2188,115168,2404,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,14009,1816,21142,1885,68880,1428,22772,2423,46108,2454,45311,920,6958,1095,38353,1304,56241,1044,6961,1501,49280,1605,53003,845,6048,1274,46955,1361,59890,764,7554,1390,52336,1529,57714,703,6511,1011,51203,1193,42168,722,3899,729,38269,1004,25265,592,2591,568,22674,659,477307,1167,33712,1742,12371,1512,21341,1755,65671,1687,22444,2403,43227,2437,44142,560,9092,1406,35050,1474,61585,644,11699,1726,49886,1784,57015,580,12014,1804,45001,1923,67073,433,11525,1777,55548,1776,65816,371,8749,1229,57067,1217,48575,574,4038,904,44537,1082,33718,629,4487,992,29231,1168,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,12111,1473,12785,1473,33244,929,16072,1930,17172,1857,35239,626,8473,1466,26766,1683,67685,799,10930,1596,56755,1648,44704,597,7323,1374,37381,1397,37427,574,9459,1585,27968,1632,31517,551,8914,1170,22603,1147,17491,595,3480,868,14011,1016,11588,605,2359,562,9229,726,344175,1099,23199,931,11978,1170,11221,1350,33495,790,17909,1895,15586,1953,43151,234,10493,1415,32658,1361,80035,574,16968,1962,63067,1904,46711,418,10243,1489,36468,1567,38138,417,10998,1426,27140,1401,36545,111,11548,1221,24997,1218,23506,374,5706,806,17800,839,19395,786,5919,1081,13476,1142,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,330226,8915,328083,8761,1407695,8329,560515,17468,847180,17134,881522,5664,99902,6574,781620,7319,1204467,5776,104301,5963,1100166,8430,1157330,5436,95912,6004,1061418,7739,1307942,5082,116609,6180,1191333,7919,1196333,3719,121599,6811,1074734,7625,961376,3422,106515,4941,854861,5088,715885,3430,97577,4904,618308,5122,10092498,7609,636937,7877,308439,8365,328498,8833,1343209,7478,534753,13038,808456,13412,867094,3935,142492,6884,724602,7211,1235529,4615,196809,8235,1038720,8511,1220794,4397,161672,6646,1059122,8110,1386343,4042,135128,6955,1251215,7638,1356354,3196,139153,5326,1217201,6313,1104083,2558,153271,6154,950812,6258,942155,3022,169995,6791,772160,7110,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
