GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,NAME,B08124_001EA,B08124_001MA,B08124_002MA,B08124_002EA,B08124_003EA,B08124_003MA,B08124_004EA,B08124_004MA,B08124_005MA,B08124_005EA,B08124_006MA,B08124_006EA,B08124_007EA,B08124_007MA,B08124_008MA,B08124_008EA,B08124_009EA,B08124_009MA,B08124_010MA,B08124_010EA,B08124_011EA,B08124_011MA,B08124_012EA,B08124_012MA,B08124_013MA,B08124_013EA,B08124_014EA,B08124_014MA,B08124_015EA,B08124_015MA,B08124_016MA,B08124_016EA,B08124_017EA,B08124_017MA,B08124_018EA,B08124_018MA,B08124_019MA,B08124_019EA,B08124_020EA,B08124_020MA,B08124_021MA,B08124_021EA,B08124_022MA,B08124_022EA,B08124_023MA,B08124_023EA,B08124_024EA,B08124_024MA,B08124_025EA,B08124_025MA,B08124_026EA,B08124_026MA,B08124_027MA,B08124_027EA,B08124_028MA,B08124_028EA,B08124_029EA,B08124_029MA,B08124_030EA,B08124_030MA,B08124_031MA,B08124_031EA,B08124_032MA,B08124_032EA,B08124_033MA,B08124_033EA,B08124_034MA,B08124_034EA,B08124_035EA,B08124_035MA,B08124_036MA,B08124_036EA,B08124_037EA,B08124_037MA,B08124_038MA,B08124_038EA,B08124_039MA,B08124_039EA,B08124_040EA,B08124_040MA,B08124_041MA,B08124_041EA,B08124_042EA,B08124_042MA,B08124_043MA,B08124_043EA,B08124_044MA,B08124_044EA,B08124_045MA,B08124_045EA,B08124_046MA,B08124_046EA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049MA,B08124_049EA,state
0400000US01,2007426,13350,658517,10810,339497,7821,483178,10219,193573,7322,327120,9731,5541,1326,1724178,15545,577611,10902,284925,6432,424033,10142,157130,6597,275489,9405,4990,1304,171927,8594,44130,3698,34361,3586,32534,3477,25486,3031,34993,3398,423,309,8276,1749,1647,757,2419,712,1859,684,1003,748,1348,540,0,189,22961,2749,6082,1195,5787,1297,6490,1453,1754,641,2848,1027,0,189,22851,2585,5525,1042,5005,1336,2597,815,3374,977,6283,1481,67,73,57233,3661,23522,2450,7000,1232,15665,1978,4826,1240,6159,1314,61,59,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,359211,5456,126468,5247,64466,4643,72938,4209,47549,2957,40038,3362,7752,1519,249481,6163,89936,4595,42424,3638,52645,3452,31810,2831,26593,3002,6073,1490,43221,3223,15745,1751,8163,1721,8840,1336,5885,1115,3758,897,830,535,4703,1196,1113,587,1417,757,1262,633,472,365,439,335,0,145,28730,2125,7496,1073,6209,977,5536,1125,3380,738,5328,895,781,532,19161,2012,6239,1150,2725,942,2658,760,4547,899,2992,751,0,145,13915,1891,5939,995,3528,993,1997,662,1455,728,928,466,68,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2831592,19395,990505,16097,566834,14818,727755,13912,264002,8433,274566,9059,7930,1163,2178267,17614,777258,13558,415829,12127,568598,12023,196281,7311,214989,8414,5312,1051,295724,9385,84482,5336,71417,4998,70617,4632,39400,3937,28988,2926,820,417,57615,5086,11490,1894,18175,2492,17187,2200,3841,1521,6764,1689,158,167,56505,4206,16230,2021,18045,2622,14122,2128,3482,1159,4241,1008,385,218,81828,5426,22355,2565,22581,3370,16739,1978,8447,1988,11706,1612,0,200,161653,6371,78690,4106,20787,2915,40492,3114,12551,2247,7878,1603,1255,450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249674,12677,404838,9749,224003,8752,292206,7687,133791,5914,193087,7052,1749,764,1031366,13889,341662,10057,177391,7338,251146,6836,100914,5132,159345,6930,908,512,136027,7210,34281,2772,30323,3824,23486,2774,23377,2578,23763,2977,797,481,4072,1177,674,335,1468,685,1220,666,52,65,658,389,0,190,22173,2425,6068,1301,5140,1028,5316,1449,2619,1032,3030,873,0,190,14661,1816,3082,760,2973,772,2440,860,2438,896,3684,905,44,73,41375,3177,19071,2289,6708,1118,8598,1561,4391,1566,2607,911,0,190,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17254926,40650,6466713,38393,3201135,32477,4026816,27661,1565553,18941,1934761,21672,59948,4476,12679198,45211,4840657,37543,2204679,29517,3043323,27411,1107659,14911,1451176,19616,31704,3473,1813154,27870,531991,13964,365364,11504,373081,9597,288032,11867,250180,9922,4506,1256,914442,15685,323259,9449,236803,8170,213022,7659,42820,3844,97765,5012,773,442,467779,12033,152071,6593,128801,6660,111310,5595,28923,3258,35407,4117,11267,3264,449378,13102,154210,6697,90827,5190,84469,5059,55695,4237,61044,4015,3133,1024,930975,16361,464525,10340,174661,7798,201611,7716,42424,3603,39189,3488,8565,2165,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2681200,13178,1071800,13943,467998,11184,616827,10861,263795,8536,241683,7420,19097,1907,2027739,15432,813788,12503,340456,10382,473167,10206,199556,7091,189762,6390,11010,1657,258146,10065,81311,5217,53634,4516,49843,3899,44533,3770,28005,2878,820,421,88355,4521,31923,2735,24710,3141,20806,2331,4434,1331,6482,1325,0,192,71357,4702,23185,2005,17995,2994,16734,2427,4302,1173,4454,1125,4687,869,61250,4242,27279,2394,11737,1820,11171,1774,4496,1068,6441,1358,126,126,174353,6876,94314,5199,19466,2021,45106,3051,6474,1310,6539,1510,2454,1080,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1765420,11499,749889,12351,305595,9590,403498,9170,130597,6182,170031,7802,5810,792,1379348,12794,598492,11467,233490,8804,314622,7395,100222,5523,130634,6710,1888,713,142584,7540,42522,3613,30822,3121,30454,3044,17749,2641,20867,2799,170,243,84731,4188,36366,2599,15012,2401,23312,2291,2597,865,7363,1701,81,132,55459,3966,19523,2313,11494,2149,13955,1909,3153,1330,4846,1577,2488,784,21704,2431,6898,1432,4982,1195,3479,832,2499,870,3820,1050,26,45,81594,4474,46088,3451,9795,1810,17676,1887,4377,1109,2501,673,1157,630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,434766,5852,169035,5123,78201,4689,102391,4625,34858,3243,49466,4140,815,338,354350,7480,137661,4961,61154,4221,83710,4454,29611,2939,41486,3711,728,335,33132,3564,10613,1828,8322,1817,6766,1462,3485,878,3900,1072,46,77,12635,2056,4373,1077,3355,1197,3554,1013,503,343,850,443,0,185,9709,1867,2604,729,2567,889,3112,968,394,291,991,539,41,56,5653,1447,1478,554,664,331,1587,916,272,208,1652,777,0,185,19287,2306,12306,1696,2139,720,3662,926,593,379,587,400,0,185,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,343062,5802,205987,4891,53033,3946,59899,4191,9019,1602,13868,1727,1256,482,120528,5465,71748,3913,16709,2254,21321,2701,3435,944,6795,1296,520,284,19166,2155,11542,1899,2559,804,3203,746,928,523,848,393,86,104,123707,5492,71785,4495,22031,2343,22801,2599,3130,1008,3584,928,376,264,44965,3413,27363,2530,7360,1678,7564,1597,1091,695,1534,718,53,76,17684,2030,11484,1476,2632,861,2151,676,267,295,929,534,221,274,17012,2053,12065,1756,1742,831,2859,882,168,198,178,236,0,198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8636223,32707,2944490,26827,1791406,24804,2298505,23149,789506,16190,784292,18193,28024,3035,6886539,35014,2403067,25095,1377916,22215,1866102,21493,593981,14102,626016,17001,19457,3112,783105,17887,209776,8630,193927,8386,186740,8500,113938,6993,76868,5221,1856,648,179401,7747,28197,2873,72112,5091,46598,4001,14101,2814,18116,2663,277,384,124298,5666,31106,2690,40116,3672,31419,3178,8517,1623,11566,1932,1574,615,197019,9429,42707,3466,57143,5676,41453,4435,25075,2962,30052,3450,589,345,465861,12632,229637,9368,50192,3554,126193,6594,33894,3451,21674,2768,4271,1421,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4421064,22975,1594932,21995,742941,14768,1084140,15620,401383,9727,573605,11840,24063,2597,3518258,22220,1294445,20747,569442,12899,888285,14816,290137,9701,460253,11282,15696,2469,448491,11971,121856,6399,83558,6217,91431,5434,80705,5006,70237,5688,704,640,93277,7020,27783,2980,27150,3295,21540,2651,6068,1252,10270,1756,466,372,68722,4286,19373,2514,22295,2788,16693,2404,3494,1076,5894,1473,973,508,73100,5567,15764,2334,17574,2697,12961,2182,10483,2606,16145,2003,173,168,219216,7808,115711,6234,22922,3146,53230,4113,10496,2015,10806,2016,6051,833,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,685447,7710,228351,6984,150508,5888,162982,6326,65532,4327,57741,3708,20333,2119,454798,8532,155872,5880,92508,5135,108744,5448,46872,3408,39617,3098,11185,1519,92733,4904,29528,2457,20965,2818,23471,2310,8694,1323,7714,1286,2361,716,49272,3830,10788,1539,18103,1988,13918,1741,2440,811,3923,1255,100,159,31941,2750,10787,1577,7808,1576,5952,1235,2029,1385,2231,918,3134,881,26198,2727,7515,1482,6085,1218,4649,1004,3036,928,3217,966,1696,673,30505,3393,13861,2068,5039,1130,6248,1435,2461,890,1039,408,1857,939,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,714398,8872,237892,7165,130004,5190,167508,7050,85414,5805,91794,5133,1786,1033,563872,9532,184171,6750,99530,4692,136928,6489,65233,4559,76519,4913,1491,979,69747,4986,21055,2442,14547,2307,13771,2237,12035,2456,8044,1519,295,257,5741,1104,2099,670,1524,598,1002,464,193,169,923,419,0,190,15498,2136,5069,1028,3758,758,4300,1259,1208,492,1163,684,0,190,15188,2516,5179,1223,3350,1018,2110,834,1812,697,2737,924,0,190,44352,4520,20319,2990,7295,1117,9397,1734,4933,2017,2408,869,0,190,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
