GEO_ID,B28005_001E,B28005_001M,B28005_002E,B28005_002M,B28005_003E,B28005_003M,B28005_004E,B28005_004M,B28005_005E,B28005_005M,B28005_006E,B28005_006M,B28005_007E,B28005_007M,B28005_008E,B28005_008M,B28005_009E,B28005_009M,B28005_010E,B28005_010M,B28005_011E,B28005_011M,B28005_012E,B28005_012M,B28005_013E,B28005_013M,B28005_014E,B28005_014M,B28005_015E,B28005_015M,B28005_016E,B28005_016M,B28005_017E,B28005_017M,B28005_018E,B28005_018M,B28005_019E,B28005_019M,NAME,B28005_001EA,B28005_001MA,B28005_002MA,B28005_002EA,B28005_003MA,B28005_003EA,B28005_004EA,B28005_004MA,B28005_005EA,B28005_005MA,B28005_006EA,B28005_006MA,B28005_007MA,B28005_007EA,B28005_008MA,B28005_008EA,B28005_009MA,B28005_009EA,B28005_010EA,B28005_010MA,B28005_011EA,B28005_011MA,B28005_012EA,B28005_012MA,B28005_013MA,B28005_013EA,B28005_014MA,B28005_014EA,B28005_015EA,B28005_015MA,B28005_016EA,B28005_016MA,B28005_017EA,B28005_017MA,B28005_018MA,B28005_018EA,B28005_019EA,B28005_019MA,state
0400000US01,4730907,-555555555,1106075,2615,998283,8701,4836,1670,822040,11439,171407,10448,107792,8797,2900580,3471,2511620,15882,17159,2510,2118430,18701,376031,14315,388960,15003,724252,2699,464808,6667,9060,1627,389424,7251,66324,4236,259444,6240,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,708421,-555555555,186070,516,181126,1143,722,619,167725,2452,12679,2135,4944,1040,454681,1524,431091,3004,2034,710,388490,5111,40567,4011,23590,2484,67670,1381,57586,1750,667,329,51829,1971,5090,981,10084,1395,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6580081,-555555555,1620044,1473,1455742,11307,2995,1099,1271440,15046,181307,10647,164302,11319,3907680,2192,3508377,15011,11110,2181,3125491,20321,371776,14561,399303,14798,1052357,2020,840810,6594,13569,1807,746490,7941,80751,4531,211547,6421,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2884185,-555555555,702842,2535,645325,5731,5305,2417,517225,8805,122795,8062,57517,5501,1733701,3086,1519910,12568,13003,3036,1230735,16728,276172,12477,213791,11984,447642,2255,294298,5475,6025,1418,241434,5168,46839,3134,153344,5418,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37985370,-555555555,9126120,2826,8494985,18566,46765,6270,7605420,30448,842800,22871,631135,18485,23993712,5082,22359797,34220,118872,8619,20342732,45333,1898193,35093,1633915,34313,4865538,4694,3889077,14557,56500,3625,3479904,14456,352673,9893,976461,14190,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5238386,-555555555,1244697,1894,1187761,6817,10141,2834,1074658,9867,102962,8890,56936,6213,3330616,2394,3164160,9436,27508,4974,2868279,13790,268373,12685,166456,9636,663073,1931,538913,4949,12190,1850,479126,5835,47597,3058,124160,5097,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3478451,-555555555,772477,745,744142,4677,2942,1464,696910,6268,44290,5505,28335,4500,2175484,1752,2054507,8342,7897,2131,1917905,11955,128705,8270,120977,8208,530490,1695,397785,5686,5589,1027,359279,6271,32917,2937,132705,5350,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,910104,-555555555,203140,678,185409,3768,397,414,162943,4941,22069,3603,17731,3765,557587,1038,511877,4531,2786,1192,451611,7717,57480,6745,45710,4333,149377,842,113809,3129,2468,934,102041,3123,9300,1293,35568,2990,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,618600,-555555555,114261,360,99130,3219,249,275,78610,3808,20271,3388,15131,3194,433619,1289,389958,4913,2512,1980,339533,5543,47913,4620,43661,4645,70720,1291,50251,1989,476,276,43260,2054,6515,1194,20469,1804,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19461834,-555555555,4042461,2673,3727288,14280,16170,3229,3275056,21173,436062,16823,315173,14587,11703216,5576,10708788,30030,55067,6020,9517376,41390,1136345,27414,994428,28418,3716157,5106,2969956,15910,39489,3636,2624083,15859,306384,7980,746201,15550,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9835687,-555555555,2487531,2870,2296026,9915,7473,2003,1975533,17140,313020,15549,191505,10196,6132967,4150,5543275,20007,26371,3976,4847373,25726,669531,17820,589692,19890,1215189,3526,877977,8550,13067,2210,765069,9857,99841,5997,337212,7647,Georgia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375345,-555555555,306287,1041,294540,2251,1390,687,274741,3752,18409,3211,11747,2002,848789,1276,796941,4677,4366,1302,737166,7131,55409,5430,51848,4584,220269,1232,173742,3549,2833,1100,156314,4199,14595,1879,46527,3455,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1604863,-555555555,430174,1742,410135,4664,2962,1100,357327,7259,49846,6002,20039,4149,943636,2108,880898,5417,9280,2411,757492,10725,114126,9612,62738,5274,231053,1417,178073,3925,4621,1353,151434,4721,22018,3172,52980,3597,Idaho,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12580170,-555555555,2979235,2364,2781555,12314,7650,1777,2487773,15774,286132,11696,197680,12364,7883088,3370,7257433,18372,34934,4039,6544406,25134,678093,15955,625655,17480,1717847,3266,1221521,9222,24537,2529,1068394,10694,128590,5537,496326,9032,Illinois,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6407773,-555555555,1577498,2532,1458788,9246,6434,1716,1260436,12820,191918,9376,118710,8855,3927221,3411,3582488,13606,24216,3048,3109392,15059,448880,14080,344733,12647,903054,2748,634038,7127,18014,2031,538818,8601,77206,4358,269016,6806,Indiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3007199,-555555555,722773,2301,691710,4467,5490,1887,624192,6609,62028,4808,31063,3887,1819595,2423,1692324,7112,15683,2210,1510452,10055,166189,7877,127271,6365,464831,1777,320629,4560,11208,1430,273917,4756,35504,2432,144202,4204,Iowa,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2824897,-555555555,720532,2482,682516,5016,2710,1145,599489,6335,80317,6160,38016,4723,1706666,2720,1579559,7308,7612,1585,1402443,10921,169504,9553,127107,6957,397699,2114,288359,5107,4497,1015,253574,5103,30288,2427,109340,4972,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4283110,-555555555,1012482,3207,932334,8458,4314,2089,801506,10365,126514,7261,80148,7353,2640593,3813,2334651,12109,16458,2810,2031366,15707,286827,9905,305942,12352,630035,2352,402423,6043,9900,1505,347502,5145,45021,3269,227612,6102,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4521116,-555555555,1112308,2234,988579,8256,6576,2307,829835,13071,152168,10701,123729,7967,2799326,3057,2419952,13194,17241,3143,2067080,18898,335631,14508,379374,13277,609482,2063,396997,6121,6954,1465,336578,6896,53465,4526,212485,6297,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1294459,-555555555,257143,1111,249019,2307,746,470,221317,4276,26956,3620,8124,1928,802020,1370,748112,4652,5553,1364,670259,7253,72300,5128,53908,4478,235296,1042,175502,2866,4005,967,153628,3280,17869,1914,59794,2604,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5836593,-555555555,1348573,1272,1292555,7214,4086,1380,1173935,11343,114534,8799,56018,7136,3694365,2759,3487695,12243,14477,2407,3168072,16905,305146,15648,206670,12049,793655,2379,614442,5946,9683,1530,544773,5911,59986,3846,179213,5717,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6497607,-555555555,1383942,1311,1335721,5742,2652,975,1248835,7529,84234,7141,48221,5811,4140712,2207,3921081,10270,12960,2920,3665849,15332,242272,11283,219631,10100,972953,2128,729020,7337,9649,1409,654959,7603,64412,3749,243933,6905,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9683157,-555555555,2217640,1975,2096227,6881,9587,2159,1819085,11422,267555,9483,121413,7188,5983349,2731,5515717,14493,35915,3764,4821768,21236,658034,17503,467632,14275,1482168,2541,1063991,5773,24891,2382,913759,6828,125341,5299,418177,6154,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5322298,-555555555,1279185,1953,1242291,4631,5961,1267,1143465,8216,92865,6878,36894,4789,3299566,3008,3132422,8402,22133,1960,2858436,12886,251853,10104,167144,7684,743547,2037,539986,5145,13808,1635,468400,5317,57778,3235,203561,4673,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2897745,-555555555,729430,1937,652407,6427,4889,1795,487326,9072,160192,9112,77023,6508,1754883,3019,1488400,11089,13403,2390,1157264,16332,317733,14832,266483,10648,413432,2630,251112,5341,5695,1391,200085,5940,45332,3387,162320,4903,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5888717,-555555555,1385658,3029,1294719,8693,9533,2004,1113994,12557,171192,9930,90939,8645,3610867,3710,3279958,12283,25520,3220,2859307,17282,395131,12457,330909,11293,892192,2963,621065,7588,14987,1874,530345,7354,75733,4570,271127,7442,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,994692,-555555555,223879,1301,210235,2932,781,388,186378,4050,23076,3298,13644,2702,606094,1730,556384,3848,3579,929,488770,6220,64035,5479,49710,3574,164719,1042,119877,2784,3831,1016,103214,3294,12832,1997,44842,2806,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1829402,-555555555,466165,1728,440586,3235,2129,928,396326,4849,42131,3856,25579,3252,1104031,1970,1026458,5877,6927,1476,922758,7794,96773,6353,77573,5422,259206,1273,178014,3681,4860,922,155177,3762,17977,1742,81192,3844,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2802541,-555555555,661471,968,625952,4355,2505,1108,537051,8777,86396,8181,35519,4338,1746569,1469,1618182,9884,8242,2256,1421210,13379,188730,9965,128387,9805,394501,1152,313259,4753,5477,1372,277907,4713,29875,3034,81242,4570,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1286290,-555555555,266637,1022,259208,2761,377,251,242459,3851,16372,2561,7429,2536,818332,1361,782369,4636,2995,891,726856,6696,52518,5162,35963,4518,201321,965,160981,2779,2003,635,145822,3116,13156,1913,40340,2786,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8752648,-555555555,2006298,1291,1906021,8654,5382,1380,1767279,12127,133360,8365,100277,8190,5479790,1971,5161627,14534,21083,3781,4826146,18238,314398,12970,318163,14974,1266560,1656,961962,7741,12819,2071,865798,8176,83345,5004,304598,7438,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2042422,-555555555,498142,1851,432605,5665,1572,701,359855,8248,71178,7343,65537,5665,1233992,2533,1051148,8733,7127,2315,898363,11020,145658,8356,182844,8671,310288,1760,211644,3438,3891,838,180477,4079,27276,2863,98644,3582,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19165049,-555555555,4198271,3975,3922331,18817,12782,2681,3507071,22000,402478,15563,275940,18294,12191078,4791,11327162,24836,46031,4484,10269768,32903,1011363,24175,863916,23890,2775700,3593,1981414,12520,25445,1951,1743491,12253,212478,7844,794286,12954,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9689977,-555555555,2285496,3435,2112632,10308,9898,2380,1828232,14156,274502,11987,172864,9992,5987087,3892,5399777,19932,29986,3931,4716157,25762,653634,19004,587310,19078,1417394,2857,994287,9478,18482,2353,872597,9274,103208,5312,423107,9209,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,712845,-555555555,167080,905,160595,1547,519,329,145025,2997,15051,2627,6485,1304,447200,988,422163,2709,2025,706,375814,5123,44324,4962,25037,2587,98565,675,65493,2235,1267,384,55813,2371,8413,1292,33072,2174,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11283133,-555555555,2628348,3035,2460093,11081,10270,2626,2183657,14363,266166,11777,168255,10766,6931824,4237,6361616,14648,44135,4345,5712336,22812,605145,19225,570208,13810,1722961,3188,1210066,9348,27903,2822,1055057,10128,127106,5035,512895,8578,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3767999,-555555555,949407,1382,872873,5847,2488,853,720600,8103,149785,7206,76534,5812,2277327,2042,2046282,8334,12183,2035,1720125,11536,313974,9964,231045,7968,541265,1911,387857,3709,8450,1194,325464,4031,53943,2794,153408,3618,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3883322,-555555555,855117,1936,827162,4874,2089,762,738872,9412,86201,8159,27955,4556,2409519,3012,2284003,8641,11905,2428,2060688,14234,211410,11916,125516,7824,618686,2417,493820,6822,9896,1861,432490,8009,51434,4204,124866,6255,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12356373,-555555555,2691612,2029,2531186,9941,14590,2681,2279373,13632,237223,10418,160426,9822,7618277,3609,7024474,18368,53146,4382,6352720,25608,618608,17335,593803,17517,2046484,3186,1384141,10394,30337,2389,1210756,10978,143048,5957,662343,10150,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1013639,-555555555,212182,644,202353,2151,1436,883,182271,3716,18646,2980,9829,2143,642349,1291,594867,5341,3210,1070,545856,7609,45801,5390,47482,5092,159108,1151,111437,3344,1421,650,101293,3016,8723,1498,47671,3237,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4695737,-555555555,1080395,2213,988761,8268,5616,1896,814973,11428,168172,10152,91634,8064,2871992,3081,2531753,12729,16783,2957,2139069,17123,375901,13324,340239,12591,743350,2343,523265,5710,10910,1553,451109,6047,61246,3775,220085,5619,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,819194,-555555555,209138,1183,194404,2337,1194,807,172556,3534,20654,2919,14734,2352,487930,1499,446533,3197,4337,1674,394021,4944,48175,4039,41397,2820,122126,1094,79708,2479,1763,617,68073,2677,9872,1390,42418,2290,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6394755,-555555555,1488999,2067,1366801,9993,7048,1814,1141019,13341,218734,11775,122198,9976,3949355,3171,3502809,15948,23610,3285,2991767,18873,487432,14330,446546,15784,956401,2750,641510,7785,15108,2290,544978,7919,81424,4776,314891,7329,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26361103,-555555555,7104069,4114,6414809,23628,29516,5235,5370309,27642,1014984,26785,689260,22889,16251402,6319,14612334,31611,74982,7154,12598001,41444,1939351,37465,1639068,32075,3005632,5197,2221105,14244,38612,3853,1924279,15503,258214,9087,784527,13746,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2898247,-555555555,901918,947,876676,4169,2931,1331,802520,8360,71225,7055,25242,4153,1705180,1687,1644439,5855,8706,2015,1472078,10563,163655,9246,60741,5662,291149,1394,243658,3166,6499,1502,214878,3773,22281,2376,47491,3111,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,601206,-555555555,121145,820,115820,1740,388,373,105676,2321,9756,1653,5325,1729,377389,946,351807,3527,2312,668,316568,4282,32927,2951,25582,3396,102672,732,77966,1759,1467,444,68684,2044,7815,1177,24706,1550,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8085372,-555555555,1863691,3089,1790635,6431,6519,1740,1588905,13654,195211,12301,73056,5787,5101748,4622,4779096,12114,24815,3365,4291291,21053,462990,17473,322652,11514,1119933,3434,825412,7498,15423,2146,728124,8040,81865,4321,294521,7870,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6920563,-555555555,1599496,1835,1515317,7505,7696,2759,1391647,12525,115974,10045,84179,7538,4358913,3185,4129659,10318,23448,3045,3809950,19150,296261,14729,229254,9655,962154,2976,780573,7532,13943,2223,701836,7356,64794,3551,181581,6763,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1800836,-555555555,382018,1800,353414,4730,1925,1081,308777,5606,42712,4229,28604,4340,1099603,1952,959873,7220,8393,2349,839178,10333,112302,7315,139730,7089,319215,1049,195420,4912,4009,954,168832,4452,22579,2557,123795,4976,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
