GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002EA,B16007_002MA,B16007_003EA,B16007_003MA,B16007_004EA,B16007_004MA,B16007_005MA,B16007_005EA,B16007_006EA,B16007_006MA,B16007_007MA,B16007_007EA,B16007_008EA,B16007_008MA,B16007_009EA,B16007_009MA,B16007_010MA,B16007_010EA,B16007_011EA,B16007_011MA,B16007_012MA,B16007_012EA,B16007_013EA,B16007_013MA,B16007_014EA,B16007_014MA,B16007_015EA,B16007_015MA,B16007_016MA,B16007_016EA,B16007_017MA,B16007_017EA,B16007_018MA,B16007_018EA,B16007_019EA,B16007_019MA,state
0400000US01,4558217,2782,817440,3350,773239,4382,34690,2916,2901,1006,5676,1042,934,571,2994265,3280,2833281,6785,101311,5204,22553,3027,28809,2906,8311,1912,746512,2631,729212,2805,6688,1526,7021,1279,3124,864,467,255,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,133361,1184,113673,3009,2494,1030,2777,1107,7096,1612,7321,1274,480064,1374,397355,4149,18307,1922,12734,2364,27965,1690,23703,2076,69899,1172,58731,1395,1533,438,1993,783,3486,692,4156,429,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,1189408,1571,852351,8574,288568,7590,12580,2436,14808,2080,21101,2801,4038656,2065,2854980,15467,893891,12174,85251,6492,95756,4568,108778,4867,1070757,1582,893777,3990,116208,2523,27877,2768,13710,1473,19185,1228,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,515744,3120,466604,3906,40121,3270,1914,953,6493,1853,612,558,1795217,2962,1664029,5247,95808,4270,12019,2110,20727,2294,2634,1291,465012,2183,454220,2101,5094,1332,3338,847,1962,728,398,265,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,6639887,2642,3722108,26164,2292664,22770,192068,8217,382088,9212,50959,5714,24660829,4058,13413279,39384,7332514,27902,1104887,23640,2549937,23162,260212,13485,4990092,3267,3226121,13452,812115,8463,300743,10735,604296,7261,46817,4265,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,915087,2257,726404,7374,150691,6373,15500,2072,14021,1784,8471,2488,3429149,2314,2835343,12559,401336,9143,83051,5514,72390,3543,37029,4257,679572,1928,595615,3602,48935,2014,21878,2443,9928,929,3216,973,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,586014,1141,465330,5579,76830,4493,28702,3588,11557,1544,3595,1307,2266273,1466,1732922,11048,285892,5911,163207,8903,64746,3943,19506,3481,555528,1349,467011,3916,26657,1450,51524,3556,7187,1104,3149,995,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,147832,596,126375,1880,15180,1556,1935,664,3556,1068,786,459,578013,857,496387,4657,42795,2240,16706,2880,14717,1713,7408,2736,153759,750,142788,1254,2929,589,4547,1007,2801,732,694,614,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,72267,4,58106,1914,7940,1255,3485,1264,894,458,1842,843,469398,229,381770,4454,41416,3012,24349,3124,10680,1428,11183,2264,74465,229,66344,1196,3561,476,2616,809,1206,283,738,484,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,2976451,3914,2141944,15662,651150,12576,132290,7738,35399,3443,15668,3167,12048320,4691,8313216,27783,2775261,16796,664312,20755,217693,8369,77838,7022,3790954,4204,3038855,10590,507509,5635,183490,8949,46144,2399,14956,2208,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9442904,3708,1836982,4152,1554065,9536,204158,7997,31419,4120,33063,2963,14277,3079,6357052,3871,5428544,14155,525919,9892,176170,10620,164644,6047,61775,7246,1248870,3267,1176531,3787,24803,2084,24969,2671,18825,2002,3742,1126,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1328554,275,217347,544,175281,3917,3649,1148,2387,960,35042,3716,988,728,883146,896,657162,7732,19901,2626,9241,1758,192697,7568,4145,1587,228061,859,161646,3061,1364,641,3186,819,61281,2945,584,477,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1522757,1716,319558,1971,281100,3657,31595,3246,2619,1186,3065,1757,1179,753,968220,2063,859881,5463,80538,4393,12411,2262,10757,2339,4633,1552,234979,1379,224335,1682,5935,1052,1915,604,1238,457,1556,842,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12091454,2665,2195608,2428,1667983,10706,381581,7311,86645,5823,34421,3277,24978,4195,8107992,2942,6173682,18286,1121754,9412,462314,12480,257432,8536,92810,8837,1787854,2583,1516194,6509,100942,2464,113284,5570,46775,2569,10659,1808,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6178831,2447,1165650,3083,1056358,5918,70676,5169,21727,3005,13042,2060,3847,1518,4071687,2984,3727992,11042,188700,6239,79198,6196,58253,4034,17544,3166,941494,2436,904305,3114,12813,1172,18009,1891,4869,1021,1498,650,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2913555,2012,532020,2556,485429,4205,29633,2680,7026,1708,6166,1242,3766,1499,1890907,2323,1741252,5138,76292,3125,28258,3131,33420,2776,11685,2247,490628,1523,476648,1416,4436,798,6547,1134,2408,826,589,299,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2704673,2557,523139,3094,454436,4272,55751,3319,4245,1026,6298,1359,2409,1059,1764001,2639,1548630,6437,137894,4803,25454,2809,39605,2719,12418,2393,417533,1926,396567,1788,10063,1579,5676,984,4390,893,837,513,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4138825,2463,740671,3237,692985,4185,24739,2268,10959,2236,5813,1279,6175,2278,2745132,3645,2589031,6765,73580,3497,40158,3807,26029,2595,16334,3094,653022,2137,640649,2276,3739,860,5421,960,2757,880,456,214,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4344222,2904,809330,2875,758864,4793,30540,3518,9464,2376,7584,1460,2878,1286,2903722,2911,2656668,8195,118201,5207,76252,6273,40111,3425,12490,3190,631170,1970,562729,3671,10296,1020,51324,3367,5968,1003,853,492,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1267172,687,195055,1157,186301,1905,1895,668,2872,923,1478,785,2509,1057,829553,1271,776641,3405,8779,1567,28028,2345,9519,1603,6586,1360,242564,850,217481,2225,656,285,22961,2177,913,403,553,260,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5609124,1397,983892,1546,818713,6788,87060,4295,37497,4071,28053,2877,12569,2454,3803061,1960,3106671,12637,285911,8290,184217,8912,153339,6585,72923,6572,822171,1837,722718,4861,22639,1579,42168,3316,26903,1736,7743,1443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6379441,1190,1024718,1448,803091,8018,106198,5010,66156,5335,31669,2612,17604,2858,4339146,1598,3284337,15761,405510,6509,374484,13593,204554,5520,70261,6247,1015577,1477,847090,4913,36427,1396,99284,4264,25844,1392,6932,1484,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9340973,2043,1654732,2508,1485964,6209,67485,3826,34901,3736,23826,2574,42556,4699,6155174,2663,5565805,11089,184601,5322,167908,7492,108794,5070,128066,8543,1531067,2143,1426781,4055,19450,1499,53026,3138,12557,1265,19253,2201,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5109770,1970,935705,2139,806070,6102,51877,3177,15022,2215,34808,2455,27928,4062,3396232,2364,3002432,9632,126179,4909,71096,5082,123393,4727,73132,5107,777833,1661,736115,2719,6550,1023,17543,2276,10852,1172,6773,1216,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2802072,2244,540546,2507,521010,3076,14856,2086,1434,569,1808,840,1438,610,1834213,2766,1758249,4964,49788,3505,10314,2008,10137,1728,5725,1507,427313,2324,419966,2193,2320,700,2769,861,1974,741,284,214,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5691365,2732,1020278,2850,958826,5025,30750,2763,16114,2805,7923,1475,6665,2114,3739197,3290,3508302,8745,92705,4959,69467,5605,49432,3742,19291,3201,931890,2707,905149,2729,7530,1340,11982,1528,5693,967,1536,660,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,963804,1062,164847,1534,159408,1805,2451,804,1382,626,528,393,1078,428,628804,1668,601660,2729,10230,1354,7585,1208,3718,1094,5611,1188,170153,878,165018,1321,1309,645,2341,771,482,380,1003,319,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1751135,1526,337509,1647,291388,3190,36415,2003,2104,707,4538,985,3064,1512,1142949,1841,1013708,4674,86163,3216,13998,1781,19163,2204,9917,2503,270677,1216,259968,1259,4800,942,3795,737,1873,466,241,175,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2663364,1265,486796,1321,326413,5540,137280,5091,6410,1612,14393,1931,2300,780,1776054,1313,1197893,10243,396913,6557,45060,5033,118939,4341,17249,3237,400514,1051,322289,3023,35527,1747,13209,1849,27141,1647,2348,757,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1261731,777,202204,1084,189516,2479,4167,1008,5878,1819,2131,722,512,330,850080,1256,786724,3817,17899,2044,29140,3336,12871,2091,3446,1246,209447,923,191230,2012,1518,520,15178,1852,1454,613,67,72,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8406007,1462,1480029,1740,1058933,9283,251735,6642,87923,5480,58192,4463,23246,4317,5613853,1542,3762286,18358,968753,9092,482381,14549,306555,9338,93878,7386,1312125,1160,1011771,5530,114694,2742,122492,5681,50333,3342,12835,1909,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1950156,1401,364662,2185,244877,6632,100020,5608,2760,1016,1660,731,15345,1749,1267408,2386,782360,8518,376653,7864,16842,2772,14414,2296,77139,2993,318086,1551,204967,2935,90939,2737,5311,1348,2858,838,14011,731,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18563935,2320,3042981,2948,2137324,13637,492442,8932,246093,10053,101712,5018,65410,6287,12625274,3256,8616132,25189,2025033,15039,1080165,18872,692082,11852,211862,10527,2895680,2351,2163769,10306,283724,3860,294286,8783,125381,3081,28520,2729,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9342422,3276,1689026,3836,1441972,6710,196087,6283,19044,2634,23097,2302,8826,2818,6192247,3761,5449956,11384,476079,6489,117108,7113,108474,4368,40630,4955,1461149,2710,1403223,3412,23239,2407,20734,2107,9360,1379,4593,1369,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,689505,976,117549,1158,112860,1594,1231,637,1400,641,382,253,1676,1115,467277,941,440245,3159,8036,1551,10605,2243,3461,958,4930,1153,104679,599,98677,1089,521,270,4932,926,258,164,291,152,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10904728,2442,1946205,3218,1810119,7010,51644,3537,51785,5267,16849,1983,15808,3063,7161655,3799,6662908,12767,164378,6145,177715,8509,92777,5214,63877,6721,1796868,2554,1713212,4888,16438,1551,48087,3683,11114,1226,8017,1747,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3614253,1779,688495,2039,608653,4388,62998,2772,4625,1277,7204,1194,5015,1153,2364190,1843,2106026,5494,170146,3943,28508,3319,38910,2414,20600,2495,561568,1586,538886,2046,9633,973,4935,885,4661,770,3453,658,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3743771,1765,632247,2179,501207,5601,93780,4395,13108,2423,18946,1998,5206,2001,2477298,2440,2076726,9752,236518,6128,62211,6399,85098,4526,16745,2904,634226,2115,586937,3171,17111,1749,16751,2352,11008,1208,2419,850,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12075749,2550,1988718,3025,1764929,8328,111521,4698,69825,5042,33735,3008,8708,1884,7952932,2801,7021862,13583,422214,8419,274839,9297,181288,6185,52729,5626,2134099,2385,1986653,4916,38590,2227,78122,4140,23841,1920,6893,1245,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1000317,690,157699,896,123976,2510,23914,1846,7277,1398,2112,703,420,301,675438,1281,527967,4813,81884,2404,41244,4069,18970,2312,5373,1344,167180,1148,138542,2297,6719,738,17664,2036,2935,922,1320,514,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4545554,2559,796756,3159,728917,4334,50232,3039,8217,2056,5944,1315,3446,1231,2987215,2877,2768050,7063,140226,4140,40997,3932,28300,2745,9642,2589,761583,2131,737958,2293,8288,1526,9770,1693,4528,986,1039,791,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,792820,1037,150538,1061,142230,1605,2977,720,2002,785,1260,500,2069,690,512928,1375,481292,2407,9846,1554,7236,1601,4957,826,9597,1439,129354,1034,123947,1070,853,548,2467,612,397,345,1690,389,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6150997,2614,1093982,3075,996525,5414,67798,3556,12578,2086,8002,1770,9079,2682,4070202,2802,3766621,9024,167693,5957,56444,5176,50027,3485,29417,4339,986813,2428,957643,2922,9056,1348,10722,1834,7900,1408,1492,590,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25010570,4957,5169448,5704,3297350,22478,1671052,21430,68281,5640,101295,6423,31470,4927,16745109,5732,10526299,30423,5154577,25341,388425,13881,518644,10815,157164,8716,3096013,4966,2303206,8276,639650,5863,67736,4504,73387,3566,12034,1826,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2693093,1407,655740,1471,562854,5605,72065,4576,7894,1867,7881,1811,5046,1711,1742374,1577,1466465,8195,183673,5941,34040,3751,43202,2708,14994,2175,294979,1318,267793,1907,12615,1089,7634,1237,4928,1087,2009,511,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,595681,806,90929,847,86814,1218,1061,563,2069,561,477,241,508,418,398097,866,378068,2038,4208,918,11929,1485,3087,753,805,375,106655,710,101241,1274,437,204,4631,1119,218,148,128,121,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7818739,3482,1359987,4465,1149223,9640,113255,5919,40191,3557,35602,3117,21716,3746,5311906,4274,4409339,14567,388025,8154,210795,10298,207381,8790,96366,7713,1146846,3051,1041167,4027,26110,2365,36237,3120,35622,1851,7710,1491,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6617324,2042,1158447,2513,907641,8053,150815,5740,40442,5301,46326,3842,13223,2499,4466361,2865,3587243,14711,378498,8955,188895,10766,264026,7464,47699,5326,992516,2544,878907,4113,25621,2218,32672,2898,50369,2429,4947,1338,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1747774,1282,280648,1873,275393,2497,2621,1342,1525,843,837,614,272,384,1138071,2003,1112076,2755,10475,1643,7984,1428,5546,1278,1990,740,329055,1058,325081,1242,831,423,2250,645,639,396,254,174,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5418476,2341,960414,2639,850992,4958,65573,3520,19482,2273,21372,2144,2995,1200,3582342,2703,3262202,7462,166856,4180,69712,5069,70955,3252,12617,2265,875720,1798,833752,2702,13686,1401,20907,1995,5686,774,1689,517,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
