GEO_ID,B28009A_001E,B28009A_001M,B28009A_002E,B28009A_002M,B28009A_003E,B28009A_003M,B28009A_004E,B28009A_004M,B28009A_005E,B28009A_005M,B28009A_006E,B28009A_006M,NAME,B28009A_001MA,B28009A_001EA,B28009A_002EA,B28009A_002MA,B28009A_003EA,B28009A_003MA,B28009A_004EA,B28009A_004MA,B28009A_005MA,B28009A_005EA,B28009A_006EA,B28009A_006MA,state
0400000US01,3252865,6949,2817399,16908,24764,3923,2422009,23868,370626,16644,435466,15883,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,468660,2994,450025,3683,2321,729,413785,5799,33919,4065,18635,2554,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5163882,23953,4607318,28806,23173,2994,4133446,34548,450699,19830,556564,23682,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2266550,6311,1963699,14207,20649,4910,1611016,19597,332034,15128,302851,12601,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,23354949,55969,21290576,63005,130255,9126,19396689,64913,1763632,44499,2064373,46278,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4427446,14759,4141414,18511,39780,5783,3774559,22193,327075,18021,286032,13926,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2683250,11866,2475545,14047,13204,2736,2328350,18300,133991,9739,207705,10651,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,632727,4062,577388,7175,3705,1167,518727,8631,54956,6512,55339,5861,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249633,4600,241274,4409,320,221,234325,4513,6629,1558,8359,2626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14837356,28641,13405403,44310,92968,7494,12040253,53071,1272182,30836,1431953,38243,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5916123,17275,5319615,23951,32705,4983,4762615,31130,524295,19147,596508,18679,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,345229,3941,328390,4040,2478,1407,308971,5132,16941,3145,16839,2633,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1472186,5233,1349438,8969,15462,3211,1167115,14355,166861,12840,122748,8086,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9097494,21513,8255277,28229,55020,4717,7562530,32260,637727,17432,842217,19100,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5400057,10971,4803715,19919,44831,4632,4211587,24963,547297,17787,596342,17342,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2750874,4131,2478463,10145,30864,4192,2212300,14387,235299,10217,272411,9474,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2405589,7126,2183371,10737,12847,2139,1946682,14056,223842,12296,222218,9743,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3759683,5729,3230559,16988,29123,4825,2829108,20690,372328,13391,529124,16672,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2856842,6487,2528514,13831,19293,3364,2216326,20521,292895,15720,328328,12683,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1229590,1781,1114714,6165,10241,2051,993647,11095,110826,7662,114876,6123,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3358857,13094,3119309,15359,19143,3274,2876430,19552,223736,15955,239548,10641,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5163155,13559,4777260,16787,21359,3423,4491655,21129,264246,12646,385895,12396,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7665857,10926,6932400,19369,60857,5289,6172025,25262,699518,19201,733457,15964,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4499575,8313,4160461,10368,37792,3031,3811449,13619,311220,12400,339114,8750,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1715621,4407,1485417,10336,13616,3079,1219858,18086,251943,12888,230204,9623,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4864257,6669,4330358,17423,41836,4458,3798896,24018,489626,16118,533899,16073,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,889958,1581,804381,5467,7140,1348,711865,8673,85376,6700,85577,5418,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1618004,5051,1464768,9002,12360,1917,1323806,10921,128602,8254,153236,8044,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1909710,12077,1746235,15484,10869,2655,1557374,18167,177992,10758,163475,10112,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1204811,2593,1122699,7515,4970,1122,1043644,9797,74085,6986,82112,6731,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5944756,22851,5502410,25791,29130,4239,5161237,26071,312043,16161,442346,16188,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1496093,15617,1296256,15433,9420,2565,1130263,15801,156573,10422,199837,10032,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12286316,30627,11133002,40012,60252,4960,10174012,41038,898738,23328,1153314,26424,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6719933,15128,6024044,26692,45527,5411,5397485,30014,581032,20392,695889,20812,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,631320,2374,579188,4165,3135,780,518974,7387,57079,6038,52132,3331,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9297564,8308,8316852,21532,69818,6868,7537973,28052,709061,25531,980712,22199,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2754087,6433,2444071,10972,18599,2459,2086823,13280,338649,12762,310016,9466,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3293253,13876,3056340,14895,20809,3211,2748183,21918,287348,16555,236913,10936,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10109268,14243,8974639,27665,83321,5905,8194982,31357,696336,18627,1134629,23269,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,826073,5579,744804,7656,5109,1710,692193,9316,47502,6366,81269,6397,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3175641,8571,2844172,15444,20454,3525,2506170,21379,317548,17655,331469,13773,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,699558,2553,629050,5084,6996,2330,559496,6794,62558,5360,70508,4156,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4982563,7968,4351125,17876,41057,4939,3781439,23896,528629,18790,631438,16185,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19867797,40748,17583424,57671,111788,9277,15157618,66482,2314018,56024,2284373,44572,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2530278,10218,2431202,13056,16749,3045,2203138,16228,211315,11274,99076,7380,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,569805,1811,516035,4861,4167,1021,464677,6100,47191,3954,53770,4573,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5593621,14065,5145980,22873,35294,3921,4655276,26999,455410,22660,447641,15951,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5381033,15729,5011263,20404,35668,4746,4619018,26698,356577,16406,369770,14640,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1692571,2514,1414675,11234,13980,3444,1237393,15386,163302,10555,277896,10999,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4852190,7872,4385143,11669,46512,3940,3984383,16165,354248,12582,467047,10606,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,519442,2809,483143,4141,4451,1579,425979,6677,52713,6116,36299,3262,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2494846,22033,1605574,23030,29701,4536,1276350,24371,299523,14642,889272,15674,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
