GEO_ID,C08524_001E,C08524_001M,C08524_002E,C08524_002M,C08524_003E,C08524_003M,C08524_004E,C08524_004M,C08524_005E,C08524_005M,C08524_006E,C08524_006M,C08524_007E,C08524_007M,C08524_008E,C08524_008M,C08524_009E,C08524_009M,C08524_010E,C08524_010M,C08524_011E,C08524_011M,C08524_012E,C08524_012M,C08524_013E,C08524_013M,C08524_014E,C08524_014M,C08524_015E,C08524_015M,C08524_016E,C08524_016M,C08524_017E,C08524_017M,C08524_018E,C08524_018M,C08524_019E,C08524_019M,C08524_020E,C08524_020M,C08524_021E,C08524_021M,C08524_022E,C08524_022M,C08524_023E,C08524_023M,C08524_024E,C08524_024M,C08524_025E,C08524_025M,C08524_026E,C08524_026M,C08524_027E,C08524_027M,C08524_028E,C08524_028M,C08524_029E,C08524_029M,C08524_030E,C08524_030M,C08524_031E,C08524_031M,C08524_032E,C08524_032M,C08524_033E,C08524_033M,C08524_034E,C08524_034M,C08524_035E,C08524_035M,C08524_036E,C08524_036M,C08524_037E,C08524_037M,C08524_038E,C08524_038M,C08524_039E,C08524_039M,C08524_040E,C08524_040M,C08524_041E,C08524_041M,C08524_042E,C08524_042M,NAME,C08524_001EA,C08524_001MA,C08524_002EA,C08524_002MA,C08524_003EA,C08524_003MA,C08524_004MA,C08524_004EA,C08524_005MA,C08524_005EA,C08524_006EA,C08524_006MA,C08524_007EA,C08524_007MA,C08524_008EA,C08524_008MA,C08524_009EA,C08524_009MA,C08524_010MA,C08524_010EA,C08524_011MA,C08524_011EA,C08524_012EA,C08524_012MA,C08524_013EA,C08524_013MA,C08524_014EA,C08524_014MA,C08524_015MA,C08524_015EA,C08524_016MA,C08524_016EA,C08524_017EA,C08524_017MA,C08524_018EA,C08524_018MA,C08524_019EA,C08524_019MA,C08524_020EA,C08524_020MA,C08524_021MA,C08524_021EA,C08524_022MA,C08524_022EA,C08524_023EA,C08524_023MA,C08524_024EA,C08524_024MA,C08524_025EA,C08524_025MA,C08524_026MA,C08524_026EA,C08524_027MA,C08524_027EA,C08524_028EA,C08524_028MA,C08524_029EA,C08524_029MA,C08524_030MA,C08524_030EA,C08524_031EA,C08524_031MA,C08524_032EA,C08524_032MA,C08524_033MA,C08524_033EA,C08524_034EA,C08524_034MA,C08524_035EA,C08524_035MA,C08524_036MA,C08524_036EA,C08524_037EA,C08524_037MA,C08524_038MA,C08524_038EA,C08524_039EA,C08524_039MA,C08524_040EA,C08524_040MA,C08524_041MA,C08524_041EA,C08524_042EA,C08524_042MA,state
0400000US01,1960728,14412,644190,11001,335540,7881,473779,10161,188814,7634,313985,9460,4420,1245,1681753,15904,564265,11024,281275,6410,414822,10003,152812,6819,264643,8961,3936,1195,170458,8413,43998,3765,34367,3552,32467,3521,25572,3067,33698,3271,356,290,7454,1743,1371,688,2132,692,1792,662,920,706,1239,525,0,187,43830,4062,11034,1467,10766,1954,9033,1698,4684,1079,8246,1825,67,73,57233,3661,23522,2450,7000,1232,15665,1978,4826,1240,6159,1314,61,59,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,128264,5232,64578,4670,73803,4229,49625,2942,42183,3715,7671,1527,250684,6214,90687,4612,42451,3656,52918,3460,31781,2742,26864,3007,5983,1500,43650,3232,15720,1756,8181,1726,8840,1336,6137,1105,3942,929,830,535,5178,1224,1113,587,1521,761,1262,633,801,574,481,345,0,187,52697,3275,14805,1619,8897,1149,8786,1317,9451,1394,9968,1524,790,532,13915,1891,5939,995,3528,993,1997,662,1455,728,928,466,68,80,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,982843,16296,559244,14589,721178,14027,260663,8421,272134,8918,7894,1158,2158777,17865,772123,13070,410335,12068,563456,12216,193413,7200,214055,8258,5395,1053,293325,9205,83896,5155,70617,4922,69712,4556,39357,3899,28923,2963,820,417,56512,4964,11004,1884,17760,2431,17088,2232,3786,1521,6716,1701,158,167,133689,7305,37130,3674,39745,4360,30430,2913,11556,2173,14562,1818,266,195,161653,6371,78690,4106,20787,2915,40492,3114,12551,2247,7878,1603,1255,450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,401550,9375,223470,8516,289939,7778,130407,5816,197731,6855,1859,779,1028051,13906,338988,9759,176904,7151,248913,6748,99167,5143,163061,6697,1018,530,134288,6948,33951,2779,30244,3765,23184,2765,22380,2522,23732,2856,797,481,4138,1186,691,343,1479,669,1258,665,52,65,658,389,0,187,37104,3064,8849,1499,8135,1338,7986,1586,4417,1177,7673,1363,44,73,41375,3177,19071,2289,6708,1118,8598,1561,4391,1566,2607,911,0,187,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,6469603,38011,3200461,32623,4026852,27747,1567457,18783,1931833,21368,59642,4375,12684561,45443,4844255,37339,2205376,29455,3044165,27324,1109220,14864,1449686,19314,31859,3457,1811654,28148,531859,14168,365402,11425,372575,9775,288331,11979,249115,9856,4372,1243,913139,15806,322431,9559,236745,8186,212511,7657,43047,3844,97632,5006,773,442,915519,14959,306533,9186,218277,8807,195990,7733,84435,5285,96211,5864,14073,3453,930975,16361,464525,10340,174661,7798,201611,7716,42424,3603,39189,3488,8565,2165,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,1063318,14559,468636,11485,615341,10914,263475,8714,239110,7347,19128,1964,2019345,15439,807840,12627,340501,10456,472806,10198,199046,7091,188201,6198,10951,1675,256486,9969,80231,5158,53815,4515,49588,3870,44245,3861,27738,2916,869,424,88323,4484,31490,2687,25126,3137,20755,2315,4434,1331,6518,1402,0,187,130501,6450,49443,3215,29728,3601,27086,3148,9276,1670,10114,1710,4854,873,174353,6876,94314,5199,19466,2021,45106,3051,6474,1310,6539,1510,2454,1080,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,735155,11613,310023,10414,399384,8901,130470,6687,170365,7989,5678,777,1387627,14015,601737,10800,234155,8882,317521,7780,100340,5958,131986,7016,1888,713,143947,7901,41730,3462,32742,3384,30315,3000,18338,2790,20791,2846,31,54,61369,3884,19792,2380,16891,2522,16326,2155,1635,655,6725,1734,0,187,76538,4878,25808,2654,16440,2250,17546,2028,5780,1511,8362,2024,2602,792,81594,4474,46088,3451,9795,1810,17676,1887,4377,1109,2501,673,1157,630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,174135,5023,74231,4655,104476,5320,36676,3461,47189,3585,759,353,359027,8816,143881,5051,58637,4376,86505,4940,30923,2848,38381,3289,700,348,35048,3682,11176,1787,7506,1546,7420,1810,4051,1560,4849,1342,46,77,10085,1800,2858,927,2907,1134,3044,859,366,312,910,482,0,187,14019,2369,3914,943,3042,984,3845,1085,743,396,2462,936,13,30,19287,2306,12306,1696,2139,720,3662,926,593,379,587,400,0,187,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,496035,9187,121825,6487,129426,6296,36884,2854,33006,2478,4319,913,348856,9573,197965,6388,56731,3961,53189,4394,19572,2137,19068,2167,2331,658,71576,4636,38864,2963,9551,1947,10720,1440,8966,1845,2893,910,582,339,311082,9176,200846,6968,43180,4230,52180,4081,6295,1317,7696,1309,885,396,72969,3489,46295,3070,10621,1868,10478,1829,1883,882,3171,968,521,355,17012,2053,12065,1756,1742,831,2859,882,168,198,178,236,0,187,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,2924080,27129,1785598,24803,2292096,23117,784719,16144,771570,17411,27424,2944,6852662,34711,2388458,25548,1373377,22174,1861624,21581,590521,14132,619765,16184,18917,3010,780601,18054,210394,8836,192853,8378,186144,8478,113383,6999,75971,5194,1856,648,177546,7809,27003,2861,71804,5026,46389,4026,14126,2834,17947,2690,277,384,308817,11111,68588,4788,97372,6970,71746,5643,32795,3129,36213,3711,2103,730,465861,12632,229637,9368,50192,3554,126193,6594,33894,3451,21674,2768,4271,1421,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
