GEO_ID,B28009I_001E,B28009I_001M,B28009I_002E,B28009I_002M,B28009I_003E,B28009I_003M,B28009I_004E,B28009I_004M,B28009I_005E,B28009I_005M,B28009I_006E,B28009I_006M,NAME,B28009I_001MA,B28009I_001EA,B28009I_002EA,B28009I_002MA,B28009I_003EA,B28009I_003MA,B28009I_004EA,B28009I_004MA,B28009I_005EA,B28009I_005MA,B28009I_006MA,B28009I_006EA,state
0400000US45,246073,1445,195573,7728,2545,1797,147512,10107,45516,6185,50500,7657,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26899,1030,24185,1414,117,187,22061,1626,2007,1132,2714,1269,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,316230,2105,262058,6669,2542,1071,200716,9051,58800,7913,54172,6330,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10233824,5625,8472798,41669,47434,8398,6716057,48960,1709307,44714,1761026,40276,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,390068,1176,353306,6554,2266,1333,285178,9951,65862,8292,36762,6421,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9327,792,8826,890,25,51,7704,941,1097,482,501,343,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,716780,2886,658603,8812,3021,1747,563937,12949,91645,11233,58177,8299,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,845708,1531,713056,10894,3228,1374,605791,15778,104037,13475,132652,11097,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22468,1617,19962,1688,60,90,18328,1922,1574,818,2506,881,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,364030,1080,315163,5429,925,728,262911,6905,51327,7007,48867,5151,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,55911,282,50441,1779,531,608,39365,2859,10545,2373,5470,1710,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3475471,3769,2239252,19589,32636,4778,1793995,23382,412621,16672,1236219,19534,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
