GEO_ID,B28009I_001E,B28009I_001M,B28009I_002E,B28009I_002M,B28009I_003E,B28009I_003M,B28009I_004E,B28009I_004M,B28009I_005E,B28009I_005M,B28009I_006E,B28009I_006M,NAME,B28009I_001MA,B28009I_001EA,B28009I_002EA,B28009I_002MA,B28009I_003EA,B28009I_003MA,B28009I_004EA,B28009I_004MA,B28009I_005EA,B28009I_005MA,B28009I_006MA,B28009I_006EA,state
0400000US01,189088,2070,144709,7389,1533,1202,106268,8670,36908,6209,44379,7333,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46913,634,45122,1023,154,220,40441,2136,4527,1708,1791,889,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2010328,3177,1655834,21374,6086,2350,1370886,25554,278862,17357,354494,21099,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,202434,1628,164275,6562,1242,900,111884,6924,51149,6617,38159,6523,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14754943,5819,12930810,39477,99550,11216,11054422,50846,1776838,40001,1824133,40026,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1111714,1900,968659,12622,15512,5321,797135,16767,156012,12728,143055,12665,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,526750,1733,462467,8055,1660,1227,409260,9332,51547,7665,64283,7976,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,82032,422,68042,3226,249,410,56362,4198,11431,3475,13990,3264,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65882,977,51730,3986,1758,1905,46532,4060,3440,1572,14152,3746,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4722142,3195,4120413,24819,18505,4356,3581012,33743,520896,22250,601729,24854,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,902190,2421,771659,13293,3843,2105,631867,18242,135949,12908,130531,12922,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,137372,1216,129127,2454,245,204,117303,3614,11579,2991,8245,2002,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,192975,1023,161834,6591,2454,1243,120012,7583,39368,5911,31141,6338,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2124199,2592,1864411,15333,8311,2282,1582351,21328,273749,14390,259788,15231,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,416470,2092,360946,6569,832,516,298926,8568,61188,5593,55524,6673,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,166869,1257,145558,4054,1618,1146,121730,5215,22210,3429,21311,3813,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,322589,1220,281112,5472,1299,919,222100,8723,57713,6760,41477,5644,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,140103,2411,116129,4488,543,620,87898,5539,27688,4773,23974,4073,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,215622,1780,176741,5621,809,655,145557,7216,30375,4987,38881,5684,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18800,776,17456,1167,48,61,15020,1228,2388,916,1344,813,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,548889,1159,496380,9237,1008,791,415068,14553,80304,12390,52509,9151,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,705603,2248,610606,8751,1332,842,524891,10875,84383,9087,94997,8643,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,462568,1707,410996,5630,980,598,341741,7162,68275,6852,51572,5359,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,270837,810,246352,4414,1409,792,203044,6767,41899,6860,24485,4217,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,72860,2366,58418,3485,117,186,41054,3067,17247,2959,14442,3129,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,226403,2387,192807,5154,1485,788,156157,6901,35165,5353,33596,5047,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,32790,972,29870,1456,244,244,25746,1900,3880,1412,2920,1144,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,186094,1121,155707,4682,1085,899,131105,5238,23517,3495,30387,4691,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,783267,859,698026,8702,5762,2573,558433,13760,133831,11383,85241,8839,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40713,907,37547,1729,109,176,32869,2112,4569,1539,3166,1556,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1705996,1728,1483207,14417,8458,2948,1318470,18553,156279,14087,222789,14368,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,974189,1306,786382,10301,4681,1942,640093,13872,141608,11826,187807,10403,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3582816,4013,3130893,26309,8305,2240,2720114,29591,402474,21344,451923,25987,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,876094,1802,749570,12231,3232,1782,605822,14539,140516,13554,126524,12022,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,19957,1240,18008,1824,23,43,14297,1927,3688,1238,1949,1162,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,386765,2110,338092,6573,1659,1332,286537,7672,49896,6443,48673,6382,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,370765,1135,319312,5653,1209,634,251510,8472,66593,7143,51453,5639,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,484922,1628,438164,6721,1336,832,368160,9039,68668,9470,46758,6543,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,805237,2811,695356,9567,4714,2111,567473,12630,123169,10662,109881,9197,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,145165,633,122990,3672,914,986,99012,5409,23064,4255,22175,3629,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
