GEO_ID,B15012_001E,B15012_001M,B15012_002E,B15012_002M,B15012_003E,B15012_003M,B15012_004E,B15012_004M,B15012_005E,B15012_005M,B15012_006E,B15012_006M,B15012_007E,B15012_007M,B15012_008E,B15012_008M,B15012_009E,B15012_009M,B15012_010E,B15012_010M,B15012_011E,B15012_011M,B15012_012E,B15012_012M,B15012_013E,B15012_013M,B15012_014E,B15012_014M,B15012_015E,B15012_015M,B15012_016E,B15012_016M,NAME,B15012_001MA,B15012_001EA,B15012_002MA,B15012_002EA,B15012_003EA,B15012_003MA,B15012_004EA,B15012_004MA,B15012_005MA,B15012_005EA,B15012_006EA,B15012_006MA,B15012_007MA,B15012_007EA,B15012_008MA,B15012_008EA,B15012_009MA,B15012_009EA,B15012_010EA,B15012_010MA,B15012_011EA,B15012_011MA,B15012_012MA,B15012_012EA,B15012_013MA,B15012_013EA,B15012_014EA,B15012_014MA,B15012_015EA,B15012_015MA,B15012_016MA,B15012_016EA,state
0400000US01,816081,14578,33732,2595,50258,3705,23661,2258,32639,2895,39664,2942,59173,3926,4676,1136,86376,5044,192480,6187,131569,5801,24615,2144,37274,2959,24282,2615,24006,2473,51676,4127,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,140901,5577,3348,895,13466,1893,7324,1257,5891,1213,11295,1593,9338,1494,942,416,13643,1702,21767,2244,20272,1982,5862,851,8840,1424,4587,910,4250,855,10076,1257,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1299040,15035,53191,3400,72782,4044,38354,3150,59968,2970,85177,4526,106250,5037,9276,1383,124425,5336,270358,8611,188764,6527,50929,3511,57734,3530,50510,3742,50737,3505,80585,4795,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,447657,11334,18166,2124,32783,2478,14453,1667,17154,2267,25818,2256,19241,2326,1902,796,48396,3759,91840,5021,90000,4638,14204,2058,21229,1885,14043,1786,15602,2131,22826,2623,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8668513,44722,451731,10429,549290,11627,300375,8805,448159,9749,892565,15594,818343,12533,72476,4114,694486,12999,1536893,19809,601682,11686,461058,10877,529047,11988,490794,10437,383065,9838,438549,10526,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1501585,16980,76712,4315,110929,5168,61167,3487,83827,4437,134296,6153,113014,4837,13184,1428,120467,5421,275855,6896,147322,5748,74087,3422,72285,4548,64379,3314,63493,2915,90568,4777,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1006270,12445,44662,3532,50976,3681,30323,2466,58555,3753,105642,4626,78756,3557,5158,975,87578,4007,193443,6422,107524,4413,59999,3319,58612,2609,43923,3162,33472,2430,47647,3624,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,210054,6912,11644,1875,12961,1535,9376,1665,9447,1455,15334,1804,17575,1794,2476,897,17661,1987,45339,3596,26706,2589,8514,1150,9268,1504,5229,866,4489,944,14035,1602,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,286004,6133,10383,1372,13895,1946,7693,1366,11962,1760,71149,3581,13044,1660,4243,1050,13123,1878,38362,2874,12015,1647,26708,2066,24489,2368,11686,1638,16789,1735,10463,1796,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4064333,31314,159636,7031,193573,8259,124469,5664,193206,8047,294488,7893,300631,8737,30010,3054,408580,11898,963528,17369,568167,11066,133944,6919,179718,7595,134122,6853,150785,6469,229476,7207,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2027405,24832,106473,6212,108837,5449,56776,4458,98968,5661,139360,7137,140186,7104,11975,1878,179517,7716,478293,12606,275237,9780,75180,4443,89755,5119,69163,4668,77919,4197,119766,6526,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320318,8846,12665,1910,26605,2983,10289,1413,16208,1825,32943,2383,19615,2205,2647,899,31414,2807,62296,3612,38645,2826,14210,1760,13779,1673,11637,1493,11529,1460,15836,1807,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,281718,9752,10141,1710,26900,2705,8713,1499,11523,1583,21679,2658,18018,2429,1643,584,29744,2790,50497,4116,42384,3279,12572,2086,10875,1964,7762,1491,10801,1835,18466,2341,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3037097,21666,148516,5848,157959,6410,90498,4707,146889,5277,241582,6893,215930,7907,20278,2020,277375,9577,620628,11640,404047,7768,130138,5123,147084,5758,128657,5504,149542,6147,157974,6477,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1149444,17396,41114,3141,70127,3486,36677,2896,45232,3203,62350,3996,75377,4936,4473,963,137688,6130,224945,7229,189249,6871,39614,3769,73259,4627,38431,3504,37099,2679,73809,4109,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,622444,11502,22609,1909,51701,3178,16980,1755,27597,2030,38094,2859,32644,2822,2386,680,57069,3296,127357,4888,109659,4657,21779,1964,33722,2663,18702,2121,21685,2163,40460,2442,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,637540,10099,21813,1811,45576,2969,16152,1458,22557,2139,36839,3101,37128,2589,2524,557,69663,3769,134973,5343,106067,3919,20240,2040,31330,2419,24742,2121,27450,2299,40486,2712,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,711113,12817,25840,2024,46752,3318,23102,2511,32149,2563,43013,2655,36118,2515,3551,1038,82412,4328,135239,4854,118834,5066,26207,2334,39200,2490,21569,1876,27965,3136,49162,3438,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,742154,13769,19673,2351,53553,3921,26637,2560,30086,2849,39989,3194,40788,3277,4327,1053,90222,4714,145280,6000,119389,5287,24271,2021,54833,3567,26017,2543,23236,2527,43853,3343,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,304499,7519,9445,1489,24049,2200,10296,1518,15936,1814,26573,1983,14610,1551,2797,687,29415,2106,45347,2871,43318,2709,19870,1918,20777,2343,15134,1628,9420,1395,17512,2075,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1669623,17211,107157,4603,108415,4963,64791,3727,86162,4710,175867,6224,129785,5161,13137,1778,143699,6085,289037,8097,166734,5782,84849,3676,91368,3991,57834,3270,60206,3317,90582,4636,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2064298,20137,95146,4815,123960,4902,78128,4793,117553,5249,208489,6451,176329,6343,13329,1716,170359,6290,361388,9442,190951,6376,135356,5391,120065,5329,98864,5308,73962,4250,100419,5691,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1970769,19840,76009,4405,107260,4792,68863,3878,83502,3413,116023,4115,188275,6326,11699,1507,205598,6093,406919,7839,287589,7089,76239,3894,86733,3083,63807,3065,69535,3814,122718,4517,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388086,14680,62863,3042,93407,3945,41582,2707,70672,3574,113534,4017,83177,3775,8704,1312,130566,4950,257973,6752,191541,6037,65531,3803,69556,3813,52305,3436,65162,3411,81513,3677,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,430383,12920,12268,1928,26249,2843,14545,2270,15784,2311,17502,2284,19470,2311,2076,817,49370,4406,89961,4930,98467,5039,14629,2017,17966,1718,10577,1721,10313,1690,31206,2658,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1208364,17608,48817,3251,78117,4752,34555,3291,57306,4307,71476,4504,61491,3715,6912,1306,125989,5383,256193,7655,194826,6634,42601,3130,60575,3423,43649,2925,52613,3017,73244,3915,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,221044,6232,6624,1078,26938,2269,9418,1337,8420,1233,15084,1653,12395,1680,1089,461,26417,2384,31766,3129,40805,3114,8359,1303,10888,1773,7353,1358,4736,1040,10752,1629,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,393413,8120,12640,1378,29128,1797,9382,1253,15651,1570,21509,2024,16344,1852,3001,786,44756,2738,85622,3782,75748,3433,13076,1439,14149,1486,10549,1577,13496,1487,28362,1787,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
