GEO_ID,B24022_001E,B24022_001M,B24022_002E,B24022_002M,B24022_003E,B24022_003M,B24022_004E,B24022_004M,B24022_005E,B24022_005M,B24022_006E,B24022_006M,B24022_007E,B24022_007M,B24022_008E,B24022_008M,B24022_009E,B24022_009M,B24022_010E,B24022_010M,B24022_011E,B24022_011M,B24022_012E,B24022_012M,B24022_013E,B24022_013M,B24022_014E,B24022_014M,B24022_015E,B24022_015M,B24022_016E,B24022_016M,B24022_017E,B24022_017M,B24022_018E,B24022_018M,B24022_019E,B24022_019M,B24022_020E,B24022_020M,B24022_021E,B24022_021M,B24022_022E,B24022_022M,B24022_023E,B24022_023M,B24022_024E,B24022_024M,B24022_025E,B24022_025M,B24022_026E,B24022_026M,B24022_027E,B24022_027M,B24022_028E,B24022_028M,B24022_029E,B24022_029M,B24022_030E,B24022_030M,B24022_031E,B24022_031M,B24022_032E,B24022_032M,B24022_033E,B24022_033M,B24022_034E,B24022_034M,B24022_035E,B24022_035M,B24022_036E,B24022_036M,B24022_037E,B24022_037M,B24022_038E,B24022_038M,B24022_039E,B24022_039M,B24022_040E,B24022_040M,B24022_041E,B24022_041M,B24022_042E,B24022_042M,B24022_043E,B24022_043M,B24022_044E,B24022_044M,B24022_045E,B24022_045M,B24022_046E,B24022_046M,B24022_047E,B24022_047M,B24022_048E,B24022_048M,B24022_049E,B24022_049M,B24022_050E,B24022_050M,B24022_051E,B24022_051M,B24022_052E,B24022_052M,B24022_053E,B24022_053M,B24022_054E,B24022_054M,B24022_055E,B24022_055M,B24022_056E,B24022_056M,B24022_057E,B24022_057M,B24022_058E,B24022_058M,B24022_059E,B24022_059M,B24022_060E,B24022_060M,B24022_061E,B24022_061M,B24022_062E,B24022_062M,B24022_063E,B24022_063M,B24022_064E,B24022_064M,B24022_065E,B24022_065M,B24022_066E,B24022_066M,B24022_067E,B24022_067M,B24022_068E,B24022_068M,B24022_069E,B24022_069M,B24022_070E,B24022_070M,B24022_071E,B24022_071M,B24022_072E,B24022_072M,B24022_073E,B24022_073M,NAME,B24022_001EA,B24022_001MA,B24022_002MA,B24022_002EA,B24022_003MA,B24022_003EA,B24022_004EA,B24022_004MA,B24022_005EA,B24022_005MA,B24022_006MA,B24022_006EA,B24022_007MA,B24022_007EA,B24022_008MA,B24022_008EA,B24022_009MA,B24022_009EA,B24022_010EA,B24022_010MA,B24022_011EA,B24022_011MA,B24022_012EA,B24022_012MA,B24022_013MA,B24022_013EA,B24022_014MA,B24022_014EA,B24022_015MA,B24022_015EA,B24022_016EA,B24022_016MA,B24022_017EA,B24022_017MA,B24022_018MA,B24022_018EA,B24022_019MA,B24022_019EA,B24022_020MA,B24022_020EA,B24022_021MA,B24022_021EA,B24022_022EA,B24022_022MA,B24022_023EA,B24022_023MA,B24022_024MA,B24022_024EA,B24022_025MA,B24022_025EA,B24022_026MA,B24022_026EA,B24022_027EA,B24022_027MA,B24022_028EA,B24022_028MA,B24022_029MA,B24022_029EA,B24022_030MA,B24022_030EA,B24022_031EA,B24022_031MA,B24022_032EA,B24022_032MA,B24022_033EA,B24022_033MA,B24022_034EA,B24022_034MA,B24022_035MA,B24022_035EA,B24022_036EA,B24022_036MA,B24022_037EA,B24022_037MA,B24022_038EA,B24022_038MA,B24022_039EA,B24022_039MA,B24022_040MA,B24022_040EA,B24022_041MA,B24022_041EA,B24022_042MA,B24022_042EA,B24022_043EA,B24022_043MA,B24022_044EA,B24022_044MA,B24022_045EA,B24022_045MA,B24022_046MA,B24022_046EA,B24022_047MA,B24022_047EA,B24022_048EA,B24022_048MA,B24022_049EA,B24022_049MA,B24022_050EA,B24022_050MA,B24022_051EA,B24022_051MA,B24022_052MA,B24022_052EA,B24022_053MA,B24022_053EA,B24022_054EA,B24022_054MA,B24022_055EA,B24022_055MA,B24022_056EA,B24022_056MA,B24022_057MA,B24022_057EA,B24022_058MA,B24022_058EA,B24022_059EA,B24022_059MA,B24022_060EA,B24022_060MA,B24022_061EA,B24022_061MA,B24022_062MA,B24022_062EA,B24022_063MA,B24022_063EA,B24022_064MA,B24022_064EA,B24022_065MA,B24022_065EA,B24022_066EA,B24022_066MA,B24022_067EA,B24022_067MA,B24022_068MA,B24022_068EA,B24022_069MA,B24022_069EA,B24022_070MA,B24022_070EA,B24022_071EA,B24022_071MA,B24022_072EA,B24022_072MA,B24022_073MA,B24022_073EA,state
0400000US01,38620,634,44452,1425,70090,1933,71500,1034,75987,2434,65958,3535,76558,3339,75829,3560,81644,8885,62152,9416,52083,2123,44292,3244,115929,15069,52124,1601,48790,10256,72360,14412,110826,22656,46128,2892,29080,2161,21495,4707,40081,1322,35847,5439,41857,2618,17498,2379,26477,1199,30324,5824,41328,1299,46936,3123,35011,2503,36551,973,32510,7173,33255,2449,39662,2049,36859,728,39080,2903,40318,1748,28945,2250,32197,378,46022,703,49376,2883,50019,2999,48262,4405,60112,5550,62570,5945,59164,8321,38183,9243,41921,719,38184,3770,50548,5667,42413,1244,36800,5325,46040,814,52949,2394,33952,3476,20352,599,22902,2151,31236,3365,22377,2345,38651,10032,16770,701,17425,981,19817,1225,29157,884,26595,899,30059,656,27758,3264,29192,8008,24809,2776,37697,12439,24072,793,24514,898,22121,1831,22384,3428,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53345,2461,60557,892,76448,3740,82777,5270,84233,8318,80446,11748,77016,8529,72228,8437,90157,9579,67431,7475,63701,6141,54097,12001,101969,8504,72286,6332,64210,25609,75152,18823,113279,22738,51000,9376,35743,3379,50299,9482,61536,6074,61265,7232,62778,20684,24392,2248,31935,6843,26161,7113,50845,2859,56305,7318,47714,5759,62703,4814,37171,18749,67376,3145,61040,4274,51667,5752,56496,7972,51813,14150,46125,8187,46636,1354,61587,1288,60588,5229,60179,7089,61060,6400,66848,12876,64643,3289,100993,33983,46868,19834,57194,3588,50829,5568,62176,20377,59932,3412,48459,7527,67269,7227,80907,4359,45541,11219,30887,1801,36189,3929,75444,18383,67083,44405,75581,17420,27740,5413,29072,1217,27065,6726,40718,1325,36819,4137,41252,1208,31966,32254,31443,26503,51304,38161,24742,77741,36209,16122,35156,15369,50166,20430,28982,791,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40901,263,44534,1070,68547,2427,70932,1682,75864,2308,60256,2445,76459,2279,74415,4074,81106,1508,56728,8867,50393,1521,43386,3723,110473,30105,45319,2010,52274,7316,77388,7644,101509,8406,43897,4736,27111,928,27436,4385,50007,2102,41447,3384,52848,3424,20628,676,23055,1755,22444,2127,40500,816,46474,1731,35549,993,37174,867,25287,3581,35919,907,42405,3007,36245,814,37387,1960,39835,1853,30010,4241,36941,371,49154,1455,51365,884,55296,3392,47110,2071,60168,3717,60174,3566,73159,7934,52387,6457,40362,612,37392,2774,58230,5593,39453,1274,40524,4755,60243,2295,69982,2381,36065,1746,22936,877,29674,1758,40313,1921,33326,4415,45210,6742,19030,1724,20515,580,21823,1143,32969,1100,33455,2996,32864,1034,30456,3277,24496,9868,28865,8704,34868,9983,26853,2563,27060,2843,32111,4229,21234,1099,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,35835,441,40014,671,57438,2329,60961,1282,61120,1540,60403,3751,61546,2065,61195,3429,66387,8220,51970,10580,47995,3336,37199,3819,102214,43823,51207,1645,41774,3713,65975,10892,82174,15305,41993,4260,26674,1269,20519,2588,39920,2315,43168,5478,37864,2456,17989,3082,23828,1997,25011,6043,38275,2451,45313,4498,31985,1465,32883,2409,26583,1478,31676,910,40625,1912,34646,1397,35723,904,38089,3245,26449,1296,31202,467,42428,897,45606,3058,48970,5706,41894,1926,55447,8656,57206,9275,34796,4689,61462,10378,40240,1134,41610,2438,33271,10036,40571,1125,31670,4865,46329,1764,54298,3582,35423,3975,19658,946,23165,1728,35136,5969,30203,8049,36394,2648,14846,806,18227,900,21021,1306,27820,1071,26889,1321,28250,1146,22417,4419,21375,24303,30092,8074,21901,1768,24920,1223,24953,1188,27597,3905,23282,5025,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,47338,185,50748,156,84782,1215,84969,1948,90349,823,74530,2687,94992,1510,97911,2713,95924,1508,72500,5767,70047,1787,50286,1248,139120,11380,66477,1760,66345,2065,84035,3947,102158,3408,51171,1092,30315,302,31439,1086,70738,951,39216,2932,86099,1269,23492,589,27308,549,26232,750,45584,426,50993,451,39459,1061,38448,1292,25017,822,40756,484,42375,884,36106,299,36830,402,40937,474,28397,882,42704,470,64770,915,66106,620,70906,803,61060,484,80011,2586,81296,1288,81212,2274,71293,3955,55662,723,49149,2039,82109,2564,55568,967,52022,888,71609,887,84391,2111,44470,2064,24602,371,30483,479,50902,1590,34367,2880,68220,6713,21194,432,21026,462,23289,720,37684,409,35870,815,38517,500,22357,1149,16870,541,40070,5290,46072,6404,24778,566,24518,628,35915,1996,21282,527,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46787,382,51107,351,74926,1437,75769,1202,77162,2395,70489,2985,82467,2287,85055,3351,82168,3589,68627,6542,55720,2220,46008,1595,120183,9571,51662,1617,51940,4727,72592,5612,90405,15370,46913,3334,31129,712,34819,5944,56992,4511,43577,7566,62145,3190,22543,911,27182,1210,32292,3180,46999,1444,53352,3355,40736,1131,40309,742,30219,4085,39887,1791,42346,1890,40212,1167,39256,2441,46040,1628,31710,1394,41727,384,53970,1417,56956,1505,60350,1785,54813,2127,68825,3407,70564,4216,71531,2613,62349,5590,45197,1202,43360,4090,61380,2367,42053,835,47387,4197,60632,1748,66229,3151,40091,2516,25390,722,29392,1562,51215,6521,44904,10593,56775,7597,21364,962,22185,1080,25029,2414,36843,593,40256,1179,35964,569,36325,7692,15644,1817,37487,16795,44656,5864,28658,2391,26214,2246,35600,3562,29301,4899,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56466,724,61616,536,88947,3376,97933,4452,100267,2978,91716,4250,81563,1690,80745,4011,82334,5698,72248,16376,74931,5890,51309,9705,150610,18109,68559,5619,62242,10824,91448,8322,120326,23171,50825,7180,39482,2825,30303,4131,71458,3796,65452,7349,80325,9822,28435,3397,35343,2231,39771,4482,57461,4293,68621,4764,49981,2878,50247,1195,26051,8283,49495,2243,52008,1901,45106,1925,48166,2914,46333,2867,34455,3089,50737,599,66599,772,71986,2658,77448,4426,66528,1443,76211,4160,82263,5400,71670,3821,68024,12444,58948,3962,51279,1105,85634,19154,59768,3256,47841,8398,66738,2001,73724,4110,50818,2553,30950,682,32027,973,65828,5989,36297,30767,70205,5031,25408,2747,28397,3259,31338,1044,42185,673,46362,3547,41743,545,54439,12251,19729,9435,60110,11151,64395,15571,28855,2693,28999,2821,31026,5109,22287,7601,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46652,1017,51118,763,71920,3033,72063,4962,76474,7126,62178,7203,76786,7014,77460,7682,69840,4526,93210,5382,62713,6504,41383,5779,141327,38191,66184,3604,60544,16450,77924,18457,101760,37193,50536,22510,34606,4673,30014,9215,57826,7623,54310,9680,62949,11329,26095,3917,30779,4330,23193,7407,41039,3674,41154,2624,40596,8271,48205,4667,31517,918,46089,3226,52500,6396,41328,2108,42179,8251,45438,7074,31122,6513,41473,1144,55096,3384,55819,6841,63859,5237,47210,3256,65026,8014,69693,20361,65814,7169,58782,10347,49190,2266,39734,6461,73525,18471,49885,2383,61269,15383,61152,2814,70710,3341,36863,3634,27181,1667,29919,4366,43795,8042,41017,11086,46619,33482,22588,5269,26551,6574,24510,5441,35498,1063,30307,4092,36117,968,60301,15432,-666666666,-222222222,-666666666,-222222222,60091,18760,32136,2513,33270,3770,32296,6182,22207,10416,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,**,-,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65595,2525,70634,3047,90921,2191,90904,2980,96217,7274,77558,6303,82016,5213,76712,4700,90967,12596,106548,17479,94089,9051,75733,21926,160887,12675,67494,22293,75543,12373,110446,29665,108644,29829,201159,215207,36227,2709,31881,5238,47587,8312,43620,5835,70210,20152,36128,7787,27902,5865,37126,7806,51011,5007,60203,27818,50226,3379,39399,3607,-666666666,-222222222,38586,3256,42296,24007,26782,4816,20234,8210,30511,5466,25786,5332,61930,1484,79618,2987,81174,2709,82175,8982,79894,3771,81384,8433,85291,8040,79593,34075,75960,16543,77271,6841,60419,6925,140357,19570,55839,10770,66470,6693,71682,8547,74815,7127,46330,18663,31036,1260,26205,2181,39225,3954,35103,6014,64116,12196,28283,3079,29112,4855,31997,3387,45312,1880,45622,5711,45044,2759,37248,18657,-666666666,-222222222,-666666666,-222222222,34524,25523,35737,7135,55216,33137,32227,5898,45208,20991,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,**,-,null,null,null,null,null,null,null,null,null,null,11
0400000US12,37434,249,40993,231,62403,684,65539,964,68915,3052,59760,2764,69895,2142,70705,1242,71149,1839,53294,3476,50478,971,41928,1294,102215,11114,48686,2154,45308,2801,72995,5581,100390,8871,41672,1589,27109,358,27366,1660,42404,1972,36569,2209,51182,1337,24065,812,24357,846,25534,973,39998,970,45569,1382,32364,826,32168,375,21626,591,30891,429,38334,1814,32068,409,35201,1092,35236,1093,26481,887,34830,459,46988,389,51234,566,52499,1451,49054,1999,56814,3033,59286,4411,61215,6760,49405,2931,40683,280,39661,1463,50075,2195,40012,627,39614,2505,52070,583,61349,466,36707,883,21890,308,25710,427,38204,2217,30838,1878,41896,2264,20381,544,18203,702,21299,690,31184,167,31193,538,31181,197,25120,2195,17275,1357,25449,3796,31806,1296,23248,1234,22257,668,30027,3616,21212,985,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
