GEO_ID,B19013I_001E,B19013I_001M,NAME,B19013I_001MA,B19013I_001EA,state
0400000US01,31664,2519,Alabama,null,null,01
0400000US02,54996,9276,Alaska,null,null,02
0400000US04,39180,1080,Arizona,null,null,04
0400000US05,35348,1947,Arkansas,null,null,05
0400000US06,47434,478,California,null,null,06
0400000US08,44174,1575,Colorado,null,null,08
0400000US09,39148,2365,Connecticut,null,null,09
0400000US10,50525,2696,Delaware,null,null,10
0400000US11,63065,13111,District of Columbia,null,null,11
0400000US12,40903,509,Florida,null,null,12
0400000US13,39492,1985,Georgia,null,null,13
0400000US15,58683,6111,Hawaii,null,null,15
0400000US16,39070,2666,Idaho,null,null,16
0400000US17,47466,972,Illinois,null,null,17
0400000US18,41125,2443,Indiana,null,null,18
0400000US19,42447,4370,Iowa,null,null,19
0400000US20,39869,2524,Kansas,null,null,20
0400000US21,33991,4160,Kentucky,null,null,21
0400000US22,44938,2972,Louisiana,null,null,22
0400000US23,52477,13726,Maine,null,null,23
0400000US24,63020,3545,Maryland,null,null,24
0400000US25,34507,1948,Massachusetts,null,null,25
0400000US26,42649,1934,Michigan,null,null,26
0400000US27,42060,2718,Minnesota,null,null,27
0400000US28,41723,3287,Mississippi,null,null,28
0400000US29,39724,3729,Missouri,null,null,29
0400000US30,36281,4044,Montana,null,null,30
0400000US31,40050,1997,Nebraska,null,null,31
0400000US32,43640,2285,Nevada,null,null,32
0400000US33,44520,8576,New Hampshire,null,null,33
0400000US34,47794,1742,New Jersey,null,null,34
0400000US35,38236,1874,New Mexico,null,null,35
0400000US36,40740,773,New York,null,null,36
0400000US37,32463,1768,North Carolina,null,null,37
0400000US38,44516,10601,North Dakota,null,null,38
0400000US39,38794,2925,Ohio,null,null,39
0400000US40,37783,1661,Oklahoma,null,null,40
0400000US41,39780,1987,Oregon,null,null,41
0400000US42,35231,1450,Pennsylvania,null,null,42
0400000US44,30797,2316,Rhode Island,null,null,44
0400000US45,35595,2307,South Carolina,null,null,45
0400000US46,43338,12669,South Dakota,null,null,46
0400000US47,35941,2292,Tennessee,null,null,47
0400000US48,41177,427,Texas,null,null,48
0400000US49,42772,2399,Utah,null,null,49
0400000US50,50538,15474,Vermont,null,null,50
0400000US51,60491,1911,Virginia,null,null,51
0400000US53,47010,1725,Washington,null,null,53
0400000US54,34907,12351,West Virginia,null,null,54
0400000US55,37140,1535,Wisconsin,null,null,55
0400000US56,43002,2923,Wyoming,null,null,56
0400000US72,18862,364,Puerto Rico,null,null,72
