GEO_ID,B23026_001E,B23026_001M,B23026_002E,B23026_002M,B23026_003E,B23026_003M,B23026_004E,B23026_004M,B23026_005E,B23026_005M,B23026_006E,B23026_006M,B23026_007E,B23026_007M,B23026_008E,B23026_008M,B23026_009E,B23026_009M,B23026_010E,B23026_010M,B23026_011E,B23026_011M,B23026_012E,B23026_012M,B23026_013E,B23026_013M,B23026_014E,B23026_014M,B23026_015E,B23026_015M,B23026_016E,B23026_016M,B23026_017E,B23026_017M,B23026_018E,B23026_018M,B23026_019E,B23026_019M,B23026_020E,B23026_020M,B23026_021E,B23026_021M,B23026_022E,B23026_022M,B23026_023E,B23026_023M,B23026_024E,B23026_024M,B23026_025E,B23026_025M,B23026_026E,B23026_026M,B23026_027E,B23026_027M,B23026_028E,B23026_028M,B23026_029E,B23026_029M,B23026_030E,B23026_030M,B23026_031E,B23026_031M,B23026_032E,B23026_032M,B23026_033E,B23026_033M,B23026_034E,B23026_034M,B23026_035E,B23026_035M,B23026_036E,B23026_036M,B23026_037E,B23026_037M,B23026_038E,B23026_038M,B23026_039E,B23026_039M,B23026_040E,B23026_040M,B23026_041E,B23026_041M,B23026_042E,B23026_042M,B23026_043E,B23026_043M,B23026_044E,B23026_044M,B23026_045E,B23026_045M,B23026_046E,B23026_046M,B23026_047E,B23026_047M,B23026_048E,B23026_048M,B23026_049E,B23026_049M,NAME,B23026_001EA,B23026_001MA,B23026_002EA,B23026_002MA,B23026_003EA,B23026_003MA,B23026_004MA,B23026_004EA,B23026_005MA,B23026_005EA,B23026_006MA,B23026_006EA,B23026_007MA,B23026_007EA,B23026_008MA,B23026_008EA,B23026_009EA,B23026_009MA,B23026_010MA,B23026_010EA,B23026_011MA,B23026_011EA,B23026_012MA,B23026_012EA,B23026_013MA,B23026_013EA,B23026_014MA,B23026_014EA,B23026_015MA,B23026_015EA,B23026_016MA,B23026_016EA,B23026_017MA,B23026_017EA,B23026_018MA,B23026_018EA,B23026_019MA,B23026_019EA,B23026_020EA,B23026_020MA,B23026_021MA,B23026_021EA,B23026_022MA,B23026_022EA,B23026_023MA,B23026_023EA,B23026_024EA,B23026_024MA,B23026_025EA,B23026_025MA,B23026_026MA,B23026_026EA,B23026_027MA,B23026_027EA,B23026_028MA,B23026_028EA,B23026_029MA,B23026_029EA,B23026_030EA,B23026_030MA,B23026_031EA,B23026_031MA,B23026_032MA,B23026_032EA,B23026_033MA,B23026_033EA,B23026_034MA,B23026_034EA,B23026_035EA,B23026_035MA,B23026_036EA,B23026_036MA,B23026_037MA,B23026_037EA,B23026_038MA,B23026_038EA,B23026_039MA,B23026_039EA,B23026_040EA,B23026_040MA,B23026_041EA,B23026_041MA,B23026_042EA,B23026_042MA,B23026_043MA,B23026_043EA,B23026_044EA,B23026_044MA,B23026_045EA,B23026_045MA,B23026_046EA,B23026_046MA,B23026_047EA,B23026_047MA,B23026_048MA,B23026_048EA,B23026_049MA,B23026_049EA,state
0400000US01,746512,2631,322116,1775,71620,3264,42564,2899,33427,2453,529,293,2119,550,2157,605,2019,605,2313,613,21843,1914,12651,1733,766,386,2050,632,2144,804,1274,454,2958,611,7213,1217,1714,662,309,354,580,336,641,366,1354,520,2615,629,250496,3472,424396,1848,55805,3117,26596,2407,20485,1973,702,357,1760,535,1030,445,1172,456,1447,522,20179,1671,12254,1407,1128,491,1949,509,1457,423,1358,478,2033,610,9030,968,2909,690,531,294,715,329,1137,432,1084,411,2654,641,368591,3784,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,69899,1172,34342,811,12305,1296,8282,1161,4979,1013,69,62,1031,537,883,549,834,461,486,192,2604,580,1268,444,72,123,140,125,379,212,265,171,480,285,1419,530,261,162,126,181,294,298,96,104,35,63,607,297,22037,1319,35557,990,8922,1076,5453,834,3893,729,215,194,319,187,750,363,192,113,84,62,2377,569,1240,471,32,42,28,31,226,167,539,329,312,152,1092,407,372,297,0,145,148,162,85,117,149,161,338,153,26635,1352,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1070757,1582,492448,1086,101571,4119,55941,3410,40245,2820,1353,542,2371,750,3997,1096,3730,871,4245,965,31883,2321,15011,1750,1447,444,3134,756,4288,976,3545,752,4458,991,13747,1541,1951,561,227,169,1368,427,1439,500,2163,727,6599,1067,390877,4250,578309,1118,83819,3825,36693,2742,26259,2328,1182,592,1992,602,2409,685,2392,604,2459,639,31498,2549,16131,1870,794,283,3068,681,3026,804,3721,913,4758,954,15628,2075,3853,833,716,347,1617,526,2242,617,2033,568,5167,1439,494490,4071,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,465012,2183,206473,1287,47573,2511,28421,2053,23147,2033,462,287,1002,309,1546,593,828,430,1436,547,14962,1840,7902,1406,798,383,782,384,1826,598,1333,529,2321,710,4190,734,1019,525,132,174,703,391,280,193,662,401,1394,503,158900,2792,258539,1715,38615,2922,18333,1832,13581,1609,342,203,1589,592,1034,431,1198,454,589,316,13660,1729,7326,1312,522,335,1403,493,1663,515,1244,486,1502,531,6622,1225,2347,698,199,167,595,292,729,411,523,301,2229,685,219924,3167,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4990092,3267,2203388,2054,549890,8462,330882,6731,265103,5919,7914,1076,15134,1466,13453,1562,14616,2149,14662,1600,151487,5337,79339,4062,6763,1176,16573,1613,18483,1778,12649,1738,17680,1677,67521,3425,19554,2267,1900,535,4885,834,7258,1006,8168,1191,25756,2072,1653498,8855,2786704,2377,445885,9238,211362,6753,162874,6153,4015,914,12307,1389,10397,1497,7451,1174,14318,1832,154866,5836,84166,4375,6433,986,18972,1840,16889,1736,13411,1380,14995,1780,79657,3778,24412,2295,3428,673,8225,1286,9190,1131,8234,1291,26168,2462,2340819,9196,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,679572,1928,308984,1508,90426,3175,53574,2784,39709,2468,1173,433,2300,589,3210,795,3693,927,3489,1233,27077,2017,12643,1607,768,345,3003,590,3574,715,2948,664,4141,828,9775,1340,1595,411,211,178,1061,451,1442,506,1360,445,4106,838,218558,3811,370588,1150,73127,3056,31638,2490,23208,2034,599,283,2105,542,1788,649,1406,463,2532,775,25809,1962,12462,1396,970,426,3200,829,3147,725,2553,668,3477,916,15680,1502,3447,706,1082,596,1489,534,1459,432,2263,633,5940,1039,297461,3218,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,555528,1349,239351,1073,72605,3102,43031,2635,34978,2334,584,259,2411,614,1573,431,1531,555,1954,537,20224,1746,10057,1379,907,364,2038,510,2905,654,1864,457,2453,648,9350,1300,2667,713,604,259,608,252,1251,420,1343,509,2877,690,166746,3070,316177,885,62732,2830,28131,1999,21596,1827,418,231,2210,577,1257,440,1497,548,1153,391,21248,1695,12595,1414,1292,456,2745,651,1817,606,1562,518,1237,382,13353,1725,3952,793,1038,447,1443,507,2396,694,1714,441,2810,608,253445,3029,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,153759,750,68550,543,18894,1418,9664,1192,7348,1195,272,206,389,288,681,322,570,281,404,255,7019,1104,3507,924,271,209,1104,362,870,317,804,334,463,259,2211,579,782,372,0,185,188,118,342,218,181,175,718,293,49656,1346,85209,407,13273,1284,5599,977,4709,972,0,185,107,104,299,191,154,144,330,230,5414,939,3186,665,299,171,828,472,470,249,110,114,521,266,2260,585,755,343,44,74,104,112,188,184,343,239,826,330,71936,1333,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,74465,229,30148,229,8545,1098,6128,928,5221,949,150,127,196,229,178,181,133,191,250,209,1840,471,874,317,0,198,157,157,207,204,184,173,418,272,577,325,61,101,44,71,41,67,132,131,216,235,83,135,21603,1077,44317,3,9948,1184,5542,973,4557,864,108,123,194,199,166,143,215,194,302,351,2920,781,1211,528,0,198,646,342,274,197,155,144,634,577,1486,505,23,39,110,180,275,147,108,133,160,160,810,387,34369,1184,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3790954,4204,1702718,2899,361125,8977,197000,6498,156748,6253,3247,751,10071,1698,7787,1236,7328,1252,11819,1363,120462,5539,58383,4237,5756,1165,12446,1699,15194,1640,13130,1853,15553,1946,43663,3591,10491,1600,1474,566,4865,1133,5101,973,6930,1120,14802,1681,1341593,9571,2088236,2743,296186,8669,131017,5549,98080,5169,2732,1039,7675,1465,7401,1179,7812,1240,7317,1051,115853,6070,64728,4314,4480,836,11390,1340,11795,1758,11695,2387,11765,1617,49316,3285,16804,1994,1306,621,3658,805,6395,1081,5893,1198,15260,1491,1792050,8780,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
