GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001EA,B25006_001MA,B25006_002EA,B25006_002MA,B25006_003EA,B25006_003MA,B25006_004EA,B25006_004MA,B25006_005EA,B25006_005MA,B25006_006MA,B25006_006EA,B25006_007EA,B25006_007MA,B25006_008EA,B25006_008MA,B25006_009EA,B25006_009MA,B25006_010EA,B25006_010MA,state
0400000US01,1841217,10615,1301024,8129,477712,6311,9190,1148,17489,1637,447,391,15625,1780,19730,2114,1254,499,18476,2025,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249659,2978,185661,2963,8944,1291,27515,1572,11330,1104,2080,533,2602,727,11527,1271,50,75,11477,1281,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2428743,11353,2015686,11869,96705,3626,80825,2874,69603,2499,2380,485,116911,5669,46633,3886,9312,1692,37321,3292,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1131288,8373,906193,7188,174566,4686,6562,1172,11991,1265,1897,869,13311,1798,16768,1945,1071,486,15697,1887,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12758648,18835,8501057,23835,816165,9891,90487,4146,1686190,11837,41366,2535,1230432,15796,392951,7397,71441,3956,321510,6871,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2039592,7530,1786357,8098,73539,2962,17915,2023,49014,2285,2353,686,63373,4211,47041,3487,8627,1563,38414,3273,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1355817,6673,1096451,8068,126954,4024,2587,803,50110,2145,582,435,56494,3721,22639,2169,5128,1239,17511,1920,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,349743,3705,254714,3145,72059,2707,1586,446,11805,969,55,92,5811,1105,3713,925,146,128,3567,897,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,277378,3304,125176,2570,127275,3227,1015,598,10181,969,81,95,8015,1323,5635,1077,572,380,5063,1028,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7328046,25793,5897961,22424,1004001,11996,18785,1992,163027,4960,4101,1240,134409,6730,105762,6589,19974,1995,85788,6071,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3587521,13961,2259369,13909,1092629,10310,8130,1292,111612,2993,1448,666,69944,3896,44389,3407,7093,1455,37296,2937,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,450769,4870,150317,3477,11736,1450,650,327,174552,3801,38882,2218,3932,955,70700,3663,1895,570,68805,3623,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,591587,4733,557416,4828,2380,570,7184,1115,7029,1123,299,251,8388,1346,8891,1233,1147,502,7744,1192,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4772421,12392,3635551,10428,661661,7209,11056,1665,211389,4108,2668,1023,189010,5716,61086,3672,10884,1558,50202,3325,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2502739,10912,2158486,9183,226349,4885,5575,1243,40852,2284,590,379,40076,2918,30811,2805,3011,819,27800,2672,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1241471,6257,1160552,5719,33946,2271,3579,776,21653,1763,833,508,8767,1423,12141,1606,940,409,11201,1581,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1109280,6429,971872,5618,63351,2777,9860,1402,24807,1621,284,319,17702,1555,21404,2058,1553,520,19851,1978,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1712094,8632,1524636,7733,135922,4048,4950,1148,17229,1462,808,538,8689,1412,19860,2186,1329,527,18531,2120,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1718194,10232,1129510,7373,526868,7160,8522,1392,22492,1776,477,362,13133,1738,17192,2100,1957,652,15235,1960,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,549841,5205,529425,4737,4358,684,3104,564,4080,839,36,39,761,365,8077,1084,289,198,7788,1060,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2165438,8230,1329132,7621,628779,6983,5843,1235,114501,2914,771,399,45731,2896,40681,2976,4755,1020,35926,2729,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2549336,9145,2122455,9300,158820,4500,5016,1125,129604,3499,412,230,86390,4605,46639,3268,5693,1020,40946,3237,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3834574,12574,3123350,11151,514391,5687,18919,1331,86208,2472,973,541,33523,2618,57210,3591,4447,878,52763,3424,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2129195,6975,1887884,6743,100384,3293,19493,1291,71089,2682,843,473,21163,2199,28339,2342,2230,643,26109,2273,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1095823,8793,681180,6542,387926,6040,3884,902,8589,1500,57,78,6179,1403,8008,1684,766,413,7242,1656,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2354809,12290,1986239,10271,263420,4730,12314,1585,34584,2026,1240,653,19325,1923,37687,3200,3212,1094,34475,3085,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,410962,3391,381133,3389,1611,663,19153,1318,2564,853,45,80,761,331,5695,1203,221,212,5474,1171,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,740765,3795,675342,4357,31234,1945,5379,796,11619,1069,560,338,7765,1101,8866,1337,882,427,7984,1223,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1021519,6553,745536,6437,88985,3194,10752,1273,70620,2724,5380,933,71450,3885,28796,2546,4165,982,24631,2413,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,519756,4605,494366,4729,5093,855,992,401,10430,1241,82,108,2142,747,6651,1269,890,471,5761,1143,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3194844,10719,2288893,10923,422523,6583,5588,901,252544,3489,722,353,178051,6755,46523,3017,11152,1331,35371,2748,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,760916,6897,595094,7473,13725,1414,53096,2699,11240,1056,75,78,70130,4072,17556,1681,7145,1435,10411,1516,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7282398,15877,5014859,16641,1077898,10491,28264,2257,504011,6028,1471,586,515934,9513,139961,6125,31788,2476,108173,5738,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3790620,14716,2734275,11841,806457,7395,39131,2223,76929,2609,1443,506,82878,4537,49507,3163,6523,1111,42984,3154,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,305431,3533,276848,3916,5932,967,12594,1146,3117,669,0,147,1675,696,5265,1376,140,132,5125,1399,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4593172,13994,3846130,13901,565976,6278,9366,1321,76576,2619,784,362,28044,2699,66296,3941,5886,1313,60410,3754,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1459759,5575,1129241,5544,107734,2641,93130,2795,22782,1557,1438,501,26561,1691,78873,3304,2272,668,76601,3157,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1535511,6674,1358304,7548,23615,1495,15920,1808,52198,2329,4770,1077,35586,3255,45118,3054,3295,875,41823,2830,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4945972,12878,4186453,12799,498715,7113,10027,1350,122335,2993,1114,423,65000,4702,62328,4064,6503,1278,55825,3856,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,409654,3327,347756,3837,23218,1610,1956,510,10568,1203,0,203,18871,1618,7285,1393,2220,777,5065,1049,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1826914,10151,1291107,9186,469589,6450,6309,1166,21751,1755,705,411,18466,2600,18987,2260,1294,607,17693,2058,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,334475,2656,302264,2901,4213,850,17961,1301,2989,716,68,83,1776,808,5204,999,179,149,5025,986,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2509665,11315,2008853,10453,402170,5894,6155,1031,31695,1949,1284,599,25142,2447,34366,2894,2494,711,31872,2869,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9277197,22719,7109368,21687,1161566,10401,42398,2970,373317,6925,6128,1182,421018,10917,163402,6065,31170,2790,132232,5404,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,918370,4666,830858,5003,8995,1316,9686,1050,18902,1376,5632,719,32497,2258,11800,1653,2140,724,9660,1387,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,257229,3177,247618,2965,1349,498,1431,523,2232,427,6,11,324,179,4269,893,108,110,4161,886,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3083820,12955,2238669,12122,581308,7387,8510,1136,151935,3655,1395,533,44315,3964,57688,3938,5508,1228,52180,3646,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2679601,9916,2213353,9940,89256,3673,32228,1914,181459,4609,11161,1223,65442,4232,86702,4134,6968,1529,79734,3676,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,735375,6298,698621,6279,23921,1601,1864,777,4213,816,152,150,674,401,5930,1223,653,452,5277,1076,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2307685,7753,2069151,8019,126151,3253,17210,1162,43367,1776,241,218,27445,2162,24120,2406,2880,750,21240,2291,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,232594,2987,216307,3083,2454,582,3910,891,1689,635,225,254,3942,913,4067,1132,851,601,3216,1017,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1233490,9061,868492,9644,113895,5375,4420,903,3088,906,0,220,167012,6299,76583,3907,6637,907,69946,3948,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
