GEO_ID,B17001I_001E,B17001I_001M,B17001I_002E,B17001I_002M,B17001I_003E,B17001I_003M,B17001I_004E,B17001I_004M,B17001I_005E,B17001I_005M,B17001I_006E,B17001I_006M,B17001I_007E,B17001I_007M,B17001I_008E,B17001I_008M,B17001I_009E,B17001I_009M,B17001I_010E,B17001I_010M,B17001I_011E,B17001I_011M,B17001I_012E,B17001I_012M,B17001I_013E,B17001I_013M,B17001I_014E,B17001I_014M,B17001I_015E,B17001I_015M,B17001I_016E,B17001I_016M,B17001I_017E,B17001I_017M,B17001I_018E,B17001I_018M,B17001I_019E,B17001I_019M,B17001I_020E,B17001I_020M,B17001I_021E,B17001I_021M,B17001I_022E,B17001I_022M,B17001I_023E,B17001I_023M,B17001I_024E,B17001I_024M,B17001I_025E,B17001I_025M,B17001I_026E,B17001I_026M,B17001I_027E,B17001I_027M,B17001I_028E,B17001I_028M,B17001I_029E,B17001I_029M,B17001I_030E,B17001I_030M,B17001I_031E,B17001I_031M,B17001I_032E,B17001I_032M,B17001I_033E,B17001I_033M,B17001I_034E,B17001I_034M,B17001I_035E,B17001I_035M,B17001I_036E,B17001I_036M,B17001I_037E,B17001I_037M,B17001I_038E,B17001I_038M,B17001I_039E,B17001I_039M,B17001I_040E,B17001I_040M,B17001I_041E,B17001I_041M,B17001I_042E,B17001I_042M,B17001I_043E,B17001I_043M,B17001I_044E,B17001I_044M,B17001I_045E,B17001I_045M,B17001I_046E,B17001I_046M,B17001I_047E,B17001I_047M,B17001I_048E,B17001I_048M,B17001I_049E,B17001I_049M,B17001I_050E,B17001I_050M,B17001I_051E,B17001I_051M,B17001I_052E,B17001I_052M,B17001I_053E,B17001I_053M,B17001I_054E,B17001I_054M,B17001I_055E,B17001I_055M,B17001I_056E,B17001I_056M,B17001I_057E,B17001I_057M,B17001I_058E,B17001I_058M,B17001I_059E,B17001I_059M,NAME,B17001I_001MA,B17001I_001EA,B17001I_002MA,B17001I_002EA,B17001I_003MA,B17001I_003EA,B17001I_004MA,B17001I_004EA,B17001I_005MA,B17001I_005EA,B17001I_006MA,B17001I_006EA,B17001I_007MA,B17001I_007EA,B17001I_008MA,B17001I_008EA,B17001I_009EA,B17001I_009MA,B17001I_010MA,B17001I_010EA,B17001I_011EA,B17001I_011MA,B17001I_012MA,B17001I_012EA,B17001I_013MA,B17001I_013EA,B17001I_014MA,B17001I_014EA,B17001I_015MA,B17001I_015EA,B17001I_016MA,B17001I_016EA,B17001I_017MA,B17001I_017EA,B17001I_018EA,B17001I_018MA,B17001I_019MA,B17001I_019EA,B17001I_020EA,B17001I_020MA,B17001I_021MA,B17001I_021EA,B17001I_022EA,B17001I_022MA,B17001I_023EA,B17001I_023MA,B17001I_024MA,B17001I_024EA,B17001I_025MA,B17001I_025EA,B17001I_026MA,B17001I_026EA,B17001I_027EA,B17001I_027MA,B17001I_028EA,B17001I_028MA,B17001I_029EA,B17001I_029MA,B17001I_030MA,B17001I_030EA,B17001I_031EA,B17001I_031MA,B17001I_032MA,B17001I_032EA,B17001I_033EA,B17001I_033MA,B17001I_034EA,B17001I_034MA,B17001I_035MA,B17001I_035EA,B17001I_036MA,B17001I_036EA,B17001I_037MA,B17001I_037EA,B17001I_038EA,B17001I_038MA,B17001I_039EA,B17001I_039MA,B17001I_040EA,B17001I_040MA,B17001I_041MA,B17001I_041EA,B17001I_042EA,B17001I_042MA,B17001I_043MA,B17001I_043EA,B17001I_044EA,B17001I_044MA,B17001I_045EA,B17001I_045MA,B17001I_046MA,B17001I_046EA,B17001I_047MA,B17001I_047EA,B17001I_048MA,B17001I_048EA,B17001I_049MA,B17001I_049EA,B17001I_050MA,B17001I_050EA,B17001I_051MA,B17001I_051EA,B17001I_052MA,B17001I_052EA,B17001I_053EA,B17001I_053MA,B17001I_054MA,B17001I_054EA,B17001I_055EA,B17001I_055MA,B17001I_056MA,B17001I_056EA,B17001I_057MA,B17001I_057EA,B17001I_058MA,B17001I_058EA,B17001I_059MA,B17001I_059EA,state
0400000US01,188508,2075,66963,7300,32568,3843,6270,1372,1309,523,5506,1128,2220,660,635,519,1026,575,2912,899,5509,1510,4503,1458,1499,584,804,486,233,297,142,185,34395,4488,5273,1001,810,370,6918,1665,3137,986,127,109,543,387,3060,1226,6033,1559,4250,1077,1783,745,2026,952,228,206,207,229,121545,7139,68583,3818,6084,1206,1632,784,7816,1434,2755,907,715,440,2294,762,8414,2255,14504,1955,11710,2008,6037,1317,3871,872,1477,885,1274,541,52962,4759,4994,1206,1121,899,6148,1440,2085,948,1131,630,1290,648,4295,1141,10384,1613,7281,1332,6765,1440,3686,977,1957,788,1825,796,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47562,521,5423,2034,1486,683,293,206,41,53,322,315,0,145,43,65,0,145,163,224,257,260,226,202,0,145,141,168,0,145,0,145,3937,1738,559,374,72,102,488,423,440,435,43,80,145,230,255,203,840,557,555,468,140,117,396,353,0,145,4,9,42139,2001,22768,1188,1636,628,412,250,2504,517,1043,530,713,402,1033,518,3133,595,4301,843,3140,810,2535,709,1329,424,565,452,424,283,19371,1848,2848,650,123,106,1815,713,1101,426,165,173,689,357,2768,497,2988,842,2358,626,2346,470,1002,242,619,355,549,266,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2002533,3932,552376,22454,254371,12544,34492,3044,8836,1567,41648,3679,19998,2166,6110,1558,12577,1322,32472,3062,29447,3130,27314,2855,19059,2767,12226,1724,6362,1116,3830,789,298005,12210,34503,2995,7453,1699,42190,3566,18698,2300,6446,1377,9650,1538,42826,3193,43323,3234,37926,2879,24259,2652,15166,1797,9658,1275,5907,1021,1450157,22367,735206,12894,58284,3304,12737,2068,79263,4556,38323,3320,14275,1849,24227,1917,95952,3049,120483,3824,103214,3028,87642,2845,55785,1998,29650,1255,15371,960,714951,12085,55257,2843,12616,2221,74427,4331,38569,2581,13772,1636,26585,2169,83884,3344,105123,3545,103841,2828,86501,2809,60365,1818,32338,1418,21673,1044,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,201798,1628,63229,6322,28762,3588,5534,1476,947,549,5531,1192,1878,692,409,315,472,298,3043,1158,4302,1168,3331,1046,1759,770,997,699,372,370,187,173,34467,3833,4663,1018,1095,540,6279,1093,1960,560,664,414,1171,481,4781,1361,5565,1169,5349,1300,1487,578,417,414,804,473,232,223,138569,5972,76438,3628,6161,1058,1488,435,9758,1493,4250,1150,1502,477,1974,663,10325,1132,14937,1466,12039,1198,7075,1093,4042,877,1791,676,1096,605,62131,3348,6590,1139,1343,647,7963,1152,3899,1135,1336,579,2066,613,6974,1268,10348,1572,9295,1370,6465,1213,3614,875,1557,521,681,434,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14732738,7252,3362954,48532,1550033,26084,208363,8943,45189,2815,254220,8131,115382,5722,37159,3429,70646,3775,191093,6873,188022,6713,186642,5920,123772,6621,70236,4557,36538,3030,22771,1942,1812921,27708,201880,6498,37018,3168,245281,8136,109064,4865,37595,2951,71685,3663,232068,8272,277470,9446,261356,6549,152678,5981,93750,4701,52120,3730,40956,2818,11369784,49094,5817313,27066,454216,9031,83866,4602,549489,8935,275502,7803,91027,4008,190192,5309,732706,7295,1016940,6602,865579,6039,752492,7169,465849,4943,214352,3292,125103,2261,5552471,27721,439188,6652,84833,4243,531741,8639,269452,7939,89433,4412,182662,4369,653219,8395,861818,9287,791956,6513,720633,6073,490213,4743,257264,3896,180059,2836,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1108127,2485,230598,13979,102051,6770,15718,2317,3240,991,18562,2185,7564,1487,1790,700,3305,1055,9359,1635,12924,1978,13495,2028,8276,1588,4092,943,2778,698,948,431,128547,8867,15072,2136,4251,1205,17118,2974,9622,1609,3152,911,3585,897,16199,2581,19003,2242,17516,2454,10052,1379,6350,1064,4011,911,2616,779,877529,13878,456880,7307,37533,2379,7549,1587,52467,3548,24112,2808,8228,1427,15902,1789,55730,2500,75966,2600,69101,2753,50364,1737,33776,1076,16763,1006,9389,827,420649,9051,33943,2111,8205,1488,45242,3202,24347,2504,7657,1221,14734,1522,45302,2714,66935,2621,61175,2771,48721,1966,34180,1291,18298,844,11910,957,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,526504,1851,139418,10931,63451,5260,9036,1385,1661,833,11053,1827,4857,1120,1488,596,2327,761,7443,1836,7226,1410,6223,1305,6101,1237,2964,853,1801,586,1271,496,75967,6703,7756,1370,1642,736,7915,1859,4000,1262,856,390,3812,847,7642,1361,13697,1814,10467,1674,7136,1354,5802,1050,3447,705,1795,512,387086,11179,199064,5664,14115,1371,3562,1126,17093,1820,9945,1678,3199,794,7317,1355,25983,1825,35885,1979,33332,1688,24819,1588,14478,914,6694,834,2642,490,188022,6757,15158,1450,2468,807,22245,2089,8561,1659,2899,806,6113,901,21114,1714,28112,1883,28870,1726,27738,1657,13955,1017,6625,797,4164,639,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,81402,770,17583,3317,8550,1875,2178,813,280,253,1282,510,856,588,27,44,344,252,776,451,900,484,1574,713,155,157,36,63,71,121,71,113,9033,2179,1135,479,354,374,1788,925,563,441,163,152,264,230,1251,537,1212,483,1804,700,233,176,189,152,51,68,26,46,63819,3251,33579,2006,2455,882,764,466,4120,835,1224,565,279,208,1298,411,5080,559,5741,800,4650,587,4280,594,2113,283,1304,414,271,245,30240,2197,2375,606,472,491,2817,750,2397,891,335,214,1221,312,3278,687,5484,687,5047,682,3099,342,2366,222,905,221,444,248,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,65758,997,11124,3150,5010,1848,648,532,91,140,533,569,309,340,0,198,105,117,702,454,351,284,783,602,619,532,423,455,42,77,404,531,6114,1778,1051,727,0,198,224,296,448,591,67,88,191,274,917,454,1364,675,887,435,255,303,314,270,137,169,259,171,54634,3219,29025,1829,2929,532,259,211,2127,631,455,363,244,183,542,174,2457,519,8386,326,5518,600,3373,533,1844,456,458,389,433,366,25609,1880,2514,727,203,250,2481,859,499,430,190,224,448,263,1399,586,6696,677,4238,435,3104,303,2074,269,1181,169,582,171,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4720107,4007,1025159,28063,463107,16527,52441,3856,8911,1882,60776,4174,24311,2751,11985,2171,15578,2348,54367,4918,57758,5484,57942,4849,45065,4123,35325,3230,21918,2141,16730,2123,562052,16265,49203,3679,11465,1913,60573,4594,26189,3222,8619,1759,16304,2146,58838,3801,75603,5510,80869,4870,60870,4019,46461,4057,31915,3124,35143,2544,3694948,28654,1859793,17153,111735,4363,24222,3044,142287,5896,76634,5152,24236,2633,49608,2922,191642,5394,306414,6179,303055,5621,277349,4626,172875,3700,105821,2500,73915,2497,1835155,16272,109697,3656,22386,3350,129987,5970,69656,4676,24294,2545,44685,2910,171756,4171,265845,5567,282942,5030,278271,4191,196621,4394,131034,3091,107981,2938,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
