GEO_ID,C19201_001E,C19201_001M,C19201_002E,C19201_002M,C19201_003E,C19201_003M,C19201_004E,C19201_004M,C19201_005E,C19201_005M,C19201_006E,C19201_006M,C19201_007E,C19201_007M,C19201_008E,C19201_008M,C19201_009E,C19201_009M,C19201_010E,C19201_010M,C19201_011E,C19201_011M,NAME,C19201_001EA,C19201_001MA,C19201_002EA,C19201_002MA,C19201_003EA,C19201_003MA,C19201_004MA,C19201_004EA,C19201_005MA,C19201_005EA,C19201_006EA,C19201_006MA,C19201_007EA,C19201_007MA,C19201_008EA,C19201_008MA,C19201_009MA,C19201_009EA,C19201_010MA,C19201_010EA,C19201_011MA,C19201_011EA,state
0400000US01,608702,10930,110253,5189,78499,4317,122774,5794,84518,4780,81353,5064,75610,4775,29391,3190,17870,2123,4683,1083,3751,888,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,84644,3784,6011,1102,6211,1120,10367,1468,8299,1245,12791,1767,16987,1792,8574,1124,10467,1478,2551,642,2386,890,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,849262,12195,115104,5773,82248,3855,141563,6043,115211,5817,136199,5992,125814,5615,63506,4574,44730,2952,12070,1525,12817,1577,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,379076,9260,61946,3619,58507,4298,74259,4743,54802,3958,54160,3802,43615,3717,15882,2148,9700,1541,3084,1050,3121,839,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3996589,24576,447961,10900,398488,9221,522900,10616,417605,9884,501469,10196,632725,13398,392859,8633,386858,8522,144908,5878,150816,4960,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,724309,7586,84927,4893,53917,3369,97720,4054,91526,4321,116075,4876,128191,5503,66309,3598,56858,3723,16505,1981,12281,1738,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,468554,8539,56304,3759,32903,2699,73166,3876,50941,3708,68284,4427,79458,3998,42668,3068,38803,3105,12163,1735,13864,1889,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,116743,4375,14845,1739,8261,1291,16326,1627,15123,1949,20002,2307,20768,2146,8368,1283,7570,1237,3190,1114,2290,755,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,159514,3865,22872,2613,8215,1540,12103,2053,10907,1697,15362,1686,21526,2360,19705,2113,23652,2482,11723,1733,13449,1714,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2634635,21591,374376,10792,252808,7687,470994,9851,371464,9345,399700,9797,379875,9447,174880,6552,132481,6352,38341,3511,39716,2596,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1161129,13258,179221,6862,118350,5465,185693,6128,151912,7009,173685,7532,180579,7405,77513,5054,59986,3931,18202,2228,15988,2222,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136618,5076,17614,1974,10119,1439,17142,1837,13737,1955,19295,2170,25654,2406,14160,1936,12391,1842,3553,932,2953,648,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,184088,6013,28469,3552,21938,2178,36283,2781,29045,3029,25757,2730,23484,2352,9888,1652,6077,1216,977,477,2170,973,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1673237,15699,227233,6866,140289,5164,266665,7965,207342,5664,241443,6658,275631,6356,138744,6246,112410,4912,33069,2550,30411,2616,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
