GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001EA,B08012_001MA,B08012_002EA,B08012_002MA,B08012_003MA,B08012_003EA,B08012_004MA,B08012_004EA,B08012_005EA,B08012_005MA,B08012_006EA,B08012_006MA,B08012_007EA,B08012_007MA,B08012_008EA,B08012_008MA,B08012_009EA,B08012_009MA,B08012_010EA,B08012_010MA,B08012_011MA,B08012_011EA,B08012_012EA,B08012_012MA,B08012_013EA,B08012_013MA,B08012_014EA,B08012_014MA,B08012_015EA,B08012_015MA,B08012_016MA,B08012_016EA,B08012_017EA,B08012_017MA,B08012_018EA,B08012_018MA,B08012_019EA,B08012_019MA,B08012_020EA,B08012_020MA,B08012_021MA,B08012_021EA,B08012_022EA,B08012_022MA,B08012_023EA,B08012_023MA,B08012_024EA,B08012_024MA,B08012_025EA,B08012_025MA,B08012_026MA,B08012_026EA,B08012_027EA,B08012_027MA,B08012_028EA,B08012_028MA,B08012_029EA,B08012_029MA,B08012_030EA,B08012_030MA,B08012_031MA,B08012_031EA,B08012_032MA,B08012_032EA,B08012_033EA,B08012_033MA,B08012_034EA,B08012_034MA,B08012_035EA,B08012_035MA,B08012_036MA,B08012_036EA,B08012_037MA,B08012_037EA,B08012_038EA,B08012_038MA,B08012_039EA,B08012_039MA,state
0400000US01,1950193,12853,50533,3591,176701,6839,282124,8090,341395,8599,316324,8913,133249,6492,295236,9727,52327,4090,52743,3585,138428,6507,75205,4898,35928,2380,1029257,9457,25980,2701,84769,4789,139647,6317,172751,6473,163061,5314,72875,4664,159426,6998,28216,2893,29591,2941,80471,4238,48302,4089,24168,1893,920936,9529,24553,2520,91932,4729,142477,4973,168644,6222,153263,6530,60374,4313,135810,6563,24111,2829,23152,2283,57957,4384,26903,2642,11760,1724,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,345296,5258,28148,2330,66323,4634,68435,4333,64284,3612,47827,3741,10999,1824,24294,2709,3497,973,3724,983,12256,1861,9469,1412,6040,1051,196762,3679,16411,1729,37875,3290,37327,2801,36948,2857,24457,2362,6648,1566,13873,1981,2035,705,2059,618,8317,1496,6044,1032,4768,850,148534,3728,11737,1191,28448,2502,31108,2797,27336,2046,23370,2905,4351,965,10421,1620,1462,591,1665,700,3939,1048,3425,846,1272,429,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2669939,19893,72871,4536,265609,7860,364556,10186,421447,10995,412582,12315,188647,7650,402287,11273,78078,3845,110731,5330,204724,7574,106147,5575,42260,3440,1446478,12203,32401,2653,132778,6447,192928,7241,216413,8140,225001,7453,104851,6313,232175,8372,42205,2680,61922,4037,114909,5387,62598,3793,28297,3107,1223461,13577,40470,3524,132831,5861,171628,6888,205034,7346,187581,8295,83796,4621,170112,6808,35873,2626,48809,3199,89815,5047,43549,3874,13963,1676,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1208299,13420,52648,3590,170855,6954,210230,8425,207576,8385,178446,6908,68635,4561,134171,6170,25603,2833,32138,2721,63466,3431,42889,3997,21642,2258,646351,8923,28336,2431,86526,4554,106298,5963,106289,5831,92824,4894,36548,3472,77570,4721,14762,2147,19524,2291,35914,2584,25610,2969,16150,1940,561948,9709,24312,2389,84329,4619,103932,5309,101287,5310,85622,4529,32087,2988,56601,3305,10841,1623,12614,1442,27552,2459,17279,2153,5492,1170,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,16323951,43271,325805,10984,1335362,21281,2099382,26290,2467457,30069,2358076,24904,976551,16870,2450357,29602,422791,11493,694089,12646,1383016,18520,1257910,20335,553155,10703,8966158,27909,170288,8524,646265,11791,1072734,17636,1318349,20082,1276840,18669,533657,13207,1379161,19712,240077,7977,403163,9932,804661,14563,758746,13667,362217,9506,7357793,31515,155517,6531,689097,14532,1026648,15063,1149108,16909,1081236,16428,442894,10871,1071196,18912,182714,7045,290926,8874,578355,11277,499164,12619,190938,6267,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2506847,13812,74803,4221,249535,7850,355138,10282,384617,9158,376491,9636,166504,6234,354625,9876,83855,4483,94315,5290,189363,6928,127108,6165,50493,3983,1369637,9875,40520,3136,115767,5519,184200,6577,203403,8074,201886,6668,89708,4685,205783,6745,45987,2770,55254,3971,112742,5617,80330,4194,34057,3153,1137210,9576,34283,2693,133768,5707,170938,7316,181214,6114,174605,6766,76796,4194,148842,6153,37868,3212,39061,3218,76621,4283,46778,3547,16436,2047,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1683826,11524,49075,4158,163964,7546,256567,8634,268647,7854,266434,7723,111641,5325,209537,7457,47060,3478,59668,3824,108887,5542,92639,4333,49707,3208,876252,8069,26030,2864,77347,4989,125915,6904,132587,6498,138962,5449,56433,3721,108678,5160,26361,2564,32414,2790,61909,3836,58412,3719,31204,2722,807574,7704,23045,2391,86617,4375,130652,5288,136060,5746,127472,5706,55208,3753,100859,4813,20699,1891,27254,2686,46978,3470,34227,2232,18503,2059,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,415479,5959,9952,1532,36665,3074,67039,3937,71863,4441,68973,4490,26144,2550,54936,3403,11512,1916,10358,1549,27515,3084,20820,2141,9702,1584,211416,4243,5176,1059,17079,2176,34585,2631,34637,2905,35367,3154,13225,1811,28389,2553,5823,1321,5138,1028,13541,1799,12275,1683,6181,1216,204063,4216,4776,1099,19586,2015,32454,2712,37226,3093,33606,2935,12919,1824,26547,2219,5689,1155,5220,1146,13974,2277,8545,1364,3521,902,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,326050,5896,4044,1088,15252,2275,23879,2003,39454,3632,52376,3659,25631,2280,68477,4648,17474,2121,19044,2518,34827,2900,19273,2258,6319,1558,157370,3768,2057,790,8182,1810,11950,1705,20173,2290,24149,2178,12501,1698,33963,2938,8420,1569,9032,1625,15563,2099,8368,1470,3012,882,168680,4414,1987,657,7070,1408,11929,1651,19281,2373,28227,2702,13130,1329,34514,3244,9054,1520,10012,1790,19264,2102,10905,1874,3307,1074,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8170362,33838,157299,6287,607391,13749,1006762,19121,1274718,20497,1351443,20823,554285,15649,1347016,21123,261400,10600,331438,9420,688900,14889,424115,12017,165595,7362,4297414,23806,85227,5037,289163,9505,497196,12336,639693,15690,700135,13554,297387,11095,735160,16125,139929,8238,177636,7991,381145,10903,251761,8065,102982,5949,3872948,22102,72072,4642,318228,9523,509566,13340,635025,12907,651308,15971,256898,10070,611856,12747,121471,5559,153802,6847,307755,9905,172354,7857,62613,4129,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
