GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001EA,B12002A_001MA,B12002A_002MA,B12002A_002EA,B12002A_003MA,B12002A_003EA,B12002A_004MA,B12002A_004EA,B12002A_005MA,B12002A_005EA,B12002A_006EA,B12002A_006MA,B12002A_007MA,B12002A_007EA,B12002A_008MA,B12002A_008EA,B12002A_009MA,B12002A_009EA,B12002A_010EA,B12002A_010MA,B12002A_011EA,B12002A_011MA,B12002A_012EA,B12002A_012MA,B12002A_013MA,B12002A_013EA,state
0400000US13,4940106,11589,2431577,7059,752124,11686,1333569,14141,34725,3442,63286,3684,247873,8664,2508529,6536,584786,10148,1311883,14319,48174,3738,238355,7165,325331,7962,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,315849,2359,175714,1732,54535,2808,97445,3254,2460,810,3333,696,17941,1921,140135,1794,31203,2121,75880,3511,902,418,11547,1493,20603,2140,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1180670,3696,586696,2481,175284,5339,326876,6308,7339,1677,16602,1982,60595,3639,593974,2179,131960,4416,325923,7108,7994,1633,47362,2817,80735,4889,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7665239,16088,3751835,8654,1285108,13130,1983613,15717,39596,3276,99543,4397,343975,9054,3913404,9328,1081277,12383,1955929,14691,53539,3464,371800,7144,450859,9481,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4522522,7793,2205353,4910,681190,9518,1173457,12662,23137,1900,58770,2993,268799,6877,2317169,4349,567410,8716,1168768,12153,34159,2911,218497,5896,328335,8293,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2313596,3138,1133631,2049,347212,5970,625064,7395,9830,1458,32815,2071,118710,4564,1179965,2075,292197,5803,625597,7082,14706,2104,117328,3196,130137,4570,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1982107,4286,975015,3201,297175,5139,536536,7232,10828,1456,27636,2152,102840,4101,1007092,2859,238383,6014,536383,8621,12541,1611,93369,3478,126416,4751,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3160832,3779,1539023,3188,455094,7834,821832,10548,26644,2486,50190,3726,185263,5953,1621809,2638,363402,5894,817396,10067,42757,3076,170779,4825,227475,6736,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2398730,4679,1177296,3369,376205,6359,618381,9236,19096,2552,34394,2512,129220,6333,1221434,3141,297579,6486,609683,9870,27693,2921,127267,4455,159212,7263,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1070608,1402,518358,1386,160041,4196,267936,5103,3560,751,16122,1509,70699,3494,552250,992,139863,3198,268413,5680,6909,1317,51210,2548,85855,3969,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2865505,9254,1397145,5303,459305,7369,754373,8965,26480,2493,38779,2735,118208,5421,1468360,5159,386084,6384,745505,9604,27606,2531,141333,3912,167832,5829,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4532384,9713,2173624,5519,817810,10113,1082773,11991,32646,3286,57501,3206,182894,6694,2358760,5841,752195,9951,1074829,11794,38900,3198,224877,5866,267959,7431,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6498712,6644,3185223,3531,1039248,9922,1677208,12819,28541,2296,90874,3971,349352,8327,3313489,4078,855054,9825,1675388,11943,38719,2684,318403,5147,425925,8238,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3798921,5577,1870776,3697,615156,7543,1022639,8580,13270,1462,43536,2464,176175,5026,1928145,2966,508405,7253,1023240,9789,16723,1723,161418,4004,218359,6060,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1446236,3309,706340,2850,195267,5011,391207,7187,11893,1943,21022,1949,86951,5847,739896,2313,154356,4450,385252,6911,14647,2105,88292,3604,97349,4746,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4106143,4044,2000409,3185,601263,7979,1079821,10819,30693,2435,56432,2741,232200,7649,2105734,2989,505550,7573,1068049,11561,38080,2908,211218,4896,282837,7597,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,759451,1270,380521,1244,114208,3782,202265,5033,5412,1101,11477,1539,47159,3286,378930,1048,90963,2992,196589,5006,6218,1269,35866,2147,49294,3299,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1336762,3373,658763,2501,205925,4105,364823,5183,5625,1062,17164,1517,65226,3370,677999,2183,167399,4088,359084,5630,8508,1417,63556,2058,79452,3448,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1592340,9252,811478,5598,274273,5911,385143,6957,13869,2183,21519,2274,116674,5403,780862,5238,201712,5276,366236,7148,16074,2332,70451,4124,126389,4767,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1045716,2038,511922,1483,163063,4345,272710,4699,4747,1123,12771,1543,58631,3460,533794,1230,139182,4211,269840,5094,6460,1267,47031,2454,71281,3700,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5034202,17192,2442581,9470,844683,10216,1318071,11470,31747,3399,69312,3708,178768,6530,2591621,9488,718344,11145,1269035,11391,48060,3734,277031,6585,279151,8231,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1243841,10167,612982,6173,206923,6199,305835,7330,11184,2169,18597,2190,70443,4318,630859,5631,172988,6058,294874,7294,11660,1877,61142,2939,90195,3811,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10620546,22917,5149895,13291,1906994,13783,2601785,16538,85774,4236,148539,5717,406803,9399,5470651,12398,1687473,12855,2527271,16023,114279,5474,567084,8498,574544,11286,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5688353,9334,2763670,6946,816893,11096,1536335,13739,64909,4633,80808,4473,264725,8612,2924683,5110,667005,10242,1521540,12840,83519,4415,292907,5851,359712,6995,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,538179,1739,274989,1445,95447,3554,147883,3862,1871,719,6496,865,23292,1850,263190,987,65436,2938,145135,3395,1702,692,25265,1573,25652,1956,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7877083,5983,3831011,4081,1228147,11876,2002587,13463,50520,3785,115190,3661,434567,9488,4046072,3667,1034315,10189,1991298,14884,65683,3953,415258,7051,539518,11160,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2319377,4227,1135437,2980,317795,4585,620671,5954,18955,1912,35746,2494,142270,4696,1183940,2427,247091,4796,616843,6293,24882,2235,123381,3496,171743,4734,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2807217,9498,1375664,5995,447199,7832,696572,9016,19240,2650,39365,2907,173288,6889,1431553,4823,366071,6419,690385,9840,27251,3063,124688,4823,223158,6877,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8762555,10336,4251409,6475,1415936,14201,2242011,15991,75189,3704,136607,4663,381666,7864,4511146,5834,1216328,10805,2232581,13798,93855,4242,489898,6939,478484,10471,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,732584,3934,350212,2783,128498,3055,171579,4468,3506,1094,11424,1531,35205,2891,382372,2171,116949,3765,168255,5117,5499,1401,39196,2788,52473,3871,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2711567,6468,1323166,4398,384130,6236,731446,8520,28961,3035,40021,3384,138608,5524,1388401,3298,319515,6468,715616,10261,34397,2959,146405,4988,172468,5749,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,590803,1621,294863,1080,91983,3294,162918,4179,2842,693,8411,1134,28709,2675,295940,1200,71355,2193,158598,3750,2798,785,32115,1821,31074,2514,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4201839,5024,2034864,4231,570460,8816,1126610,13221,34370,3137,62347,4035,241077,7235,2166975,3232,484142,8600,1115468,13245,48709,3520,218959,5567,299697,7726,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15935842,29685,7866646,16531,2620754,20668,4151482,23544,144928,6873,186082,6181,763400,14945,8069196,17178,2154500,17468,4013819,26020,231453,8134,659924,12304,1009500,18862,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1922955,6696,955499,4331,300349,5960,546235,7178,11752,1986,17642,1998,79521,3805,967456,3528,240792,5676,553386,7170,15984,2196,56944,2859,100350,5140,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,501997,1502,245146,970,80875,2420,127556,3232,2601,644,6217,720,27897,2283,256851,819,70025,2418,125653,3372,3608,784,22807,1594,34758,2208,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4766841,9831,2346330,6199,731421,9395,1297539,11544,43515,3264,64203,3330,209652,6000,2420511,6701,610540,9399,1251907,13166,53270,4468,221101,5355,283693,8694,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4545360,11031,2258691,7183,723093,11180,1196609,13354,29876,2949,54226,3690,254887,8107,2286669,5506,577197,8946,1155216,11571,39156,3215,187669,5228,327431,7649,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1444968,2207,705094,1772,215729,5287,366221,7062,11060,2013,25511,2061,86573,4297,739874,1890,169005,5005,359846,7787,12291,1691,90434,3143,108298,4886,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4123810,5042,2035529,3182,657469,7767,1093746,10099,15350,2085,55249,2607,213715,5827,2088281,3262,536320,6665,1093087,10181,20956,2256,190018,4731,247900,6269,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,430287,2055,218460,1796,63282,2979,118396,3982,2954,946,5438,1101,28390,2680,211827,1821,47611,2938,113569,3919,2604,943,17126,1673,30917,2693,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2071847,18625,963871,10575,407420,8904,392129,8472,19296,1954,29827,2707,115199,6344,1107976,11102,376050,10317,405354,8050,33812,2901,117109,4830,175651,6056,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
