GEO_ID,B19215_001E,B19215_001M,B19215_002E,B19215_002M,B19215_003E,B19215_003M,B19215_004E,B19215_004M,B19215_005E,B19215_005M,B19215_006E,B19215_006M,B19215_007E,B19215_007M,B19215_008E,B19215_008M,B19215_009E,B19215_009M,B19215_010E,B19215_010M,B19215_011E,B19215_011M,B19215_012E,B19215_012M,B19215_013E,B19215_013M,B19215_014E,B19215_014M,B19215_015E,B19215_015M,NAME,B19215_001MA,B19215_001EA,B19215_002EA,B19215_002MA,B19215_003EA,B19215_003MA,B19215_004MA,B19215_004EA,B19215_005MA,B19215_005EA,B19215_006EA,B19215_006MA,B19215_007MA,B19215_007EA,B19215_008EA,B19215_008MA,B19215_009MA,B19215_009EA,B19215_010MA,B19215_010EA,B19215_011EA,B19215_011MA,B19215_012MA,B19215_012EA,B19215_013EA,B19215_013MA,B19215_014EA,B19215_014MA,B19215_015MA,B19215_015EA,state
0400000US01,24240,668,29589,1529,26856,1103,29917,1757,22329,1478,42029,3591,42646,4262,36851,5474,20927,658,19638,608,21812,1192,18240,452,37831,5042,38375,5387,34866,11290,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,48029,2650,51712,2709,42138,4381,45664,5947,31636,7504,86237,7921,87292,8656,70893,27973,42386,3208,36643,2484,39723,3549,29380,6502,87500,11949,86588,14004,90511,65845,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31889,433,35958,783,30830,746,32193,968,26533,1586,59966,2775,60831,2625,51649,6108,29136,891,25609,700,30638,1110,22188,604,51314,2658,52162,2721,47847,3968,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24142,845,29830,1348,27364,1520,29698,1914,21223,1827,41516,4375,40948,5245,49198,12618,19999,911,18274,941,21150,1788,16867,656,35938,4887,35106,5556,39723,13713,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,40842,335,47368,736,39848,841,44209,1766,29343,1024,73112,1806,75170,1716,59836,3595,35188,615,30089,461,39858,969,23248,443,64397,2209,65445,2099,59347,3179,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,38560,953,42699,1281,36383,936,39318,2009,27508,1793,67865,3212,67644,3420,69434,6237,35272,765,30795,771,36148,1011,23714,992,60086,4611,61200,4881,49266,5575,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,39839,1186,47603,1927,41207,1113,45742,2299,29351,2419,83929,8365,86046,5356,63272,7894,32697,1246,29667,1135,38726,3295,23973,1059,69267,5072,70543,5616,64167,13591,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36973,1316,42035,2342,37372,2277,40205,2827,33012,3321,70542,8264,70424,9106,71479,33472,32327,1957,29444,2098,37329,3542,23662,1437,61093,7505,60437,8553,68796,23221,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,61126,3665,66372,6193,50892,3352,56958,6477,30677,5883,128671,13318,128035,13818,136344,71278,56548,5324,44368,3763,53747,5827,26019,5210,113076,13777,114142,12777,94375,60187,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,30563,272,35919,493,30875,398,32233,571,26237,875,54610,1504,56243,1791,46468,2817,26667,364,23998,368,28595,874,21085,384,50212,1400,50242,1631,50061,3475,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31104,495,35954,1013,31856,698,34982,1577,23215,1444,53072,2871,53852,3147,49853,6049,27047,706,24969,852,30767,805,19138,608,46528,2664,46798,3705,45102,5141,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41669,1923,48937,3446,40481,2300,42684,3830,27210,5980,78937,6977,82688,9791,66482,4871,35022,2631,30012,1577,34156,5184,26074,1962,75937,7070,81409,6521,60669,10907,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
