GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001MA,C17007_001EA,C17007_002MA,C17007_002EA,C17007_003MA,C17007_003EA,C17007_004MA,C17007_004EA,C17007_005EA,C17007_005MA,C17007_006EA,C17007_006MA,C17007_007EA,C17007_007MA,state
0400000US39,2305695,23433,631102,11574,290595,8346,340507,8937,1674593,21039,838067,12587,836526,13178,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,699118,11644,205823,6109,89280,4492,116543,4238,493295,10395,256177,6609,237118,6738,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,912956,13915,275846,9753,132220,7241,143626,6287,637110,12153,317570,9733,319540,6765,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2461705,25569,629241,12051,283464,9218,345777,9002,1832464,21803,887549,14067,944915,13384,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,218136,8101,60936,4396,25091,2735,35845,3450,157200,7363,78711,4775,78489,4171,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,877460,14543,259145,8219,113988,5565,145157,6411,618315,12855,312937,9006,305378,8674,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,171751,5843,45209,3049,21679,2232,23530,2327,126542,5491,66648,3260,59894,3844,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1188412,22318,366286,11902,159982,8024,206304,7761,822126,18480,409105,11449,413021,11517,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4207506,38835,1127188,20812,489178,12924,638010,15071,3080318,32208,1658915,21989,1421403,18367,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,376888,9962,114117,6188,54030,4577,60087,4615,262771,8415,144106,5888,118665,5042,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,141152,5022,33392,3135,14954,1724,18438,2221,107760,4985,52369,3140,55391,3001,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1512864,18721,360139,9223,159050,6696,201089,6421,1152725,15218,573298,10034,579427,9986,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1470709,21133,372541,11373,174468,7815,198073,8327,1098168,16932,571642,11367,526526,10350,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,359863,8718,124873,5254,55692,3385,69181,3644,234990,7452,115266,5144,119724,5096,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1169736,14152,294437,8551,134933,5882,159504,5602,875299,13450,444213,8227,431086,8270,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,119783,5487,28409,2741,12477,1829,15932,1821,91374,4905,51964,3408,39410,2637,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,517634,11636,299730,8817,132431,5874,167299,5758,217904,8599,110858,5414,107046,4995,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
