GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001MA,C17007_001EA,C17007_002MA,C17007_002EA,C17007_003MA,C17007_003EA,C17007_004MA,C17007_004EA,C17007_005EA,C17007_005MA,C17007_006EA,C17007_006MA,C17007_007EA,C17007_007MA,state
0400000US01,809471,14554,257702,8376,113717,6371,143985,5365,551769,12581,273614,9082,278155,7533,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,154740,6004,27963,2749,13108,1770,14855,2091,126777,5568,72596,3608,54181,3091,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1302647,21866,365853,11710,171692,7960,194161,7563,936794,18800,491933,12748,444861,10580,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,521499,13530,172213,6865,74906,4806,97307,4842,349286,10920,181914,7205,167372,7003,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6835379,44335,1961479,26319,900996,16985,1060483,18007,4873900,36753,2562173,22081,2311727,25308,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1100300,13772,258802,8666,126240,7095,132562,5832,841498,13289,443543,9354,397955,8162,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,663876,12352,144112,5650,61349,3452,82763,4399,519764,10944,249760,8380,270004,6103,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,172263,6855,43937,3533,18911,2346,25026,2425,128326,6166,63113,4321,65213,3551,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,242889,6141,50863,3273,22935,2545,27928,2339,192026,6188,93973,4227,98053,3736,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3958430,37922,1092676,21962,495357,13567,597319,15534,2865754,31278,1418187,21743,1447567,17432,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1687863,20641,495965,12744,217461,8236,278504,9163,1191898,19073,605033,13643,586865,12085,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,244757,8872,59292,3887,26102,2620,33190,2579,185465,7904,99109,5088,86356,4410,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,271347,9824,84581,5921,37447,3687,47134,4185,186766,7496,93830,5350,92936,4123,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2378255,23417,597585,12419,266181,8588,331404,8654,1780670,21294,888563,16732,892107,11670,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1209489,14833,340932,9586,149373,6904,191559,5925,868557,11021,435396,9550,433161,7702,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,615305,10547,160396,6357,72287,4235,88109,3783,454909,8395,229031,6295,225878,5899,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,531915,10982,147015,6687,68465,4488,78550,4933,384900,8511,193583,5641,191317,5233,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,818742,14492,272281,8367,124974,5755,147307,6072,546461,11769,271706,8201,274755,7591,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,851929,16941,282158,11352,123108,6788,159050,7273,569771,13684,298309,9411,271462,8770,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,300306,8442,81509,4309,35521,2507,45988,3024,218797,7050,107089,4429,111708,4010,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1079756,14197,228115,7700,101732,4656,126383,5870,851641,13522,412468,9342,439173,9319,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1401337,18778,324700,9913,149273,7683,175427,5967,1076637,16832,525207,11074,551430,10718,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1929461,20311,568905,13445,268618,8381,300287,9625,1360556,16749,676171,11978,684385,10204,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1112262,14885,256708,7695,122774,5800,133934,4991,855554,13278,435932,9378,419622,7291,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,484464,10444,173673,6878,75662,4564,98011,5040,310791,8651,162624,6710,148167,5778,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1183613,15435,344682,9275,153828,5904,190854,6183,838931,13232,410482,9268,428449,8727,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,235584,8324,71429,4827,34291,3367,37138,3027,164155,6755,87023,4617,77132,3632,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,364693,8995,84392,4560,34699,2763,49693,3361,280301,7498,149022,5010,131279,4566,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,596308,12290,148294,6493,71517,4778,76777,3966,448014,10108,246224,7458,201790,6183,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,259796,7345,50733,3755,24406,2606,26327,2291,209063,6363,105284,3964,103779,4136,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1440508,20768,308372,8041,130828,5683,177544,6690,1132136,17769,563956,11450,568180,11653,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,392922,10178,127136,6082,60305,4159,66831,4233,265786,8916,135613,6073,130173,5289,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3933100,28290,1009346,15189,454730,9971,554616,11638,2923754,24755,1427928,18323,1495826,13900,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1841655,26314,527671,12559,230352,8816,297319,8841,1313984,21867,642871,13095,671113,13875,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,163566,6189,38469,3273,17784,2323,20685,2261,125097,5232,70262,3479,54835,3405,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
