GEO_ID,B18101B_001E,B18101B_001M,B18101B_002E,B18101B_002M,B18101B_003E,B18101B_003M,B18101B_004E,B18101B_004M,B18101B_005E,B18101B_005M,B18101B_006E,B18101B_006M,B18101B_007E,B18101B_007M,B18101B_008E,B18101B_008M,B18101B_009E,B18101B_009M,B18101B_010E,B18101B_010M,NAME,B18101B_001MA,B18101B_001EA,B18101B_002MA,B18101B_002EA,B18101B_003EA,B18101B_003MA,B18101B_004EA,B18101B_004MA,B18101B_005EA,B18101B_005MA,B18101B_006EA,B18101B_006MA,B18101B_007MA,B18101B_007EA,B18101B_008MA,B18101B_008EA,B18101B_009EA,B18101B_009MA,B18101B_010EA,B18101B_010MA,state
0400000US01,1259660,7529,330908,4535,16100,2142,314808,4564,796854,4921,124556,5148,672298,6575,131898,2039,57662,2701,74236,2875,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22055,2398,5031,1823,419,529,4612,1890,14727,1607,1615,711,13112,1610,2297,745,1027,697,1270,712,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,267799,6383,74088,4153,3750,1229,70338,4213,171045,3813,17452,2220,153593,3917,22666,1012,9147,1218,13519,1173,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,453356,4768,132558,3094,8357,1801,124201,3365,279802,3170,48144,3573,231658,4412,40996,1510,20539,1520,20457,1482,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2174789,15259,509652,9204,24655,2877,484997,8679,1414226,9671,201034,7447,1213192,13065,250911,2167,103821,4196,147090,4145,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,203860,4947,54372,3294,2727,1078,51645,3147,133189,2985,14520,2050,118669,3350,16299,880,5473,928,10826,955,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,360815,7037,95402,3751,4076,1096,91326,3937,230815,4390,26311,2274,204504,4308,34598,1113,12885,1476,21713,1604,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,198247,3431,51069,2563,1715,678,49354,2651,126624,1843,12943,1848,113681,2576,20554,341,6374,984,14180,1052,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,314296,2841,68299,1229,4536,1060,63763,1653,202657,2093,35305,3102,167352,3882,43340,848,20037,1799,23303,1719,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3122584,15489,854665,9480,39427,4279,815238,10300,1959998,8731,214728,8582,1745270,11597,307921,3860,121020,5190,186901,4824,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3080749,11854,853121,7207,33257,3321,819864,7994,1961052,7501,250454,9385,1710598,11632,266576,2807,109511,4295,157065,4803,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,25517,2675,6175,1362,103,147,6072,1329,17890,1718,1773,809,16117,1798,1452,467,598,279,854,434,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10712,1689,4527,1106,197,362,4330,1193,5575,1104,838,451,4737,1032,610,604,2,7,608,605,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1776792,10683,468038,6737,20478,2363,447560,7043,1114611,5663,144637,5074,969974,6858,194143,1794,82677,3185,111466,3244,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
