B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007EA,B08501_007MA,B08501_008EA,B08501_008MA,B08501_009EA,B08501_009MA,B08501_010MA,B08501_010EA,B08501_011MA,B08501_011EA,B08501_012EA,B08501_012MA,B08501_013MA,B08501_013EA,B08501_014EA,B08501_014MA,B08501_015EA,B08501_015MA,B08501_016MA,B08501_016EA,B08501_017EA,B08501_017MA,B08501_018MA,B08501_018EA,B08501_019EA,B08501_019MA,B08501_020EA,B08501_020MA,B08501_021MA,B08501_021EA,B08501_022EA,B08501_022MA,B08501_023EA,B08501_023MA,B08501_024MA,B08501_024EA,B08501_025EA,B08501_025MA,B08501_026EA,B08501_026MA,B08501_027MA,B08501_027EA,B08501_028EA,B08501_028MA,B08501_029MA,B08501_029EA,B08501_030EA,B08501_030MA,B08501_031EA,B08501_031MA,B08501_032MA,B08501_032EA,B08501_033EA,B08501_033MA,B08501_034EA,B08501_034MA,B08501_035MA,B08501_035EA,B08501_036EA,B08501_036MA,B08501_037EA,B08501_037MA,B08501_038MA,B08501_038EA,B08501_039MA,B08501_039EA,B08501_040EA,B08501_040MA,B08501_041EA,B08501_041MA,B08501_042EA,B08501_042MA,B08501_043MA,B08501_043EA,B08501_044MA,B08501_044EA,B08501_045EA,B08501_045MA,B08501_046EA,B08501_046MA,B08501_047EA,B08501_047MA,B08501_048EA,B08501_048MA,B08501_049MA,B08501_049EA,B08501_050MA,B08501_050EA,B08501_051EA,B08501_051MA,B08501_052EA,B08501_052MA,B08501_053EA,B08501_053MA,B08501_054MA,B08501_054EA,B08501_055MA,B08501_055EA,B08501_056EA,B08501_056MA,NAME,B08501_001EA,B08501_001MA,B08501_002EA,B08501_002MA,B08501_003EA,B08501_003MA,B08501_004EA,B08501_004MA,B08501_005MA,B08501_005EA,B08501_006MA,B08501_006EA,state
629962,10797,495390,8822,4931316,27143,117234,5029,394363,8366,1965178,18320,1242676,12650,558201,10113,369966,7278,283698,7058,606207,14155,31724,2279,61992,4165,260909,8211,133953,5243,57328,3723,34332,2316,25969,2085,2869481,21998,36876,3322,267685,7720,1511662,15514,567507,10504,228447,6145,149410,6131,107894,5090,578307,14739,38435,3261,85995,4230,253912,9412,96313,5785,41386,2682,32293,3272,29973,2949,174291,7884,4027,928,14363,2222,84426,4967,36488,3249,15964,1950,9910,1667,9113,1264,361168,10446,5757,1305,20760,2391,130287,5536,89543,5929,42027,3200,34051,3215,38743,3237,0400000US36,9520770,27988,234053,5831,845158,9545,4206374,18767,2166480,12953,943353,12074,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
279272,6886,212328,6043,3613316,23940,105409,5362,331425,8190,1587382,15829,818083,11730,358856,8647,235338,6089,176823,5731,424680,10295,22475,2733,53656,4457,205575,8654,82315,4995,31643,2762,18125,2238,10891,1573,50337,3499,1454,680,8839,1661,23993,2815,9508,1661,3721,833,1676,585,1146,518,78895,4875,10055,1431,21933,2609,25287,2953,10542,1831,4907,1003,3607,984,2564,642,55488,4107,3582,1045,6496,1361,22055,2578,13086,1822,4263,1021,3691,865,2315,783,209085,8535,3381,1135,11768,1972,78272,4620,58163,3987,22077,2462,16835,1949,18589,1866,0400000US37,4431801,22145,146356,6127,434117,7848,1942564,13944,991697,11072,425467,9094,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
29114,1800,22268,1559,349986,5110,13936,1828,45138,2585,147426,3786,68820,2581,34139,1803,23619,1768,16908,1490,39496,2851,1737,734,6326,1663,18664,2092,6540,1281,3366,784,1752,491,1111,301,2992,996,152,156,437,298,1820,782,360,197,132,149,48,57,43,50,13767,1366,1654,535,2048,724,3373,603,2482,506,1698,359,1187,352,1325,335,5829,957,103,96,1183,510,1798,553,1515,432,580,386,375,185,275,217,20458,1557,1074,530,1162,589,7146,1238,4159,714,2178,488,2133,439,2606,544,0400000US38,432528,5156,18656,2131,56294,2803,180227,4008,83876,2333,42093,1939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
378955,7441,278260,6026,4470112,23483,146879,5126,406750,10069,1842525,14862,1024525,9276,489970,8040,327203,7217,232260,5673,421891,11211,33784,2664,55126,3520,183570,6964,79161,3914,32819,2694,21388,2410,16043,1944,90912,4489,5042,1036,13576,1928,37717,2701,18007,2436,8859,1375,4441,848,3270,700,116290,4910,17111,1837,28516,2826,36490,2896,15735,1921,8331,1488,5320,1032,4787,842,58244,3923,5073,1201,8668,1557,22288,2528,10229,1645,6477,1288,3396,818,2113,575,193922,5919,4749,961,8831,1064,72411,4264,48170,3947,22767,2024,17207,1568,19787,2019,0400000US39,5351371,23418,212638,5474,521467,9649,2195001,13514,1195827,9740,569223,8769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
111410,3745,98761,3563,1415330,9802,47267,2582,147850,4158,610358,8346,294525,5035,137150,4063,95957,3245,82223,3432,181385,5956,10550,1527,24352,2548,86123,4037,32342,2418,14088,1683,6783,980,7147,1114,7500,1160,392,237,1051,559,3500,755,920,393,435,195,669,376,533,270,30095,2630,4864,1204,5893,1262,10143,1284,4421,674,2408,564,1497,456,869,247,25120,2254,2320,926,3859,854,9416,1522,5422,1121,1811,725,1360,524,932,265,61927,4350,4268,2520,3698,1009,22525,2459,12445,1587,6790,1100,5144,988,7057,1121,0400000US40,1721357,10123,69661,3023,186703,4174,742065,7291,350075,4756,162682,4527,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
136125,5101,88177,3570,1295903,13298,33932,2852,113153,4831,561379,8530,283763,6384,139628,4511,101107,4445,62941,3134,197675,8761,9384,1689,21730,2838,99471,5257,38800,3444,14155,1620,9568,1420,4567,1181,84680,4463,4099,998,11055,1954,41665,3271,12501,1813,6102,1136,6007,1164,3251,949,70267,4875,6398,1421,15446,2228,28498,3100,9234,1812,4447,805,3125,803,3119,770,66354,4645,2467,960,9493,1829,34887,3779,9920,1685,4055,906,3743,850,1789,610,113068,5768,1645,592,4808,1327,42204,3365,26471,2568,12855,1923,12575,2030,12510,1586,0400000US41,1827947,14246,57925,3427,175685,5176,808104,8871,380689,5837,181242,5619,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
439515,8008,344267,7706,4486721,25369,120451,4748,359252,7496,1790898,15718,1065607,9802,525881,7447,352483,7386,272149,6518,498848,13146,35748,2418,59836,3795,212403,8126,100990,5612,42926,3133,26618,2353,20327,2072,346027,10440,10580,1681,44234,3463,164211,6405,66135,3960,29797,2530,18296,1940,12774,1527,228328,9465,28405,2371,43646,4178,79433,5165,35457,2603,16352,2027,13842,1740,11193,1590,79835,5123,5235,1348,9311,1563,37748,3294,13335,1841,6987,1199,4401,1048,2818,631,243453,7418,7072,1038,13398,1771,84700,4122,60337,3891,29065,2356,23875,3519,25006,2292,0400000US42,5883212,21300,207491,6149,529677,8013,2369393,14309,1341861,8963,651008,8420,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
34725,2982,27236,2226,391442,8952,9923,1515,32971,2408,156025,5883,95917,3789,43685,2828,29648,2761,23273,2016,33075,3060,1649,628,4315,1020,14958,2286,6431,1148,2577,667,1369,455,1776,654,11843,1889,913,563,2678,815,4284,1193,2314,808,713,395,450,275,491,403,19857,1932,3119,682,5446,998,7372,1501,2196,764,683,382,714,397,327,265,7257,1325,539,336,933,387,2886,888,1373,463,735,342,627,361,164,182,19302,2118,653,321,1598,535,7446,1452,4809,1020,1674,657,1917,878,1205,365,0400000US44,482776,8201,16796,1773,47941,2707,192971,4923,113040,3730,50067,2817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
142063,5359,106759,3473,1717761,16809,51643,4311,167585,7153,746824,10632,375891,6814,165763,5640,121976,4784,88079,3570,197181,7242,11122,1909,26651,2869,91903,5508,38323,3745,12989,1621,9265,1313,6928,1178,15027,2542,581,453,2315,725,7686,2008,2081,716,1252,519,729,303,383,277,46716,3426,11315,2010,14090,1806,10265,1329,5688,1225,1529,606,1768,556,2061,503,33782,2987,3591,1272,3908,1060,14352,2046,7568,1343,1596,573,1428,620,1339,524,72724,4496,1496,529,2585,786,25507,2660,21655,2337,6615,1123,6897,1432,7969,1286,0400000US45,2083191,16367,79748,5174,217134,7159,896537,9317,451206,6578,189744,6308,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
34149,2211,27366,1553,343831,5912,15673,1407,33216,2289,138358,3417,71797,2302,37118,2156,27378,1962,20291,1458,40252,3445,3183,725,4544,854,19356,2272,6781,1099,2758,658,1956,802,1674,520,2143,935,166,218,221,201,962,721,619,528,86,100,7,12,82,61,18524,2242,2219,689,4918,1383,4516,991,2785,700,1744,459,1092,374,1250,341,6714,1256,629,413,892,440,1977,677,1405,562,1076,653,489,421,246,141,24119,2133,804,384,845,394,6810,988,5292,945,3318,557,3227,897,3823,644,0400000US46,435583,5207,22674,2017,44636,2538,171979,3165,88679,2361,46100,2408,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
193208,5371,152559,5420,2432006,20417,78003,5198,227951,7113,1048933,12280,541793,7978,241730,6621,166511,5144,127085,5223,266661,10224,13563,1870,32714,2733,130416,6672,48217,4102,18599,2388,12159,1746,10993,1676,24136,2757,1140,516,2553,926,10905,1793,4588,1178,2227,751,1644,554,1079,480,42220,3914,5509,1220,9200,1745,13816,2222,7249,1466,2557,663,1785,596,2104,727,38077,3723,2030,1100,4347,1463,15757,2572,9276,1685,3146,815,2281,666,1240,389,105862,4500,1933,599,4734,995,40771,3220,27590,2852,11948,1838,8828,1384,10058,1396,0400000US47,2908962,18366,102178,5631,281499,7588,1260598,10343,638713,6698,280207,6714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
711247,11933,551806,10060,9890587,40708,290901,8820,991378,14936,4588004,27279,2096084,18845,888449,12757,586865,11661,448906,8793,1299502,24570,86319,4998,167862,8805,624899,16984,241303,8303,87427,4909,55255,3742,36437,2795,196304,8786,9719,1911,24810,3152,88057,6499,39079,3709,16589,1910,11664,1981,6386,1114,191263,6567,20469,2529,39931,4023,73701,4996,26490,2731,12216,1627,9607,1520,8849,1418,215915,8530,13315,2004,27295,3157,97974,5317,42000,3882,19028,2368,9701,1483,6602,1154,494337,12488,8022,1416,22241,2527,204570,8649,123406,5541,53317,2981,38155,3176,44626,2979,0400000US48,12287908,36275,428745,10171,1273517,13014,5677205,21881,2568362,17108,1077026,12560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
77512,3144,50586,2507,1024204,11321,48903,3292,131495,4939,479984,7523,183764,4589,81323,2980,60605,2686,38130,2063,159372,7475,11800,1772,22666,3405,73685,4729,28639,2892,11709,1510,6742,1072,4131,937,33637,3122,2582,751,4248,1070,16236,2283,5269,981,2785,793,1755,581,762,317,31685,2915,4432,916,9434,1661,10577,1604,3114,713,1750,631,1055,461,1323,542,23055,2328,2410,735,4039,780,8847,1319,3725,853,2065,631,1435,658,534,224,73746,3681,1650,669,4089,900,35519,2618,14122,1417,6740,1214,5920,1125,5706,966,0400000US49,1345699,9050,71777,3446,175971,4792,624848,6478,238633,3772,106372,3422,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
26993,1719,23869,1645,241859,5235,7702,1012,19457,1914,90219,2919,56246,2068,29106,2020,21506,1410,17623,1522,27341,2504,937,318,3690,1034,12130,1617,5725,1122,2438,624,1296,412,1125,342,3504,761,404,314,621,381,1530,580,504,278,331,277,28,55,86,81,17070,2047,1613,436,4363,1076,5304,1073,2173,732,1751,543,881,415,985,439,3933,858,204,128,682,370,1643,604,555,251,349,241,159,129,341,250,22667,2115,358,187,966,440,5926,1016,5806,870,2779,573,3123,743,3709,679,0400000US50,316374,5773,11218,1109,29779,1748,116752,2844,71009,2328,36754,2139,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
267712,6960,203201,6137,3149273,21922,84623,4432,292190,7517,1364037,12604,713169,9572,315977,7031,220471,6646,158806,4762,362293,10294,21339,2594,40407,3568,170001,7297,72986,4516,25465,2030,18141,2074,13954,1805,122153,5396,5708,1709,17919,2515,55538,4820,24892,2559,7998,1664,6277,1268,3821,859,91106,6183,13566,2193,21474,2295,31152,3432,12003,1508,4043,1046,4187,1048,4681,1411,63147,4560,4126,1270,8547,1434,25219,3064,13999,1916,5556,1325,3181,792,2519,688,177271,5789,3461,928,9029,1412,66540,3880,43061,2947,20305,1854,15455,2085,19420,1842,0400000US51,3965243,20973,132823,5491,389566,9526,1712487,13139,880110,9010,379344,7622,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
223090,6143,154645,5319,2359776,16246,62192,4180,220635,8494,1029429,12565,520651,8479,247440,7348,168178,5597,111251,4590,328961,9474,13247,1887,40940,3912,151773,5765,65255,3980,29328,2958,18563,2192,9855,1518,207149,7429,6260,1368,27841,3306,105386,5281,34140,2973,17108,2109,10173,1485,6241,1081,115203,6562,8111,1368,19910,2699,52400,4080,17419,2437,7620,1476,4450,884,5293,1177,70410,4436,1959,794,8137,1815,31182,3655,17122,1850,5067,977,4019,860,2924,683,180826,7468,3415,897,9354,1524,67080,3985,42983,3623,21206,2265,17707,1946,19081,2023,0400000US53,3262325,17398,95184,4337,326817,8628,1437250,12409,697570,7477,327769,8083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
52707,2959,42165,2804,597028,8901,16437,1881,53392,3193,244749,6606,134861,4289,67047,3045,45040,2844,35502,2707,69364,4006,3318,864,8865,1655,30513,2680,13683,1669,5693,1027,4188,913,3104,768,4273,1019,593,320,1137,601,1136,590,641,328,218,209,139,124,409,296,21039,2209,1466,491,4695,1015,7100,1297,3649,873,2012,729,929,291,1188,441,8097,1374,772,353,613,375,3759,913,1563,594,683,439,452,258,255,182,18556,2186,605,318,1013,516,6979,1401,4244,1005,2049,659,1959,739,1707,557,0400000US54,718357,9350,23191,2213,69715,3818,294236,6815,158641,4364,77702,3188,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
196288,4665,136277,3926,2282733,15149,90861,4217,218579,5236,922339,8425,529790,5876,250449,4966,162924,4377,107791,3402,228297,6958,16770,1727,26517,2761,99417,4746,48221,3119,18555,1406,11083,1272,7734,1209,53383,3772,2848,663,11063,2165,21165,2173,10002,1342,3974,825,3000,796,1331,516,92313,4047,13797,1433,22840,2302,28733,2382,11664,1107,6132,1077,5054,717,4093,744,50096,3245,3886,922,8417,1451,18635,2196,10371,1518,3843,893,3295,782,1649,494,116946,4397,2669,649,5853,1082,37933,2547,32296,2098,13584,1507,10932,1069,13679,1538,0400000US55,2823768,12343,130831,4042,293269,5654,1128222,8487,642344,5305,296537,4878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
24080,2092,17136,1806,231752,5416,8128,1427,22910,2208,96086,4042,47955,2335,24076,1787,19160,1893,13437,1572,35074,3122,1273,702,4152,1145,18531,2546,5477,1196,2619,728,1913,695,1109,525,4705,1294,154,230,701,498,1859,786,976,535,467,259,245,273,303,268,10767,1921,741,355,2003,682,4479,1430,1337,602,771,312,884,397,552,335,6595,1394,440,328,710,488,2958,1109,1139,498,544,263,464,449,340,247,14216,2105,393,259,955,420,5041,1453,3133,858,1885,648,1414,642,1395,558,0400000US56,303109,4464,11129,1596,31431,2552,128954,3196,60017,1886,30362,2151,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
45479,2922,35832,2557,813865,11893,7073,1442,70110,4349,423764,7664,191716,6353,58900,3697,35809,2707,26493,2189,92076,5561,1331,531,7110,1781,47179,3939,22293,2492,8164,1579,3457,877,2542,720,27314,2559,464,329,2280,761,12642,1787,6261,1159,2972,837,1094,341,1601,535,37012,3196,806,431,4287,1239,14806,1953,8352,1404,3075,813,2884,714,2802,743,20682,2456,504,358,2423,902,9723,1723,4557,934,1700,582,1207,464,568,337,18732,2159,504,336,1105,530,6933,1477,5278,1205,2058,789,1028,473,1826,711,0400000US72,1009681,11991,10682,1559,87315,4229,515047,7917,238457,6389,76869,4022,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
