GEO_ID,C24040_001E,C24040_001M,C24040_002E,C24040_002M,C24040_003E,C24040_003M,C24040_004E,C24040_004M,C24040_005E,C24040_005M,C24040_006E,C24040_006M,C24040_007E,C24040_007M,C24040_008E,C24040_008M,C24040_009E,C24040_009M,C24040_010E,C24040_010M,C24040_011E,C24040_011M,C24040_012E,C24040_012M,C24040_013E,C24040_013M,C24040_014E,C24040_014M,C24040_015E,C24040_015M,C24040_016E,C24040_016M,C24040_017E,C24040_017M,C24040_018E,C24040_018M,C24040_019E,C24040_019M,C24040_020E,C24040_020M,C24040_021E,C24040_021M,C24040_022E,C24040_022M,C24040_023E,C24040_023M,C24040_024E,C24040_024M,C24040_025E,C24040_025M,C24040_026E,C24040_026M,C24040_027E,C24040_027M,C24040_028E,C24040_028M,C24040_029E,C24040_029M,C24040_030E,C24040_030M,C24040_031E,C24040_031M,C24040_032E,C24040_032M,C24040_033E,C24040_033M,C24040_034E,C24040_034M,C24040_035E,C24040_035M,C24040_036E,C24040_036M,C24040_037E,C24040_037M,C24040_038E,C24040_038M,C24040_039E,C24040_039M,C24040_040E,C24040_040M,C24040_041E,C24040_041M,C24040_042E,C24040_042M,C24040_043E,C24040_043M,C24040_044E,C24040_044M,C24040_045E,C24040_045M,C24040_046E,C24040_046M,C24040_047E,C24040_047M,C24040_048E,C24040_048M,C24040_049E,C24040_049M,C24040_050E,C24040_050M,C24040_051E,C24040_051M,C24040_052E,C24040_052M,C24040_053E,C24040_053M,C24040_054E,C24040_054M,C24040_055E,C24040_055M,NAME,C24040_001MA,C24040_001EA,C24040_002EA,C24040_002MA,C24040_003MA,C24040_003EA,C24040_004MA,C24040_004EA,C24040_005MA,C24040_005EA,C24040_006MA,C24040_006EA,C24040_007EA,C24040_007MA,C24040_008EA,C24040_008MA,C24040_009MA,C24040_009EA,C24040_010MA,C24040_010EA,C24040_011MA,C24040_011EA,C24040_012MA,C24040_012EA,C24040_013EA,C24040_013MA,C24040_014MA,C24040_014EA,C24040_015MA,C24040_015EA,C24040_016MA,C24040_016EA,C24040_017MA,C24040_017EA,C24040_018EA,C24040_018MA,C24040_019EA,C24040_019MA,C24040_020MA,C24040_020EA,C24040_021EA,C24040_021MA,C24040_022MA,C24040_022EA,C24040_023MA,C24040_023EA,C24040_024EA,C24040_024MA,C24040_025MA,C24040_025EA,C24040_026MA,C24040_026EA,C24040_027MA,C24040_027EA,C24040_028MA,C24040_028EA,C24040_029EA,C24040_029MA,C24040_030EA,C24040_030MA,C24040_031EA,C24040_031MA,C24040_032EA,C24040_032MA,C24040_033MA,C24040_033EA,C24040_034MA,C24040_034EA,C24040_035EA,C24040_035MA,C24040_036MA,C24040_036EA,C24040_037MA,C24040_037EA,C24040_038MA,C24040_038EA,C24040_039EA,C24040_039MA,C24040_040EA,C24040_040MA,C24040_041MA,C24040_041EA,C24040_042MA,C24040_042EA,C24040_043MA,C24040_043EA,C24040_044EA,C24040_044MA,C24040_045EA,C24040_045MA,C24040_046EA,C24040_046MA,C24040_047MA,C24040_047EA,C24040_048MA,C24040_048EA,C24040_049MA,C24040_049EA,C24040_050EA,C24040_050MA,C24040_051MA,C24040_051EA,C24040_052EA,C24040_052MA,C24040_053MA,C24040_053EA,C24040_054MA,C24040_054EA,C24040_055EA,C24040_055MA,state
0400000US01,1455624,14395,825963,11063,22958,2513,15035,2378,7923,1554,83189,4720,185438,6235,33853,2862,83636,4790,63778,4825,44686,4150,19092,2036,16529,2213,36881,2972,24842,2518,12039,1612,85455,4963,52474,3690,40,66,32941,3387,78772,4338,38201,2907,40571,3014,33312,3196,6490,1481,26822,3036,39104,2996,63058,5170,629661,9157,3187,1059,2334,856,853,446,8527,1296,61845,3726,10198,1660,66927,4587,16749,1722,10734,1224,6015,1519,10396,1825,60470,3864,50865,3665,9605,1471,49910,3747,33427,2756,175,168,16308,2218,233328,7411,80952,4655,152376,6209,40022,4139,4944,1018,35078,4003,23934,2298,44168,3241,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,235742,5428,136503,3951,10644,1368,2043,526,8601,1318,16755,2289,5867,1264,3407,960,11988,1955,15327,1711,11962,1553,3365,830,4077,1207,3503,997,1040,538,2463,847,13116,2115,8631,1767,292,222,4193,1131,15026,1861,5981,1129,9045,1523,9096,1560,1663,545,7433,1479,5705,1439,21992,2286,99239,3561,1987,560,834,337,1153,415,1946,636,1261,387,1384,630,9410,1460,5188,1052,3939,896,1249,502,2258,768,6498,1076,4947,1007,1551,522,7751,1141,5587,1023,101,117,2063,617,35763,3126,9729,1327,26034,2609,7797,1555,1342,498,6455,1389,3878,1068,14118,1841,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1976524,18167,1142174,12661,29153,3008,15058,2087,14095,2133,130532,6363,122226,5562,40485,2734,120214,6420,88830,4594,71694,4366,17136,2377,25364,2428,92002,4796,66272,4088,25730,2465,152596,6236,72277,4438,1031,577,79288,4944,126424,5531,54021,3945,72403,4375,88834,5493,21074,2425,67760,5634,47754,4047,77760,3750,834350,12958,4446,985,2403,764,2043,627,11748,1748,46190,3967,16855,1866,86175,5063,28306,2803,22353,2550,5953,1279,9632,1551,95310,4990,75279,4218,20031,2325,88001,5271,51906,3846,998,592,35097,3737,295426,9852,99715,4963,195711,8135,64926,5162,11955,2086,52971,4099,33906,2872,53429,3373,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905507,12141,519860,8183,28345,2766,20315,2047,8030,1875,54182,4316,102421,5093,18425,1985,64517,3581,43949,3865,32689,3163,11260,1678,11738,2147,22352,2264,15340,2084,7012,1453,42490,3196,23278,2456,443,356,18769,2079,52026,3609,21037,2188,30989,2737,24055,3163,4517,1131,19538,3115,23544,2144,31816,2847,385647,8219,3083,690,2516,634,567,323,3649,991,38773,3276,5114,1291,47705,3883,8533,1427,5787,1153,2746,794,6272,1513,27675,2514,21847,2174,5828,1115,24627,2676,16283,2273,401,309,7943,1523,158797,5656,57493,3860,101304,4725,22057,2590,2968,829,19089,2626,16079,2502,23283,2460,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11739967,44774,6932260,27058,199109,7584,171853,7184,27256,2562,668175,15197,1006199,14962,295482,7497,658388,14158,499678,12565,407778,11043,91900,5849,263554,8642,404166,10617,249502,7875,154664,6885,1041977,16092,636259,12797,5248,1083,400470,10463,709515,13096,296801,8439,412714,10112,525879,15742,144753,7095,381126,12446,302186,8733,357952,9937,4807707,29104,52365,3869,48842,3858,3523,890,59088,3930,432367,12125,137795,5926,463910,10649,140463,6354,111723,5787,28740,2997,133315,5738,436557,11071,311195,10094,125362,6015,574031,11354,397493,9649,4298,993,172240,7326,1503762,20666,464263,10150,1039499,17636,358682,10016,97105,4773,261577,9505,236880,8777,278492,9901,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1861100,15385,1087734,9729,48013,3396,19569,2251,28444,2784,143342,6237,112453,5306,40893,2790,101636,5295,72750,4022,57822,3535,14928,1826,41766,2814,71212,4443,45552,3281,25660,3096,159565,6207,109949,4890,900,396,48716,4262,104652,4991,51161,3644,53491,3555,84372,5351,22814,2690,61558,4176,43976,3593,63104,4015,773366,10788,11477,1386,4997,1137,6480,995,12122,1842,38199,2963,16042,1850,73579,5269,22969,2261,17568,2051,5401,1057,24916,2566,76673,4525,57151,3751,19522,2196,99128,4038,68476,3193,565,366,30087,2936,249900,7794,90440,4935,159460,6221,61557,4417,12740,1807,48817,4216,39366,3972,47438,3152,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1198821,11926,685689,8873,3214,1010,2923,1033,291,219,67618,4802,118097,6087,28422,3071,57226,3927,35521,3146,26811,2716,8710,1299,20317,2241,76532,4370,60312,3835,16220,2078,91362,4872,61661,4254,647,319,29054,2783,82125,3884,38057,2811,44068,3311,44159,4482,14850,2182,29309,3416,25990,2661,35106,2557,513132,7564,1578,658,1497,676,81,94,4642,1020,44268,3369,10263,1576,40738,3487,10637,1777,7675,1459,2962,862,11885,1402,67322,3272,57795,3351,9527,1576,51325,3270,37867,2701,417,306,13041,1874,198076,6244,69055,3835,129021,5352,30136,2523,10595,1556,19541,2421,19794,1923,22468,2247,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,310870,5921,166213,3938,1702,609,1506,617,196,148,17155,2139,24010,2541,5688,1297,16779,2044,12986,1691,11098,1587,1888,666,3262,947,16733,1702,13323,1533,3410,904,19836,2029,12299,1444,156,129,7381,1604,18145,2089,8894,1663,9251,1374,10431,1843,2691,901,7740,1585,7760,1282,11726,1698,144657,4784,537,306,537,306,0,185,1359,433,11594,1660,1264,509,14966,1715,3265,829,2807,813,458,280,1499,612,20156,2139,17757,1951,2399,987,12407,1676,8145,1316,42,70,4220,1115,54665,3772,18934,1967,35731,2937,6779,1458,2001,749,4778,1166,3624,990,12542,1907,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,257943,6112,129114,3895,124,148,54,88,70,116,6021,1347,2051,776,885,361,5243,1224,5379,1358,4658,1199,721,456,5714,1088,10728,1774,5321,1113,5407,1351,32998,3049,28655,2659,38,61,4305,1056,15758,1825,8655,1405,7103,1347,11368,1839,3107,733,8261,1646,9703,1330,23142,2001,128829,3894,43,72,0,198,43,72,1012,499,1126,484,647,352,4778,1313,2402,758,2261,758,141,117,5294,861,8229,1416,3743,969,4486,1088,30232,2701,26078,2478,74,91,4080,1050,28921,2423,11509,1685,17412,1902,8042,1303,2514,870,5528,1134,13541,1896,24562,2042,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6087897,34738,3386830,23407,50417,5178,44943,5074,5474,1297,404234,12573,260573,9298,142134,6342,396579,11966,261757,9561,215482,8149,46275,4379,91464,5780,242873,9010,148634,7136,94239,5035,500584,10852,254394,7505,2490,771,243700,9906,355030,10205,140897,6914,214133,8737,319731,12460,92224,6318,227507,10244,155741,6549,205713,6894,2701067,20971,12840,1981,12542,1906,298,292,40426,3368,106480,5893,62819,4176,292494,10139,80312,6152,67013,5396,13299,2046,49617,4074,273664,9102,196330,7846,77334,4795,328606,10673,198367,8872,3280,1030,126959,6251,937869,15410,290130,9261,647739,13082,245456,11316,57041,4816,188415,9927,134368,6710,136116,6294,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
