GEO_ID,B19119_001E,B19119_001M,B19119_002E,B19119_002M,B19119_003E,B19119_003M,B19119_004E,B19119_004M,B19119_005E,B19119_005M,B19119_006E,B19119_006M,B19119_007E,B19119_007M,NAME,B19119_001MA,B19119_001EA,B19119_002EA,B19119_002MA,B19119_003EA,B19119_003MA,B19119_004MA,B19119_004EA,B19119_005MA,B19119_005EA,B19119_006EA,B19119_006MA,B19119_007EA,B19119_007MA,state
0400000US01,53764,933,49796,835,53991,2059,67412,3150,62423,4261,55812,8933,51838,8503,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,82307,2332,75937,3437,78887,6209,105542,6639,99562,10219,84480,12148,73023,10052,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,59700,943,56351,1009,60392,1842,71195,2813,58969,3230,56360,3480,61504,5324,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,51528,921,48723,1249,51544,2328,60477,2034,57944,3914,48976,5991,56821,13858,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,71015,368,66458,681,70732,761,81740,966,69670,1511,67853,2054,73511,2157,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,75405,844,69468,1368,76458,1595,88796,2351,78616,4895,75120,9024,82569,5670,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,88819,1385,77385,1710,91131,2297,109688,4033,103161,6906,103965,14209,94461,9360,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,72594,1921,62493,3297,73945,4969,91790,8405,81870,6009,96370,13537,114375,45604,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,84094,6264,91195,6684,73044,7103,84299,16853,92942,20161,61540,20274,52067,34409,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,57212,401,53590,505,57012,910,66509,1087,64816,2093,60692,2362,61670,3905,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,58885,791,53790,976,58239,1423,70242,2295,65532,2549,57211,7216,62394,5631,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,79187,1960,67314,2725,77695,4128,91096,4076,91176,7368,81134,7662,128389,9403,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,58101,1643,53014,1727,59858,4039,67189,4881,62873,2979,67027,8245,67889,9660,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,71796,579,63820,782,72343,1256,86818,1329,81448,2179,73082,3037,74660,4019,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,60780,522,54511,727,62357,1575,74584,1569,68265,2918,68737,4435,67132,3929,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,67771,1010,60800,856,71600,1790,81600,1688,81970,4340,67400,5567,69746,10557,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,66425,836,60562,1028,67349,1755,80639,2769,72181,4936,73567,5466,78154,5164,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,54776,748,48798,1019,57057,1569,69593,2434,64253,3332,56639,5621,61534,5675,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,56573,851,50522,1112,56237,2494,74184,3005,67293,4635,62972,7385,54364,12696,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,62078,917,54636,1563,67255,3440,78177,3985,76225,8530,75189,10960,76838,16984,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,89678,1191,78467,1460,91363,1915,107081,3670,105798,4266,103609,3981,92426,10328,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,87951,980,72260,1070,90399,1783,111463,2716,108942,4520,102791,7353,105436,13226,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,62143,472,54839,661,65203,1150,80093,1138,75990,1798,64616,4506,60722,5072,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,77941,867,68515,883,80804,1464,98447,2488,91491,3043,82826,4190,68906,5252,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,50178,750,45244,1173,49125,2084,62400,2826,55829,2951,48849,4501,51470,6507,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,61299,545,54632,643,63491,2088,74298,2461,73594,4075,70648,3843,69033,5744,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,60643,919,54555,1490,64729,3130,71261,4791,73005,6777,60850,10466,50625,7952,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,66120,1068,59050,1195,67921,3021,82330,2856,74875,4012,69676,7309,64105,9583,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,60824,867,56409,2015,62630,2859,67807,3588,63135,3334,61248,3948,70530,12075,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,80581,1396,70122,2618,81218,3212,100952,2913,103122,7253,121597,8785,117264,38491,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,88419,975,73099,1221,89983,1916,110956,1348,108060,4918,107740,6285,94892,9497,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54705,1503,53689,1913,51327,3524,61046,4297,52838,4975,66734,14075,57529,8572,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,71115,401,62377,587,71989,912,88642,1507,83511,2401,76044,3977,70713,3450,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,57380,633,53215,707,58780,1783,69727,2112,63030,2507,53655,3326,54943,6044,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,75221,2022,69631,3216,72038,5518,84506,8131,96731,6509,83414,19984,101189,22302,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,62300,393,55705,449,64165,1722,78889,1497,76417,1543,65092,3394,63053,3776,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,58710,664,54857,872,58191,1699,67219,2043,65101,2921,65381,4028,62188,7378,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,62670,908,59204,1220,66186,2211,76240,2942,60689,3646,56062,6109,71794,8940,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,67876,593,58187,666,73235,1188,86010,1384,83260,2089,79693,4068,76363,4735,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,71212,1750,61740,2262,72482,4600,87352,5782,87347,8533,74695,36142,114466,34854,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,56491,965,52659,1085,57295,2112,66807,1974,58995,4147,61600,8904,51760,6207,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,66936,1622,61040,1558,69443,2800,80150,3532,79508,5108,62911,8104,49788,9371,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,55557,646,50679,680,57528,1796,67438,1945,66160,2423,54707,4171,50291,4835,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,62830,498,59296,648,62636,1068,72612,1532,64051,1519,61035,1500,65922,2487,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69535,1022,59901,1320,67002,2203,75687,2834,76647,2253,80339,2399,91481,2882,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,67154,1730,60029,1965,72900,5020,82930,5977,83474,10728,81054,12630,96169,12090,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,78290,913,69195,1073,79861,1876,92623,1991,91253,2862,88705,5337,90037,9921,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,74193,983,68505,1292,78227,2170,86782,2274,75133,2180,76700,4768,74606,8214,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,52413,1041,47034,1143,56320,2460,67036,4034,62105,5870,62043,6614,63160,8694,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,67187,651,59597,794,69410,1598,85859,1627,81893,2422,71622,5022,64540,5578,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,72460,2520,66616,3091,74245,6322,84067,8047,89544,16427,96941,17293,96857,12388,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22477,486,19320,503,23833,1087,27644,1301,30152,2235,31165,3864,31108,4505,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
