GEO_ID,C15003_001E,C15003_001M,C15003_002E,C15003_002M,C15003_003E,C15003_003M,C15003_004E,C15003_004M,C15003_005E,C15003_005M,C15003_006E,C15003_006M,C15003_007E,C15003_007M,C15003_008E,C15003_008M,C15003_009E,C15003_009M,C15003_010E,C15003_010M,C15003_011E,C15003_011M,C15003_012E,C15003_012M,C15003_013E,C15003_013M,C15003_014E,C15003_014M,C15003_015E,C15003_015M,C15003_016E,C15003_016M,C15003_017E,C15003_017M,C15003_018E,C15003_018M,NAME,C15003_001MA,C15003_001EA,C15003_002MA,C15003_002EA,C15003_003EA,C15003_003MA,C15003_004EA,C15003_004MA,C15003_005EA,C15003_005MA,C15003_006EA,C15003_006MA,C15003_007MA,C15003_007EA,C15003_008EA,C15003_008MA,C15003_009EA,C15003_009MA,C15003_010EA,C15003_010MA,C15003_011EA,C15003_011MA,C15003_012MA,C15003_012EA,C15003_013MA,C15003_013EA,C15003_014MA,C15003_014EA,C15003_015EA,C15003_015MA,C15003_016EA,C15003_016MA,C15003_017EA,C15003_017MA,C15003_018EA,C15003_018MA,state
0400000US13,6576408,7928,92880,5767,41866,3736,90744,5604,127494,6683,127951,6976,171966,7028,175184,7350,115803,6468,1552824,22018,317143,10465,372490,10473,1016920,17469,462543,10577,1199733,17773,503513,12185,126094,5754,81260,4703,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,974586,1323,11887,1495,5899,1044,11744,1640,9906,1757,6540,1418,11907,2114,11137,1764,11869,1431,256074,7629,21593,2980,55478,3480,156064,5727,102149,5128,200315,6801,66113,3443,22015,2148,13896,1623,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1045193,2587,10914,2009,5653,1436,11245,2003,12746,1750,10705,1557,16764,2431,18757,2533,16394,2167,240690,7582,54172,4287,96818,5130,191639,8876,97174,4710,175108,7366,58255,3882,16311,1951,11848,1891,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8639076,4208,100798,5179,51930,3858,143173,7084,155400,6671,106885,6175,147443,5905,165181,6129,151056,6865,1985764,22736,319917,8596,567622,12072,1240128,19247,670372,10692,1737022,19299,808866,12837,178177,6267,109342,5205,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4342916,4585,42947,3174,13361,2525,30496,3374,80906,4693,65855,4488,95150,4999,104271,5583,68684,4003,1263948,14250,224065,6828,288684,8295,625951,11932,367996,8519,682893,12042,290178,8756,55635,3594,41896,2950,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2062734,3591,14526,1939,5865,1277,9097,1478,33922,2842,17061,1749,25848,2564,34483,2849,21588,2045,571438,8875,83452,3789,147511,5926,293611,7346,233906,7248,383943,7715,129844,5601,31909,2784,24730,2136,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1881521,3917,17676,2173,7447,1330,16938,2177,31532,2957,22790,2096,25917,2132,33828,2898,26756,2479,419478,9831,79272,3892,154706,5236,298813,8121,153284,5349,381292,8675,156450,5231,33162,2423,22180,2286,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2967181,5158,36766,3437,14792,1877,26670,2634,117350,5575,63522,4302,83219,4484,79176,4664,39544,2892,789610,11322,213973,6350,197815,6728,416570,9330,228473,8578,386963,8874,197252,7186,47789,3392,27697,2563,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3060688,5183,36053,3172,18893,2443,33964,2936,85379,5782,64822,3897,101697,6354,105082,5956,56613,4069,876986,14826,156542,6113,164415,6318,493580,11821,165066,7574,463860,10327,160595,6662,47873,3343,29268,2632,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,959407,1697,6022,849,1052,340,2686,742,19903,1952,10459,1226,13962,1735,14154,1486,11176,1500,263085,7578,47202,3313,59158,3276,135341,4829,93426,3363,185890,5324,69374,3130,14346,1586,12171,1624,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4062813,3446,39759,3532,25471,3090,49082,4860,52892,3472,55094,4213,72576,5419,68619,4646,59121,3761,917417,16344,126509,5758,240278,8602,536437,11971,265874,8477,841315,13053,489164,10095,121503,4966,101702,4928,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4654351,2622,66941,4471,41437,4182,50043,4613,72118,4704,52899,3555,67259,3925,62336,4021,66814,3900,1027761,15586,133271,5429,218769,7448,512158,11399,365816,9317,1077993,16983,594755,11778,131136,5157,112845,4628,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6680525,4001,77091,4081,17552,1667,35242,2648,85040,4316,75909,4055,131948,5189,152778,5788,102030,4780,1709421,14114,271426,6659,499790,10200,1076213,14283,618746,10916,1105362,12648,529318,9649,115303,4600,77356,3632,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3672583,3319,41718,3237,10715,1632,14353,2072,41980,1914,28561,2681,40082,2924,49455,2834,45644,2894,827997,11498,115380,4271,245342,6458,548621,8643,404201,7415,834094,10954,295956,6532,75732,3980,52752,2701,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1950710,4021,26633,2733,10887,1706,20182,2667,56253,3693,45971,3321,64834,4357,74602,4416,36612,2953,466649,9475,119287,6914,115390,5440,334622,9588,167835,5889,254250,9001,112856,7040,26090,2656,17757,2001,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4076767,4964,35058,3264,8069,1394,18839,2953,83500,4202,54974,3288,94245,4570,98217,5679,60924,4045,1083421,15155,196334,5353,293320,8244,625111,12794,304044,7777,696669,12058,307730,9575,68066,3905,48246,3503,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,695850,2391,2778,622,789,368,1123,542,10368,1458,6127,966,8880,1233,12832,1549,8505,1404,179135,5009,34030,2842,45863,3444,124370,5198,57211,3500,135401,4062,48606,2864,11287,1593,8545,1430,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1224701,2481,15754,2243,6801,1397,13974,2263,16720,2028,13238,1766,15978,1892,20200,2145,16496,1783,288812,5833,44748,2749,95240,3808,188153,5302,126818,4505,247729,5860,82051,3726,18375,1574,13614,1512,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1919598,2061,29920,2685,14804,2103,47598,4398,25257,2845,32127,3299,36769,2747,48092,3481,51002,3786,462876,11219,77938,4423,142022,6220,352787,9720,154943,6567,291473,8160,105579,5040,29796,2485,16615,2019,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,931304,1569,4916,1071,1787,1053,3284,1151,13794,2040,10508,1397,14112,1892,13619,1783,10983,1513,228002,6138,37991,2772,55501,3413,119492,6145,91285,4301,201723,6114,92567,3643,17685,1897,14055,1985,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6127931,1949,80253,3541,45950,3570,89339,5938,101285,5533,66278,4962,86835,5853,99522,5139,100464,4456,1577888,18006,151835,6796,310162,8008,735270,12848,391582,10107,1415973,17840,633971,13243,146463,6029,94861,4675,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1373822,3505,15589,1762,11670,1911,34687,3221,29001,3178,30640,3017,32508,2570,37894,3326,25123,2937,299171,8727,63113,4314,81677,4673,240044,7869,109771,5494,206947,6867,110475,4634,19348,2180,26164,2737,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13539612,4821,266165,8016,120807,6164,246932,8968,268687,8897,212188,7848,243992,8999,271497,8600,300307,10056,3074611,26668,525296,11322,624873,12108,1552848,17732,1163427,15347,2651150,25950,1459502,19804,363125,10196,194205,7656,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6661937,8478,77608,4737,39698,3444,83754,4635,133970,6879,147484,6955,171617,6314,160925,6108,87670,5111,1484395,16833,287890,7667,423979,9948,1035991,13623,614392,11939,1239857,17105,481543,10314,103494,5184,87670,4391,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,478850,1774,2914,893,547,308,1565,612,10752,1088,3999,836,5834,1108,6189,1061,5466,1081,115457,4034,17936,1646,33060,2488,79340,4311,64475,3549,94873,3685,24779,2189,6226,1101,5438,1085,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7857460,5100,67190,3662,16959,2503,26062,2362,122706,5991,99610,4614,165181,6043,212015,8770,126308,5028,2372992,19919,293571,7274,523788,11122,1079663,14728,659197,11371,1301747,14716,576319,11526,126136,5108,88016,3939,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2529885,3184,23833,2152,10943,1661,29065,2511,43012,2772,46758,2872,56606,3359,72008,3233,39705,2566,668381,9490,133054,3867,188500,5065,420738,8531,185914,5470,405799,8929,145813,4747,36137,2681,23619,2317,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2746957,3516,31501,3503,16437,2501,29446,3300,37742,3504,30707,3221,39242,3054,53638,4311,44733,2948,541003,13366,125775,5374,223519,7076,495115,11119,231853,7170,528064,10563,224113,6852,54432,2864,39637,2897,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8858865,4222,87077,4625,27688,3397,48508,4592,145601,6526,113778,6298,182789,7019,195933,6108,133594,5235,2871756,20881,348571,8261,477418,10000,957508,11504,700919,11931,1554120,16640,729846,11905,159382,5964,124377,5476,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,725871,1262,11408,1567,8033,1578,7891,1578,14277,2142,16205,2447,17245,2120,16721,2486,11465,1596,173794,6750,34572,3162,37804,2713,95861,4771,59701,3690,131408,5182,61834,3447,14100,1576,13552,1919,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3260929,4938,34596,2236,17600,2791,31942,2716,64146,4351,65221,4596,92878,5573,88618,5195,56965,3765,839898,12597,149325,7674,187997,6848,486246,11175,288524,8986,543917,10129,232819,8602,46936,3501,33301,3061,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,555488,2208,3327,770,864,463,1677,646,13053,1320,6175,1036,8279,1157,7762,1325,5237,851,146637,4761,23485,2305,33854,2586,88120,4017,62802,3101,111108,4957,30003,2446,7382,1166,5723,1163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4425073,5132,50948,4547,25668,2867,41376,3402,121697,5542,76827,4556,115134,6345,126990,5203,70351,4380,1195880,16469,277667,7168,270428,7750,637701,14051,296099,8523,717801,12456,280082,8696,67725,3652,52699,3446,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17087888,8810,336879,10368,269834,10455,555822,12071,379899,10586,461388,15740,348130,11573,409078,12793,284665,9064,3526354,31942,772500,14793,1074624,15370,2772573,29104,1147113,21584,3104847,31267,1184625,17808,266893,8222,192664,7444,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1704734,2360,12926,1781,5834,1392,20319,2916,11624,1808,16434,2303,18438,2410,30209,2701,30740,3156,346201,8094,45661,2813,137522,5081,329813,6788,168810,7165,353832,8046,127178,4847,26075,2188,23118,1864,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,438279,1113,2998,767,248,163,1098,472,7812,1214,4319,956,6368,1126,6785,1274,5419,1046,120115,4165,14237,1338,24586,1878,57369,3391,34024,2292,91472,3360,43653,2698,10253,1456,7523,1019,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5623295,6583,70038,4623,29567,3526,66350,5864,102637,5469,78027,4928,107887,5418,113273,5570,77210,4216,1164037,15591,218339,8621,339427,9497,781292,13182,408872,9709,1173872,15877,655001,13355,137648,5936,99818,4407,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4784484,4372,56365,4706,29827,3113,50705,4637,56669,4462,45740,4160,59510,3722,77498,5807,82247,5125,903776,12893,186948,7209,371353,10802,799271,12356,479799,10338,1005685,15756,410459,9771,100407,4519,68225,3508,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1296350,2745,11429,1568,2966,731,10274,1714,39554,2950,28957,2650,43537,3319,40036,3042,15293,1801,444699,7960,88219,5489,74701,4015,164026,6707,84402,5166,152434,5625,70397,3494,14478,1798,10948,1476,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3898162,3715,33041,2485,9927,1585,18798,2193,53262,3410,34948,2865,52911,3158,70625,3369,63124,3110,1100818,15127,143850,4796,256185,6839,549750,9909,402829,7874,736544,11569,269393,7536,60549,2863,41608,2769,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,388962,2214,1192,498,1336,869,1632,824,4209,1277,3776,925,4767,1003,7535,1351,4395,1021,86194,4517,20565,1918,35128,2725,73289,4441,41611,3191,69557,4127,23807,2284,5370,1299,4599,963,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2400677,2961,62426,4134,120798,5835,108844,5783,106692,5650,100757,5905,45391,3184,56109,4698,26762,2816,608205,11020,61731,3421,34815,3365,257709,8025,223726,7213,417133,8916,113643,5769,32070,3094,23866,2826,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
