GEO_ID,C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,NAME,C23022_001MA,C23022_001EA,C23022_002MA,C23022_002EA,C23022_003EA,C23022_003MA,C23022_004EA,C23022_004MA,C23022_005EA,C23022_005MA,C23022_006MA,C23022_006EA,C23022_007MA,C23022_007EA,C23022_008MA,C23022_008EA,C23022_009EA,C23022_009MA,C23022_010EA,C23022_010MA,C23022_011EA,C23022_011MA,state
0400000US32,1850890,2781,936688,2493,739385,6007,505397,6900,233988,6382,197303,6509,914202,2002,635766,7671,375039,8274,260727,7441,278436,7655,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,884936,2176,441602,1830,377268,3854,262106,4380,115162,3797,64334,3596,443334,1795,349039,4706,198708,5386,150331,4776,94295,4521,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5854571,4922,2903312,3375,2355270,10629,1700313,10793,654957,11080,548042,10602,2951259,3376,2142354,12370,1271647,12551,870707,12633,808905,12932,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1321382,3365,661015,3282,496833,7765,339172,7519,157661,5680,164182,7017,660367,2400,434511,6500,251582,6124,182929,6812,225856,6559,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13106133,7833,6440810,5639,5003916,16190,3501205,20954,1502711,17716,1436894,17067,6665323,5391,4722849,20233,2796055,19476,1926794,17326,1942474,19837,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6439029,6829,3160714,6313,2462567,12121,1729774,14571,732793,12520,698147,11340,3278315,5693,2299034,14826,1343623,13070,955411,13227,979281,15374,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,484618,1449,253708,1683,227338,2714,164205,3696,63133,3258,26370,2073,230910,1541,189935,2796,107671,3138,82264,3794,40975,2307,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7465692,5937,3704752,4812,2961377,11916,2053870,12852,907507,13055,743375,11365,3760940,4822,2772209,13159,1571452,15733,1200757,15236,988731,13950,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2467660,2899,1236193,2628,976154,5901,713319,6797,262835,6500,260039,5957,1231467,2318,852968,6616,517076,7643,335892,6656,378499,6874,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2576162,4139,1289640,3905,1022431,8037,657551,7770,364880,9418,267209,7309,1286522,3101,932068,8068,462622,7350,469446,7556,354454,7763,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8271445,4968,4118985,4004,3260052,13321,2284142,13566,975910,12289,858933,13774,4152460,4480,3055581,12734,1751446,13875,1304135,14708,1096879,12055,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,700928,1921,345044,1391,277029,3698,182355,4023,94674,3594,68015,3793,355884,1461,267750,4435,143234,3796,124516,4011,88134,4279,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3110169,4941,1524242,3881,1164255,8578,816234,11377,348021,10826,359987,8893,1585927,3811,1097726,9514,646645,10892,451081,9497,488201,10491,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,536210,2026,273543,2033,241321,2696,174370,3796,66951,3630,32222,1989,262667,2141,216455,3359,131213,3574,85242,3663,46212,2830,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4235354,4583,2081095,4420,1603371,10981,1120476,11473,482895,11548,477724,11096,2154259,4118,1488138,11365,863988,12151,624150,11669,666121,11040,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,17509733,9324,8765472,7753,7071255,17877,5171625,21924,1899630,23804,1694217,17464,8744261,8073,5998511,24864,3632567,23147,2365944,23794,2745750,24603,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1835465,3447,925968,2471,796039,5420,556745,6502,239294,6376,129929,5440,909497,2601,654057,6662,316785,6564,337272,5874,255440,6779,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,413624,1302,204144,915,173029,2042,116378,2983,56651,2729,31115,2027,209480,1177,165432,2962,88664,2780,76768,2679,44048,2751,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5517735,5062,2741873,5084,2256898,9754,1645086,10557,611812,10148,484975,9343,2775862,4822,2072065,11772,1244064,14114,828001,11899,703797,11304,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4642945,4832,2350465,3767,1912003,10873,1333529,10757,578474,10116,438462,10438,2292480,4204,1649486,9292,885072,12011,764414,11445,642994,9658,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1181653,2551,593448,2260,415888,4964,291606,6328,124282,5108,177560,4980,588205,2174,372064,5691,216013,5796,156051,5370,216141,5717,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3731107,4131,1877451,3750,1580333,6802,1096839,7605,483494,8219,297118,6001,1853656,3317,1475803,8670,810549,9042,665254,9067,377853,7957,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,381640,1503,196875,1995,170824,2965,121644,3209,49180,2754,26051,2436,184765,2111,145004,3013,81828,2971,63176,2963,39761,2973,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2261002,2578,1086931,2100,585374,9188,378585,8943,206789,7342,501557,9654,1174071,2194,514616,8023,312666,7304,201950,6087,659455,8292,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
