GEO_ID,C23022_001E,C23022_001M,C23022_002E,C23022_002M,C23022_003E,C23022_003M,C23022_004E,C23022_004M,C23022_005E,C23022_005M,C23022_006E,C23022_006M,C23022_007E,C23022_007M,C23022_008E,C23022_008M,C23022_009E,C23022_009M,C23022_010E,C23022_010M,C23022_011E,C23022_011M,NAME,C23022_001MA,C23022_001EA,C23022_002MA,C23022_002EA,C23022_003EA,C23022_003MA,C23022_004EA,C23022_004MA,C23022_005EA,C23022_005MA,C23022_006MA,C23022_006EA,C23022_007MA,C23022_007EA,C23022_008MA,C23022_008EA,C23022_009EA,C23022_009MA,C23022_010EA,C23022_010MA,C23022_011EA,C23022_011MA,state
0400000US01,3122235,4363,1525643,4093,1128480,8663,810798,10086,317682,8970,397163,8975,1596592,3817,1036441,8925,615236,9331,421205,8093,560151,9609,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,500012,2068,266176,1985,227415,3051,147935,3892,79480,3753,38761,2809,233836,1804,176956,3336,97502,3585,79454,3696,56880,3512,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4219712,4149,2116953,3688,1626540,9324,1127972,12319,498568,11160,490413,9206,2102759,3411,1413751,12362,816508,12953,597243,10462,689008,12046,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1878431,4192,930275,3892,697071,7105,503782,8135,193289,5686,233204,7526,948156,4023,626139,8333,374917,7711,251222,7756,322017,8042,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25714347,10195,12924983,7449,10025283,23656,6813620,26054,3211663,27255,2899700,24156,12789364,7894,8551578,28082,4690649,27640,3860929,28319,4237786,29517,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3558725,4193,1808502,3684,1538425,8104,1079586,9630,458839,9046,270077,8292,1750223,3245,1328455,7550,757829,10590,570626,10337,421768,7752,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2363717,3143,1169201,2401,961759,6599,662937,8481,298822,7414,207442,6600,1194516,2947,904682,7301,495870,7753,408812,7742,289834,7867,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,600467,1491,292330,1248,230297,3398,161795,3762,68502,3308,62033,3370,308137,1130,231958,3804,141552,4731,90406,4310,76179,3644,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,480661,861,229646,907,181613,3075,128478,3966,53135,3490,48033,2960,251015,799,193546,3809,125490,3880,68056,3480,57469,3888,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12517831,8827,6186072,7462,4678098,20756,3293144,21922,1384954,18507,1507974,19914,6331759,5232,4326881,21064,2628619,21090,1698262,19339,2004878,20377,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6632341,6354,3249033,5606,2474062,13620,1759939,16460,714123,15105,774971,14320,3383308,5428,2288264,13717,1383342,14674,904922,13959,1095044,14497,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,915870,1750,474011,1592,385048,3684,280438,5006,104610,4754,88963,3651,441859,1448,325176,5489,202464,5037,122712,4669,116683,5374,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1015148,3062,509295,2795,420888,4824,284007,5866,136881,5002,88407,4511,505853,2430,362850,5492,186077,6864,176773,5586,143003,5746,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8453074,5045,4204225,4223,3374025,13627,2362699,14302,1011326,12619,830200,13061,4248849,4205,3073413,14200,1776105,14720,1297308,15164,1175436,14537,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4250543,4859,2115317,3945,1703278,9616,1185164,11608,518114,8665,412039,10256,2135226,4177,1561251,10662,872624,11487,688627,9739,573975,10147,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1973004,3252,998365,3030,860444,5272,616380,5822,244064,5149,137921,5077,974639,2962,789813,5696,462055,6643,327758,6124,184826,5072,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1842200,3637,931707,3671,784536,5928,562573,6104,221963,5914,147171,5136,910493,3325,690832,6791,404266,6352,286566,6122,219661,6900,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2856129,4335,1424354,4018,1075046,9096,748763,9013,326283,8043,349308,9200,1431775,3467,970224,7530,556288,8303,413936,8623,461551,7512,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3024654,5577,1491354,4397,1103198,8043,800070,10019,303128,8775,388156,9076,1533300,4442,1023004,9953,628622,9748,394382,8239,510296,10543,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,859680,1666,422914,1803,348108,4362,230228,5358,117880,3874,74806,4050,436766,1730,334778,4272,180609,4639,154169,4782,101988,4406,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3952972,4377,1927410,3340,1572153,8729,1148735,11145,423418,9888,355257,8220,2025562,2893,1537823,8768,955194,10914,582629,8731,487739,9049,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4504629,3863,2209607,3083,1820734,10485,1250138,11970,570596,9924,388873,10194,2295022,2980,1781897,10310,967280,11247,814617,10621,513125,10297,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6426501,5017,3192573,3526,2465848,12093,1632276,12941,833572,12506,726725,11883,3233928,3960,2295990,11669,1218456,13630,1077534,10574,937938,11221,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3540242,3741,1784720,3172,1550156,6557,1080930,8455,469226,7600,234564,6517,1755522,3020,1442571,7077,802745,7679,639826,7960,312951,6542,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1911586,3952,935961,3099,660689,7665,471092,7530,189597,6883,275272,7854,975625,2958,624961,7455,382251,8040,242710,6194,350664,7988,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3895633,4440,1929954,4069,1524170,8912,1045817,10322,478353,9496,405784,9098,1965679,3099,1438065,11059,853072,11464,584993,9637,527614,10734,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,652821,2081,329514,1768,276287,3054,183812,4090,92475,3604,53227,3016,323307,1550,245519,3897,127609,3948,117910,3895,77788,3882,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1191808,2682,601283,2220,532277,3949,393072,4690,139205,3912,69006,3400,590525,2012,480762,4090,286102,4408,194660,4468,109763,3946,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
