GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001EA,B21001A_001MA,B21001A_002EA,B21001A_002MA,B21001A_003EA,B21001A_003MA,B21001A_004MA,B21001A_004EA,B21001A_005EA,B21001A_005MA,B21001A_006EA,B21001A_006MA,B21001A_007EA,B21001A_007MA,B21001A_008EA,B21001A_008MA,B21001A_009MA,B21001A_009EA,B21001A_010MA,B21001A_010EA,B21001A_011EA,B21001A_011MA,B21001A_012EA,B21001A_012MA,B21001A_013EA,B21001A_013MA,B21001A_014MA,B21001A_014EA,B21001A_015MA,B21001A_015EA,B21001A_016EA,B21001A_016MA,B21001A_017EA,B21001A_017MA,B21001A_018EA,B21001A_018MA,B21001A_019EA,B21001A_019MA,B21001A_020MA,B21001A_020EA,B21001A_021MA,B21001A_021EA,B21001A_022EA,B21001A_022MA,B21001A_023EA,B21001A_023MA,B21001A_024EA,B21001A_024MA,B21001A_025MA,B21001A_025EA,B21001A_026MA,B21001A_026EA,B21001A_027EA,B21001A_027MA,B21001A_028EA,B21001A_028MA,B21001A_029EA,B21001A_029MA,B21001A_030MA,B21001A_030EA,B21001A_031MA,B21001A_031EA,B21001A_032MA,B21001A_032EA,B21001A_033EA,B21001A_033MA,state
0400000US01,2623500,4139,1267733,2890,352990,2669,15042,1731,337948,3243,431721,2718,49491,3364,382230,4175,221806,769,48069,2890,173737,3006,160819,731,68533,3089,92286,2913,100397,608,59827,1928,40570,1878,1355767,2443,348983,1911,2446,852,346537,1975,438263,1803,6575,1294,431688,2294,235767,1228,3376,781,232391,1368,182657,804,2295,678,180362,1047,150097,749,2173,615,147924,914,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,368248,2388,193510,2058,61922,1833,7836,1627,54086,2145,66915,1138,16511,1977,50404,2199,37140,415,9413,1177,27727,1148,19819,503,11524,1024,8295,909,7714,313,5092,476,2622,475,174738,1275,53595,1280,2074,690,51521,1397,61950,839,2996,841,58954,1143,33171,182,895,382,32276,421,16484,371,347,207,16137,396,9538,313,515,268,9023,407,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4098506,16243,2013884,9713,584519,7014,24576,2583,559943,7177,655681,4442,74033,4217,581648,5783,324137,1733,69040,3625,255097,3972,265302,1332,117587,3832,147715,3949,184245,878,110940,3192,73305,3097,2084622,8293,553880,5383,5212,1272,548668,5722,655211,4196,12519,1575,642692,4346,353759,2021,8195,1308,345564,2551,293823,1177,3621,771,290202,1350,227949,1053,3461,883,224488,1112,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1809394,3942,881229,2766,255767,2689,11776,1728,243991,3024,295306,1935,32547,2831,262759,3443,145803,818,32700,2125,113103,2379,111586,812,46303,2201,65283,2213,72767,720,41997,2064,30770,2101,928165,2217,246672,1771,2483,889,244189,2001,297723,1613,4846,943,292877,1931,156276,953,2618,792,153658,1220,125140,645,1729,640,123411,868,102354,430,848,379,101506,521,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18485703,36759,9126510,22970,2853098,14179,93531,5159,2759567,14488,3181405,12366,218743,7707,2962662,14664,1486116,6359,203256,6227,1282860,8524,951045,3976,345333,6334,605712,6519,654846,3119,346091,5292,308755,6018,9359193,20917,2716964,11255,18003,2190,2698961,11685,3113161,11163,31976,2759,3081185,11494,1538646,5740,17713,1987,1520933,5993,1065033,4187,8524,1289,1056509,4208,925389,3648,14088,1514,911301,4002,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3503330,9350,1738034,6174,546747,4469,27680,2725,519067,4795,612933,3493,70280,3843,542653,5239,293856,1452,60377,3042,233479,3361,180755,950,80491,3127,100264,3199,103743,951,63708,2051,40035,2254,1765296,5254,518797,3696,6530,1171,512267,3753,600827,3495,14857,1868,585970,3699,305729,1621,7712,1183,298017,1884,193926,942,2713,590,191213,1109,146017,1148,2852,722,143165,1328,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2220428,8496,1066077,5496,280039,3921,6885,1296,273154,4149,369056,2786,24725,2527,344331,3158,202617,1084,26700,2121,175917,2372,125541,780,47670,2558,77871,2339,88824,474,52418,1753,36406,1804,1154351,4555,273935,2846,1225,615,272710,2918,386937,2838,3943,1051,382994,2904,213368,1436,1868,555,211500,1553,140986,757,839,349,140147,846,139125,664,2125,561,137000,870,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,522401,2591,250517,1724,67124,1186,3793,946,63331,1419,81654,1075,10317,1327,71337,1604,44665,538,10108,1206,34557,1103,34851,395,16337,1079,18514,1184,22223,279,12286,1071,9937,1067,271884,1481,68544,1026,663,431,67881,1012,83844,943,1861,627,81983,1013,49867,408,1430,563,48437,688,38907,179,333,201,38574,294,30722,242,261,169,30461,303,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,231564,2934,114342,1908,53197,1342,1409,506,51788,1308,37892,1052,2595,668,35297,1028,11149,450,783,320,10366,546,7599,466,1975,663,5624,575,4505,287,2743,467,1762,561,117222,1519,61103,1097,365,260,60738,1122,31025,845,726,448,30299,925,10820,399,131,116,10689,403,8691,283,82,137,8609,321,5583,168,483,466,5100,477,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12341444,21519,5984390,12131,1532908,5724,60768,4451,1472140,7572,1942186,8226,207561,7090,1734625,10421,995734,3373,193749,6182,801985,6952,849730,2628,336139,6595,513591,7370,663832,2239,378876,5996,284956,6008,6357054,12477,1468460,8108,13175,2269,1455285,8015,1963685,5669,32266,2823,1931419,6251,1096710,3594,21818,2464,1074892,4440,958129,3090,9529,1362,948600,3318,870070,2367,11719,1648,858351,2903,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
