GEO_ID,C15010I_001E,C15010I_001M,C15010I_002E,C15010I_002M,C15010I_003E,C15010I_003M,C15010I_004E,C15010I_004M,C15010I_005E,C15010I_005M,C15010I_006E,C15010I_006M,NAME,C15010I_001MA,C15010I_001EA,C15010I_002MA,C15010I_002EA,C15010I_003MA,C15010I_003EA,C15010I_004EA,C15010I_004MA,C15010I_005EA,C15010I_005MA,C15010I_006EA,C15010I_006MA,state
0400000US37,55348,4061,18792,2175,5591,1207,12577,1992,5138,1411,13250,2088,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1276,704,583,518,0,147,34,83,209,191,450,399,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,36359,2957,13155,2068,3438,962,7904,1726,2902,743,8960,1414,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18289,1585,5520,1054,2145,649,3562,704,3082,856,3980,977,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31524,2832,13230,2075,2196,838,5329,1295,3180,1012,7589,1430,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,60023,3931,20967,2427,6279,1215,14104,2112,6743,1379,11930,1722,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10184,1797,2890,794,531,395,3006,1002,1510,661,2247,945,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19219,2656,7550,1799,1567,552,4691,1327,2170,734,3241,930,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3022,1202,1051,736,280,267,713,606,714,456,264,391,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22333,2483,7676,1734,1066,529,4722,1128,2659,835,6210,1201,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,738500,14448,234550,8437,59362,4033,179855,8012,108855,6022,155878,7859,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23591,2628,7917,1383,1988,692,4580,1296,4245,1098,4861,1323,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,1745,561,864,455,111,107,239,194,148,108,383,221,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,91930,5996,40898,3618,4434,1040,21394,2619,5776,1417,19428,2502,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,60820,4132,24289,2539,4938,1233,11341,1807,5138,1186,15114,1793,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,2714,916,798,475,416,329,224,199,389,232,887,560,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,22244,2172,7515,1316,1660,550,4111,1026,3103,679,5855,1114,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3368,987,1518,779,500,299,235,229,238,173,877,550,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,578511,10529,158769,6986,52068,4074,178325,6486,111809,6066,77540,5276,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
