GEO_ID,B13002A_001E,B13002A_001M,B13002A_002E,B13002A_002M,B13002A_003E,B13002A_003M,B13002A_004E,B13002A_004M,B13002A_005E,B13002A_005M,B13002A_006E,B13002A_006M,B13002A_007E,B13002A_007M,NAME,B13002A_001EA,B13002A_001MA,B13002A_002EA,B13002A_002MA,B13002A_003EA,B13002A_003MA,B13002A_004MA,B13002A_004EA,B13002A_005MA,B13002A_005EA,B13002A_006EA,B13002A_006MA,B13002A_007EA,B13002A_007MA,state
0400000US01,749139,2954,36634,3195,26217,2638,10417,1856,712505,4209,363514,6186,348991,6197,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,111118,1554,6588,1148,5637,1118,951,323,104530,1750,51233,2666,53297,2641,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1168434,8484,59609,4091,37550,3028,22059,3212,1108825,9275,481547,9887,627278,12080,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,521375,2947,29876,2645,20776,2261,9100,1475,491499,4029,248958,5910,242541,6137,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5608506,18749,267428,9107,182847,7827,84581,4471,5341078,20332,2272977,20082,3068101,21735,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1068584,6051,58595,4779,39928,3001,18667,2808,1009989,7425,475517,7754,534472,8195,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,617283,4733,29051,3305,19667,2406,9384,1981,588232,5479,245886,5107,342346,6405,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,144208,1773,6616,1157,4691,877,1925,675,137592,2121,57689,3010,79903,2683,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,89519,1389,4089,1239,2918,788,1171,860,85430,1866,25031,1875,60399,2134,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3231317,11473,145391,6976,95057,5019,50334,4100,3085926,13100,1334703,15752,1751223,17726,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1413049,6509,76702,5297,57166,4502,19536,2488,1336347,7914,668065,9362,668282,9511,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,74862,1583,5292,1104,4127,860,1165,640,69570,1826,36809,2318,32761,2088,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,341032,2531,19838,1994,14861,1755,4977,1154,321194,3278,161107,5318,160087,5907,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2159767,8200,102279,4408,76454,3913,25825,2483,2057488,9478,926835,10943,1130653,13167,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1282790,4965,67005,3989,43691,3233,23314,2458,1215785,6064,562406,7858,653379,9221,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,631751,2817,37083,2686,25137,2398,11946,1604,594668,3352,285606,5515,309062,5129,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,555623,3143,29836,2544,21526,2106,8310,1499,525787,3921,259162,5550,266625,6363,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,893193,3078,49562,3043,32641,2235,16921,2129,843631,4251,419141,5692,424490,6302,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,672261,3591,31184,2975,22449,2646,8735,1567,641077,4558,301701,6496,339376,6276,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,273888,1526,12584,1630,7334,1125,5250,1342,261304,2086,110976,4386,150328,4224,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,784904,4707,37874,2825,27792,2652,10082,1718,747030,5468,350160,6723,396870,7423,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1264726,6176,50224,3690,38405,3255,11819,1745,1214502,6324,488337,8064,726165,9560,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1741666,4777,87736,4524,60965,3418,26771,2481,1653930,6936,739117,10410,914813,10004,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
