GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001MA,C27009_001EA,C27009_002EA,C27009_002MA,C27009_003MA,C27009_003EA,C27009_004MA,C27009_004EA,C27009_005MA,C27009_005EA,C27009_006MA,C27009_006EA,C27009_007EA,C27009_007MA,C27009_008EA,C27009_008MA,C27009_009MA,C27009_009EA,C27009_010MA,C27009_010EA,C27009_011MA,C27009_011EA,C27009_012MA,C27009_012EA,C27009_013EA,C27009_013MA,C27009_014MA,C27009_014EA,C27009_015MA,C27009_015EA,C27009_016MA,C27009_016EA,C27009_017EA,C27009_017MA,C27009_018EA,C27009_018MA,C27009_019MA,C27009_019EA,C27009_020MA,C27009_020EA,C27009_021MA,C27009_021EA,state
0400000US13,9906878,3443,4767586,7391,1269254,6034,1040,613,1268214,6074,2971121,5651,95545,5187,2875576,7692,527211,2183,89237,4327,437974,4328,5139292,6335,1218993,5608,1721,882,1217272,5632,3229524,3776,23709,2502,3205815,4864,690775,2678,8512,1622,682263,2952,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1367770,2267,674703,2594,157871,1291,62,73,157809,1300,416392,2404,12527,1717,403865,2775,100440,625,13577,1479,86863,1589,693067,2062,150147,1290,507,455,149640,1413,419677,1472,3279,800,416398,1677,123243,962,1889,579,121354,1138,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1612889,1331,800730,3195,221162,2306,124,169,221038,2327,470688,2425,19557,2237,451131,3086,108880,1238,23723,1867,85157,2256,812159,3009,209500,2248,155,180,209345,2260,480206,2129,3102,923,477104,2253,122453,1225,1581,512,120872,1363,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12702393,1320,6204806,5051,1518519,3215,807,391,1517712,3263,3937112,3632,78901,4544,3858211,5638,749175,2161,112883,3857,636292,4402,6497587,5037,1462383,3594,412,387,1461971,3573,4061257,3444,13124,1660,4048133,3819,973947,2722,7806,1025,966141,3018,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6498029,543,3180599,5120,807294,4065,978,533,806316,4149,1974813,3143,54781,3423,1920032,4616,398492,1718,79200,3651,319292,3828,3317430,5123,772698,4228,708,561,771990,4286,2037684,3166,9901,1437,2027783,3553,507048,2033,5745,1013,501303,2126,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3062900,1029,1520427,3798,372279,2995,300,285,371979,3014,940881,2826,25859,2140,915022,3294,207267,1212,44478,2049,162789,2374,1542473,3534,351072,2561,183,200,350889,2563,931260,2277,4750,876,926510,2287,260141,1428,3210,478,256931,1526,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2845414,1780,1402512,3736,368295,2734,351,248,367944,2790,857425,3023,24948,2445,832477,3521,176792,1440,35785,2119,141007,2450,1442902,3711,352613,3031,998,673,351615,3020,867739,2613,5091,1132,862648,2515,222550,1713,2934,676,219616,1766,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4328524,1238,2114097,4122,521131,3271,315,242,520816,3226,1312942,3557,43739,3269,1269203,5122,280024,1718,56391,2820,223633,3129,2214427,4026,491640,2963,201,150,491439,2968,1371728,2838,7001,1157,1364727,3064,351059,1868,5217,1082,345842,2223,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4547572,1845,2192530,4370,566215,3830,103,114,566112,3826,1359287,3489,40505,2933,1318782,4715,267028,1635,43911,2745,223117,3030,2355042,4246,546403,3799,374,323,546029,3802,1465365,3005,7988,1490,1457377,3034,343274,1925,5686,1059,337588,2301,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1315996,592,638706,2018,129921,1107,103,107,129818,1120,401838,1536,15739,2076,386099,2227,106947,923,25367,1791,81580,1625,677290,1903,127469,1236,148,106,127321,1234,420991,1561,3652,861,417339,1878,128830,1046,1966,588,126864,1267,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5885847,2043,2831976,3502,689300,2849,342,216,688958,2881,1796563,2440,43509,3350,1753054,4389,346113,1566,46112,2649,300001,2885,3053871,3348,660467,2728,485,442,659982,2788,1940871,2385,11712,1744,1929159,3092,452533,1907,4723,899,447810,2068,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6668348,1237,3224439,2662,707534,1873,677,486,706857,1966,2094170,2328,32444,2611,2061726,3085,422735,1747,55653,3030,367082,3319,3443909,2587,679864,2051,302,373,679562,2028,2209751,2094,4914,1163,2204837,2609,554294,1867,5652,943,548642,2048,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9798621,623,4788521,3301,1134854,2770,942,560,1133912,2770,2994165,2607,71925,3695,2922240,4923,659502,1732,94896,3064,564606,3488,5010100,3364,1085086,2441,792,343,1084294,2484,3093101,2331,11792,1386,3081309,2263,831913,1901,8087,1048,823826,2162,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5398211,808,2677723,3629,655128,2555,1015,667,654113,2634,1687188,2285,40730,2306,1646458,3416,335407,1721,78158,2591,257249,3027,2720488,3565,625663,2517,887,454,624776,2574,1682824,2184,9055,1242,1673769,2442,412001,1848,6382,722,405619,1963,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927088,1445,1405888,4405,375934,3670,570,426,375364,3713,851164,2849,26324,2384,824840,4033,178790,1599,37200,2556,141590,2814,1521200,4278,353868,3638,31,56,353837,3637,930980,2761,6174,1311,924806,3020,236352,1580,3773,701,232579,1836,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5950606,1614,2896457,4646,708049,3536,554,430,707495,3645,1792812,3836,63423,3608,1729389,5272,395596,1886,82708,3450,312888,3702,3054149,4191,679512,3402,595,407,678917,3408,1876627,3576,12534,1955,1864093,4138,498010,2401,5649,984,492361,2463,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1008116,806,502747,2093,114739,1366,36,59,114703,1379,308665,1943,13762,1637,294903,2594,79343,691,19284,1612,60059,1598,505369,1886,109312,1479,0,161,109312,1479,309886,1372,2327,513,307559,1402,86171,745,1091,389,85080,777,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1853684,807,919630,2338,240307,1769,241,216,240066,1757,563910,2002,17411,1640,546499,2322,115413,852,28372,1495,87041,1652,934054,2210,226283,1646,307,180,225976,1652,563893,1492,4322,965,559571,1709,143878,991,2394,538,141484,1060,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2805532,1104,1399782,2529,339019,1684,238,239,338781,1752,873435,2052,33518,2902,839917,3278,187328,868,40220,2740,147108,2801,1405750,2245,322615,1745,378,244,322237,1750,874448,1707,7245,1627,867203,2113,208687,1036,3162,810,205525,1256,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1311921,451,645208,1790,135849,1264,80,135,135769,1264,417858,1648,11427,1510,406431,2130,91501,773,18451,1672,73050,1900,666713,1844,130984,1158,0,182,130984,1158,425686,1339,1657,496,424029,1413,110043,890,1361,467,108682,1006,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8830969,1326,4291313,3274,1024044,2309,811,592,1023233,2164,2722701,2401,25732,2228,2696969,3200,544568,1636,55682,2844,488886,3447,4539656,3088,983318,2180,646,561,982672,2354,2828797,1773,5538,1117,2823259,2078,727541,1580,4280,961,723261,1757,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2050369,1333,1005401,3267,253955,2606,604,763,253351,2637,609403,2600,23411,2349,585992,3608,142043,1125,30686,1921,111357,1950,1044968,2969,244725,2426,666,507,244059,2423,629123,1945,5646,1001,623477,1955,171120,1200,4254,787,166866,1508,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19499548,2102,9416424,4507,2150018,2766,834,469,2149184,2750,6072759,4101,86459,4272,5986300,5976,1193647,2645,152620,4666,1041027,5392,10083124,4395,2067060,3412,1405,626,2065655,3597,6412911,3688,19761,1928,6393150,4223,1603153,2622,11558,1509,1591595,2907,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9752148,3509,4695371,7004,1169105,5992,1418,651,1167687,6048,2906020,5759,100561,4776,2805459,6784,620246,2087,115330,4823,504916,4660,5056777,6442,1117560,5641,1752,766,1115808,5598,3139188,3671,25973,2847,3113215,4175,800029,2574,12030,1572,787999,2822,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,724451,1000,367016,2377,84298,1608,149,139,84149,1618,237245,1849,7630,1296,229615,2187,45473,650,10701,1123,34772,1237,357435,2171,82893,1743,141,148,82752,1746,221123,1320,1457,480,219666,1333,53419,449,328,173,53091,462,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11420809,1495,5570132,5355,1348228,3482,886,407,1347342,3559,3463646,4066,95849,4652,3367797,5907,758258,2246,135867,4460,622391,4965,5850677,5119,1283253,3571,1191,624,1282062,3694,3597491,3589,15765,1742,3581726,4395,969933,3063,10715,1437,959218,3270,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3797966,1457,1861782,3156,489000,2179,753,368,488247,2197,1132000,2291,46555,2388,1085445,3410,240782,1512,54049,2674,186733,2690,1936184,3039,461123,2408,545,249,460578,2415,1173044,2185,10871,1387,1162173,2476,302017,1541,7059,801,294958,1701,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3931306,976,1935976,4048,437888,2873,651,350,437237,2866,1214060,2825,42261,3541,1171799,4858,284028,1631,59789,3263,224239,3578,1995330,3943,419196,2907,364,259,418832,2923,1235567,2740,11494,1598,1224073,3122,340567,1667,5591,942,334976,1899,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12582815,841,6116546,4383,1374804,3208,1305,775,1373499,3376,3849848,3141,83503,3792,3766345,4506,891894,2485,148572,3901,743322,4785,6466269,4310,1318270,3015,1141,628,1317129,3240,3984011,2568,15796,1922,3968215,2927,1163988,2509,11905,1274,1152083,2517,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1039789,677,501590,1721,109085,1203,0,203,109085,1203,324722,1422,8318,1320,316404,1774,67783,859,13309,1387,54474,1486,538199,1619,103186,1179,151,190,103035,1208,342833,1383,1222,588,341611,1563,92180,983,844,341,91336,1017,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4733742,2463,2275724,5845,551156,4216,595,400,550561,4217,1393273,3746,60369,4585,1332904,5510,331295,1847,69430,3565,261865,3651,2458018,5175,529623,4526,571,454,529052,4541,1515363,2914,13496,2045,1501867,3625,413032,1651,6696,1286,406336,2062,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,835403,736,416541,2789,107114,1413,105,131,107009,1405,252921,2094,12203,1593,240718,2703,56506,724,15160,1245,41346,1316,418862,2625,102472,1731,25,34,102447,1731,250241,1975,2083,556,248158,2003,66149,882,1441,504,64708,1020,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6448737,1852,3120169,5388,760619,4096,880,756,759739,4020,1935605,4067,70410,4176,1865195,5882,423945,1757,76359,3693,347586,3862,3328568,5438,729001,4392,368,310,728633,4402,2065432,3436,15050,1955,2050382,3782,534135,2265,7187,1094,526948,2558,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26485838,3842,13015571,10251,3629052,8207,3791,1248,3625261,8404,8047859,8144,244373,10068,7803486,11767,1338660,3709,228196,5855,1110464,6549,13470267,9186,3477675,7325,3907,1681,3473768,7411,8319135,5890,55955,4416,8263180,6492,1673457,4126,22866,2343,1650591,4571,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2916303,1341,1459342,2682,464369,1862,423,335,463946,1933,860622,2378,16954,1825,843668,2728,134351,1005,20973,1629,113378,1845,1456961,2518,437942,1965,240,205,437702,1948,862193,1748,3061,790,859132,1875,156826,1079,2124,554,154702,1125,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620453,264,305019,1193,62920,964,14,25,62906,968,194330,838,4938,881,189392,1165,47769,731,9853,916,37916,900,315434,1217,58552,954,23,39,58529,957,201520,995,1274,393,200246,1025,55362,503,1071,373,54291,637,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8114884,4560,3925716,6350,950309,4099,2871,1011,947438,4402,2481593,5291,83268,4709,2398325,6354,493814,2629,74541,3175,419273,3794,4189168,5708,914429,4729,2426,792,912003,4881,2648055,4554,28932,2898,2619123,5340,626684,2377,10000,1357,616684,2690,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6954806,3294,3449189,4407,818842,3252,617,358,818225,3263,2187766,4545,77271,4247,2110495,6179,442581,1831,72907,2987,369674,3056,3505617,3843,782187,2930,598,311,781589,2967,2194697,2625,18488,2129,2176209,3647,528733,1971,8764,1469,519969,2517,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1820836,500,896037,2810,196202,2376,229,240,195973,2366,555089,2214,24230,2175,530859,2953,144746,966,31458,2330,113288,2268,924799,2865,186023,2430,79,97,185944,2452,563589,2059,5358,1180,558231,2304,175187,951,3029,919,172158,1175,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5684725,564,2809099,3166,662366,2466,695,363,661671,2490,1766015,2397,48155,2698,1717860,3729,380718,1397,72739,2789,307979,2949,2875626,3189,635426,2391,410,255,635016,2347,1774457,2535,9903,1374,1764554,2583,465743,1766,5969,769,459774,1946,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,574798,643,290966,2508,70138,1861,0,190,70138,1861,184024,1835,7050,1105,176974,2001,36804,644,9375,1412,27429,1482,283832,2423,67158,1563,0,190,67158,1563,175438,1689,955,429,174483,1726,41236,794,630,297,40606,859,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3521353,565,1683312,3518,402669,3108,394,404,402275,3067,1016500,1443,15112,2035,1001388,2470,264143,1004,31211,1927,232932,2052,1838041,3476,369415,3157,122,210,369293,3132,1122384,1096,2885,893,1119499,1324,346242,1385,3413,953,342829,1638,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
