B01001_025E,B01001_025M,B01001_026E,B01001_026M,B01001_027E,B01001_027M,B01001_028E,B01001_028M,B01001_029E,B01001_029M,B01001_030E,B01001_030M,B01001_031E,B01001_031M,B01001_032E,B01001_032M,B01001_033E,B01001_033M,B01001_034E,B01001_034M,B01001_035E,B01001_035M,B01001_036E,B01001_036M,B01001_037E,B01001_037M,B01001_038E,B01001_038M,B01001_039E,B01001_039M,B01001_040E,B01001_040M,B01001_041E,B01001_041M,B01001_042E,B01001_042M,B01001_043E,B01001_043M,B01001_044E,B01001_044M,B01001_045E,B01001_045M,B01001_046E,B01001_046M,B01001_047E,B01001_047M,B01001_048E,B01001_048M,B01001_049E,B01001_049M,GEO_ID,B01001_001E,B01001_001M,B01001_002E,B01001_002M,B01001_003E,B01001_003M,B01001_004E,B01001_004M,B01001_005E,B01001_005M,B01001_006E,B01001_006M,B01001_007E,B01001_007M,B01001_008E,B01001_008M,B01001_009E,B01001_009M,B01001_010E,B01001_010M,B01001_011E,B01001_011M,B01001_012E,B01001_012M,B01001_013E,B01001_013M,B01001_014E,B01001_014M,B01001_015E,B01001_015M,B01001_016E,B01001_016M,B01001_017E,B01001_017M,B01001_018E,B01001_018M,B01001_019E,B01001_019M,B01001_020E,B01001_020M,B01001_021E,B01001_021M,B01001_022E,B01001_022M,B01001_023E,B01001_023M,B01001_024E,B01001_024M,B01001_025MA,B01001_025EA,B01001_026MA,B01001_026EA,B01001_027MA,B01001_027EA,B01001_028EA,B01001_028MA,B01001_029EA,B01001_029MA,B01001_030EA,B01001_030MA,B01001_031MA,B01001_031EA,B01001_032MA,B01001_032EA,B01001_033MA,B01001_033EA,B01001_034MA,B01001_034EA,B01001_035EA,B01001_035MA,B01001_036EA,B01001_036MA,B01001_037EA,B01001_037MA,B01001_038EA,B01001_038MA,B01001_039MA,B01001_039EA,B01001_040MA,B01001_040EA,B01001_041EA,B01001_041MA,B01001_042EA,B01001_042MA,B01001_043EA,B01001_043MA,B01001_044MA,B01001_044EA,B01001_045MA,B01001_045EA,B01001_046EA,B01001_046MA,B01001_047EA,B01001_047MA,B01001_048EA,B01001_048MA,B01001_049MA,B01001_049EA,NAME,B01001_001MA,B01001_001EA,B01001_002EA,B01001_002MA,B01001_003EA,B01001_003MA,B01001_004MA,B01001_004EA,B01001_005MA,B01001_005EA,B01001_006MA,B01001_006EA,B01001_007MA,B01001_007EA,B01001_008EA,B01001_008MA,B01001_009MA,B01001_009EA,B01001_010MA,B01001_010EA,B01001_011MA,B01001_011EA,B01001_012MA,B01001_012EA,B01001_013EA,B01001_013MA,B01001_014MA,B01001_014EA,B01001_015MA,B01001_015EA,B01001_016MA,B01001_016EA,B01001_017MA,B01001_017EA,B01001_018EA,B01001_018MA,B01001_019EA,B01001_019MA,B01001_020MA,B01001_020EA,B01001_021MA,B01001_021EA,B01001_022MA,B01001_022EA,B01001_023EA,B01001_023MA,B01001_024EA,B01001_024MA,state
49778,2273,3475729,2194,178404,1105,181921,5458,197931,5436,122541,1177,105053,1420,51768,3077,54203,3199,139087,3546,241905,1411,227174,1571,203425,5720,225656,5707,242508,1316,261667,917,241114,4502,93675,3770,126218,4360,77313,3437,93919,3667,131361,3819,95643,3650,81411,3206,101832,3067,0400000US25,6745408,-555555555,3269679,2194,187563,1241,187850,5441,206879,5410,127596,1122,102984,1559,48344,3829,53308,3181,145625,4831,239140,1658,220496,1785,195071,5269,215203,5398,231792,1111,249104,1148,231042,4514,83682,4250,109902,4259,68720,3027,83373,3483,108720,4138,71194,2962,52313,2527,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
68699,2680,5044620,3056,276248,1790,296840,4727,316140,4992,196760,1543,136569,2203,70886,4183,77235,4757,209151,5171,297888,1731,297203,1844,290687,6433,310487,6204,334018,1789,375505,1754,373324,5225,135727,4245,192688,5232,117863,4298,140951,4097,203084,4439,143795,3537,116540,3656,135031,3456,0400000US26,9909877,-555555555,4865257,3056,292656,1840,311932,5559,326907,5624,206153,1592,139674,2092,79284,4207,70130,3709,222787,5229,306200,2340,295021,2148,283247,5872,305513,6105,327437,1926,362711,1467,347520,5292,135507,3657,178775,4260,106873,3667,129531,3779,175257,4938,116345,3380,77098,2744,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
39303,1805,2744350,3068,170415,1580,176321,4108,177142,4273,102210,1164,69638,1657,36958,3119,35534,2794,104608,3976,180114,1724,188758,1534,165197,4451,168335,4530,175605,1315,203376,1329,190789,3577,69505,3056,98472,3187,56910,2374,71011,2274,96041,2685,75772,2425,56611,2408,75028,2407,0400000US27,5457173,-555555555,2712823,3068,176988,1850,186894,4230,182479,4262,110659,1661,72216,1597,35518,2866,36281,3117,110729,3526,186734,1706,195367,1786,172068,4580,166481,4246,176708,1364,203218,1410,194610,4288,65209,2862,94204,3897,55285,2308,65695,2347,85233,2569,57913,1838,43031,1891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
14946,1694,1536251,3775,89470,2950,105284,3653,99228,3388,60777,2125,49952,3934,22928,3374,22087,2578,57436,3979,98374,2946,96631,2894,97469,4416,99484,3976,94845,2438,102535,1530,106579,3787,38142,2899,50512,3463,33314,2339,42970,2994,57422,2218,44864,2436,31377,2568,34571,2387,0400000US28,2994079,-555555555,1457828,3775,102537,2957,100070,4195,113883,4136,61304,2223,51902,3448,21286,2751,24976,2688,60249,3636,96468,2857,92278,3271,95301,4899,93724,5785,88032,2910,94747,1975,95215,3993,36270,2883,46791,2796,29390,2157,35674,2553,48882,2456,32860,1921,21043,1534,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
39480,2184,3093076,3838,180647,2264,191476,4941,190627,5073,118464,2237,81840,2511,45715,2914,43634,3423,122942,4333,196474,2363,202070,2478,176837,4323,190487,4510,191292,1869,226402,1809,215540,4445,78024,3232,116865,3737,69778,3425,84544,3074,125707,3488,94552,3046,69193,3019,79966,2971,0400000US29,6063589,-555555555,2970513,3838,191577,2612,199757,5053,200311,5166,119643,2182,81643,2343,46834,3410,43050,3935,128662,5066,198255,2458,197903,2405,181647,5002,185478,5294,187046,2086,218581,1604,205689,5242,72935,3065,103352,4612,63814,2911,77865,2622,105481,3354,71086,2431,50424,2622,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
7385,1058,510170,1733,28978,875,32392,1750,30822,1686,17170,900,13480,1147,6310,1290,8879,1516,21817,2193,30012,1084,32274,886,29151,1779,26944,1660,29019,942,37510,797,40955,1616,14053,1437,20975,1613,12824,1244,16046,1358,20621,1550,15173,1478,11251,1365,13514,1173,0400000US30,1023579,-555555555,513409,1733,30797,926,33567,1956,31601,1933,19295,825,15024,1267,8361,1568,8446,1504,20790,2101,31916,1305,34073,1366,31212,1968,27732,2120,29382,865,35612,845,38415,2200,14013,1433,22449,1695,12574,1184,16218,1395,21176,1234,14780,1186,8591,860,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
13201,1018,945306,2174,62170,1193,65254,2348,62921,2247,36755,1080,26713,1495,15247,1580,11454,1643,38195,2351,61259,1193,64723,1393,54872,2314,56560,2279,53543,870,65008,989,62483,2174,24252,1473,32580,1813,19355,1372,23288,1463,33182,1568,27095,1712,21222,1458,27175,1586,0400000US31,1881503,-555555555,936197,2174,68198,1310,68607,2480,65623,2521,38349,1109,28304,1549,13101,1334,14410,1843,41501,2533,62471,1407,66144,1208,58591,2532,57456,2477,54422,1004,63952,973,64648,2198,22681,1584,28379,1855,17851,1107,22378,1274,29179,1442,20908,1001,15843,1109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
13893,1573,1412355,2030,86055,1432,95201,3456,87324,3582,54269,1124,31910,843,17167,1850,18800,2110,56975,2928,100610,981,97973,992,91139,3568,97271,3643,93716,1398,95829,838,93399,3357,33454,2666,49830,2914,30883,2275,41165,2567,56762,2349,34910,1998,25174,1718,22539,2105,0400000US32,2839099,-555555555,1426744,2030,89680,951,95689,3869,97166,4005,57147,1151,35486,1263,21072,2305,16852,1869,58708,2614,103791,1249,103305,1528,94837,3674,100268,3650,96477,983,98330,1321,86701,3111,36798,2733,45356,2812,33098,2404,38217,2515,50063,2560,32187,1773,21623,1631,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
9815,1239,671999,1601,32369,869,35387,2132,38490,2202,24783,789,20956,1414,8789,1324,9441,1408,23250,1899,38366,998,38573,760,36887,2420,43238,2693,48357,678,57873,807,52154,2395,20525,1972,27761,2057,15244,1766,20939,1598,27333,1734,18444,1583,15134,1328,17706,1499,0400000US33,1326813,-555555555,654814,1601,32713,723,37826,2185,38840,2204,26878,934,19909,1111,9386,1525,9515,1569,26977,1943,39894,952,37766,812,38027,2140,41417,2059,48084,881,55306,763,52009,2160,20673,1682,24947,1600,16445,1430,20771,1415,22119,1576,15250,1256,10247,1141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
63828,3260,4574784,2659,260859,1718,270485,7126,280283,7025,172645,1440,105530,1816,54577,3096,58216,3497,168545,4727,277917,1286,290573,1234,281086,6920,312783,6924,333271,1307,352895,1017,323467,6410,119056,4362,157956,5382,97231,3826,121798,3895,176669,4513,123998,4164,104784,3856,130160,4070,0400000US34,8938175,-555555555,4363391,2659,271309,1316,280503,6328,292690,6560,183423,1471,116075,1788,58647,3689,60779,4286,175678,4287,290645,1641,288203,1653,288560,5460,294837,5501,313927,1243,336277,1188,299888,6005,105860,4522,148605,4982,88590,3894,111057,4476,134175,4437,93780,4081,66055,3372,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
12202,1653,1052793,2949,65816,1316,71043,3054,68622,2990,39962,1440,28525,1872,16343,2118,13110,1764,42601,3214,66972,1991,67275,2005,63086,2995,59715,2805,62598,1564,72475,1439,72709,2553,28562,2036,39849,2528,25589,2463,30591,1950,41139,2158,31380,2161,23953,1586,20878,2207,0400000US35,2085572,-555555555,1032779,2949,69600,1541,70875,3281,71762,3369,42398,1778,31962,2390,14728,2245,15640,1942,48763,3120,71223,2160,70786,2202,58960,3454,63799,3528,59930,1776,69025,1588,66131,2831,26014,1963,36627,2559,22081,1835,30328,2371,36096,2426,26405,1967,17444,1673,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
135195,4498,10171918,3968,580199,2264,561029,7799,570433,8032,357286,2052,266295,2751,141024,5717,141693,6443,433071,6655,737795,2493,692606,2247,625453,8806,653400,8579,690899,2351,741234,1809,696980,8568,257656,6294,354156,7479,224577,5390,273988,6414,376443,6895,277943,5271,228144,5413,289614,5411,0400000US36,19746227,-555555555,9574309,3968,602093,1968,589130,8111,595271,8407,369832,1851,274959,3251,152681,6362,146620,5653,424999,7078,736776,2555,678671,2175,611240,9150,617633,8926,658993,2219,696153,2002,647690,8731,233555,6362,313042,6713,188864,5062,242079,5058,297780,5512,211490,4733,149563,4500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
52163,2767,5101561,6467,292649,3667,320523,8112,321767,7835,183684,3122,141514,4262,68039,4965,65043,4063,203105,5705,324831,3695,325021,3485,322054,6631,353076,7782,340459,3718,358491,2850,347821,6579,131296,5161,175288,5596,119863,4071,149529,5536,196578,5054,141637,5057,107125,3653,112168,4268,0400000US37,9943964,-555555555,4842403,6467,308893,3789,331846,7698,338313,8164,192893,3235,145347,4263,85012,5168,78759,4748,204640,6059,318268,3859,311546,3966,305774,7818,339346,7294,324524,4114,339319,3239,316209,6200,114346,4456,153119,4283,105387,3958,136726,4773,161253,5055,106575,3385,72145,2939,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
5668,692,363158,2104,24665,964,23868,1869,21815,1837,12687,614,11482,1373,5364,1101,6881,1483,18964,1815,25193,876,24544,1048,19978,1580,19251,1566,20912,1071,24672,833,25333,1333,8811,1021,11405,1057,6622,682,8680,950,11716,891,9674,1050,8959,1067,11682,1187,0400000US38,739482,-555555555,376324,2104,25312,828,25647,1605,20138,1532,13394,838,13288,1371,5198,1146,9393,1712,22536,2521,30782,1347,27474,1120,22638,1791,20330,1722,20925,750,24754,492,24641,1303,8860,1050,13668,1266,7674,976,8533,843,11025,903,8975,848,5471,668,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
78776,3319,5917577,4591,333811,2326,360673,7176,362884,7213,226854,2043,156772,2648,80045,4359,75371,4405,230539,5679,371089,2705,361623,2020,340226,5841,372914,5847,380503,2148,432739,2439,437087,5250,161005,4758,214305,5655,137512,4381,165895,5234,232479,4931,180422,4387,133026,4020,169803,5052,0400000US39,11594163,-555555555,5676586,4591,355624,2277,375321,8119,383255,8222,237218,2334,161173,2682,85752,4618,79991,4257,231420,6645,375720,2650,358938,3183,339385,7590,365481,7194,372361,2012,412768,1888,410532,6650,150074,4389,203842,4772,125150,4318,149389,4972,193244,4908,142052,3576,89120,3434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
22339,1564,1957489,2531,128293,1745,133230,3734,126090,3704,74360,1415,53171,2229,28596,2512,29437,2932,81673,3256,130308,1674,131914,1669,113671,3361,122526,3155,113126,1596,132765,1357,129690,2788,47884,2427,67931,2280,41173,1898,57546,2269,73181,2596,55343,2152,41457,2304,44124,2477,0400000US40,3878051,-555555555,1920562,2531,135505,1753,141423,3191,132770,3390,80622,1652,58911,2404,29554,2746,28990,2155,85541,3997,132627,1992,132767,1908,122859,3817,117048,3252,113468,1442,130936,1623,123294,2820,46641,1979,58862,2472,38710,1836,48643,1961,63676,2574,45506,1926,29870,1647,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
30972,2050,2005946,3573,111221,1787,118470,4356,119481,4348,70249,1747,47032,2054,29123,2955,26317,2853,75599,4168,132013,2111,138018,1842,126134,5224,130864,5295,122108,1581,133305,1313,139029,3959,58019,3366,82396,2740,50122,2621,63436,2937,83223,2916,53274,2989,42309,2975,54204,2895,0400000US41,3970239,-555555555,1964293,3573,115247,1529,122200,4087,125526,4442,76321,1757,51756,1992,29242,3541,26295,2569,79203,3689,134531,2042,136178,2059,131379,4697,133498,4869,123690,1721,128705,1602,129949,3846,54941,3445,77974,3092,46368,2365,59160,2759,73708,2956,47996,2652,29454,2356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
103297,3631,6533959,3783,348656,2218,357342,6563,382898,6605,230695,1702,177753,2066,91906,5315,88443,4798,246309,6212,416883,2382,394954,2635,356953,6012,402967,6106,433753,1814,479809,1595,480694,5774,184628,5104,243223,5847,156358,5109,195204,4931,264102,5255,203946,5313,174751,4371,221732,4915,0400000US42,12787209,-555555555,6253250,3783,362804,1810,374011,6048,398927,5850,244845,1815,184652,2862,92389,4700,87553,4534,259161,6116,427490,2447,396624,2465,366256,7344,392016,7237,420332,1978,466683,1794,461098,5432,170877,4702,229526,5383,139587,4321,179962,5307,218594,5593,161058,3864,115508,4222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
9267,1065,543523,1387,26640,832,26823,1783,30652,1789,19271,630,17563,844,10669,1365,10460,1609,20168,1610,35472,616,32875,612,31240,2370,32664,2401,37755,574,41431,664,38945,2279,14100,1735,20526,2012,12519,1554,16885,1654,18776,1624,14515,1430,14059,1203,19515,1577,0400000US44,1055173,-555555555,511650,1387,28216,976,30584,2007,30186,2028,20183,696,17246,865,9413,1492,7110,1144,24118,1725,36749,631,33005,543,30856,2287,31509,2363,35516,538,38187,622,35871,2114,11307,1453,20683,2056,9980,1186,13330,1303,18439,1484,10869,1130,9026,1103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
27180,2060,2481123,4607,139238,2833,151168,5173,151034,5415,88912,2234,67445,3008,31309,3252,36160,3595,99408,4353,159968,2849,153974,2743,152171,4796,156700,4965,158539,2527,175932,1911,170428,4631,66420,3361,98102,3740,61429,2947,82989,2917,105600,3625,67979,2800,51738,2739,54480,3067,0400000US45,4832482,-555555555,2351359,4607,147690,2322,160417,5236,153800,5258,91425,2461,72803,3483,42337,2976,38703,3682,99704,4769,156233,2981,148362,3400,141324,5664,152954,5487,150499,2820,161763,2133,151899,4910,60580,4377,83498,3745,54600,2833,75137,3102,89210,3558,57489,2476,33752,2052,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
6601,810,425794,2338,28876,1327,29852,1881,28502,1732,15874,868,12225,1143,5675,1204,6283,1195,18339,1859,26615,1181,27165,917,23098,1622,24004,1661,23596,679,29124,595,28940,1561,10844,1321,16045,1539,9195,1175,12080,1263,13357,1249,11593,1087,10225,1062,14287,996,0400000US46,853175,-555555555,427381,2338,31479,989,28142,1626,30560,1461,17608,904,13124,1031,6097,1075,6337,1329,18714,1859,28596,1007,29227,1064,24166,1932,25747,2029,24178,646,29396,718,29932,1718,10473,1271,14988,1547,10746,1094,11322,994,12244,1091,9870,780,7834,947,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
32913,2160,3359153,4846,195439,2805,204461,5788,206838,5809,123681,2584,86589,3099,47668,3905,44473,3598,134686,5675,216905,2652,216609,2755,208551,6545,218798,6211,219357,1927,237456,1827,232090,5145,86402,4065,124615,4083,85356,3586,97521,3354,131376,4079,94329,3284,72498,3557,73455,3161,0400000US47,6549352,-555555555,3190199,4846,202916,2551,215227,5446,215137,5270,128638,2517,90838,3117,50932,3535,47593,4107,129163,5024,213945,2509,207035,2636,202991,5807,216282,5131,211880,2537,224680,1985,212297,4670,79851,4112,108516,4589,68662,3986,90525,3390,115954,3573,74113,3056,50111,2773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
122638,4741,13572641,8322,946603,4666,992466,12945,971999,12612,568554,4563,368444,4830,194754,7535,202308,7239,565386,9400,953665,4346,967920,5697,911909,11334,928775,12689,855988,4071,890150,4072,826543,10759,302991,8384,398502,8073,247561,6405,309492,8103,419266,8007,297227,5654,228145,5357,223993,5126,0400000US48,26956958,-555555555,13384317,8322,999785,5233,1023881,13446,1020697,13180,591851,4928,404720,6167,214193,9242,211247,8576,592182,9434,997311,5235,985834,4301,909516,13796,910068,13714,848186,4445,868659,4279,780642,10207,279440,8378,375776,8675,222579,6143,279061,6494,355693,6438,234753,5763,155605,4167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
14360,1551,1463375,2281,120612,980,129795,4214,120627,4078,68075,1414,42335,1570,21460,2817,26121,2817,76022,3581,104279,1043,110652,1233,102749,3569,86526,3411,75413,1213,78121,1027,75063,2566,27511,2260,38554,2137,24278,2098,27528,1938,38449,2304,32255,2069,18541,1486,18409,1683,0400000US49,2942902,-555555555,1479527,2281,129197,1584,130228,3749,134190,3696,72825,1166,43610,1324,20526,2039,23350,2127,79195,3085,106474,1223,114958,1236,106657,3558,91524,3478,77222,1112,77147,982,71436,2256,26116,1889,39353,2264,22520,1848,24792,1617,34951,1958,22402,1361,16494,1425,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
