GEO_ID,B27001I_001E,B27001I_001M,B27001I_002E,B27001I_002M,B27001I_003E,B27001I_003M,B27001I_004E,B27001I_004M,B27001I_005E,B27001I_005M,B27001I_006E,B27001I_006M,B27001I_007E,B27001I_007M,B27001I_008E,B27001I_008M,B27001I_009E,B27001I_009M,B27001I_010E,B27001I_010M,B27001I_011E,B27001I_011M,B27001I_012E,B27001I_012M,B27001I_013E,B27001I_013M,B27001I_014E,B27001I_014M,B27001I_015E,B27001I_015M,B27001I_016E,B27001I_016M,B27001I_017E,B27001I_017M,B27001I_018E,B27001I_018M,B27001I_019E,B27001I_019M,B27001I_020E,B27001I_020M,B27001I_021E,B27001I_021M,B27001I_022E,B27001I_022M,B27001I_023E,B27001I_023M,B27001I_024E,B27001I_024M,B27001I_025E,B27001I_025M,B27001I_026E,B27001I_026M,B27001I_027E,B27001I_027M,B27001I_028E,B27001I_028M,NAME,B27001I_001EA,B27001I_001MA,B27001I_002EA,B27001I_002MA,B27001I_003MA,B27001I_003EA,B27001I_004MA,B27001I_004EA,B27001I_005MA,B27001I_005EA,B27001I_006EA,B27001I_006MA,B27001I_007EA,B27001I_007MA,B27001I_008EA,B27001I_008MA,B27001I_009MA,B27001I_009EA,B27001I_010MA,B27001I_010EA,B27001I_011EA,B27001I_011MA,B27001I_012EA,B27001I_012MA,B27001I_013EA,B27001I_013MA,B27001I_014MA,B27001I_014EA,B27001I_015MA,B27001I_015EA,B27001I_016MA,B27001I_016EA,B27001I_017EA,B27001I_017MA,B27001I_018EA,B27001I_018MA,B27001I_019EA,B27001I_019MA,B27001I_020MA,B27001I_020EA,B27001I_021MA,B27001I_021EA,B27001I_022EA,B27001I_022MA,B27001I_023EA,B27001I_023MA,B27001I_024EA,B27001I_024MA,B27001I_025MA,B27001I_025EA,B27001I_026MA,B27001I_026EA,B27001I_027MA,B27001I_027EA,B27001I_028EA,B27001I_028MA,state
0400000US13,904981,2585,119309,3431,105793,3762,13516,2603,220728,3659,182131,5633,38597,4969,104637,3983,59502,4088,45135,3855,152391,5338,58475,4347,93916,5462,147672,4529,60854,4870,86818,4970,91815,3250,54344,4113,37471,3973,42563,2369,28622,2260,13941,1862,16418,1890,15050,1868,1368,630,9448,1408,8367,1449,1081,702,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136102,1139,22722,779,21880,888,842,487,29722,778,29215,862,507,395,15670,1172,14671,1256,999,607,23702,1203,21280,1264,2422,973,16147,1219,14822,1287,1325,551,12292,963,11044,1041,1248,785,9280,461,8698,552,582,297,4362,460,4362,460,0,181,2205,400,2205,400,0,181,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,193952,965,26009,1771,24062,1928,1947,804,51958,1878,44364,2377,7594,1790,24846,1639,13672,2043,11174,1730,27507,2106,14589,2329,12918,1937,26755,2197,13533,2192,13222,2690,18139,2015,9815,1740,8324,1619,10394,1272,6819,989,3575,869,6183,1052,5460,1108,723,470,2161,665,2153,666,8,16,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2134591,2255,237802,3583,229846,4185,7956,1962,488124,3421,463098,4848,25026,3955,251336,2256,179374,4913,71962,4456,339862,2507,218544,6057,121318,5695,329868,2456,212355,6937,117513,6505,236031,2472,172917,5244,63114,4610,144303,1356,111980,3339,32323,3000,68828,1363,63859,1805,4969,1218,38437,1263,36288,1548,2149,839,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,421066,1719,55343,2750,51854,2822,3489,1413,108765,2742,96933,3513,11832,2435,53217,2434,34013,2697,19204,2378,62021,2766,36083,2768,25938,2745,64721,3318,41071,3454,23650,2827,37862,2258,26856,2266,11006,1835,22890,1582,18267,1834,4623,1307,8992,956,8626,935,366,272,7255,1102,7224,1098,31,63,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,169135,1107,23442,1469,22490,1655,952,644,44876,1769,42616,1764,2260,745,22293,1882,17391,1704,4902,1079,26489,2338,18395,2088,8094,1634,20161,1862,14227,1958,5934,1403,17984,1780,14235,1808,3749,1012,8610,956,7898,888,712,372,3002,775,2689,700,313,357,2278,740,2234,739,44,82,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,322733,1428,46249,1870,43178,1959,3071,757,83435,1967,72715,2991,10720,2216,40522,1843,26298,2394,14224,1934,48484,2212,29666,2558,18818,1839,43854,2086,25617,2572,18237,1783,29651,1397,20872,1649,8779,1369,16777,1237,13253,1564,3524,1065,9081,1434,8489,1634,592,493,4680,917,4601,916,79,127,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,141467,2350,20862,1744,19650,1816,1212,613,35822,1883,32806,1902,3016,1188,16729,1799,8974,1296,7755,1484,25157,2305,12067,1895,13090,1858,19834,1753,10383,1439,9451,1908,12774,1249,8954,1225,3820,1160,5902,770,4090,1012,1812,901,3258,798,3182,786,76,122,1129,506,1119,504,10,19,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,217015,1773,29480,2063,27695,2297,1785,794,36937,1876,31532,2131,5405,1497,26906,2476,12269,1605,14637,2467,42044,2813,19050,2314,22994,2801,30485,2568,14358,2116,16127,2423,22029,1979,12863,1949,9166,1667,16009,1235,11293,1263,4716,912,7362,818,7005,800,357,319,5763,748,5444,722,319,276,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19664,642,1029,455,952,422,77,131,4732,668,4608,677,124,163,2320,656,1672,570,648,352,3905,822,2846,835,1059,464,2075,579,1759,552,316,207,2709,632,2605,624,104,106,1942,706,1822,680,120,138,534,308,534,308,0,159,418,273,367,262,51,87,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,551727,907,70581,1904,66154,2257,4427,1386,109744,1989,99019,2625,10725,2230,60823,1898,40973,3037,19850,2859,100917,2319,53463,3453,47454,3216,91994,1823,56175,3256,35819,3286,60685,1570,43623,2591,17062,2072,32910,1166,24838,1485,8072,1483,14885,1088,13095,1221,1790,766,9188,1023,7767,1219,1421,710,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,721279,1480,84188,1981,83034,1969,1154,843,148089,1954,145184,2107,2905,1234,99498,1334,87378,2601,12120,2361,124302,2038,111493,2891,12809,2256,100515,1300,92568,2084,7947,1683,78750,1263,71395,1952,7355,1686,49022,793,47239,1191,1783,697,24282,1114,24192,1101,90,108,12633,953,12528,953,105,134,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,470384,1196,60276,2051,57781,2079,2495,929,116221,1918,110397,2491,5824,1429,61683,1991,46624,2166,15059,1870,66434,2309,44863,2409,21571,2000,61769,2184,44069,2538,17700,2065,49869,2326,39084,2990,10785,1884,30005,1302,26169,1547,3836,888,15652,1335,14927,1346,725,489,8475,838,8348,814,127,138,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,273531,776,38892,1778,35161,1886,3731,1105,70869,1857,61888,2177,8981,1963,34010,1996,23982,2044,10028,1613,44828,1844,25987,2154,18841,1766,40191,2202,24073,2374,16118,2076,24957,1704,17493,1649,7464,1384,12209,889,9460,1056,2749,949,4424,844,4075,778,349,402,3151,793,3128,791,23,34,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73033,2306,9870,1353,8313,1452,1557,813,17574,1386,14349,1787,3225,975,8084,1374,3074,876,5010,1037,13176,2009,4382,1052,8794,1600,11934,1686,5536,1113,6398,1581,6157,1178,4193,1181,1964,828,3440,848,2442,692,998,524,1721,745,1656,756,65,109,1077,569,1077,569,0,206,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,228448,2373,30361,2006,26911,2299,3450,1036,57022,2338,48255,2719,8767,1907,27938,1988,19579,1834,8359,1341,35490,2637,19286,2261,16204,2418,29205,2127,18629,2087,10576,1666,24459,2150,18321,1904,6138,1546,13692,1228,11678,1298,2014,707,5721,840,5593,822,128,173,4560,921,4560,921,0,181,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34063,602,4128,814,3856,906,272,243,9014,970,7585,832,1429,805,6374,1320,3434,858,2940,1072,4179,833,2847,680,1332,552,3317,893,2481,828,836,445,3149,833,2600,799,549,312,2470,687,1822,650,648,336,776,475,776,475,0,161,656,380,656,380,0,161,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,188347,943,26812,1076,25043,1262,1769,566,49406,1163,42068,1960,7338,1606,22679,1502,15547,1474,7132,1407,29448,1868,16995,1569,12453,1563,27190,1505,15061,1829,12129,1398,16718,1293,11921,1463,4797,1188,9667,945,7710,981,1957,609,3714,811,3448,742,266,348,2713,612,2713,612,0,153,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,783727,929,85229,1984,75705,2785,9524,2168,183139,1978,156927,4263,26212,4107,93854,1161,66704,2707,27150,2631,124333,1710,72089,3941,52244,3626,115346,1444,72622,3480,42724,3096,89951,1413,65080,3187,24871,2897,51360,774,39756,1712,11604,1591,25885,584,24013,932,1872,760,14630,613,13205,1312,1425,1136,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41358,820,5604,689,4662,648,942,671,8779,699,7746,916,1033,481,5487,861,3948,1045,1539,602,7015,896,4552,838,2463,777,5590,864,4256,776,1334,746,4546,919,3410,820,1136,638,2902,618,2540,585,362,266,963,463,866,439,97,141,472,369,472,369,0,182,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1713489,1684,183004,2852,174606,3626,8398,2048,320582,2880,293865,4276,26717,3510,187613,1185,125792,3981,61821,4027,277274,1535,157077,4752,120197,5189,263994,1876,167925,5100,96069,5020,221936,1578,158374,4787,63562,4341,141454,837,108498,2697,32956,2656,72941,1340,68184,1947,4757,1450,44691,1108,43131,1339,1560,802,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,979452,1082,98569,2352,93995,2586,4574,1318,198059,2322,181217,3788,16842,3661,112188,1963,81722,3412,30466,3451,136319,2718,99200,3900,37119,3400,120118,2322,85785,3778,34333,3733,116524,2267,89072,3303,27452,3547,96721,1025,81881,2470,14840,2163,59542,1291,57297,1661,2245,1039,41412,1487,40111,1387,1301,790,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3628277,2378,370382,3646,357641,4296,12741,2545,637296,3703,611769,5089,25527,3546,428585,2205,334257,6456,94328,6336,605630,2631,414326,9252,191304,8913,522944,2157,371497,7971,151447,8034,455451,1820,362511,5080,92940,4567,314435,1318,273932,3658,40503,3758,179271,1342,172794,1966,6477,1506,114283,1447,111490,1572,2793,754,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,874891,2282,126038,3509,116821,3602,9217,1927,220998,3185,193813,3842,27185,2665,97263,3823,54475,3903,42788,3738,145067,5371,54511,4474,90556,4639,143372,4722,63159,4271,80213,4063,81295,4396,44772,3176,36523,4382,35862,1913,22548,2282,13314,1831,18053,1893,15646,1787,2407,880,6943,1182,5943,981,1000,498,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20290,1244,2521,666,2046,542,475,429,5161,750,4529,739,632,497,4028,691,3303,901,725,463,3026,674,1811,698,1215,639,2769,800,2438,811,331,271,1446,452,1146,438,300,229,877,467,705,434,172,175,389,228,389,228,0,147,73,119,73,119,0,147,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,391663,1959,51882,2058,48777,2228,3105,1041,94134,2113,87047,2453,7087,1469,49153,2430,37612,2681,11541,1751,64073,2922,45167,2725,18906,2469,52052,2443,37318,2262,14734,2239,36281,2053,28594,1965,7687,1399,24222,1226,20265,1257,3957,820,12087,1031,11298,985,789,408,7779,1107,7529,1103,250,288,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,372546,1274,53801,1569,49644,1742,4157,994,96256,1556,83238,2342,13018,1871,47436,1876,25280,1857,22156,2239,61458,2298,32321,2458,29137,1839,49616,2102,26986,2073,22630,2087,33216,1858,19617,1928,13599,1388,18644,897,13007,1129,5637,797,8179,799,7364,827,815,407,3940,649,3617,653,323,211,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,491510,990,64231,2513,62381,2473,1850,796,122039,2714,112121,3313,9918,2274,61873,2184,44549,2841,17324,2046,77540,2670,47518,3463,30022,3264,76119,2301,49925,2878,26194,2926,44412,1986,30771,2506,13641,2015,26568,1440,21828,1899,4740,1186,13389,1326,11919,1228,1470,859,5339,1174,5162,1156,177,198,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,818490,2182,104226,2172,98255,2411,5971,1754,187944,2379,172195,2838,15749,2508,106617,2027,80831,2964,25786,2943,130876,2615,85508,3879,45368,3438,112903,2556,75332,3993,37571,3554,82319,2200,63118,2613,19201,1967,53491,1539,43986,2062,9505,1667,26119,1836,25322,1850,797,538,13995,1598,13649,1552,346,227,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,147209,325,17144,857,16642,957,502,381,32000,839,30210,968,1790,682,20433,716,15335,1680,5098,1524,23822,852,16309,1637,7513,1573,20258,855,14406,1348,5852,1273,16778,822,14336,1103,2442,711,9565,315,7971,838,1594,766,4530,316,4195,537,335,417,2679,184,2481,340,198,288,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,247929,1550,33324,2188,31925,2434,1399,711,57079,2395,48162,2687,8917,2266,27270,2302,16643,2142,10627,2025,42975,3289,15485,2338,27490,3551,41301,3384,17193,3005,24108,3286,23236,2514,14477,1945,8759,2213,13852,1839,8368,1452,5484,1685,5966,1143,4863,1049,1103,599,2926,888,2700,849,226,271,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27416,1323,4644,781,4457,775,187,159,6927,874,6289,970,638,336,4063,1044,3062,963,1001,521,4483,1092,3460,1171,1023,502,3493,830,2523,702,970,592,1329,529,1221,522,108,94,1410,622,1135,582,275,165,903,605,903,605,0,151,164,216,164,216,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
