GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001EA,B19326_001MA,B19326_002EA,B19326_002MA,B19326_003MA,B19326_003EA,B19326_004MA,B19326_004EA,B19326_005EA,B19326_005MA,B19326_006EA,B19326_006MA,B19326_007MA,B19326_007EA,state
0400000US15,31072,326,36551,563,48617,1509,18985,1085,25875,573,41204,681,13894,482,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,23448,461,30595,466,44887,1580,16330,509,18166,646,31724,670,11745,273,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,29006,286,36267,273,52397,295,17221,217,22592,238,41635,274,12822,152,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25800,186,32222,250,47219,506,16719,242,20381,191,35737,328,12156,117,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28060,467,35798,411,48975,763,17000,310,22024,272,37274,365,12626,266,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,27139,271,34465,735,48288,946,16364,477,21377,262,36920,463,12225,175,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,22657,348,28097,657,44198,1090,14919,343,18511,348,35225,473,11359,139,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24022,374,31917,358,50081,651,15066,456,18569,306,32246,347,11046,158,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,25294,401,30924,556,47278,1098,17510,549,20832,413,37172,785,12846,390,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,35342,294,41643,334,60664,475,18356,547,29805,539,51297,355,14715,287,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,31763,184,40609,322,62497,840,16932,312,25743,303,51324,352,13988,235,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25360,168,31946,198,50790,233,17344,204,20096,190,38884,478,12529,146,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,31035,159,38041,544,52315,261,18179,414,25050,247,43065,633,13935,194,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21458,262,26827,491,41591,558,13524,350,17270,292,32112,390,10634,202,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25251,214,31171,212,46944,450,16214,275,20547,259,36167,283,11883,148,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24232,507,31113,538,45529,944,17289,782,19398,631,32552,902,12124,400,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,27289,253,34129,829,46132,607,16091,425,21779,257,35987,475,11976,200,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26900,301,31551,310,44559,1620,18451,558,22305,396,36722,479,13498,356,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,31326,382,40099,795,57308,2267,19610,919,25059,579,43692,1644,13510,430,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32683,457,41653,290,61822,328,19180,397,26232,232,50391,380,14607,207,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22588,448,28094,810,42389,1328,14508,405,18638,580,34382,1221,11477,242,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,29429,252,35309,246,52354,212,16480,180,24118,235,45901,388,12875,116,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,24914,208,30119,238,43148,777,15473,224,20624,184,36344,311,12191,102,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30609,457,40315,622,51641,961,17395,850,23041,838,36721,697,12942,564,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25936,143,32225,200,49643,509,16686,199,20742,145,38414,472,12281,95,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25302,197,31380,234,45820,503,15571,309,20280,214,34055,554,11605,135,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25244,238,30880,355,48953,1187,17309,387,20536,317,40287,554,13151,301,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,26954,122,34332,384,51200,205,17167,156,21411,140,40711,258,12494,116,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27375,606,33790,1572,52014,976,16616,546,22090,616,42642,2261,13062,474,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23454,338,29517,623,43828,1478,15795,264,18987,334,35041,609,11820,138,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26916,447,32830,1277,43851,1757,15636,754,22226,506,33070,951,12129,340,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,23189,307,29159,516,42435,525,15088,264,18769,303,35354,350,11398,102,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26287,117,32272,155,47229,287,15076,185,20839,128,37338,262,11309,71,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25983,338,35920,479,51649,417,15670,499,18204,573,35384,415,10916,188,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,26799,611,32487,1076,48235,1802,16918,697,21504,590,40522,922,13230,505,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31147,180,39244,550,55657,719,17145,348,24656,348,44076,756,12787,192,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,30376,211,38705,659,56411,604,19620,412,22675,380,43361,711,13591,233,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22247,296,29153,987,46481,857,16573,437,17313,288,32331,639,11196,251,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27434,193,34869,482,49252,678,17904,315,22079,189,39095,608,13353,183,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,29681,1005,38587,2832,54660,3269,18645,1290,22211,665,36495,1181,13586,622,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12212,151,13697,236,22402,509,9195,172,10855,193,23678,449,7456,125,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
