GEO_ID,B05003A_001E,B05003A_001M,B05003A_002E,B05003A_002M,B05003A_003E,B05003A_003M,B05003A_004E,B05003A_004M,B05003A_005E,B05003A_005M,B05003A_006E,B05003A_006M,B05003A_007E,B05003A_007M,B05003A_008E,B05003A_008M,B05003A_009E,B05003A_009M,B05003A_010E,B05003A_010M,B05003A_011E,B05003A_011M,B05003A_012E,B05003A_012M,B05003A_013E,B05003A_013M,B05003A_014E,B05003A_014M,B05003A_015E,B05003A_015M,B05003A_016E,B05003A_016M,B05003A_017E,B05003A_017M,B05003A_018E,B05003A_018M,B05003A_019E,B05003A_019M,B05003A_020E,B05003A_020M,B05003A_021E,B05003A_021M,B05003A_022E,B05003A_022M,B05003A_023E,B05003A_023M,NAME,B05003A_001MA,B05003A_001EA,B05003A_002MA,B05003A_002EA,B05003A_003MA,B05003A_003EA,B05003A_004MA,B05003A_004EA,B05003A_005EA,B05003A_005MA,B05003A_006MA,B05003A_006EA,B05003A_007MA,B05003A_007EA,B05003A_008MA,B05003A_008EA,B05003A_009MA,B05003A_009EA,B05003A_010EA,B05003A_010MA,B05003A_011EA,B05003A_011MA,B05003A_012MA,B05003A_012EA,B05003A_013MA,B05003A_013EA,B05003A_014MA,B05003A_014EA,B05003A_015MA,B05003A_015EA,B05003A_016EA,B05003A_016MA,B05003A_017MA,B05003A_017EA,B05003A_018MA,B05003A_018EA,B05003A_019MA,B05003A_019EA,B05003A_020MA,B05003A_020EA,B05003A_021EA,B05003A_021MA,B05003A_022EA,B05003A_022MA,B05003A_023EA,B05003A_023MA,state
0400000US13,6043917,17213,2999157,9967,684825,5975,672544,6390,12281,2307,2301,771,9980,2068,2314332,6484,2121379,7509,192953,8897,62610,5155,130343,6962,3044760,9489,646992,5047,635610,5433,11382,2341,1767,731,9615,2207,2397768,5905,2215841,7117,181927,7668,70007,4716,111920,5620,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,360711,3547,200259,2168,28031,1297,27215,1371,816,472,259,210,557,423,172228,1615,159896,2096,12332,1713,5467,1071,6865,1494,160452,2669,23808,1701,23514,1675,294,350,229,324,65,115,136644,1599,126263,1948,10381,1448,5380,936,5001,1068,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1498107,5221,748200,3555,195050,2529,192485,2488,2565,928,16,35,2549,929,553150,2066,522865,2809,30285,2994,10259,1972,20026,2840,749907,3126,186200,2500,184839,2559,1361,770,129,106,1232,773,563707,1978,536093,3207,27614,2762,9935,1701,17679,2293,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9290445,21829,4585387,10681,1011869,5148,994092,5233,17777,2278,4572,1038,13205,2103,3573518,8092,3132081,10580,441437,8638,213966,6398,227471,7407,4705058,13205,961580,6824,946791,7086,14789,2176,3879,901,10910,2047,3743478,8293,3302018,10743,441460,9739,243391,7795,198069,6607,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5547390,10643,2733618,5930,639663,3525,633132,4022,6531,2239,1799,600,4732,2053,2093955,4292,2031281,4902,62674,4526,25631,3016,37043,3479,2813772,6745,604338,3989,598507,3739,5831,1416,1457,527,4374,1335,2209434,3859,2144457,4043,64977,4461,30298,2904,34679,3424,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2837758,4198,1402384,3040,324220,2015,321353,2179,2867,935,959,361,1908,837,1078164,1882,1045016,3086,33148,3100,11260,1657,21888,2626,1435374,2795,307409,1957,304387,2186,3022,1186,246,166,2776,1172,1127965,1795,1098117,2262,29848,2284,12406,1713,17442,2058,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2466138,7001,1221394,4931,296032,3295,292170,3212,3862,1014,540,334,3322,973,925362,2838,875130,2945,50232,2827,17334,1926,32898,2398,1244744,3863,283734,2509,279747,2631,3987,1155,879,504,3108,933,961010,2342,915018,3241,45992,2915,17758,1964,28234,2590,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3858261,5024,1899678,3941,436388,2946,433486,2907,2902,1324,852,363,2050,1265,1463290,2582,1427254,3438,36036,2807,12307,1558,23729,2626,1958583,3488,405258,2762,402139,2971,3119,982,994,641,2125,852,1553325,2080,1523818,2974,29507,2844,11790,1769,17717,2095,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2919142,5872,1442994,3991,319250,2640,315111,2787,4139,1211,743,438,3396,1152,1123744,3180,1071668,3588,52076,4082,18298,2112,33778,3471,1476148,4327,304454,2900,300127,2825,4327,1329,582,480,3745,1286,1171694,2991,1128548,3463,43146,3057,17080,2050,26066,3002,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1260278,1558,615787,1503,120297,672,119439,778,858,406,390,252,468,338,495490,1327,483778,1846,11712,1411,7699,1142,4013,944,644491,1281,113435,926,112878,987,557,289,34,42,523,286,531056,801,515630,1906,15426,1746,8813,1215,6613,1180,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3432582,12913,1684924,7142,350343,3785,342364,3454,7979,1488,1882,603,6097,1410,1334581,5077,1207867,5284,126714,6928,55797,4058,70917,5049,1747658,7629,339048,4140,329326,4067,9722,1877,2037,795,7685,1519,1408610,4892,1276569,4895,132041,5126,66437,3885,65604,3917,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5347420,13679,2591223,7687,515144,4373,505127,4043,10017,1554,3247,1119,6770,1187,2076079,5245,1860089,7643,215990,7709,116934,5549,99056,5671,2756197,8168,490246,3992,479596,4520,10650,2045,3296,966,7354,1859,2265951,5469,2047950,8902,218001,6947,126287,5208,91714,5147,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7816586,10212,3859600,5676,827490,3549,815246,4367,12244,2282,4126,1095,8118,1713,3032110,3300,2872481,5915,159629,6340,90958,4307,68671,4368,3956986,5708,789670,3112,776357,3696,13313,2203,3919,1002,9394,1879,3167316,3609,3003304,5914,164012,5871,99374,5144,64638,3811,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4606959,7887,2284838,5092,500633,2730,496145,2811,4488,1194,2030,620,2458,1062,1784205,3132,1725975,4319,58230,3946,24315,2469,33915,3177,2322121,4212,475387,2411,470692,2321,4695,1197,1727,542,2968,1057,1846734,2606,1787140,3601,59594,3830,29484,2819,30110,2926,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1761195,4009,868554,3442,195035,2348,193910,2503,1125,717,425,472,700,424,673519,2190,658316,2421,15203,2344,4414,1272,10789,1721,892641,3125,183933,2674,182781,2660,1152,490,165,206,987,477,708708,1803,696794,1850,11914,1657,5141,1115,6773,1229,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4990271,5990,2454365,4345,548042,3125,544636,3210,3406,1183,1587,753,1819,886,1906323,2585,1865081,4421,41242,3794,18275,2238,22967,2802,2535906,4090,522813,2808,518919,3103,3894,1351,1609,962,2285,1007,2013093,2415,1968892,3812,44201,3829,23129,2567,21072,2638,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,914571,1553,459767,1367,96006,927,95714,997,292,212,62,79,230,185,363761,972,357689,1338,6072,1219,3732,857,2340,707,454804,1397,90992,900,90612,877,380,270,9,18,371,270,363812,970,355416,1414,8396,1216,4645,870,3751,791,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1660976,5151,826336,3435,199910,2041,196674,2215,3236,1274,499,375,2737,1123,626426,1964,591839,2181,34587,2686,11130,1500,23457,2423,834640,3081,187269,1781,184628,1585,2641,904,282,201,2359,888,647371,1861,615794,2599,31577,2537,10591,1806,20986,2278,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1931264,12232,983531,7339,207554,3781,202030,3648,5524,1191,826,425,4698,1143,775977,5443,661928,5441,114049,5743,46509,3349,67540,5161,947733,6781,198338,3528,194059,3756,4279,1083,914,448,3365,924,749395,4712,627186,5593,122209,5743,57708,4154,64501,3932,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1239410,2714,610773,1904,122756,1041,121930,1087,826,459,580,384,246,221,488017,1472,470043,2101,17974,1901,11286,1628,6688,1251,628637,1669,117189,974,116055,1108,1134,571,427,385,707,612,511448,1143,488433,2697,23015,2598,14864,2033,8151,1647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6053656,22978,2965794,12666,642695,6104,621840,6862,20855,2744,4165,980,16690,2431,2323099,8821,1928962,8677,394137,9861,218253,7182,175884,6900,3087862,12420,608519,5666,590564,6618,17955,2550,5756,1647,12199,1965,2479343,8724,2066961,9611,412382,9250,242929,7683,169453,7553,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1525459,15508,756506,8823,172972,4875,169019,4833,3953,1167,1200,730,2753,906,583534,5820,523906,6175,59628,5075,19031,2240,40597,4372,768953,8395,164073,4385,159526,4302,4547,1274,504,376,4043,1210,604880,5215,537627,6296,67253,3965,27787,2831,39466,3421,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12634312,30471,6180258,17750,1252383,8450,1220064,8940,32319,3777,9728,2195,22591,3267,4927875,12791,4229491,15056,698384,14032,393670,10373,304714,9240,6454054,15846,1199626,6981,1172072,7552,27554,2963,7918,1725,19636,2473,5254428,11659,4480486,13435,773942,13254,477940,10003,296002,9268,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6869207,14005,3368957,9267,725779,6286,714884,6283,10895,1735,2586,991,8309,1490,2643178,6277,2482293,5424,160885,6459,51033,3691,109852,5453,3500250,7505,693530,5642,683164,5431,10366,1693,2016,822,8350,1499,2806720,4330,2649985,5194,156735,5984,57533,3737,99202,4869,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,654375,2212,334805,1633,70977,893,70968,893,9,15,0,147,9,15,263828,1388,259984,1525,3844,1008,1667,604,2177,715,319570,1355,66936,884,66793,971,143,332,13,21,130,330,252634,848,247544,1751,5090,1549,2980,1255,2110,725,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9522264,7875,4674494,5373,1029999,2838,1022725,2766,7274,1491,2978,874,4296,1288,3644495,3645,3546550,4780,97945,4738,53286,3595,44659,3817,4847770,4673,978913,2770,971722,3210,7191,2001,2514,781,4677,1910,3868857,3385,3769921,5112,98936,4924,60265,3495,38671,3393,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2827481,6268,1397854,4054,315816,2349,310315,2228,5501,1154,843,509,4658,1046,1082038,2923,1031034,2904,51004,3127,12088,1392,38916,3013,1429627,3669,294278,2518,290690,2504,3588,949,342,236,3246,936,1135349,2100,1084907,3147,50442,3221,17042,1833,33400,2782,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3358250,13638,1658624,7908,343986,4063,339063,3838,4923,1092,1003,456,3920,1010,1314638,5339,1224045,4832,90593,4979,33071,2495,57522,4505,1699626,7209,323646,4025,319126,3705,4520,1203,758,463,3762,1112,1375980,4383,1286875,5013,89105,4641,39306,3295,49799,3554,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10408847,14006,5095871,8362,1032773,4847,1020651,4671,12122,2003,3444,757,8678,1818,4063098,6026,3902038,7316,161060,7260,80507,4257,80553,5497,5312976,7903,979833,4385,969168,4861,10665,2075,3022,1082,7643,1847,4333143,5374,4173371,7384,159772,6599,94536,4228,65236,4871,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,858236,5406,414450,3363,80161,1819,78323,1898,1838,758,694,470,1144,609,334289,2442,303867,2713,30422,2896,17076,2221,13346,1867,443786,3000,75426,1760,74206,1769,1220,507,27,46,1193,506,368360,2097,337114,2351,31246,2697,20373,2264,10873,1495,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3254145,8625,1599845,5333,333485,3044,330350,3070,3135,1012,418,250,2717,987,1266360,3812,1205052,4304,61308,4668,19209,2547,42099,4019,1654300,4862,320671,3111,316709,3193,3962,1364,974,684,2988,1277,1333629,2851,1279101,3450,54528,3609,22442,2301,32086,2756,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,724768,2261,364236,1506,82760,1143,82488,1153,272,181,57,70,215,164,281476,859,277411,1260,4065,1073,2479,769,1586,613,360532,1770,77114,1223,76896,1215,218,158,91,133,127,105,283418,1085,280170,1276,3248,746,1995,670,1253,377,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5084404,7598,2486831,5660,546247,3730,539026,3900,7221,1641,1856,838,5365,1521,1940584,3518,1865338,5432,75246,5510,24922,2559,50324,5218,2597573,4442,521163,3138,514103,3326,7060,1611,1944,978,5116,1486,2076410,2567,2006855,4288,69555,4185,27042,2612,42513,3770,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20265860,39583,10085382,21345,2653968,12695,2562346,12961,91622,5230,10258,1960,81364,4954,7431414,16085,6102085,18352,1329329,17469,385170,10794,944159,17388,10180478,23588,2530548,12653,2441868,13041,88680,6655,9614,1858,79066,6308,7649930,15959,6336475,19718,1313455,19634,430912,10501,882543,18692,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2568018,10207,1287875,6381,393733,3357,390198,3520,3535,818,924,380,2611,766,894142,3987,841548,4080,52594,3505,20543,2447,32051,2888,1280143,5407,370631,3195,366086,3156,4545,1284,715,441,3830,1151,909512,3261,850773,4029,58739,3603,25772,2933,32967,2931,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,591853,1756,291459,1159,57264,676,57003,713,261,188,158,137,103,120,234195,886,228343,1526,5852,1189,3528,783,2324,866,300394,918,53821,476,53605,504,216,164,203,164,13,22,246573,863,238466,1263,8107,1058,5221,856,2886,625,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5739681,13500,2845803,8587,601913,4680,586508,5053,15405,2395,3108,952,12297,2332,2243890,6109,2058222,6655,185668,7683,80965,4804,104703,6415,2893878,8776,573081,5242,559242,5284,13839,1867,2589,829,11250,1716,2320797,5077,2119728,6431,201069,7018,96128,4683,104941,5764,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5484997,15746,2739950,9226,579374,4516,563620,4623,15754,2526,3283,909,12471,2427,2160576,6564,1977769,7503,182807,9052,77365,5199,105442,7477,2745047,8840,553691,4872,540064,4705,13627,2227,2726,901,10901,2110,2191356,5171,2006496,7483,184860,7312,90112,5256,94748,6128,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1731464,2718,851753,2339,177455,1774,177062,1934,393,399,60,98,333,394,674298,1737,669383,2360,4915,1465,2324,782,2591,1110,879711,2450,169405,1905,168976,1793,429,442,80,135,349,423,710306,1210,705331,1453,4975,939,3214,775,1761,589,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4966282,7475,2468687,4560,526630,3107,522500,3147,4130,929,1744,687,2386,744,1942057,2667,1877185,3958,64872,3598,28035,2108,36837,3041,2497595,4512,496811,2597,493695,2538,3116,783,1154,434,1962,638,2000784,3054,1940906,3696,59878,3390,30900,2549,28978,2381,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,531680,2736,270315,2074,62371,1339,62064,1340,307,295,166,210,141,184,207944,1401,201395,1479,6549,1255,1611,732,4938,1308,261365,2686,58754,1636,58301,1664,453,347,36,59,417,337,202611,1475,196251,1745,6360,1250,2231,656,4129,1028,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
