GEO_ID,C08526_001E,C08526_001M,C08526_002E,C08526_002M,C08526_003E,C08526_003M,C08526_004E,C08526_004M,C08526_005E,C08526_005M,C08526_006E,C08526_006M,C08526_007E,C08526_007M,C08526_008E,C08526_008M,C08526_009E,C08526_009M,C08526_010E,C08526_010M,C08526_011E,C08526_011M,C08526_012E,C08526_012M,C08526_013E,C08526_013M,C08526_014E,C08526_014M,C08526_015E,C08526_015M,C08526_016E,C08526_016M,C08526_017E,C08526_017M,C08526_018E,C08526_018M,C08526_019E,C08526_019M,C08526_020E,C08526_020M,C08526_021E,C08526_021M,C08526_022E,C08526_022M,C08526_023E,C08526_023M,C08526_024E,C08526_024M,C08526_025E,C08526_025M,C08526_026E,C08526_026M,C08526_027E,C08526_027M,C08526_028E,C08526_028M,C08526_029E,C08526_029M,C08526_030E,C08526_030M,C08526_031E,C08526_031M,C08526_032E,C08526_032M,C08526_033E,C08526_033M,C08526_034E,C08526_034M,C08526_035E,C08526_035M,C08526_036E,C08526_036M,C08526_037E,C08526_037M,C08526_038E,C08526_038M,C08526_039E,C08526_039M,C08526_040E,C08526_040M,C08526_041E,C08526_041M,C08526_042E,C08526_042M,C08526_043E,C08526_043M,C08526_044E,C08526_044M,C08526_045E,C08526_045M,C08526_046E,C08526_046M,C08526_047E,C08526_047M,C08526_048E,C08526_048M,C08526_049E,C08526_049M,C08526_050E,C08526_050M,C08526_051E,C08526_051M,C08526_052E,C08526_052M,C08526_053E,C08526_053M,C08526_054E,C08526_054M,C08526_055E,C08526_055M,C08526_056E,C08526_056M,C08526_057E,C08526_057M,C08526_058E,C08526_058M,C08526_059E,C08526_059M,C08526_060E,C08526_060M,C08526_061E,C08526_061M,C08526_062E,C08526_062M,C08526_063E,C08526_063M,C08526_064E,C08526_064M,C08526_065E,C08526_065M,C08526_066E,C08526_066M,C08526_067E,C08526_067M,C08526_068E,C08526_068M,C08526_069E,C08526_069M,C08526_070E,C08526_070M,C08526_071E,C08526_071M,C08526_072E,C08526_072M,C08526_073E,C08526_073M,C08526_074E,C08526_074M,C08526_075E,C08526_075M,C08526_076E,C08526_076M,C08526_077E,C08526_077M,C08526_078E,C08526_078M,C08526_079E,C08526_079M,C08526_080E,C08526_080M,C08526_081E,C08526_081M,C08526_082E,C08526_082M,C08526_083E,C08526_083M,C08526_084E,C08526_084M,NAME,C08526_001MA,C08526_001EA,C08526_002MA,C08526_002EA,C08526_003EA,C08526_003MA,C08526_004EA,C08526_004MA,C08526_005MA,C08526_005EA,C08526_006EA,C08526_006MA,C08526_007MA,C08526_007EA,C08526_008EA,C08526_008MA,C08526_009EA,C08526_009MA,C08526_010MA,C08526_010EA,C08526_011EA,C08526_011MA,C08526_012MA,C08526_012EA,C08526_013MA,C08526_013EA,C08526_014EA,C08526_014MA,C08526_015EA,C08526_015MA,C08526_016EA,C08526_016MA,C08526_017MA,C08526_017EA,C08526_018MA,C08526_018EA,C08526_019EA,C08526_019MA,C08526_020EA,C08526_020MA,C08526_021EA,C08526_021MA,C08526_022EA,C08526_022MA,C08526_023MA,C08526_023EA,C08526_024MA,C08526_024EA,C08526_025EA,C08526_025MA,C08526_026EA,C08526_026MA,C08526_027EA,C08526_027MA,C08526_028MA,C08526_028EA,C08526_029MA,C08526_029EA,C08526_030EA,C08526_030MA,C08526_031EA,C08526_031MA,C08526_032EA,C08526_032MA,C08526_033EA,C08526_033MA,C08526_034MA,C08526_034EA,C08526_035MA,C08526_035EA,C08526_036EA,C08526_036MA,C08526_037EA,C08526_037MA,C08526_038EA,C08526_038MA,C08526_039EA,C08526_039MA,C08526_040MA,C08526_040EA,C08526_041MA,C08526_041EA,C08526_042EA,C08526_042MA,C08526_043EA,C08526_043MA,C08526_044EA,C08526_044MA,C08526_045MA,C08526_045EA,C08526_046MA,C08526_046EA,C08526_047EA,C08526_047MA,C08526_048EA,C08526_048MA,C08526_049EA,C08526_049MA,C08526_050EA,C08526_050MA,C08526_051MA,C08526_051EA,C08526_052MA,C08526_052EA,C08526_053EA,C08526_053MA,C08526_054EA,C08526_054MA,C08526_055EA,C08526_055MA,C08526_056MA,C08526_056EA,C08526_057MA,C08526_057EA,C08526_058EA,C08526_058MA,C08526_059EA,C08526_059MA,C08526_060EA,C08526_060MA,C08526_061EA,C08526_061MA,C08526_062MA,C08526_062EA,C08526_063MA,C08526_063EA,C08526_064EA,C08526_064MA,C08526_065EA,C08526_065MA,C08526_066EA,C08526_066MA,C08526_067MA,C08526_067EA,C08526_068MA,C08526_068EA,C08526_069EA,C08526_069MA,C08526_070EA,C08526_070MA,C08526_071MA,C08526_071EA,C08526_072MA,C08526_072EA,C08526_073MA,C08526_073EA,C08526_074MA,C08526_074EA,C08526_075EA,C08526_075MA,C08526_076MA,C08526_076EA,C08526_077MA,C08526_077EA,C08526_078MA,C08526_078EA,C08526_079MA,C08526_079EA,C08526_080EA,C08526_080MA,C08526_081EA,C08526_081MA,C08526_082MA,C08526_082EA,C08526_083MA,C08526_083EA,C08526_084MA,C08526_084EA,state
0400000US01,1960728,14412,29750,2990,122607,6273,269776,8221,50666,3157,242945,9306,93492,5302,143667,5819,181430,6647,429229,10279,166248,5099,104501,4466,115269,6138,11148,1746,1681753,15904,22579,2734,96082,5855,234923,7958,43648,2837,215678,8914,82418,4696,125085,5346,147091,6264,375936,10015,136174,4943,87605,3945,105804,5717,8730,1651,170458,8413,3590,939,18999,2585,25415,2992,4427,1586,16266,2658,6712,1346,8783,1496,16126,2072,34376,3727,19529,2717,8922,1544,6759,1223,554,336,7454,1743,80,129,359,255,516,346,0,187,1374,711,292,221,34,60,469,310,2523,978,1024,481,446,282,337,264,0,187,43830,4062,800,440,2692,889,4412,1061,724,502,4147,1146,2406,836,3033,915,3951,953,8766,1554,7493,1806,3989,1207,1189,576,228,203,57233,3661,2701,937,4475,1354,4510,1140,1867,723,5480,1232,1664,685,6732,1403,13793,1916,7628,1492,2028,616,3539,1130,1180,427,1636,350,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,366124,5570,20698,2098,27608,2871,12729,1928,6233,1246,34728,3209,28843,2704,21500,2315,30054,2999,77307,3501,31692,3129,15740,2204,41935,3075,17057,1671,250684,6214,9311,1507,19859,2551,5066,1223,4401,1090,24297,2545,21738,2306,16357,1996,19319,2296,54925,3255,19818,2390,10993,1868,32527,2733,12073,1718,43650,3232,1969,587,3336,941,1337,570,505,327,4781,1265,2852,832,2005,587,3199,937,10309,1564,4716,1176,1021,441,4583,1029,3037,902,5178,1224,630,517,62,77,263,356,221,276,1055,514,82,96,92,116,173,128,1101,637,916,600,227,211,337,243,19,36,52697,3275,7933,1102,2763,699,5815,1166,867,517,4257,881,3682,816,1920,639,4471,841,8052,1053,4712,1461,2230,781,4193,617,1802,710,13915,1891,855,895,1588,752,248,198,239,197,338,191,489,303,1126,472,2892,923,2920,806,1530,546,1269,734,295,187,126,117,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2803956,19199,46963,4255,188674,7501,191491,7172,67418,3742,340417,9811,140012,6093,275912,9874,333516,9767,612354,12108,308626,10430,136199,6539,145563,5432,16811,1704,2158777,17865,32209,3241,139978,5987,153743,6487,53443,3310,268584,10177,111046,5541,212195,9112,232705,8244,490229,10949,225068,9454,104976,5617,122030,5299,12571,1554,293325,9205,7699,1840,30411,3516,20142,2268,6344,1202,29750,2931,13347,2065,21270,2530,40601,3703,59516,3574,37537,4199,12184,1950,13181,1841,1343,515,56512,4964,1211,1093,1933,873,1984,760,1214,784,10757,1865,2519,944,4542,1334,5859,1357,10443,1760,10514,1914,3052,977,2232,786,252,212,133689,7305,2056,826,7148,1813,6891,1338,1794,668,18725,2496,6656,1452,10309,1770,14977,2732,26749,2954,25835,3137,5811,1376,5402,1172,1336,560,161653,6371,3788,1868,9204,1817,8731,1433,4623,1142,12601,1708,6444,1431,27596,2842,39374,3063,25417,2475,9672,1901,10176,1658,2718,644,1309,447,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1244956,13403,39899,3044,76382,5404,166436,6648,27647,2498,165452,6389,63568,4410,85147,4272,93677,5143,292357,9379,104878,7545,63239,4838,62449,4628,3825,766,1028051,13906,27773,2483,56212,4625,139852,6574,23179,2371,142690,5811,56351,4190,72884,3887,72626,4685,247209,9410,80439,6022,50649,4044,55391,4189,2796,601,134288,6948,4212,960,15416,2358,20133,2703,2168,755,12810,1850,4385,966,5288,1076,10377,1820,28662,2664,16805,3298,7497,1724,5550,1256,985,536,4138,1186,25,43,27,45,352,247,0,187,810,563,132,195,222,279,480,357,984,552,933,577,82,138,91,141,0,187,37104,3064,3095,1055,1464,756,4297,1278,590,361,6261,1355,1766,714,2073,644,2689,570,6984,1233,4751,1112,2325,814,765,449,44,73,41375,3177,4794,1181,3263,1292,1802,540,1710,899,2881,1022,934,553,4680,1241,7505,1511,8518,1695,1950,920,2686,717,652,388,0,187,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17255848,41675,405022,12387,1032291,18977,1679069,22946,533358,11997,1877174,26231,802131,15405,1575485,21295,2215451,22239,3537230,31384,1808729,27867,926624,16551,734801,14421,128483,4997,12684561,45443,249403,8720,760748,15602,1294375,21372,415825,9989,1417535,21613,641427,14582,1142259,17195,1500173,17864,2694504,28119,1264385,23892,665684,14058,569609,11917,68634,5138,1811654,28148,100183,7575,169896,8347,199678,7822,53132,4158,178761,8801,77839,4965,117891,5563,225546,8681,329733,10832,183846,7092,94184,5381,70711,3867,10254,1874,913139,15806,5746,1498,30768,2862,70453,5147,19532,2084,109011,5188,31482,2905,97363,4596,153597,6944,148305,6146,149116,7251,54935,4608,40872,3363,1959,914,915519,14959,34825,3839,31147,3148,59939,4247,16135,2156,109131,6128,32869,2818,74694,4425,107053,5110,181836,7377,157548,7440,55163,4114,26719,2870,28460,3691,930975,16361,14865,2416,39732,3882,54624,3879,28734,2996,62736,4122,18514,2392,143278,6371,229082,6572,182852,7155,53834,4494,56658,4162,26890,2710,19176,3375,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2669008,13651,71478,4283,208894,7922,175540,7222,67889,3739,287052,9859,116832,4979,266671,9732,351556,9487,534692,11643,294170,9281,140575,6361,123838,5925,29821,2383,2019345,15439,50993,3435,152591,6882,137551,5789,54653,3631,226880,8326,97733,4451,201039,8388,242550,7966,418522,9561,207681,8445,109067,5135,101038,5093,19047,2264,256486,9969,8165,1652,37847,3726,15375,2027,4642,1250,24998,3284,9422,1631,19706,2934,33075,3052,47027,4541,30912,3503,11194,1718,11822,1932,2301,672,88323,4484,2556,759,3059,1018,5479,1543,1097,506,8662,1824,2130,690,9313,1492,12484,1798,15174,2301,20300,2591,3367,970,4702,878,0,187,130501,6450,4437,965,5636,1244,6713,1513,1760,520,15170,2693,3937,723,8830,1406,14141,1923,28982,3163,25600,3135,5645,1049,3631,905,6019,1057,174353,6876,5327,1108,9761,1487,10422,1315,5737,870,11342,1912,3610,919,27783,2303,49306,3599,24987,2694,9677,1624,11302,1752,2645,763,2454,1080,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1751075,13180,7934,1848,99788,5688,189980,7548,48372,4309,186308,7916,60868,4052,202163,6822,193608,7120,451787,7721,157048,7474,76175,4644,67940,3972,9104,1225,1387627,14015,4478,1063,74191,4740,156999,6631,39239,3938,145620,7475,52940,3930,160490,5943,141920,6416,376415,8060,110038,5709,58991,4013,61402,3770,4904,1146,143947,7901,1062,690,14991,2673,15619,2384,4221,1591,16633,2212,4500,1046,10593,1651,16631,1955,31864,3152,18074,2830,6526,1663,3035,716,198,287,61369,3884,180,258,1324,675,4423,1325,1532,581,9175,1766,772,472,9285,1737,6838,1373,11787,1677,12730,2579,2015,845,1265,602,43,74,76538,4878,1020,693,4097,1290,6249,1537,885,599,10313,1906,2085,715,5398,1226,6447,1471,20475,2311,12183,2109,3512,1267,1072,492,2802,678,81594,4474,1194,679,5185,1326,6690,1576,2495,824,4567,1024,571,356,16397,2222,21772,2297,11246,1319,4023,921,5131,1221,1166,859,1157,630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437466,8194,3768,893,28014,3197,37882,3155,7702,1585,57486,3673,18770,1967,53550,3763,43760,3406,102780,4550,39082,3765,18078,2176,24042,2343,2552,703,359027,8816,2440,631,23224,2581,32069,2777,6983,1451,47930,3665,15659,1866,44588,3175,32367,2782,87641,4530,30271,3347,13652,1928,20062,2059,2141,652,35048,3682,421,331,2826,1390,2592,791,241,221,4590,1268,1454,627,3491,1088,3559,1181,7432,1319,3619,1126,2114,832,2324,917,385,332,10085,1800,238,291,104,172,394,311,0,187,1752,740,212,189,1024,471,1704,707,1645,634,1933,946,121,147,958,553,0,187,14019,2369,262,259,601,417,1518,647,105,106,2181,1007,631,413,948,413,1460,739,2634,810,2316,748,937,637,400,253,26,60,19287,2306,407,360,1259,615,1309,681,373,267,1033,460,814,617,3499,1036,4670,1171,3428,802,943,629,1254,615,298,179,0,187,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,821495,12642,1222,411,34182,2895,12029,1833,3823,1055,27845,3446,28431,2940,72920,4012,162638,6352,135105,6102,70729,5000,65402,4005,197714,5847,9455,1394,348856,9573,558,315,18895,2211,6115,1306,2484,861,13774,2102,17951,2457,30240,2788,56762,3615,68935,4418,27778,2648,20739,2288,79863,3727,4762,1027,71576,4636,182,173,8367,1775,1258,675,350,270,1599,623,2611,794,4486,860,11365,1663,10349,1554,5688,1670,4984,1145,19318,1990,1019,410,311082,9176,439,241,5516,1298,3836,883,731,411,9539,1994,5691,985,29005,2576,71486,4647,40984,3347,27069,3134,30596,2603,84390,4578,1800,515,72969,3489,43,70,1344,764,772,500,0,187,2544,965,1735,670,6688,1146,16165,1970,12504,1839,8683,1534,7500,1142,13117,1592,1874,574,17012,2053,0,187,60,99,48,58,258,205,389,360,443,449,2501,795,6860,1255,2333,686,1511,534,1583,718,1026,483,0,187,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8585487,32920,88398,5780,581424,14673,427963,13158,246310,7081,1141758,18774,418321,12884,814630,17710,1125330,16967,1791175,23317,1052032,20984,472541,12516,373698,10684,51907,3314,6852662,34711,52191,4685,433843,12887,347724,12112,195515,6678,925817,17942,351406,11043,650962,15243,841707,15577,1517450,21311,812348,18366,360899,11538,325719,9989,37081,3695,780601,18054,15494,2958,87810,6293,38656,4394,21454,2734,93430,4987,30090,3481,49433,4207,100272,6533,154478,6846,105339,7568,52568,4607,28223,2703,3354,884,177546,7809,5258,2366,7098,1491,4723,1174,4379,1233,31429,3456,3839,967,8078,1555,22349,3001,25051,2910,47275,4520,12652,3060,5045,1162,370,400,308817,11111,5470,1447,21688,3082,12816,2178,6807,1626,47283,3769,14481,1878,24584,3154,40962,4162,39605,3829,65193,5228,17845,2402,8576,1551,3507,949,465861,12632,9985,2165,30985,3545,24044,2861,18155,2125,43799,4336,18505,2693,81573,4643,120040,5032,54591,3704,21877,3222,28577,3289,6135,1176,7595,1545,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
