GEO_ID,C21007_001E,C21007_001M,C21007_002E,C21007_002M,C21007_003E,C21007_003M,C21007_004E,C21007_004M,C21007_005E,C21007_005M,C21007_006E,C21007_006M,C21007_007E,C21007_007M,C21007_008E,C21007_008M,C21007_009E,C21007_009M,C21007_010E,C21007_010M,C21007_011E,C21007_011M,C21007_012E,C21007_012M,C21007_013E,C21007_013M,C21007_014E,C21007_014M,C21007_015E,C21007_015M,C21007_016E,C21007_016M,C21007_017E,C21007_017M,C21007_018E,C21007_018M,C21007_019E,C21007_019M,C21007_020E,C21007_020M,C21007_021E,C21007_021M,C21007_022E,C21007_027M,C21007_028E,C21007_028M,C21007_029E,C21007_029M,C21007_030E,C21007_030M,C21007_031E,C21007_031M,C21007_022M,C21007_023E,C21007_023M,C21007_024E,C21007_024M,C21007_025E,C21007_025M,C21007_026E,C21007_026M,C21007_027E,NAME,C21007_001MA,C21007_001EA,C21007_002EA,C21007_002MA,C21007_003EA,C21007_003MA,C21007_004EA,C21007_004MA,C21007_005EA,C21007_005MA,C21007_006MA,C21007_006EA,C21007_007EA,C21007_007MA,C21007_008EA,C21007_008MA,C21007_009EA,C21007_009MA,C21007_010EA,C21007_010MA,C21007_011EA,C21007_011MA,C21007_012MA,C21007_012EA,C21007_013EA,C21007_013MA,C21007_014EA,C21007_014MA,C21007_015EA,C21007_015MA,C21007_016EA,C21007_016MA,C21007_017MA,C21007_017EA,C21007_018EA,C21007_018MA,C21007_019EA,C21007_019MA,C21007_020EA,C21007_020MA,C21007_021EA,C21007_021MA,C21007_022EA,C21007_022MA,C21007_027MA,C21007_028MA,C21007_028EA,C21007_029EA,C21007_029MA,C21007_030EA,C21007_030MA,C21007_031EA,C21007_031MA,C21007_023MA,C21007_023EA,C21007_024EA,C21007_024MA,C21007_025EA,C21007_025MA,C21007_026EA,C21007_026MA,C21007_027EA,state
0400000US13,7336313,4197,6118463,5479,384771,10490,34587,3519,12597,1688,21990,2796,350184,9747,58575,3718,291609,9201,5733692,11325,989461,21256,188332,8292,801129,19195,4744231,22200,416107,13259,4328124,25768,1217850,3401,255229,5939,12995,1609,6548,1091,6447,1349,242234,3786,55645,4002,848906,7733,300086,7809,548820,8932,5742,95800,4183,146434,4834,962621,6034,113715,5190,58070,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1051699,2337,828016,2364,63680,3333,4572,930,1185,505,3387,744,59108,3263,6384,1138,52724,3062,764336,4224,88917,5631,15026,2619,73891,5092,675419,6994,46925,3626,628494,7751,223683,990,44373,1909,2202,712,899,352,1303,577,42171,1491,9219,1399,163172,2782,56772,3348,106400,3157,1927,15930,1427,26241,1639,179310,2158,16138,2053,6919,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1174835,2153,943502,2507,56767,4534,5701,1534,1546,770,4155,1313,51066,4352,8266,1354,42800,4104,886735,4979,130353,6452,24207,2664,106146,6489,756382,7353,65038,4045,691344,7262,231333,1416,57541,2699,4157,1075,2331,819,1826,619,53384,1310,10042,1645,156047,2896,52934,2984,103113,2734,2945,23017,1922,30367,2794,173792,2968,17745,2155,7703,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9629506,2601,7906384,3451,299737,9510,28035,2775,11367,1630,16668,2363,271702,8393,38345,2970,233357,8438,7606647,10718,1031091,17953,170336,6470,860755,17283,6575556,21674,450690,9082,6124866,21945,1723122,3071,325321,4844,17252,1652,8717,1292,8535,1227,308069,4098,69164,3675,1262830,6293,415452,7119,847378,8354,4886,115594,3373,192475,4383,1397801,5807,134971,5712,65807,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4842742,2491,3937202,3188,203718,6896,20819,2317,8359,1397,12460,1663,182899,7019,34231,2915,148668,6146,3733484,7247,556840,13732,119918,6013,436922,11318,3176644,15600,316272,8957,2860372,17068,905540,2550,194647,4340,9105,1466,4012,922,5093,1016,185542,2112,27717,2400,656829,5273,229771,6401,427058,6944,4373,79668,3380,105874,3274,710893,4594,54064,3231,26347,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2292433,2557,1825025,2693,94007,3826,6819,1083,2263,598,4556,926,87188,3679,12521,1452,74667,3492,1731018,4525,217664,8713,42094,3979,175570,7262,1513354,9146,117472,5142,1395882,10114,467408,1664,100372,2764,4745,891,2303,654,2442,661,95627,1574,16351,1492,337336,3297,96944,3130,240392,4083,2757,35854,2070,59773,2394,367036,3072,29700,1725,13349,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2096860,3196,1697518,3440,92289,4330,7215,1156,2800,629,4415,899,85074,4101,15867,1917,69207,3600,1605229,5007,217259,8250,47377,3543,169882,6778,1387970,7964,124457,5206,1263513,8668,399342,2107,87562,2465,3875,635,1708,448,2167,536,83687,1517,14033,1735,284084,2811,95569,2668,188515,3229,2481,31959,1984,51728,2205,311780,2826,27696,2068,13663,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3275663,3430,2644580,3869,149767,6487,15946,2194,6720,1272,9226,1721,133821,5857,28797,2852,105024,4798,2494813,7370,470412,14064,140200,7452,330212,10388,2024401,13780,253501,8010,1770900,14715,631083,2214,123735,3533,8214,1344,4567,1001,3647,849,115521,2978,25120,2065,444491,4961,177199,5480,267292,5531,3359,52535,2558,62986,2947,507348,4122,62857,3479,37737,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3410058,2888,2799756,3512,139990,5266,17015,1932,5461,1101,11554,1681,122975,5393,22477,2603,100498,5260,2659766,6801,494477,13839,106992,5611,387485,12716,2165289,15354,230236,8733,1935053,15440,610302,1994,115044,3154,7844,1547,4579,1242,3265,729,107200,3491,32101,2230,424694,4768,158549,5174,266145,4739,3287,44233,3037,62967,2620,495258,3383,70564,4226,38463,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1041375,1317,805598,1609,55162,3417,4414,892,2174,702,2240,543,50748,3255,10148,1417,40600,2889,750436,3768,109456,5536,36599,3136,72857,4540,640980,6407,66177,4066,574803,7170,235777,1040,56706,2057,2563,618,1215,483,1348,403,54143,955,11132,1379,160720,2615,49352,2679,111368,3028,1995,21087,1407,33056,2023,179071,2421,18351,1570,7219,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4486921,2498,3688275,3267,222372,7450,12759,1563,4440,1030,8319,1180,209613,7264,21895,2104,187718,7516,3465903,7737,344453,13285,65712,4296,278741,12243,3121450,14842,222009,7819,2899441,15686,798646,2162,157962,4721,7454,1085,3525,822,3929,848,150508,2016,28158,2562,589015,5601,176411,4530,412604,5332,4614,52045,2687,98463,3998,640684,4924,51669,3160,23511,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5135520,1685,4158491,2509,144338,5317,12236,1876,5321,1135,6915,1477,132102,4975,19962,2252,112140,4818,4014153,5961,446894,13483,103613,5958,343281,11997,3567259,15266,263945,9373,3303314,16310,977029,1978,185820,5589,8909,1357,3591,745,5318,1105,176911,2960,41019,2736,709686,6380,209766,5592,499920,7687,5376,64591,2894,112320,4298,791209,5172,81523,3950,40504,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7502381,1943,6010966,2808,284637,7201,32183,2831,11641,1435,20542,2432,252454,6893,44549,2899,207905,6181,5726329,7105,922218,19610,221423,8073,700795,16044,4804111,19798,484604,8990,4319507,19837,1491415,2218,305016,4864,14327,1562,6255,1107,8072,974,290689,2983,56160,3235,1079223,5705,368342,6426,710881,7635,4872,112778,3286,177911,4726,1186399,5192,107176,4721,51016,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4067454,1673,3320046,2711,146721,4995,10367,1375,3722,892,6645,1096,136354,4807,20228,1786,116126,4405,3173325,5745,356414,10639,75858,4537,280556,9260,2816911,12360,188430,5489,2628481,13114,747408,1905,167523,3672,7129,944,3074,633,4055,697,160394,1787,26334,1992,531158,4376,151301,3832,379857,4802,3682,60987,2922,99407,2910,579885,3960,48727,2382,22393,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2168605,2426,1753463,3428,91703,5440,11368,1826,3347,848,8021,1820,80335,5168,14282,1859,66053,4674,1661760,6542,344917,11666,84314,5162,260603,9797,1316843,10628,164643,7466,1152200,9922,415142,2473,78705,3168,4675,1081,2608,821,2067,727,74030,2547,21415,2203,286348,4077,118261,4195,168087,4502,2920,35004,2461,39026,2666,336437,4018,50089,3212,28674,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4510569,3163,3616963,3990,224173,6588,23543,2581,10318,1743,13225,1873,200630,6139,36817,2881,163813,5216,3392790,7367,517117,13951,133476,7328,383641,11921,2875673,16190,295213,8400,2580460,17653,893606,2960,203488,4678,11875,1584,6247,1141,5628,1102,191613,2571,35082,2763,621160,6440,207829,5701,413331,5953,4545,79887,3277,111726,3975,690118,5184,68958,3558,33876,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,775814,1566,610300,1914,43038,2689,4320,1048,1346,552,2974,904,38718,2586,7663,1157,31055,2569,567262,3191,95302,5503,17791,2165,77511,5069,471960,5694,41957,3064,430003,6314,165514,927,40411,1962,2419,676,926,419,1493,609,37992,986,6424,1245,113809,2371,35376,2591,78433,2860,1878,14885,1217,23107,1804,125103,2019,11294,1541,4870,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1363851,1815,1104560,2116,64714,3683,5024,901,1524,527,3500,873,59690,3412,7804,1148,51886,3067,1039846,4180,127389,5119,26502,2824,100887,4253,912457,6482,66232,3038,846225,6586,259291,1280,60751,2129,2845,591,1475,461,1370,427,57906,1072,9724,1046,180902,2668,57122,2608,123780,2804,2070,24369,1635,33537,1855,198540,2398,17638,1613,7914,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2140618,1276,1744603,1751,111430,5317,10964,1681,3961,1020,7003,1435,100466,5068,17581,2115,82885,5077,1633173,5237,239180,10638,42930,4106,196250,9033,1393993,12207,137113,6651,1256880,13249,396015,1121,98584,3442,5425,1030,2704,823,2721,695,93159,2091,13450,1953,270175,4241,91859,3703,178316,4580,3424,37120,2701,56039,2590,297431,3382,27256,2843,13806,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1022440,1125,820896,1419,47221,3009,3498,1165,1084,545,2414,1038,43723,2938,7254,1452,36469,2426,773675,2928,69703,4588,16445,2324,53258,4259,703972,5171,56286,4068,647686,6064,201544,977,49144,2107,1793,628,714,390,1079,483,47351,959,4270,902,143874,2665,42519,2612,101355,3061,2202,18060,1758,29291,2038,152400,2455,8526,1243,4256,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6768250,1825,5496141,2237,138120,4113,9847,1546,3352,981,6495,1294,128273,4040,18035,1876,110238,3926,5358021,4484,538160,14143,88984,4413,449176,13219,4819861,14719,322379,9582,4497482,16505,1272109,1430,216095,4265,9451,1597,4547,1146,4904,889,206644,2978,52197,3413,956226,6051,294927,6678,661299,7794,4288,73907,3174,132737,4151,1056014,4469,99788,4237,47591,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1543776,2271,1230613,2857,76999,4321,8069,1555,2164,682,5905,1350,68930,3955,12006,1577,56924,3518,1153614,5419,240614,9862,48971,4499,191643,8819,913000,11059,95279,5213,817721,11404,313163,1674,72437,2821,4958,1120,2636,654,2322,858,67479,2175,16218,1920,204358,3760,75501,2875,128857,3955,2771,29161,2000,38318,2471,240726,2878,36368,3139,20150,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15063524,3537,12266724,4673,331492,8437,29400,2375,10280,1547,19120,1764,302092,7757,46018,3027,256074,6967,11935232,9103,1769158,29109,316697,9698,1452461,25040,10166074,31197,723517,15179,9442557,30546,2796800,2905,424344,7498,20607,1989,8920,1302,11687,1669,403737,6172,154035,6333,2065701,11240,657504,9914,1408197,12676,7503,151483,4841,252254,6222,2372456,7933,306755,9437,152720,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7374145,4677,5953870,5179,372260,10069,35677,3109,13245,1836,22432,2532,336583,9650,60484,3770,276099,9313,5581610,10831,945747,17437,202022,8732,743725,15023,4635863,18997,437093,10395,4198770,19822,1420275,2856,292049,5521,15156,2135,8389,1593,6767,1383,276893,3871,59616,3164,1006271,7061,347095,7469,659176,7549,5404,109088,4276,167805,5069,1128226,5324,121955,5213,62339,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,545810,1242,446918,1283,28558,2616,1830,594,391,195,1439,560,26728,2563,4105,867,22623,2485,418360,2828,47628,3989,8724,1415,38904,3777,370732,4980,24578,2426,346154,4977,98892,642,20595,1337,865,313,389,212,476,230,19730,774,3981,825,70569,1660,22179,1687,48390,1787,1320,7367,1038,12363,1083,78297,1403,7728,1105,3747,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8678738,3288,6950547,4530,373846,8020,36897,2956,15379,1692,21518,2318,336949,7006,55722,3580,281227,7273,6576701,8743,1015221,17084,249407,8558,765814,15108,5561480,17828,515331,10858,5046149,18688,1728191,3095,370493,6134,16101,1885,7143,1093,8958,1286,354392,3885,61138,3320,1234034,8081,405424,7607,828610,9044,6099,136109,4534,218283,5237,1357698,6413,123664,4626,62526,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2818278,2023,2275479,2236,148754,5360,14728,1610,5876,784,8852,1255,134026,5223,31052,2451,102974,4126,2126725,5691,354493,9211,90498,4142,263995,7625,1772232,10947,202734,5063,1569498,12140,542799,1741,122387,2824,6318,950,3128,649,3190,752,116069,1971,17493,1539,380531,4088,149107,3745,231424,4316,2778,55391,2229,60678,2618,420412,3521,39881,2427,22388,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
