GEO_ID,B24042_001E,B24042_001M,B24042_002E,B24042_002M,B24042_003E,B24042_003M,B24042_004E,B24042_004M,B24042_005E,B24042_005M,B24042_006E,B24042_006M,B24042_007E,B24042_007M,B24042_008E,B24042_008M,B24042_009E,B24042_009M,B24042_010E,B24042_010M,B24042_011E,B24042_011M,B24042_012E,B24042_012M,B24042_013E,B24042_013M,B24042_014E,B24042_014M,B24042_015E,B24042_015M,B24042_016E,B24042_016M,B24042_017E,B24042_017M,B24042_018E,B24042_018M,B24042_019E,B24042_019M,B24042_020E,B24042_020M,B24042_021E,B24042_021M,B24042_022E,B24042_022M,B24042_023E,B24042_023M,B24042_024E,B24042_024M,B24042_025E,B24042_025M,B24042_026E,B24042_026M,B24042_027E,B24042_027M,B24042_028E,B24042_028M,B24042_029E,B24042_029M,B24042_030E,B24042_030M,B24042_031E,B24042_031M,B24042_032E,B24042_032M,B24042_033E,B24042_033M,B24042_034E,B24042_034M,B24042_035E,B24042_035M,B24042_036E,B24042_036M,B24042_037E,B24042_037M,B24042_038E,B24042_038M,B24042_039E,B24042_039M,B24042_040E,B24042_040M,B24042_041E,B24042_041M,B24042_042E,B24042_042M,B24042_043E,B24042_043M,B24042_044E,B24042_044M,B24042_045E,B24042_045M,B24042_046E,B24042_046M,B24042_047E,B24042_047M,B24042_048E,B24042_048M,B24042_049E,B24042_049M,B24042_050E,B24042_050M,B24042_051E,B24042_051M,B24042_052E,B24042_052M,B24042_053E,B24042_053M,B24042_054E,B24042_054M,NAME,B24042_001EA,B24042_001MA,B24042_002MA,B24042_002EA,B24042_003EA,B24042_003MA,B24042_004EA,B24042_004MA,B24042_005MA,B24042_005EA,B24042_006EA,B24042_006MA,B24042_007MA,B24042_007EA,B24042_008EA,B24042_008MA,B24042_009EA,B24042_009MA,B24042_010MA,B24042_010EA,B24042_011EA,B24042_011MA,B24042_012EA,B24042_012MA,B24042_013MA,B24042_013EA,B24042_014MA,B24042_014EA,B24042_015EA,B24042_015MA,B24042_016EA,B24042_016MA,B24042_017EA,B24042_017MA,B24042_018EA,B24042_018MA,B24042_019MA,B24042_019EA,B24042_020MA,B24042_020EA,B24042_021EA,B24042_021MA,B24042_022EA,B24042_022MA,B24042_023EA,B24042_023MA,B24042_024MA,B24042_024EA,B24042_025MA,B24042_025EA,B24042_026EA,B24042_026MA,B24042_027EA,B24042_027MA,B24042_028EA,B24042_028MA,B24042_029EA,B24042_029MA,B24042_030MA,B24042_030EA,B24042_031MA,B24042_031EA,B24042_032EA,B24042_032MA,B24042_033EA,B24042_033MA,B24042_034EA,B24042_034MA,B24042_035MA,B24042_035EA,B24042_036MA,B24042_036EA,B24042_037EA,B24042_037MA,B24042_038MA,B24042_038EA,B24042_039EA,B24042_039MA,B24042_040EA,B24042_040MA,B24042_041MA,B24042_041EA,B24042_042EA,B24042_042MA,B24042_043MA,B24042_043EA,B24042_044EA,B24042_044MA,B24042_045EA,B24042_045MA,B24042_046MA,B24042_046EA,B24042_047MA,B24042_047EA,B24042_048EA,B24042_048MA,B24042_049MA,B24042_049EA,B24042_050EA,B24042_050MA,B24042_051EA,B24042_051MA,B24042_052MA,B24042_052EA,B24042_053EA,B24042_053MA,B24042_054MA,B24042_054EA,state
0400000US01,44452,1425,43585,6841,34845,3715,69805,20505,35253,2036,46287,1209,42259,3207,31767,860,50981,1323,47094,2851,62358,4965,51501,3905,60105,9705,77280,6085,35437,3945,55864,4009,76966,2852,-666666666,-222222222,30971,1127,50344,1385,49997,2549,51036,2810,22794,2999,33031,6958,21827,1529,36977,2152,52569,1927,32197,378,32285,15678,25143,5842,70355,12805,30750,3055,27863,1761,33147,5360,25399,830,42267,7022,36311,1878,54721,6837,31381,2667,36745,2045,36491,1983,39137,7444,37399,2331,45957,3286,4904,67100,25137,2315,37033,697,41473,654,34814,1763,20559,993,23602,2381,20067,1577,24420,1471,40281,2252,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,60557,892,91322,20610,60639,11935,102437,15870,69208,4342,46411,11499,52917,14942,40954,7757,62152,4898,58196,4166,86940,13550,61131,5977,52473,14535,50408,39678,56737,14199,66643,2789,68550,8324,110039,27050,60970,17498,60775,6588,64989,6253,53403,8392,27271,4403,51626,7666,25640,3186,45800,8982,63081,4933,46636,1354,61734,13894,48624,7315,66483,25843,46509,11226,31865,14602,45578,14469,33150,2976,51078,4917,50327,7923,60917,10736,61449,14733,56781,7156,56914,9408,56548,7750,51664,3666,55769,2554,41973,14335,41064,3075,50569,2492,60010,3382,45762,3502,27153,2661,31047,9736,26678,2338,34262,5388,56352,6056,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,44534,1070,45853,3904,30675,2159,66030,5941,38923,1712,60160,3326,47382,3958,36125,1023,48877,3421,42895,3407,71084,5994,51515,1956,52175,1524,54442,2893,46272,6091,44831,3577,75924,3241,102458,41432,27912,1606,47185,1877,42967,2451,53080,5440,26804,1225,38820,3904,24609,1964,35693,4318,57026,2275,36941,371,34682,6398,28934,3250,54728,5081,40508,1491,43655,3654,40739,3513,30336,524,42839,2716,41393,1670,51497,1247,42394,7236,43677,3045,44192,3196,42260,3825,37505,2335,45571,2386,61977,28347,30008,4003,38430,1223,40155,847,36793,1199,22583,1884,30633,2846,21669,1111,25599,1902,43074,2275,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,40014,671,34586,3753,31794,1376,48418,15937,34066,2876,39140,1920,43003,4854,36733,1697,51579,972,50593,1396,58352,7484,52436,7537,51916,9686,62217,8346,34487,5522,42854,5464,61701,3348,68125,53227,28110,3741,46479,2210,46897,3591,46047,3266,23540,2346,29243,3815,22425,2407,31323,1103,41571,1379,31202,467,31368,4514,30397,7886,41766,8056,30815,2372,28412,2794,35206,2086,27159,1242,41295,1955,40925,3604,41767,3575,44487,10751,35859,1544,36447,1937,31765,5765,31632,2412,39743,5639,56578,40016,21212,4000,33475,2339,39591,1771,30988,790,17476,1715,23442,4468,17017,1280,25696,1818,33260,3306,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50748,156,30014,1030,27023,601,71354,3163,44641,1774,52311,499,48041,1739,38605,1390,51105,486,46510,864,85702,4653,82031,2091,67187,1982,81003,1229,50495,1172,62303,1085,92809,2494,71160,20261,30798,448,60458,621,60723,715,60207,2268,30304,503,42098,1680,26321,506,36335,732,77982,1823,42704,470,20835,916,20211,1007,71948,13023,46974,1960,41219,583,41650,805,31056,408,47177,1293,42359,1700,68964,4241,64228,3547,51472,561,53541,2006,46776,1287,51718,541,61813,790,47676,13293,31586,784,47062,507,53698,1617,42876,1055,25930,551,38579,2553,22651,642,27948,1762,55112,1364,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,51107,351,54896,5599,32008,513,73788,4745,41765,854,56360,3845,60678,1693,38613,1479,54809,1922,52490,2040,62438,6374,71277,1694,66456,4777,76570,4485,51460,3993,70711,2732,86248,2399,76287,57981,38228,4024,51625,997,50954,1304,52367,5756,30301,1135,38557,5359,26180,1523,37444,3832,62952,2922,41727,384,51934,7946,29661,11145,73950,21868,44183,3313,43361,4389,43355,5283,31459,954,47238,4901,45216,4155,56304,5325,53558,4384,47753,2201,48339,2978,46586,3129,50426,1682,58657,3467,68682,11543,31842,1660,42291,636,43922,1586,41500,994,27576,2954,36707,4610,25822,1312,30805,1095,50215,1928,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,61616,536,44375,6739,43828,10308,66571,66143,51368,944,67768,3256,53646,5825,42662,2560,57280,2663,54790,3834,91584,4906,73763,6827,102344,4588,121254,3147,60197,5713,72428,4745,91584,2935,140677,44531,40255,2924,63673,3283,65170,3023,61953,3807,38276,4325,48562,4206,33553,3640,42411,4557,76412,3545,50737,599,25359,7992,23924,8016,-666666666,-222222222,56274,9171,50872,2023,52205,10269,36361,1812,53240,6761,48159,8236,70686,3566,66884,4505,65923,2045,67930,4255,50932,2552,57870,5216,65287,4039,118701,117738,36896,5329,51134,854,61079,1370,45697,1613,31027,1306,38440,4892,27448,3330,35727,2453,60864,2098,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,51118,763,42866,23772,40201,17590,90174,51989,45308,6093,53739,7844,44438,6674,37252,5046,60812,1972,57811,5059,74057,23186,56441,24593,65822,11951,65991,11671,65036,27732,61877,9268,76456,7522,250001,-333333333,31802,7893,51638,4751,55997,8735,49538,2819,30802,3684,35329,8667,30212,5333,36224,2463,60439,3884,41473,1144,32324,30475,32324,30475,-666666666,-222222222,45176,7384,49962,5339,39362,4681,26600,2180,44763,5796,45350,7407,41575,4729,46754,19479,51086,3675,53421,5008,42497,13587,47145,5066,58408,8180,-666666666,-222222222,35217,11573,45318,2238,49500,2096,40379,3531,25282,2711,28616,4800,21542,4082,31833,5601,39403,4168,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"250,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,70634,3047,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,39782,3249,61915,31525,92100,28490,29705,6383,51728,14540,48810,14581,70873,9115,75211,12554,88670,15720,111913,32765,56330,29003,80432,6538,90199,11234,-666666666,-222222222,37206,3554,64257,11017,66561,13268,60442,16442,40393,3211,46863,5611,38972,5073,62749,5961,97970,5902,61930,1484,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,64407,18553,70492,31119,73485,26177,31805,7154,46075,9435,45527,12838,100372,87434,76462,15812,60931,10997,95679,12016,46607,5352,75141,6566,80401,4890,-666666666,-222222222,30417,6938,49192,4027,52663,7761,45019,7561,36195,8524,50064,7344,32936,3937,66059,5534,83512,7721,District of Columbia,null,null,**,-,-,**,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40993,231,25262,1907,23563,2303,60755,6472,33703,1506,47765,1584,46579,2198,33548,1581,45315,1588,41838,736,57818,4083,56316,1891,51966,706,65166,4787,39777,1734,43869,2369,67752,3366,69255,8935,30006,1067,46376,816,45768,1088,46945,1800,28379,1128,35077,2584,26590,491,32219,1750,53972,1942,34830,459,20305,2364,20025,2526,54737,13044,32477,3258,33624,3111,36630,1505,27305,504,40680,1686,39857,2850,43691,3988,41433,1360,41412,681,42448,1381,37136,2103,37715,1340,44489,1978,42444,19587,27465,1233,36916,342,40055,494,35372,459,22950,727,31777,1596,21564,408,24435,1409,40603,759,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
