GEO_ID,B27001B_001E,B27001B_001M,B27001B_002E,B27001B_002M,B27001B_003E,B27001B_003M,B27001B_004E,B27001B_004M,B27001B_005E,B27001B_005M,B27001B_006E,B27001B_006M,B27001B_007E,B27001B_007M,B27001B_008E,B27001B_008M,B27001B_009E,B27001B_009M,B27001B_010E,B27001B_010M,B27001B_011E,B27001B_011M,B27001B_012E,B27001B_012M,B27001B_013E,B27001B_013M,B27001B_014E,B27001B_014M,B27001B_015E,B27001B_015M,B27001B_016E,B27001B_016M,B27001B_017E,B27001B_017M,B27001B_018E,B27001B_018M,B27001B_019E,B27001B_019M,B27001B_020E,B27001B_020M,B27001B_021E,B27001B_021M,B27001B_022E,B27001B_022M,B27001B_023E,B27001B_023M,B27001B_024E,B27001B_024M,B27001B_025E,B27001B_025M,B27001B_026E,B27001B_026M,B27001B_027E,B27001B_027M,B27001B_028E,B27001B_028M,NAME,B27001B_001MA,B27001B_001EA,B27001B_002MA,B27001B_002EA,B27001B_003MA,B27001B_003EA,B27001B_004EA,B27001B_004MA,B27001B_005EA,B27001B_005MA,B27001B_006EA,B27001B_006MA,B27001B_007MA,B27001B_007EA,B27001B_008EA,B27001B_008MA,B27001B_009EA,B27001B_009MA,B27001B_010EA,B27001B_010MA,B27001B_011EA,B27001B_011MA,B27001B_012MA,B27001B_012EA,B27001B_013MA,B27001B_013EA,B27001B_014MA,B27001B_014EA,B27001B_015EA,B27001B_015MA,B27001B_016EA,B27001B_016MA,B27001B_017EA,B27001B_017MA,B27001B_018EA,B27001B_018MA,B27001B_019MA,B27001B_019EA,B27001B_020EA,B27001B_020MA,B27001B_021EA,B27001B_021MA,B27001B_022EA,B27001B_022MA,B27001B_023MA,B27001B_023EA,B27001B_024MA,B27001B_024EA,B27001B_025MA,B27001B_025EA,B27001B_026EA,B27001B_026MA,B27001B_027EA,B27001B_027MA,B27001B_028EA,B27001B_028MA,state
0400000US01,1259660,7529,107412,4017,104644,4191,2768,1163,223496,4553,217095,4676,6401,1542,151711,3591,108647,4410,43064,3458,172340,4093,122822,4499,49518,3317,161475,4289,130144,4111,31331,2536,160091,3828,131193,3666,28898,2934,151237,1903,133725,2377,17512,1888,80671,1783,79826,1899,845,562,51227,1803,50938,1765,289,370,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,22055,2398,1170,922,1170,922,0,145,3861,1282,3789,1311,72,108,3132,1179,2553,1202,579,432,3257,1111,1703,733,1554,854,3397,1053,2301,875,1096,854,3105,992,2490,839,615,461,1836,784,1817,788,19,38,801,441,801,441,0,145,1496,741,1496,741,0,145,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,267799,6383,25241,2345,24066,2253,1175,612,48847,3107,45834,3272,3013,1205,31359,2311,26510,2409,4849,1307,42092,1879,34459,1932,7633,1440,37405,1607,32072,2067,5333,1198,32685,1214,28563,1340,4122,892,27504,1014,24028,1297,3476,1079,14157,754,13907,784,250,305,8509,949,8509,949,0,200,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,453356,4768,42752,2313,40163,2693,2589,1060,89806,2951,86806,3160,3000,1534,56182,3011,42452,2883,13730,2219,59408,3176,43828,2793,15580,2529,57631,3038,49069,3256,8562,1701,54927,2534,46085,2283,8842,1680,51654,1169,48021,1403,3633,891,24309,1254,24194,1249,115,137,16687,1163,16659,1161,28,53,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2174789,15259,162984,5861,159212,5939,3772,1228,346668,7479,332588,8308,14080,3559,246405,4990,210837,5505,35568,3674,315333,5431,257933,6068,57400,4314,272954,4715,234756,4923,38198,3206,309980,4105,276114,3975,33866,2711,269554,2494,248510,2932,21044,2122,149206,1841,147595,1880,1611,667,101705,1666,101370,1682,335,255,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,203860,4947,20054,2050,19612,2052,442,394,34318,2409,33739,2421,579,431,25358,1821,20358,1926,5000,1143,32418,1833,27113,2049,5305,1352,26910,1849,23400,1957,3510,1022,27499,1152,24206,1493,3293,1101,21004,1138,18598,1152,2406,844,10020,733,9630,696,390,331,6279,679,6107,703,172,249,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,360815,7037,29398,2350,27975,2692,1423,808,66004,2920,62599,3121,3405,1250,42922,2173,38953,2073,3969,1052,50276,2160,42162,2454,8114,1660,47879,1945,41964,2142,5915,1446,51806,1550,46361,1555,5445,1458,37932,1122,34254,1277,3678,885,21040,868,20141,1013,899,574,13558,906,13075,959,483,420,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,198247,3431,16731,1555,16287,1618,444,383,34338,2034,32347,2291,1991,904,23211,967,20247,1140,2964,932,26326,1095,22055,1656,4271,1277,25283,506,23531,929,1752,781,28905,501,26662,955,2243,730,22899,446,21256,795,1643,728,13144,363,13100,359,44,79,7410,324,7355,321,55,80,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,314296,2841,24602,1236,24163,1288,439,286,43697,1372,43145,1427,552,363,35880,643,32586,1104,3294,1097,46418,1523,42489,1495,3929,1104,36559,825,34454,1107,2105,758,41823,694,38471,1020,3352,915,41977,817,39917,1145,2060,678,23427,572,23381,560,46,77,19913,658,19902,661,11,26,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3122584,15489,275927,6921,260178,7326,15749,2929,578738,8641,523709,9994,55029,5173,373838,5543,262315,7205,111523,6078,448230,6288,311085,8016,137145,7289,402571,5322,302572,7060,99999,5989,402741,4684,306422,7475,96319,5626,332618,3724,265044,5129,67574,5129,186155,3089,179022,3602,7133,1822,121766,2678,116885,2830,4881,1397,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
