GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001MA,B21001H_001EA,B21001H_002EA,B21001H_002MA,B21001H_003EA,B21001H_003MA,B21001H_004EA,B21001H_004MA,B21001H_005EA,B21001H_005MA,B21001H_006EA,B21001H_006MA,B21001H_007EA,B21001H_007MA,B21001H_008EA,B21001H_008MA,B21001H_009EA,B21001H_009MA,B21001H_010MA,B21001H_010EA,B21001H_011EA,B21001H_011MA,B21001H_012MA,B21001H_012EA,B21001H_013EA,B21001H_013MA,B21001H_014MA,B21001H_014EA,B21001H_015MA,B21001H_015EA,B21001H_016MA,B21001H_016EA,B21001H_017EA,B21001H_017MA,B21001H_018MA,B21001H_018EA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021MA,B21001H_021EA,B21001H_022EA,B21001H_022MA,B21001H_023MA,B21001H_023EA,B21001H_024EA,B21001H_024MA,B21001H_025MA,B21001H_025EA,B21001H_026MA,B21001H_026EA,B21001H_027MA,B21001H_027EA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030EA,B21001H_030MA,B21001H_031MA,B21001H_031EA,B21001H_032MA,B21001H_032EA,B21001H_033EA,B21001H_033MA,state
0400000US13,4317405,3684,2092303,2877,573142,2536,29367,3008,543775,3860,750097,2251,85312,4797,664785,5400,364115,351,71834,3706,292281,3778,259557,767,115513,3700,144044,3740,145392,759,91927,2568,53465,2760,2225102,1490,572757,1878,5722,1403,567035,2114,758625,1794,13163,2007,745462,2644,388720,233,5260,974,383460,931,289406,335,2571,789,286835,842,215594,273,3856,1078,211738,1100,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,258302,2106,135507,1943,35476,1854,7289,1504,28187,2015,42736,965,8593,1282,34143,1650,26907,52,6472,909,20435,905,20484,72,8268,838,12216,831,9904,181,6322,624,3582,624,122795,582,33674,611,1680,636,31994,945,35045,477,1783,643,33262,769,24693,181,836,288,23857,288,17957,181,396,271,17561,271,11426,252,71,82,11355,261,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1024224,1420,504888,1151,146512,824,6036,1289,140476,1467,166952,1102,19880,2350,147072,2513,88601,164,21208,2398,67393,2379,63600,241,30558,1780,33042,1775,39223,150,23882,1519,15341,1501,519336,833,143534,652,1195,534,142339,875,167432,796,2453,928,164979,1274,92536,259,1533,477,91003,543,65496,390,953,377,64543,535,50338,67,569,282,49769,284,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6447410,2562,3124128,1908,862276,1703,30944,2746,831332,3191,1081126,1265,89270,4727,991856,4889,576191,321,81779,3995,494412,4047,357041,244,141775,3052,215266,3041,247494,116,143193,2845,104301,2844,3323282,1394,850151,1271,5438,1103,844713,1656,1084627,1113,11705,1609,1072922,1933,599897,226,5626,865,594271,935,402750,344,2439,606,400311,675,385857,174,3898,808,381959,802,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4147843,1669,2014866,1179,582215,1056,24138,2753,558077,2913,698831,854,70952,4239,627879,4319,360512,391,62889,3052,297623,3081,227045,150,95668,3343,131377,3358,146263,105,84744,2272,61519,2281,2132977,1237,574482,863,3749,887,570733,1072,702348,814,8539,1346,693809,1611,375388,474,4786,942,370602,1102,255945,212,1861,603,254084,655,224814,317,2278,492,222536,534,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2128891,1186,1038715,1090,299767,442,11800,1392,287967,1490,340102,992,34582,2097,305520,2241,190961,60,31340,1733,159621,1733,119062,93,49549,2264,69513,2258,88823,110,49329,1686,39494,1666,1090176,455,290120,528,1923,500,288197,735,340528,499,4597,927,335931,1125,193173,68,2398,486,190775,486,130297,52,1310,435,128987,443,136058,104,1330,352,134728,385,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1731115,1622,841406,1575,247128,1321,11056,1407,236072,2003,274694,774,30507,2451,244187,2461,153420,175,27698,1961,125722,1973,96340,326,39472,1854,56868,1887,69824,325,42561,1318,27263,1323,889709,412,240026,466,2124,851,237902,849,280176,519,3794,801,276382,1000,159888,143,2749,764,157139,774,104879,271,1403,542,103476,599,104740,290,1403,417,103337,523,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2954021,1554,1425196,1406,405011,1238,16934,1963,388077,2510,501199,1182,54650,4012,446549,4145,251511,273,45627,2735,205884,2715,167842,88,60413,2618,107429,2596,99633,178,53938,2136,45695,2155,1528825,740,407257,625,2153,694,405104,913,512770,785,5520,1178,507250,1437,269234,162,3749,863,265485,882,188839,154,1621,571,187218,556,150725,164,1681,562,149044,559,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2169250,2074,1052462,1641,306043,1654,15624,2043,290419,2453,356080,1449,39000,3023,317080,3239,188109,282,25175,2310,162934,2338,124506,520,48045,2146,76461,2160,77724,465,44398,1914,33326,1949,1116788,960,306061,1011,2160,737,303901,1395,361052,909,5059,1258,355993,1459,196011,204,2074,584,193937,631,138018,392,962,390,137056,561,115646,142,1328,397,114318,410,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1014113,1080,488912,1028,120268,916,5659,1106,114609,1388,164667,392,22213,2054,142454,2098,96588,75,18077,1389,78511,1387,66066,60,30657,1587,35409,1596,41323,125,24948,1418,16375,1428,525201,218,120293,92,484,253,119809,257,171590,129,3924,1080,167666,1109,103074,24,1462,435,101612,435,70698,81,592,326,70106,335,59546,117,853,299,58693,316,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2524526,2680,1218006,1942,327368,1337,16057,2050,311311,2425,412652,1374,48311,3276,364341,3551,230032,292,37844,2484,192188,2443,149307,153,56872,2610,92435,2630,98647,249,61001,2162,37646,2152,1306520,1485,323691,1004,3867,1115,319824,1589,429015,575,9275,1273,419740,1357,240114,438,5600,1244,234514,1313,165359,324,1873,531,163486,614,148341,184,3019,920,145322,918,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4085046,4227,1951027,2426,542720,1694,13958,1619,528762,2541,667039,1349,53237,3665,613802,3698,357886,519,46608,2721,311278,2582,227340,373,84486,3311,142854,3318,156042,439,94000,3142,62042,3080,2134019,2690,547459,1815,2481,844,544978,2037,692166,1527,6180,1225,685986,1966,383677,770,3141,738,380536,1073,260985,342,1287,543,259698,657,249732,492,3349,763,246383,833,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5996197,1606,2929134,943,798386,855,24723,2564,773663,2789,991997,638,95735,3973,896262,3944,554480,254,91913,3950,462567,3984,353059,277,143106,3018,209953,3027,231212,139,128751,2715,102461,2705,3067063,1194,770982,838,4466,1089,766516,1337,993335,673,11859,1256,981476,1272,574688,252,6693,1118,567995,1128,385798,248,3411,756,382387,830,342260,181,3650,667,338610,672,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3524587,2056,1728376,1639,481026,1409,18167,2089,462859,2408,596676,758,48353,2413,548323,2511,322034,218,53015,2002,269019,2003,193380,160,82400,2658,110980,2673,135260,34,82091,1819,53169,1813,1796211,817,469669,378,3129,768,466540,843,592291,702,6316,1070,585975,1315,327168,228,4218,902,322950,892,209354,136,1764,432,207590,471,197729,20,2674,645,195055,645,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1345581,1661,651144,1448,178643,2139,6534,1310,172109,2380,220859,1939,22930,2575,197929,2780,113933,462,21118,2360,92815,2425,84657,315,34092,1889,50565,1922,53052,314,32057,1593,20995,1520,694437,603,176045,1242,1554,782,174491,1391,223054,1228,3799,1105,219255,1672,120829,387,1999,463,118830,526,93687,412,630,328,93057,543,80822,354,1071,527,79751,630,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3815446,2456,1848865,1782,525216,1657,22303,2546,502913,2975,626986,1213,74303,3824,552683,3986,329286,201,70488,2835,258798,2805,220036,383,99491,3181,120545,3231,147341,393,88224,2633,59117,2661,1966581,1397,524446,1313,3835,1012,520611,1612,630037,970,10930,1756,619107,2213,347867,167,5789,1071,342078,1068,245423,157,1686,543,243737,560,218808,30,1817,557,216991,554,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,707276,738,352320,715,97286,463,4381,958,92905,1006,109071,614,13650,1632,95421,1781,68695,9,15912,1464,52783,1464,47547,10,20632,1537,26915,1537,29721,36,18483,890,11238,884,354956,128,92024,278,1041,502,90983,558,108061,274,2741,765,105320,796,70128,16,900,347,69228,347,46356,9,377,191,45979,192,38387,28,358,253,38029,253,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1181345,866,576890,697,169982,758,8939,1552,161043,1716,190577,555,23813,2021,166764,2009,103961,259,15755,1439,88206,1393,64630,13,29419,1599,35211,1600,47740,109,29684,1075,18056,1084,604455,479,166451,447,1811,570,164640,662,189666,419,4011,808,185655,926,107169,78,1325,455,105844,455,69800,110,1010,309,68790,332,71369,105,594,277,70775,280,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1206952,1259,611765,987,145857,1315,8316,1567,137541,1940,207167,1013,30491,2619,176676,2811,114803,222,26063,1970,88740,1979,91592,267,46903,2037,44689,2042,52346,5,33248,1816,19098,1814,595187,580,139428,462,1190,467,138238,630,190118,500,5160,1042,184958,1131,113753,247,3799,916,109954,928,91198,302,1871,705,89327,767,60690,274,876,330,59814,403,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,979010,942,477548,925,125583,495,4765,1053,120818,1123,166253,517,18518,2048,147735,2105,93304,64,17624,1568,75680,1561,57903,37,26031,1633,31872,1633,34505,137,23616,1122,10889,1119,501462,317,123014,215,737,524,122277,582,171065,225,2420,616,168645,649,95678,75,911,293,94767,294,61595,126,493,209,61102,238,50110,28,934,377,49176,378,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4084784,2743,1963809,2034,479749,1524,10085,1584,469664,2220,686355,1085,33375,2779,652980,3009,380692,445,37917,2371,342775,2435,241047,369,86485,2697,154562,2764,175966,129,103317,2716,72649,2736,2120975,1754,462585,732,1775,639,460810,1030,703571,906,4036,1091,699535,1298,398856,414,2306,661,396550,816,277295,484,1304,402,275991,676,278668,263,2710,682,275958,734,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,676657,1876,330206,1587,77464,1852,5533,1090,71931,2053,96144,1681,15707,1847,80437,2061,68412,421,16903,1657,51509,1709,53370,480,26039,1734,27331,1760,34816,538,21248,1329,13568,1227,346451,1042,70342,1397,744,385,69598,1382,99888,1187,2875,841,97013,1454,74548,220,2554,857,71994,887,56866,967,718,388,56148,1051,44807,949,598,298,44209,1003,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9043523,5104,4363705,2944,1217336,1900,26116,2502,1191220,2797,1465638,1389,97177,4300,1368461,4276,792303,817,91203,4125,701100,4149,513740,451,175591,4167,338149,4180,374688,645,196651,3985,178037,3998,4679818,2909,1219117,1832,4643,884,1214474,2092,1472672,1268,12318,1816,1460354,2326,826941,699,6269,1015,820672,1158,583862,778,4095,735,579767,1011,577226,417,5327,1022,571899,1079,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5086227,3765,2431550,3355,635116,3351,33781,3719,601335,4363,850660,2609,95195,4318,755465,5542,432141,256,85861,3523,346280,3542,320034,573,133882,3552,186152,3624,193599,428,112922,2981,80677,3005,2654677,1539,656731,1749,8364,1499,648367,2161,877763,1754,15475,2199,862288,2676,469818,419,8058,1355,461760,1450,361030,390,3720,881,357310,956,289335,354,2684,706,286651,743,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,503786,1273,255537,1139,87600,1061,5355,1231,82245,1507,78330,370,8779,1375,69551,1389,44359,66,8272,978,36087,978,25799,230,10679,958,15120,981,19449,230,9606,740,9843,745,248249,533,77081,516,1181,997,75900,1106,73076,302,1495,647,71581,710,42318,12,398,197,41920,197,26012,27,154,95,25858,99,29762,36,175,152,29587,159,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
