GEO_ID,B18105_001E,B18105_001M,B18105_002E,B18105_002M,B18105_003E,B18105_003M,B18105_004E,B18105_004M,B18105_005E,B18105_005M,B18105_006E,B18105_006M,B18105_007E,B18105_007M,B18105_008E,B18105_008M,B18105_009E,B18105_009M,B18105_010E,B18105_010M,B18105_011E,B18105_011M,B18105_012E,B18105_012M,B18105_013E,B18105_013M,B18105_014E,B18105_014M,B18105_015E,B18105_015M,B18105_016E,B18105_016M,B18105_017E,B18105_017M,B18105_018E,B18105_018M,B18105_019E,B18105_019M,B18105_020E,B18105_020M,B18105_021E,B18105_021M,B18105_022E,B18105_022M,B18105_023E,B18105_023M,B18105_024E,B18105_024M,B18105_025E,B18105_025M,B18105_026E,B18105_026M,B18105_027E,B18105_027M,B18105_028E,B18105_028M,B18105_029E,B18105_029M,B18105_030E,B18105_030M,B18105_031E,B18105_031M,B18105_032E,B18105_032M,B18105_033E,B18105_033M,NAME,B18105_001EA,B18105_001MA,B18105_002MA,B18105_002EA,B18105_003EA,B18105_003MA,B18105_004EA,B18105_004MA,B18105_005MA,B18105_005EA,B18105_006MA,B18105_006EA,B18105_007EA,B18105_007MA,B18105_008EA,B18105_008MA,B18105_009MA,B18105_009EA,B18105_010MA,B18105_010EA,B18105_011MA,B18105_011EA,B18105_012MA,B18105_012EA,B18105_013EA,B18105_013MA,B18105_014MA,B18105_014EA,B18105_015EA,B18105_015MA,B18105_016MA,B18105_016EA,B18105_017MA,B18105_017EA,B18105_018EA,B18105_018MA,B18105_019MA,B18105_019EA,B18105_020EA,B18105_020MA,B18105_021MA,B18105_021EA,B18105_022MA,B18105_022EA,B18105_023MA,B18105_023EA,B18105_024MA,B18105_024EA,B18105_025EA,B18105_025MA,B18105_026EA,B18105_026MA,B18105_027MA,B18105_027EA,B18105_028MA,B18105_028EA,B18105_029EA,B18105_029MA,B18105_030MA,B18105_030EA,B18105_031EA,B18105_031MA,B18105_032MA,B18105_032EA,B18105_033MA,B18105_033EA,state
0400000US01,4476223,3498,2139309,5487,414448,4426,3697,1108,410751,4344,520633,3594,9696,1437,510937,3738,887148,4096,92274,4707,794874,5963,198963,1759,38946,2861,160017,3244,118117,1636,37609,2218,80508,2141,2336914,4419,401239,3680,3935,1197,397304,3662,551451,3422,11366,1798,540085,4317,976135,3696,122043,4925,854092,6298,231300,1755,50416,2642,180884,3152,176789,2021,77237,2975,99552,3369,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658133,1917,336823,2347,67890,1694,319,318,67571,1727,94823,2162,884,500,93939,2268,140210,1905,7822,1339,132388,2139,24071,848,3707,684,20364,957,9829,792,2725,503,7104,844,321310,1662,64947,1159,611,450,64336,1199,86859,1466,1486,675,85373,1565,134386,1542,10712,1382,123674,1937,21957,744,4285,760,17672,945,13161,879,5428,858,7733,866,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6190411,2225,3030095,2898,605156,1992,5472,1355,599684,2417,761656,2640,11301,1908,750355,3211,1176343,3182,81424,4775,1094919,5593,290746,1306,40104,2743,250642,3082,196194,1182,50120,3296,146074,3319,3160316,2795,582757,1936,2295,633,580462,2060,755288,1879,9152,1453,746136,2408,1251205,2296,106672,4615,1144533,4764,327287,1219,53476,3179,273811,3103,243779,1187,85989,3688,157790,3874,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2723980,2678,1325395,4796,262374,3612,1844,714,260530,3663,325208,3624,6769,1564,318439,3827,536117,3683,55019,3261,481098,4656,123712,1295,25007,2195,98705,2562,77984,1147,23731,1832,54253,1906,1398585,4111,251041,3092,2937,975,248104,3155,329765,2837,7868,1414,321897,3174,571145,2820,80422,3964,490723,4755,140624,1388,30572,2440,110052,2373,106010,1618,46674,2290,59336,2167,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35785882,5903,17584481,8096,3376978,3764,20292,2392,3356686,4700,4805492,6395,57325,3924,4748167,7685,7232569,5728,376053,10633,6856516,12131,1306922,2480,169808,5656,1137114,5674,862520,2250,242709,6608,619811,7202,18201401,5965,3246580,3595,18034,1872,3228546,3514,4696302,4166,54676,4997,4641626,6674,7530146,4107,462573,11758,7067573,12085,1505240,2282,245686,6900,1259554,6843,1223133,3000,475870,7760,747263,7565,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4933964,3327,2449343,4716,467232,2681,2116,668,465116,2624,649516,3636,9069,1933,640447,4094,1029262,2976,51829,4321,977433,5082,194508,1262,19198,1796,175310,2127,108825,1411,26637,1885,82188,2052,2484621,3723,446142,2336,3143,993,442999,2564,630324,2421,7856,1704,622468,3079,1047208,2604,62726,4389,984482,4985,211970,1323,31142,2219,180828,2358,148977,1527,50903,2906,98074,2917,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3352420,1511,1623431,2392,299009,1487,1890,712,297119,1634,385468,1873,4943,1410,380525,2335,706010,1860,31216,2690,674794,3348,139843,1204,15128,1624,124715,1927,93101,1077,22787,1749,70314,1953,1728989,2303,286150,1244,918,449,285232,1334,384994,1957,4370,1300,380624,2277,757264,1673,45967,2892,711297,3441,160164,1044,22129,1814,138035,2150,140417,1349,46655,2339,93762,2697,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,864920,583,414369,1083,74777,578,662,433,74115,698,101552,1153,1606,722,99946,1345,170607,1166,10930,1584,159677,1850,42168,722,5669,976,36499,885,25265,592,6587,1037,18678,1030,450551,968,72627,536,611,459,72016,669,105727,566,1323,615,104404,825,189904,554,15142,1868,174762,1888,48575,574,6572,1135,42003,1240,33718,629,10364,1198,23354,1237,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,605203,509,281710,990,36059,173,48,81,36011,208,102924,741,763,469,102161,867,113648,830,8459,1453,105189,1599,17491,595,3044,775,14447,989,11588,605,3284,615,8304,752,323493,1011,36012,188,73,83,35939,208,123186,582,1070,604,122116,801,121394,555,11122,1491,110272,1570,23506,374,4946,853,18560,807,19395,786,7608,991,11787,1061,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18505785,5532,8944652,7099,1519797,4888,8878,1689,1510919,4748,2085989,5704,29984,3289,2056005,5912,3661605,6860,258417,8353,3403188,10237,961376,3422,121189,5435,840187,5561,715885,3430,180887,6568,534998,6635,9561133,6297,1448781,4389,8107,1610,1440674,4812,2102623,4777,25953,3675,2076670,5998,3963491,5399,299304,10030,3664187,11178,1104083,2558,169281,6302,934802,6830,942155,3022,327790,7474,614365,7763,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
