GEO_ID,B16005B_001E,B16005B_001M,B16005B_002E,B16005B_002M,B16005B_003E,B16005B_003M,B16005B_004E,B16005B_004M,B16005B_005E,B16005B_005M,B16005B_006E,B16005B_006M,B16005B_007E,B16005B_007M,B16005B_008E,B16005B_008M,B16005B_009E,B16005B_009M,B16005B_010E,B16005B_010M,B16005B_011E,B16005B_011M,NAME,B16005B_001EA,B16005B_001MA,B16005B_002EA,B16005B_002MA,B16005B_003MA,B16005B_003EA,B16005B_004MA,B16005B_004EA,B16005B_005MA,B16005B_005EA,B16005B_006EA,B16005B_006MA,B16005B_007EA,B16005B_007MA,B16005B_008MA,B16005B_008EA,B16005B_009MA,B16005B_009EA,B16005B_010MA,B16005B_010EA,B16005B_011MA,B16005B_011EA,state
0400000US01,1201115,6921,1190932,7399,1180579,7813,10353,2305,7773,1531,2580,1265,10183,2279,4923,1407,5260,1491,3423,1060,1837,821,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23691,2090,19981,2450,19220,2439,761,700,761,700,0,145,3710,2415,728,429,2982,2408,2042,1428,940,1053,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,259027,5454,235038,6385,225394,6460,9644,1872,7998,1627,1646,1074,23989,3970,7468,1609,16521,3384,9791,2432,6730,1784,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,432530,4132,429889,4223,426614,4327,3275,1309,2947,1277,328,253,2641,1159,957,437,1684,1004,903,561,781,716,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2122173,13775,1966283,13128,1890888,13968,75395,5243,65652,4976,9743,1574,155890,8932,55252,4806,100638,7472,63592,5172,37046,4523,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,200598,4276,166859,5294,156180,5484,10679,2342,9582,2385,1097,552,33739,4101,6302,1709,27437,3647,16180,2489,11257,2115,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,347949,6389,276133,7465,258055,7445,18078,3327,15193,2866,2885,1013,71816,6052,39476,4032,32340,4695,20469,3706,11871,2586,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,189493,2942,176428,4215,169254,4275,7174,1940,6363,1966,811,469,13065,2910,5202,1511,7863,2693,6284,2469,1579,665,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,300231,2472,279406,4029,271696,4135,7710,1724,5993,1406,1717,770,20825,3218,8251,1879,12574,2522,6194,1637,6380,1765,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2988427,13464,2327163,18781,2141886,21253,185277,9810,162420,9100,22857,3721,661264,17104,281442,12185,379822,16602,173886,10366,205936,11282,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2942677,10816,2760993,13551,2691623,14623,69370,8244,60437,7831,8933,1887,181684,11300,85343,7992,96341,8471,57518,5945,38823,5477,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,28661,1958,26890,2206,24765,2269,2125,1028,1511,889,614,403,1771,887,978,598,793,748,302,421,491,612,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10564,1637,7900,1586,6869,1734,1031,703,1031,703,0,190,2664,950,743,780,1921,792,629,414,1292,744,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1714968,9513,1654685,11256,1620148,12600,34537,4861,28991,4467,5546,1148,60283,6795,19487,3235,40796,5931,25188,4119,15608,3208,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,565202,6468,548500,7119,539812,7275,8688,1747,7454,1573,1234,539,16702,3434,5887,1559,10815,3142,7937,2673,2878,1154,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,89177,3183,75220,3570,73109,3596,2111,783,1906,744,205,203,13957,2713,5802,1985,8155,1848,3251,1207,4904,1573,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,159300,4056,146042,4625,142853,4832,3189,1019,2662,994,527,269,13258,2959,2988,1250,10270,2740,6149,1781,4121,1960,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,327260,6251,307806,6304,301870,6059,5936,1521,4710,1497,1226,602,19454,3309,4538,1319,14916,3134,7263,1666,7653,2654,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1388953,6514,1374869,6528,1345202,7488,29667,4138,24804,3654,4863,1199,14084,3144,4022,1464,10062,2811,5863,2113,4199,1398,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14541,1033,6962,1450,4929,953,2033,1150,1664,872,369,419,7579,1524,1988,1102,5591,1105,2416,1098,3175,778,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1658433,7640,1455319,11963,1412206,11718,43113,4287,37069,3981,6044,1444,203114,10768,83393,6597,119721,8717,83065,7342,36656,4012,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,443345,7179,277305,9874,233545,9259,43760,4053,36804,3681,6956,1676,166040,9119,48064,4339,117976,7814,58061,4954,59915,5438,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1278389,7281,1249081,7781,1229081,8100,20000,3394,16391,2974,3609,907,29308,4203,11505,2079,17803,3629,11530,2184,6273,2220,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,283245,5032,189044,6779,166214,7808,22830,4071,19189,3442,3641,1514,94201,7152,19557,3553,74644,6298,33960,4210,40684,4927,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1050506,4409,1046779,4401,1037642,4768,9137,1807,6597,1608,2540,814,3727,1096,2306,753,1421,810,1350,809,71,94,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,657175,5881,637282,6949,625807,7774,11475,2638,9772,2369,1703,702,19893,4048,5389,1680,14504,3353,8623,2367,5881,1946,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,5487,1078,4742,952,4704,961,38,55,38,55,0,161,745,419,444,386,301,151,181,102,120,116,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,79866,2552,70997,2788,68367,3072,2630,980,2069,794,561,462,8869,1738,1024,468,7845,1768,5158,1528,2687,753,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,225438,3603,209060,4655,200858,4923,8202,1594,6791,1390,1411,653,16378,3424,3887,1217,12491,3145,5837,1824,6654,2293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16124,2030,10288,1807,9895,1845,393,306,349,297,44,67,5836,1532,2569,1063,3267,1022,2131,776,1136,542,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1133006,8907,928236,11712,875533,13083,52703,5232,46094,5209,6609,1273,204770,11926,98693,7083,106077,9436,60636,6384,45441,4943,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38937,2048,35761,2330,33865,2323,1896,837,1510,707,386,287,3176,1205,919,437,2257,1164,1641,1081,616,367,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2890049,16246,2049843,18480,1858087,18589,191756,9402,161243,8796,30513,3582,840206,15132,504588,12771,335618,10802,182285,8575,153333,6697,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2019934,8890,1954952,10647,1928554,10505,26398,2740,22905,2768,3493,968,64982,6630,28709,4084,36273,4980,20597,3345,15676,2834,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13388,1306,7761,1190,6100,1261,1661,856,1570,863,91,177,5627,1291,1257,837,4370,1173,2448,1153,1922,1070,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1315839,8366,1254916,10376,1228466,10605,26450,4168,22341,3712,4109,1073,60923,7528,15718,3406,45205,5749,27235,4321,17970,3327,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
