GEO_ID,B27001A_001E,B27001A_001M,B27001A_002E,B27001A_002M,B27001A_003E,B27001A_003M,B27001A_004E,B27001A_004M,B27001A_005E,B27001A_005M,B27001A_006E,B27001A_006M,B27001A_007E,B27001A_007M,B27001A_008E,B27001A_008M,B27001A_009E,B27001A_009M,B27001A_010E,B27001A_010M,B27001A_011E,B27001A_011M,B27001A_012E,B27001A_012M,B27001A_013E,B27001A_013M,B27001A_014E,B27001A_014M,B27001A_015E,B27001A_015M,B27001A_016E,B27001A_016M,B27001A_017E,B27001A_017M,B27001A_018E,B27001A_018M,B27001A_019E,B27001A_019M,B27001A_020E,B27001A_020M,B27001A_021E,B27001A_021M,B27001A_022E,B27001A_022M,B27001A_023E,B27001A_023M,B27001A_024E,B27001A_024M,B27001A_025E,B27001A_025M,B27001A_026E,B27001A_026M,B27001A_027E,B27001A_027M,B27001A_028E,B27001A_028M,NAME,B27001A_001EA,B27001A_001MA,B27001A_002MA,B27001A_002EA,B27001A_003MA,B27001A_003EA,B27001A_004EA,B27001A_004MA,B27001A_005EA,B27001A_005MA,B27001A_006MA,B27001A_006EA,B27001A_007MA,B27001A_007EA,B27001A_008MA,B27001A_008EA,B27001A_009MA,B27001A_009EA,B27001A_010EA,B27001A_010MA,B27001A_011EA,B27001A_011MA,B27001A_012EA,B27001A_012MA,B27001A_013MA,B27001A_013EA,B27001A_014MA,B27001A_014EA,B27001A_015MA,B27001A_015EA,B27001A_016EA,B27001A_016MA,B27001A_017EA,B27001A_017MA,B27001A_018MA,B27001A_018EA,B27001A_019MA,B27001A_019EA,B27001A_020MA,B27001A_020EA,B27001A_021MA,B27001A_021EA,B27001A_022EA,B27001A_022MA,B27001A_023EA,B27001A_023MA,B27001A_024MA,B27001A_024EA,B27001A_025MA,B27001A_025EA,B27001A_026EA,B27001A_026MA,B27001A_027EA,B27001A_027MA,B27001A_028EA,B27001A_028MA,state
0400000US16,1479355,5474,119475,3261,112024,3600,7451,1422,261371,3288,238779,4319,22592,3177,136787,2278,106522,3183,30265,2653,188393,2273,143652,3539,44741,3440,182426,2700,145614,3819,36812,4109,181433,2235,152352,3214,29081,2720,187277,1586,166590,2529,20687,2393,133575,1072,132449,1246,1126,643,88618,707,88321,727,297,189,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9181739,21888,625928,6631,609440,7054,16488,2380,1345700,8978,1302941,10190,42759,4134,828447,4869,724495,6263,103952,5676,1225732,6525,1039571,9070,186161,7367,1161229,5235,1011942,8467,149287,7709,1324891,5446,1194724,7447,130167,6589,1256124,3457,1157400,5494,98724,4638,795771,2246,788940,2784,6831,1638,617917,2457,615253,2533,2664,940,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5474280,10923,389917,4496,363863,5168,26054,2853,851553,5633,788810,7288,62743,5072,532676,3354,441689,5310,90987,5396,673100,3427,529124,7306,143976,6857,683948,3776,572813,5792,111135,5373,762995,2760,664618,5275,98377,5127,746788,2050,678942,3633,67846,3884,483076,1165,481035,1381,2041,667,350227,1728,349607,1728,620,293,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2798714,4040,201066,2414,195224,2906,5842,1424,429054,2874,414693,3932,14361,2397,278961,1789,251444,2786,27517,2680,343539,2150,304021,3364,39518,2841,325753,1803,298890,3162,26863,2814,376798,2301,349656,3270,27142,2661,387921,1135,368894,2205,19027,2074,248033,845,247255,899,778,497,207589,1103,207367,1125,222,149,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2421071,7238,196720,3368,190264,3873,6456,1484,382039,3713,359386,4244,22653,3310,238400,2562,202926,3814,35474,3003,310135,3086,257131,4454,53004,3512,288220,2467,245795,3767,42425,3081,315209,1887,281748,3106,33461,2845,322723,1554,295620,2785,27103,2945,203391,1252,202120,1472,1271,560,164234,1359,163940,1415,294,225,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3794977,5657,270877,3695,258901,4452,11976,2335,569445,3924,544406,4644,25039,3122,351637,2454,303370,4261,48267,3707,469195,3023,390152,4605,79043,4052,481593,2155,425595,4430,55998,4490,539759,1470,493306,3533,46453,3294,521050,1200,486924,3347,34126,3375,354983,1211,354024,1322,959,454,236438,1123,236022,1144,416,240,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2868466,6765,209026,3938,200514,4179,8512,1612,413795,3894,391904,4332,21891,2880,260066,3565,208059,4225,52007,4821,393811,3805,302089,5354,91722,5047,353818,2962,283897,5567,69921,5191,393670,2431,325587,5204,68083,5232,393156,1491,348365,3668,44791,3435,264958,1126,263323,1389,1635,709,186166,1541,185535,1558,631,326,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1246912,1615,68775,1434,65549,1619,3226,979,164390,1661,153347,2918,11043,2258,103512,788,87850,2364,15662,2116,140147,1282,112581,3222,27566,2982,145468,693,124698,2403,20770,2407,192284,862,166912,2437,25372,2386,200652,818,181064,1916,19588,1619,136417,548,136064,576,353,212,95267,633,95123,624,144,105,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3383654,13091,214881,4576,209737,4358,5144,1426,473888,4484,458745,5008,15143,2818,290626,2998,260476,3806,30150,2769,441193,4404,384622,4732,56571,4684,402590,3903,362225,4626,40365,4093,515658,2693,479714,3767,35944,3412,485611,1866,461609,2328,24002,2010,318934,1550,317606,1600,1328,585,240273,1757,239035,1766,1238,736,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5287568,13723,302154,4328,298025,4472,4129,1633,701089,6259,692785,6060,8304,1643,512546,3537,492203,4582,20343,2656,684363,5039,646245,6044,38118,4188,633198,3964,608863,4910,24335,2974,811576,3191,786292,4056,25284,2896,763254,2238,744461,3182,18793,2365,496699,1797,494709,2009,1990,1058,382689,1729,382345,1756,344,256,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7750395,10232,491557,4967,474978,5418,16579,2250,1123885,5520,1081344,6855,42541,3964,734322,2461,643866,3641,90456,3645,907700,2833,757578,6844,150122,6879,908431,2863,799730,5804,108701,5347,1139535,2869,1028164,5566,111371,4785,1146027,1788,1069029,4122,76998,3836,745656,1709,743136,1776,2520,770,553282,1677,552427,1729,855,371,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4561316,8131,312340,3942,303347,3755,8993,1302,662667,3826,640255,4323,22412,2440,400787,2090,370210,2813,30577,2506,595828,2755,536539,3925,59289,3822,553230,2529,514348,4145,38882,4451,670697,2270,637721,3093,32976,2468,654141,1521,625838,2336,28303,2080,401266,1097,400512,1129,754,337,310360,1192,309878,1330,482,297,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1730616,4513,118351,3019,114435,3196,3916,1146,259746,3086,243049,4572,16697,2656,156412,2606,123082,3478,33330,3007,204250,3465,151976,4283,52274,3639,215578,3220,173807,3765,41771,3296,234958,2090,191858,3724,43100,3453,235654,1338,208467,2860,27187,2294,177272,871,176742,942,530,368,128395,1023,128361,1029,34,56,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4908578,6537,336575,4070,313220,5169,23355,3433,731722,4798,681016,6309,50706,4458,450008,3244,375954,4883,74054,4314,624776,3337,498198,6697,126578,6441,590492,2902,496859,5592,93633,5704,690074,2410,604654,4511,85420,4240,680360,1471,624612,4311,55748,4019,463248,1321,461761,1349,1487,497,341323,1612,340984,1619,339,280,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,902040,1621,60948,1749,58340,2224,2608,1092,125662,1774,116930,2496,8732,2355,86197,1668,69054,2140,17143,2328,109699,1365,84243,2883,25456,2808,102206,1270,83157,2309,19049,2313,118683,1048,99481,2401,19202,2224,140015,733,123127,2029,16888,2087,93539,536,93164,640,375,362,65091,461,64886,481,205,167,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1638007,5155,128151,2361,122901,2417,5250,1379,258016,2267,243302,3121,14714,2527,159212,1934,136940,2519,22272,2579,216017,2364,180257,3180,35760,2599,198513,1476,169421,2898,29092,2513,213237,1439,192433,2194,20804,2061,216834,978,199792,1793,17042,1498,135735,994,135313,917,422,388,112292,830,112263,824,29,49,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1911802,12113,126771,3973,117065,4321,9706,2222,278792,5843,254110,6380,24682,4024,152085,3120,124386,3886,27699,3039,255764,4317,194142,5333,61622,4716,250306,3701,196121,4328,54185,3326,266475,3723,224720,3922,41755,3867,259320,2260,225789,3436,33531,3034,200385,1556,197745,1725,2640,916,121904,1179,120226,1584,1678,1182,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1226848,2608,68849,1650,66130,1725,2719,849,170800,1657,164246,2369,6554,1827,115946,1207,99555,2542,16391,2217,139357,1181,112697,3113,26660,2819,144451,1050,127428,2175,17023,2077,198929,1034,176278,2816,22651,2821,190904,679,174325,2023,16579,1907,119345,607,118845,565,500,324,78267,553,78046,562,221,216,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5992768,23011,376707,6656,367668,6724,9039,1633,871660,7541,832391,7577,39269,4749,499604,4172,432576,5599,67028,5420,694367,7015,559850,7200,134517,6697,726984,5754,629655,5878,97329,5605,935847,4692,841695,6070,94152,5665,864642,3531,794800,5082,69842,4038,561313,2495,556559,2362,4754,1251,461644,2506,460111,2703,1533,795,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1499697,15492,110368,3984,105546,4155,4822,1431,225475,6069,208606,5207,16869,3472,137435,3431,110399,3919,27036,2782,184752,5424,143924,4801,40828,3985,170852,3720,136292,3826,34560,3399,192758,3508,162536,3817,30222,3052,213436,2665,189527,3435,23909,2392,154347,2312,152136,2425,2211,1021,110274,2185,109395,2180,879,592,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12493354,30552,784733,8271,762288,8328,22445,2766,1663536,9936,1612234,11303,51302,5014,1147170,7126,1045139,7426,102031,5326,1672170,7223,1443196,9267,228974,7715,1510553,7991,1357034,8931,153519,6867,1830707,6929,1696521,7872,134186,5464,1758176,5475,1657077,6811,101099,4956,1172875,4203,1166399,4280,6476,1293,953434,3854,950777,3905,2657,711,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6749088,14535,444091,5467,426090,5956,18001,2608,973308,6607,920955,7527,52353,4556,600331,4956,489249,6426,111082,5593,812760,6404,626949,7420,185811,7720,877718,6567,715132,7575,162586,7254,969195,4062,829816,7259,139379,6908,920160,2241,825012,5239,95148,5078,687473,2018,685146,2094,2327,1003,464052,2184,462174,2168,1878,679,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,641669,2501,48941,1517,46561,1700,2380,892,88752,1435,82933,1992,5819,1632,78246,1331,72112,1852,6134,1485,90164,1327,81082,1906,9082,1518,72059,905,65110,1445,6949,1145,81210,571,75426,1176,5784,1060,86684,507,82191,965,4493,814,51589,454,51348,493,241,193,44024,445,43968,464,56,80,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9401740,8504,615593,5226,583973,5772,31620,3368,1391881,5841,1321683,7674,70198,5108,845581,3141,743442,6328,102139,5937,1156577,4144,991179,7634,165398,7377,1138219,2925,1010659,5514,127560,5915,1349544,2627,1222448,5719,127096,6012,1356264,1957,1257689,4712,98575,4131,882210,1679,877906,1723,4304,1152,665871,2714,663708,2880,2163,820,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2774307,6279,202781,3348,191702,3527,11079,1746,405953,3714,376734,4371,29219,2676,254787,2278,198169,3169,56618,2896,364047,2774,280693,4379,83354,3787,336210,2551,272763,3258,63447,3036,368637,2065,304956,3591,63681,3109,376284,1186,331553,2096,44731,1901,267324,1078,265744,1294,1580,569,198284,1128,197611,1115,673,299,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3328278,13399,215223,4692,206252,5074,8971,1891,451608,5503,433640,5981,17968,2953,285496,3230,245197,4305,40299,3584,439221,3283,356080,6387,83141,6185,424655,3934,373505,4920,51150,4703,437457,2969,387767,4487,49690,3691,489616,2089,447848,2678,41768,2775,346596,1615,344818,1512,1778,979,238406,1260,238268,1297,138,169,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10281221,14251,618182,5188,585221,5950,32961,3139,1392285,7011,1319989,9150,72296,5429,923925,3556,821834,6303,102091,5923,1259093,4749,1066552,6904,192541,7409,1194421,4501,1063836,6848,130585,6311,1504802,3232,1369767,7027,135035,6534,1529995,2775,1435894,5625,94101,4829,1017493,2210,1013154,2501,4339,1044,841025,2525,838852,2520,2173,614,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,845981,5512,46724,2281,45563,2303,1161,502,108687,2094,105841,2347,2846,1011,88066,1286,80637,1735,7429,1342,104550,1944,90145,2931,14405,2430,97568,1452,89048,2191,8520,1936,128074,1385,119413,1997,8661,1533,125462,904,119464,1766,5998,1432,81745,829,81316,807,429,435,65105,803,65026,789,79,95,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3198671,9371,209953,4050,199761,4316,10192,1877,442924,4290,412277,5547,30647,4034,284518,2880,233920,4479,50598,4030,390470,4923,292130,6556,98340,6507,399300,3096,316574,5743,82726,5172,442119,2401,378164,4052,63955,3939,447796,1893,398008,3683,49788,3438,359034,1529,357483,1439,1551,646,222557,1344,222145,1303,412,317,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
