GEO_ID,B07002_001E,B07002_001M,B07002_002E,B07002_002M,B07002_003E,B07002_003M,B07002_004E,B07002_004M,B07002_005E,B07002_005M,B07002_006E,B07002_006M,NAME,B07002_001EA,B07002_001MA,B07002_002MA,B07002_002EA,B07002_003EA,B07002_003MA,B07002_004MA,B07002_004EA,B07002_005EA,B07002_005MA,B07002_006EA,B07002_006MA,state
0400000US01,39.1,0.2,42.1,0.3,27.2,0.6,26.6,1.2,28.0,1.0,33.0,3.2,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,33.8,0.3,37.1,0.6,26.4,1.1,28.2,2.4,26.2,1.0,29.0,5.4,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,37.4,0.2,40.4,0.2,27.9,0.4,27.5,1.1,31.6,1.0,30.4,2.1,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,38.2,0.3,41.6,0.3,26.1,0.7,26.0,0.9,29.1,1.3,28.8,3.0,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36.4,0.1,38.5,0.1,28.7,0.2,28.2,0.3,28.0,0.4,29.4,0.5,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36.7,0.1,40.2,0.2,27.8,0.5,28.0,0.6,27.5,0.6,28.6,1.4,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40.9,0.2,43.3,0.2,30.4,0.8,28.4,1.2,26.4,0.8,27.8,1.7,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,40.1,0.3,42.4,0.4,27.6,1.2,30.0,4.7,29.6,1.7,30.9,3.1,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,34.2,0.2,36.8,0.4,29.1,0.9,-666666666.0,-222222222.0,26.2,0.7,26.8,1.9,District of Columbia,null,null,null,null,null,null,**,-,null,null,null,null,11
0400000US12,42.1,0.1,44.4,0.1,30.8,0.4,29.9,0.6,36.2,1.2,35.0,1.7,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,36.6,0.2,39.1,0.2,27.3,0.5,27.0,0.6,27.9,0.6,28.7,1.4,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,38.6,0.2,41.2,0.3,29.7,0.6,29.9,3.3,27.2,0.9,32.7,3.3,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,36.4,0.2,40.0,0.4,25.4,0.7,24.5,1.0,26.5,1.2,27.5,6.1,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,37.9,0.1,40.4,0.1,28.2,0.3,26.6,0.4,27.4,0.5,29.6,1.3,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37.9,0.2,41.0,0.3,26.7,0.4,25.5,0.5,27.2,1.0,26.2,1.8,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,38.7,0.2,42.3,0.3,25.8,0.5,23.9,0.4,25.7,1.0,26.3,3.4,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,36.7,0.1,40.6,0.3,25.7,0.5,24.5,0.8,25.4,0.9,27.6,3.7,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,39.0,0.2,42.2,0.2,27.4,0.6,26.9,0.9,27.6,0.8,29.8,2.2,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,36.6,0.2,39.1,0.3,26.7,0.7,27.2,0.9,28.6,1.2,30.6,4.3,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,44.5,0.2,46.9,0.4,30.6,1.6,26.0,1.3,29.7,2.7,27.2,2.5,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38.7,0.2,41.2,0.2,28.7,0.5,27.4,0.5,28.8,0.7,30.4,1.2,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,39.9,0.2,42.4,0.2,29.7,0.5,28.1,0.7,26.3,0.7,28.5,1.3,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,40.1,0.1,43.3,0.1,26.6,0.4,26.1,0.5,27.9,0.7,27.1,1.0,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38.4,0.1,41.4,0.2,27.8,0.4,26.3,0.4,26.6,0.7,27.3,1.8,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
