GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001EA,B25091_001MA,B25091_002EA,B25091_002MA,B25091_003EA,B25091_003MA,B25091_004EA,B25091_004MA,B25091_005MA,B25091_005EA,B25091_006MA,B25091_006EA,B25091_007MA,B25091_007EA,B25091_008EA,B25091_008MA,B25091_009EA,B25091_009MA,B25091_010EA,B25091_010MA,B25091_011MA,B25091_011EA,B25091_012MA,B25091_012EA,B25091_013EA,B25091_013MA,B25091_014EA,B25091_014MA,B25091_015EA,B25091_015MA,B25091_016MA,B25091_016EA,B25091_017MA,B25091_017EA,B25091_018MA,B25091_018EA,B25091_019EA,B25091_019MA,B25091_020EA,B25091_020MA,B25091_021EA,B25091_021MA,B25091_022MA,B25091_022EA,B25091_023MA,B25091_023EA,state
0400000US24,1426748,11362,1048905,11158,68957,3518,147380,5190,204500,6287,174416,4618,124933,5313,83793,4064,53182,2797,64571,3270,122788,5498,4385,1059,377843,7871,169459,5611,70273,3330,41190,2691,23711,1835,17285,2018,9071,1230,8203,1268,9932,1475,24522,2362,4197,895,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1570332,11411,1092156,10525,73567,3261,146235,4904,204408,5577,182584,5511,126878,5141,88241,4733,62074,4271,67307,4027,137127,5089,3735,939,478176,6989,163436,5567,85035,3627,59733,2996,39675,2684,29026,2152,20029,2058,12960,1644,19969,1621,42854,2767,5459,993,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2693284,15012,1658889,13896,121425,3849,309607,5905,346998,7681,264220,6185,171577,4614,107431,4439,69396,3427,87679,4616,173220,4765,7336,1129,1034395,10516,387793,7145,212249,5279,130871,4581,81168,3297,50962,2802,35537,2572,24414,1924,30710,2613,66565,2816,14126,1892,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1526406,9904,1019821,9646,77265,3750,175035,5014,221760,6593,175391,4662,114367,4302,69249,4054,42658,2801,52972,2558,88191,3946,2933,707,506585,7101,226222,4998,97354,3937,57107,2833,35276,1991,22900,1847,13965,1250,10500,1464,12474,1338,26302,1591,4485,742,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,741504,10031,379452,9108,26650,2482,64135,4188,76060,4243,55077,3815,38093,3427,27545,2855,19656,2165,21836,2310,46225,3092,4175,1043,362052,7581,153091,5713,62415,3588,44569,3091,26012,2319,17170,2146,12737,1840,7895,1318,11024,1705,20395,1945,6744,1511,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1575626,12914,988438,11856,76220,3689,176334,6708,217979,6594,161442,6282,102101,4599,66871,4111,42630,3064,50156,3284,89711,4428,4994,1047,587188,8557,249236,6149,116978,4630,65833,3683,43072,2790,27463,2118,18956,1880,11744,1504,14569,1620,32008,2448,7329,1322,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,272856,4625,150293,4362,11645,1726,21914,1844,27787,2258,24250,2062,18125,2130,11075,1489,7483,1082,9588,1260,17713,2067,713,387,122563,3801,56216,2805,24353,2039,12571,1660,6962,1041,5244,939,3773,725,2220,604,3064,604,7007,1135,1153,458,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,488438,4861,298462,4974,22453,1993,53211,2718,70075,3368,53356,2762,30376,2300,20200,1935,12194,1563,14063,1656,21873,1958,661,395,189976,4370,77486,3211,40073,2114,24820,1760,13755,1368,8313,999,4848,796,3473,656,5410,964,10123,1079,1675,508,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,547905,6648,374883,6749,25461,2296,55952,3408,68941,3396,58475,4167,44134,2910,29530,2409,20012,1841,22612,1708,47676,3246,2090,710,173022,5171,85296,3735,30598,2575,17531,2117,10608,1619,6379,989,3802,854,2991,700,4212,878,9003,1273,2602,630,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,364996,4581,244440,5253,12891,1815,29646,2333,45129,3102,44590,2977,32423,2553,22032,2418,12909,1587,16137,1678,28283,2241,400,279,120556,3950,31469,2554,24922,2044,16033,1689,12703,1440,8977,1365,6312,1178,4023,885,5355,1001,10110,1549,652,268,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2021062,12667,1381794,12404,69979,3945,149658,5750,222599,6904,220937,6577,168367,5346,118254,5042,85047,4541,108896,4880,231429,7206,6628,1230,639268,9077,158685,4604,118151,4562,85895,4601,59399,2933,42085,2751,33646,2613,23006,1977,30900,2510,81482,5010,6019,1148,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,509151,6597,286593,5906,20393,1784,48553,3193,52063,3333,43167,3567,27581,2385,20865,2149,15849,1921,16703,1933,38486,2759,2933,951,222558,5236,109318,4990,39854,2884,21586,2278,12482,1548,8259,1347,5225,1120,4132,923,4661,944,11492,1558,5549,1115,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3857906,20082,2407718,17868,162020,5764,323721,7094,393931,8323,352426,8624,272539,7623,189677,5482,132442,5468,170551,5007,400084,8329,10327,1623,1450188,14868,468319,9543,270053,7479,182707,5387,120948,4662,82203,3896,63052,3492,45827,3188,58439,3130,143698,5576,14942,1708,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2435384,18248,1569214,15677,118563,5512,269795,6802,317881,8440,241173,6777,166920,6208,105731,4819,75114,3716,90821,4222,173189,6191,10027,1906,866170,11381,367096,8776,167084,5197,103630,4513,61693,3942,41384,2800,26312,2474,17185,2056,22364,2439,46494,3053,12928,1740,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,195002,4098,101271,3611,13857,1586,21658,1875,23853,2244,15440,1571,9775,1613,5028,964,3456,884,2540,604,5461,1150,203,289,93731,2601,52967,2454,15769,1422,8375,1036,4205,731,3282,754,1921,445,995,283,1908,502,3438,655,871,344,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3000748,17269,1919891,15311,148134,5713,360407,8173,415651,8680,314892,7913,200231,6153,123743,4599,77654,3307,96036,4486,175854,6112,7289,1203,1080857,11244,428033,8219,231261,6331,140960,4697,80769,3509,51028,2867,31495,2342,23367,2214,26730,2318,55265,3166,11949,1454,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,950817,7331,532133,6493,47256,2444,105517,4177,112704,3581,81575,3673,51842,3049,32397,2187,22771,1986,26207,2100,49433,2748,2431,523,418684,6370,196885,4770,83890,3663,45167,2381,26053,2020,16472,1674,11338,1247,8065,1108,8663,948,16350,1326,5801,818,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,932392,9092,616696,9411,35724,2877,80325,4084,113590,4804,102533,4684,80159,4203,52757,3297,33907,2383,38583,3088,76331,4131,2787,784,315696,7804,128587,4731,61565,3013,35074,2255,22860,2252,15774,1946,10282,1644,9054,1375,8843,1272,19538,1581,4119,1206,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3404164,14323,2061546,14701,154916,4360,341053,6378,412701,8264,336539,7756,221254,7004,149318,4973,95965,3867,117478,4930,224104,6350,8218,1444,1342618,11133,489444,8714,268896,6885,170869,4528,109930,3797,69202,2796,51645,2597,35280,2253,44368,2737,88812,4240,14172,1754,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,240878,4850,168376,5012,10720,1379,19305,1936,29147,2281,27460,1887,19447,1861,15837,2045,9912,1476,11856,1744,24410,2265,282,333,72502,3422,21011,1846,13839,1599,11083,1401,7034,1104,4450,1031,3003,879,2511,673,2147,583,6479,1361,945,355,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1243177,11898,728958,10291,52744,3559,128555,5775,145448,5830,109071,4629,75016,5271,50777,3655,30518,2764,45802,3677,86262,4305,4765,1015,514219,8587,231183,6697,96705,4123,58523,3557,32854,2865,21692,2219,14337,1854,10032,1566,11527,1728,25416,2015,11950,1623,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,228010,3569,124813,3723,9546,1217,23718,2092,28372,2050,21988,1962,12938,1546,8519,1335,5418,890,5088,1042,9021,1448,205,132,103197,3262,46371,2361,20820,1657,11874,1310,7131,1320,4565,839,2387,545,1589,408,2780,611,4643,799,1037,366,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1659797,14297,994895,12168,68627,3564,165440,6444,201887,6098,156858,5842,106180,4195,68139,3768,47016,3121,60413,3661,112962,5537,7373,1413,664902,10172,306440,7796,132972,5072,73036,4020,41008,2681,27990,2488,18721,1935,11886,1344,15272,1643,28904,2822,8673,1525,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5674241,28289,3307196,25777,246577,7616,570588,13589,679168,12937,545150,12172,354486,9446,219188,7538,155990,7194,170556,6372,348284,10830,17209,2048,2367045,21230,1007332,14898,482703,10665,269663,7892,170060,6799,101792,4482,72507,4313,45145,3520,61590,3729,126118,6162,30135,2748,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,635163,6737,451224,6672,30503,2102,67466,3963,90963,3739,81878,3921,55536,3482,35020,2500,23112,2566,26642,2190,38189,2756,1915,841,183939,4756,105557,4159,31283,2145,14632,1747,9844,1372,5407,927,2624,672,2648,654,2863,756,6784,1175,2297,785,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,180184,3423,113356,3425,4181,711,14530,1507,21805,1784,18139,1464,14375,1506,9456,1085,7755,1076,8629,1272,14307,1150,179,125,66828,2592,17076,1493,12684,1205,9788,1224,6940,902,3758,642,3294,563,2092,492,3629,712,7143,968,424,235,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2014812,16640,1407755,14687,103154,4953,215632,6538,285203,8244,235680,5927,162938,6171,104185,5050,71829,3376,78515,3864,146387,5407,4232,1100,607057,8744,294253,6423,110991,3883,61146,3542,38298,2638,21811,2066,15258,1736,13290,1454,16721,2139,29301,2340,5988,987,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1654620,12782,1142142,12698,66298,3165,152851,5623,214951,6480,196564,6953,145368,5362,93544,4510,64521,3872,74408,4543,127827,5516,5810,1267,512478,8235,223812,5808,106208,4354,59230,2904,31487,2067,21677,2137,13337,1482,10831,1597,11884,1626,28205,2576,5807,997,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,530755,7300,245645,5839,29507,2091,54313,3412,50725,3384,34007,2591,20256,2110,14243,1424,9454,1397,10665,1627,21519,1961,956,467,285110,5369,146596,4463,52274,2856,27634,2317,18602,2132,12674,1843,5549,1027,4131,1008,4915,1034,8611,1271,4124,979,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1536893,11259,1000272,10139,55629,2723,153337,5000,215000,5471,177429,4576,116799,3870,73781,3320,51089,2945,53914,3016,99808,3620,3486,741,536621,8838,182979,4785,117087,4039,71752,3081,48556,2994,30098,1849,18792,1509,13487,1379,15948,1509,32731,2143,5191,802,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,155617,3486,90411,3700,7991,1238,16761,1832,19278,1832,15771,2043,9230,1401,6171,1191,3296,852,5025,1273,6854,1517,34,56,65206,3167,33540,2509,11557,1388,6342,1067,3593,897,2246,665,2267,920,514,271,1782,576,2627,686,738,357,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,837840,10343,341638,8395,9241,1368,29502,2531,48197,3591,51324,3657,36670,2299,29449,2948,23830,2771,33351,3082,73912,3904,6162,1141,496202,8775,213686,6257,86651,4434,49685,3295,32310,2622,19670,2064,12051,1501,8513,1286,10278,1579,34010,2672,29348,2566,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
