GEO_ID,B17014_001E,B17014_001M,B17014_002E,B17014_002M,B17014_003E,B17014_003M,B17014_004E,B17014_004M,B17014_005E,B17014_005M,B17014_006E,B17014_006M,B17014_007E,B17014_007M,B17014_008E,B17014_008M,B17014_009E,B17014_009M,B17014_010E,B17014_010M,B17014_011E,B17014_011M,B17014_012E,B17014_012M,B17014_013E,B17014_013M,B17014_014E,B17014_014M,B17014_015E,B17014_015M,B17014_016E,B17014_016M,B17014_017E,B17014_017M,B17014_018E,B17014_018M,B17014_019E,B17014_019M,B17014_020E,B17014_020M,B17014_021E,B17014_021M,B17014_022E,B17014_022M,B17014_023E,B17014_023M,B17014_024E,B17014_024M,B17014_025E,B17014_025M,B17014_026E,B17014_026M,B17014_027E,B17014_027M,B17014_028E,B17014_028M,B17014_029E,B17014_029M,B17014_030E,B17014_030M,B17014_031E,B17014_031M,B17014_032E,B17014_032M,B17014_033E,B17014_033M,B17014_034E,B17014_034M,B17014_035E,B17014_035M,NAME,B17014_001MA,B17014_001EA,B17014_002MA,B17014_002EA,B17014_003EA,B17014_003MA,B17014_004EA,B17014_004MA,B17014_005EA,B17014_005MA,B17014_006MA,B17014_006EA,B17014_007MA,B17014_007EA,B17014_008EA,B17014_008MA,B17014_009EA,B17014_009MA,B17014_010EA,B17014_010MA,B17014_011MA,B17014_011EA,B17014_012MA,B17014_012EA,B17014_013MA,B17014_013EA,B17014_014EA,B17014_014MA,B17014_015EA,B17014_015MA,B17014_016EA,B17014_016MA,B17014_017MA,B17014_017EA,B17014_018MA,B17014_018EA,B17014_019EA,B17014_019MA,B17014_020EA,B17014_020MA,B17014_021EA,B17014_021MA,B17014_022EA,B17014_022MA,B17014_023EA,B17014_023MA,B17014_024EA,B17014_024MA,B17014_025MA,B17014_025EA,B17014_026EA,B17014_026MA,B17014_027EA,B17014_027MA,B17014_028EA,B17014_028MA,B17014_029EA,B17014_029MA,B17014_030MA,B17014_030EA,B17014_031EA,B17014_031MA,B17014_032EA,B17014_032MA,B17014_033EA,B17014_033MA,B17014_034EA,B17014_034MA,B17014_035MA,B17014_035EA,state
0400000US13,2426392,15122,342664,9063,115068,5382,31619,2853,60004,4693,20161,2373,3284,1040,227596,7392,35334,2795,11525,1727,21940,2507,1764,811,105,127,192262,7162,67602,4217,108461,5608,15054,1954,1145,532,2083728,15808,1576965,16797,204015,5395,413247,10588,785301,13934,174402,6261,506763,12226,137070,7303,9650,1540,74165,4692,42940,4256,10315,1945,369693,10234,36124,3299,209931,8466,99443,5231,24195,2797,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,314151,5725,24533,2343,11574,1536,4016,1031,4481,1054,2621,844,456,290,12959,1748,2397,715,1237,433,911,480,84,79,165,204,10562,1500,4148,1013,5367,1205,823,460,224,155,289618,5942,220475,4659,23970,1844,57085,3729,102158,3969,37262,2688,69143,3392,23802,2491,1244,425,11130,1695,8423,1526,3005,729,45341,2607,2939,683,21680,2421,12504,1557,8218,1170,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,407499,5941,41633,2770,20024,1814,4792,907,9162,1481,5611,1185,459,295,21609,2322,4622,1158,1286,599,2755,800,581,396,0,190,16987,2025,5648,1535,9083,1484,2189,702,67,107,365866,6060,304595,6160,47235,2768,74596,3685,148236,5014,34528,3448,61271,3973,22953,2931,1206,482,14192,2103,6267,1354,1288,1033,38318,3084,3814,962,20061,2333,11417,1819,3026,1116,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099184,17994,325482,8355,107089,4912,30143,2456,52827,4047,20705,2161,3414,785,218393,6139,33628,3074,10317,1645,18726,2128,4407,1257,178,149,184765,5144,69612,3453,99232,4570,14351,1744,1570,533,2773702,18072,2162209,16927,261841,5658,513003,9443,1067622,13182,319743,7912,611493,11687,193900,6750,12714,1611,100895,4990,60308,3961,19983,2390,417593,8949,33243,2662,216457,6529,130108,5156,37785,2719,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1657223,12597,180534,6423,57524,3781,16468,1729,25514,2857,13474,1895,2068,649,123010,5317,20572,2154,5730,1129,12570,1784,1768,672,504,413,102438,4708,31773,2976,62082,3739,7839,1442,744,390,1476689,11767,1161871,12635,159083,4330,269135,7073,587070,10719,146583,4767,314818,9077,99992,5257,8214,1286,55748,4228,28268,2636,7762,1544,214826,6836,19633,2064,120980,4945,59591,3561,14622,1970,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,801562,6871,63382,3549,22804,1887,7149,1125,8616,1098,6257,1221,782,425,40578,3005,7667,1498,2634,844,4204,1002,508,286,321,453,32911,2875,9411,1407,20151,2170,2759,962,590,469,738180,7501,613943,7661,76534,2502,121400,3926,336710,6719,79299,4079,124237,5477,46774,3437,1684,468,29003,2678,13370,1815,2717,805,77463,4101,4346,776,43888,2930,24411,2414,4818,1014,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,728602,7887,66858,3402,24744,2458,7214,1057,10487,1549,6133,1228,910,403,42114,2978,7482,1417,1752,624,5051,1213,651,339,28,48,34632,2916,10969,1306,21646,2501,1801,599,216,254,661744,7678,540127,7926,65958,2446,123937,4238,286754,6796,63478,3244,121617,5186,43658,2879,2172,596,25968,2546,12420,1563,3098,721,77959,4585,4928,880,44054,3027,22611,2346,6366,942,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1124586,10250,162705,6162,61852,3770,27883,2424,24065,2266,9128,1488,776,437,100853,4927,18983,2389,7694,1427,9714,1722,1575,742,0,185,81870,4422,33952,2512,41914,3330,5128,1053,876,513,961881,11820,767074,11192,121769,4261,194041,6019,367378,7520,83886,3963,194807,6699,60258,3993,8856,1441,33182,2991,15407,1579,2813,885,134549,5256,20448,2317,70778,4118,35993,3029,7330,1168,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1112659,9882,165518,6200,44976,3832,19192,2632,16579,1948,8616,1627,589,322,120542,5078,16057,1971,6525,1203,7871,1546,1456,695,205,259,104485,5184,41525,3399,55573,3614,6759,1389,628,360,947141,11077,696923,10691,96128,3616,198780,6901,329443,7957,72572,4266,250218,7817,76586,4661,6886,1427,44786,3744,20179,2511,4735,1213,173632,5939,17231,1836,97088,4646,47753,3670,11560,1836,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,344585,5357,33340,2772,10839,1197,4650,989,3252,715,2655,632,282,190,22501,2572,4981,1197,1985,627,2713,885,283,247,0,159,17520,2360,6468,1345,9519,1593,1403,679,130,139,311245,4889,252865,5002,39465,1866,53668,2910,128716,4113,31016,2319,58380,3492,21000,2099,1349,489,13421,1721,4991,896,1239,615,37380,2982,3952,1011,20580,2166,10807,1575,2041,777,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445972,11686,102102,5580,31430,2581,11113,1444,13444,1723,6006,1233,867,449,70672,4579,11909,1665,4264,981,6339,1188,1113,541,193,222,58763,4223,21517,2097,30976,2903,5526,1291,744,406,1343870,11944,990628,12495,105915,4088,214215,6808,515189,10870,155309,5479,353242,8927,94196,5618,4432,907,49195,3890,29614,2999,10955,1825,259046,8004,15770,1730,134330,5325,81493,4474,27453,2806,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1610581,11929,133552,5753,39346,2939,16460,1960,13400,1904,8294,1423,1192,521,94206,4907,12428,1875,4564,1128,7057,1451,734,329,73,129,81778,4531,33034,3077,42053,3350,6078,1550,613,382,1477029,12298,1144178,12251,122421,4296,239524,6302,595506,9218,186727,6628,332851,8177,95273,4922,5456,953,48052,3575,30964,2580,10801,1755,237578,7089,18282,1942,118703,5511,73972,4007,26621,2477,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2485159,14714,284381,7142,93876,3963,31592,2042,41790,3172,17101,1858,3393,809,190505,5913,32789,2726,13024,1774,17332,2040,2342,653,91,106,157716,5647,53917,3446,89341,4572,12416,1946,2042,711,2200778,14387,1721085,13958,295694,4734,405839,7164,799066,10359,220486,5105,479693,9505,149523,5394,14761,1428,84564,4718,41401,2580,8797,1565,330170,7584,37459,2698,174530,5680,94119,4354,24062,2565,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1369594,10930,102173,5030,35632,2621,10074,1173,14414,1796,9418,1530,1726,641,66541,3925,11177,1383,3680,972,6039,1085,1349,393,109,112,55364,3737,16038,2017,34834,3014,3864,847,628,411,1267421,10435,1040324,10253,132127,3676,188158,5024,570983,8510,149056,5096,227097,6846,78624,4076,3318,675,44593,3464,24603,2256,6110,1198,148473,4207,7592,1059,78782,3687,48171,3430,13928,1673,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,738463,9100,121515,4890,32520,2658,13086,1574,13456,1701,5251,1053,727,452,88995,4302,11006,1790,5117,1089,5079,1328,768,452,42,71,77989,4191,33809,2963,38557,3562,4380,893,1243,694,616948,8477,449701,8880,71747,3256,119730,5023,213576,7244,44648,3935,167247,6051,44623,3737,3440,771,26986,3070,11457,1925,2740,911,122624,4924,15711,1463,65356,3786,35086,3136,6471,1367,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1508816,13340,161317,6328,57003,4066,20227,1854,23614,2749,11652,1647,1510,736,104314,4935,18170,1846,5991,1191,10657,1697,1428,531,94,111,86144,4909,31877,2591,48772,3768,4557,926,938,398,1347499,12605,1067712,11623,164023,4479,244254,6212,531328,9974,128107,5103,279787,7761,85130,5276,6582,1224,48893,3588,25298,2781,4357,939,194657,6916,17678,1909,103369,5301,59371,3439,14239,2314,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,251176,5144,23975,2068,9632,1277,2801,655,3544,705,3189,893,98,89,14343,1571,2756,759,823,390,1744,655,189,137,0,161,11587,1320,4047,933,6629,1165,807,315,104,114,227201,5088,189863,5151,30619,2108,41242,2347,100380,3802,17622,1745,37338,2878,15063,1827,724,334,8809,1320,4869,969,661,317,22275,1824,2180,664,11311,1324,7590,1266,1194,426,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,480317,5426,41864,2799,14749,1484,4136,665,6187,1120,3791,781,635,321,27115,2479,3914,845,687,327,2305,605,753,499,169,166,23201,2295,5539,1203,15481,1740,1952,723,229,154,438453,5413,356947,5219,39814,2034,65806,2531,204809,4677,46518,2337,81506,3610,26676,2110,740,393,14472,1605,9816,1460,1648,508,54830,3088,2594,662,30144,2086,17846,1836,4246,846,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,642461,7985,70535,4275,27484,2574,7604,1391,12481,1895,6827,1201,572,289,43051,3257,10058,2046,3083,866,6316,1715,643,361,16,32,32993,2408,11052,1509,19068,2014,2605,903,268,279,571926,7912,419678,6167,68567,3056,112828,4839,187858,5471,50425,3392,152248,5936,57347,3490,3321,884,30325,2959,17469,2088,6232,1344,94901,4841,6127,1256,51717,3705,28715,2758,8342,1309,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,345901,5099,20869,2427,6406,1210,1823,526,3173,848,1324,629,86,139,14463,2168,2452,835,450,300,1110,473,701,480,191,300,12011,2001,3806,1123,7330,1589,741,529,134,162,325032,5115,264572,4526,31015,2275,61788,3505,131879,4275,39890,3147,60460,3710,21769,2414,963,448,13215,1604,6339,1268,1252,641,38691,3100,2422,742,20177,2272,13046,1761,3046,817,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2203675,15024,183122,6306,64009,3305,21650,2314,28060,2547,11441,1482,2858,980,119113,4907,19819,2514,4797,1052,13357,2098,1441,666,224,230,99294,4608,38028,3194,51958,3255,8191,1432,1117,388,2020553,14123,1543871,11584,163402,3612,377193,8471,749092,9905,254184,6269,476682,9562,134609,6064,9550,1352,64132,4297,44372,3964,16555,2152,342073,7857,22482,1991,168275,5967,111563,4914,39753,2799,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,489532,7201,80783,5015,32224,3299,10469,1663,13091,1868,7573,1633,1091,506,48559,3951,8659,1647,2184,759,5751,1379,698,385,26,44,39900,3581,15277,2258,20284,2477,3778,1095,561,409,408749,7109,308509,5823,52530,2800,87463,3990,138391,4129,30125,2494,100240,3723,33417,2439,2708,831,18609,2064,9383,1611,2717,920,66823,3348,6964,1228,34596,2939,19625,2094,5638,1153,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4621954,18878,564577,12342,200838,6375,58965,3528,92245,4979,43047,3322,6581,1205,363739,9276,54626,3645,20906,2282,27558,2745,5579,1258,583,323,309113,8240,130721,6243,151065,5680,22444,2426,4883,1102,4057377,19572,2975541,18097,361091,6185,703373,11817,1448480,15764,462597,8507,1081836,13283,312129,8113,21799,2034,154626,7049,99800,5145,35904,2918,769707,11059,63935,3789,393125,8791,233276,7703,79371,4033,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
