GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001EA,B13002_001MA,B13002_002EA,B13002_002MA,B13002_003MA,B13002_003EA,B13002_004EA,B13002_004MA,B13002_005EA,B13002_005MA,B13002_006EA,B13002_006MA,B13002_007EA,B13002_007MA,B13002_008MA,B13002_008EA,B13002_009MA,B13002_009EA,B13002_010EA,B13002_010MA,B13002_011EA,B13002_011MA,B13002_012MA,B13002_012EA,B13002_013MA,B13002_013EA,B13002_014MA,B13002_014EA,B13002_015EA,B13002_015MA,B13002_016EA,B13002_016MA,B13002_017EA,B13002_017MA,B13002_018MA,B13002_018EA,B13002_019MA,B13002_019EA,state
0400000US15,321300,1865,20432,2193,13967,1768,37,62,10284,1544,3646,925,6465,1436,340,294,4592,1085,1533,717,300868,2754,135172,3864,1304,610,45458,2988,88410,3027,165696,4162,36828,1516,84016,3576,44852,2823,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,375500,3096,21912,1927,16545,1709,355,353,13432,1725,2758,965,5367,1172,889,522,3973,1077,505,373,353588,3771,175959,5636,1100,515,62227,3616,112632,4401,177629,6185,55606,2281,77776,4073,44247,4357,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3128287,5256,152835,5277,100527,4466,655,414,69945,3447,29927,2698,52308,3395,5444,834,40496,3046,6368,1427,2975452,7438,1236095,12985,4199,1063,365469,8572,866427,8369,1739357,14129,416012,3940,852680,8474,470665,8141,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1562984,5569,85078,4894,51070,3488,472,389,39682,3010,10916,1726,34008,3241,4130,1127,26291,2878,3587,986,1477906,7430,644637,8755,2252,730,212554,5143,429831,6929,833269,10252,219343,3191,381144,6459,232782,6849,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,701873,3201,42728,2959,28029,2532,73,104,22578,2240,5378,985,14699,1802,1983,646,11027,1539,1689,642,659145,4134,312064,5656,721,355,104913,4553,206430,4622,347081,5896,105175,2979,160668,4778,81238,4068,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,664008,3589,37641,2748,25553,2132,361,311,20735,1918,4457,998,12088,1816,1575,517,9575,1721,938,386,626367,4406,297451,6049,2137,711,106997,4138,188317,4099,328916,7420,93528,3233,154682,5589,80706,4206,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1033382,4024,57714,3543,37217,2660,683,345,29723,2233,6811,1371,20497,2449,2806,631,16049,2111,1642,664,975668,5110,459064,6920,1991,748,154077,5063,302996,4579,516604,7888,137067,3530,229108,5253,150429,4972,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1126993,4584,55388,3503,29963,3092,256,241,24768,2797,4939,1182,25425,2271,2781,787,20663,2137,1981,807,1071605,5732,415533,8188,2051,683,144640,5590,268842,6251,656072,9060,144940,3696,315419,6445,195713,6010,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,293177,1772,13951,1762,7999,1260,140,113,6260,1111,1599,498,5952,1481,319,262,5173,1273,460,295,279226,2483,117664,4543,520,387,31598,2518,85546,3769,161562,4544,39271,1322,73119,2773,49172,3346,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1474830,3895,69510,4047,44876,3224,242,217,28842,2522,15792,1942,24634,2707,2219,742,19211,2516,3204,835,1405320,5838,581912,9560,1653,530,168876,5380,411383,7038,823408,10511,183954,3243,399861,5922,239593,6920,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1668664,3612,73444,4217,51726,3756,161,137,32629,2972,18936,1800,21718,2220,1744,861,15965,2186,4009,1076,1595220,5165,626116,8873,1554,693,164549,5955,460013,7115,969104,9483,224135,1966,500994,6645,243975,6742,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2297683,4414,125528,5516,75827,3819,341,228,58291,3456,17195,1944,49701,3446,5070,1182,39318,2735,5313,1203,2172155,7013,884027,11253,2240,484,253564,7308,628223,7864,1288128,11939,325678,3072,601190,8411,361260,7301,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1270236,3534,77561,3905,55699,3260,288,248,41758,2578,13653,1862,21862,2351,1407,480,18555,2419,1900,631,1192675,5467,539381,7172,688,303,166910,4646,371783,5178,653294,7055,169465,2282,318749,4844,165080,4521,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,719697,4122,36377,3041,19347,2274,272,177,14916,1936,4159,991,17030,2213,2003,696,13775,1912,1252,653,683320,5337,275740,7829,674,320,92442,4254,182624,5725,407580,8714,107780,4536,176323,5557,123477,5254,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1418820,4152,72192,3627,44553,2994,655,414,36070,2740,7828,1395,27639,2759,4070,1272,21877,2512,1692,560,1346628,5360,594246,8376,1235,493,201921,6281,391090,5634,752382,8802,194344,2931,350967,6893,207071,5560,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222082,1804,11493,1516,8395,1403,0,161,6591,1268,1804,702,3098,757,247,217,2612,785,239,180,210589,2437,94791,3294,322,219,32952,1987,61517,2352,115798,3430,30081,1578,57137,2526,28580,2088,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,431080,2307,28196,2600,20421,2061,0,153,16907,1873,3514,741,7775,1386,1045,625,6166,1017,564,421,402884,3117,186710,4515,263,151,67138,2948,119309,3268,216174,5274,62160,1903,100667,3082,53347,3281,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,681890,2796,34794,2754,21642,1989,38,47,16615,1679,4989,1212,13152,2083,884,406,11178,1942,1090,505,647096,3748,270855,6561,1338,574,86920,4078,182597,4546,376241,7220,83919,1665,176812,4581,115510,4293,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,303890,2202,15202,1636,10306,1425,0,182,6838,1154,3468,772,4896,1014,493,326,3847,900,556,267,288688,2774,127207,4048,236,194,34002,2754,92969,3026,161481,4238,45010,1501,73732,3104,42739,3130,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2131809,4124,101295,5224,69720,3730,573,391,45454,3391,23693,2357,31575,3090,1660,637,23449,2549,6466,1259,2030514,6227,876355,8732,2134,653,222266,5450,651955,7599,1154159,10097,273808,2247,558659,6005,321692,7934,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,476308,2898,27963,2772,16232,2299,174,149,12044,1946,4014,999,11731,2192,1334,634,8503,1523,1894,995,448345,3789,180965,5788,680,385,61987,4205,118298,3923,267380,6018,66299,2287,123767,4267,77314,4294,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4904976,6760,223568,6343,147463,5912,1206,653,95525,4617,50732,3392,76105,4496,6881,1270,57585,4128,11639,1900,4681408,9080,1810695,12297,4838,1157,522566,9248,1283291,10342,2870713,13267,610656,3546,1470513,9855,789544,9925,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2403090,6694,121511,6940,76012,5430,676,369,58480,4658,16856,2130,45499,3707,6278,1250,34330,3320,4891,1264,2281579,9189,1020940,11188,5153,1427,319588,8115,696199,8693,1260639,13814,313091,5074,573641,9233,373907,8009,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170574,1849,11641,1933,8461,1869,110,176,6291,1401,2060,1101,3180,879,759,387,2181,806,240,169,158933,2729,74253,3183,176,328,28183,2297,45894,2214,84680,3139,23124,1627,44291,3013,17265,1751,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2684784,5906,134564,5600,77041,4190,694,422,59969,3702,16378,1614,57523,4519,6159,1206,45544,3866,5820,1522,2550220,8900,1067257,12106,2915,747,330660,6517,733682,8817,1482963,13149,373858,3542,682494,8044,426611,8365,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,905013,3108,52622,3029,32598,2179,561,238,26248,1973,5789,1019,20024,2030,2233,569,15713,1610,2078,812,852391,4838,403688,5804,2488,840,157036,3476,244164,4027,448703,5397,122249,2657,202931,4355,123523,3450,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,922286,3240,43919,3569,28338,2833,742,532,21077,2511,6519,1329,15581,2327,1339,628,12055,2052,2187,924,878367,4651,384057,6803,1713,767,124578,4724,257766,5209,494310,7342,113487,2809,243360,4726,137463,5425,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2931507,4794,147759,6067,92302,4733,669,310,68991,4026,22642,2085,55457,3184,5990,1184,44772,3115,4695,913,2783748,7204,1163196,11163,3027,797,334852,6925,825317,8388,1620552,11314,398762,2840,789880,8339,431910,7766,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,255088,1667,10238,1567,5430,1022,0,203,3435,761,1995,723,4808,1131,544,376,3550,1012,714,479,244850,2435,89282,3499,2,5,26567,2280,62713,2715,155568,3763,36288,1082,76092,2672,43188,2751,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1142875,4097,56055,4430,30565,3223,724,427,22396,2650,7445,1621,25490,2910,1921,709,20497,2439,3072,988,1086820,6191,450199,8311,1217,596,142334,5539,306648,5847,636621,8443,152495,3637,295592,5717,188534,5356,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,187988,1957,10739,1271,7381,1184,65,94,5998,1062,1318,532,3358,737,257,158,2530,638,571,365,177249,2159,80586,2667,631,283,28847,1664,51108,1880,96663,2813,27146,1416,46702,2542,22815,1891,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1569734,4980,80857,4340,48515,3369,1402,652,39265,3157,7848,1072,32342,3124,3806,1114,26324,2991,2212,821,1488877,6311,667217,11341,3143,1084,222717,6872,441357,8324,821660,9339,201919,4333,372035,7008,247706,6775,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6703561,8335,390196,11039,249866,9572,5087,1352,189334,8346,55445,4143,140330,6764,19552,2577,106806,5805,13972,2224,6313365,13339,2910248,22738,15643,2223,1002652,15436,1891953,14872,3403117,22240,896716,7360,1585241,15349,921160,15961,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,730389,2694,51060,3868,43277,3027,301,282,35516,2599,7460,1381,7783,1862,668,407,6214,1677,901,658,679329,4933,358180,7298,1497,608,148929,4866,207754,4467,321149,6392,107944,2100,147875,5039,65330,3874,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,143468,1238,6765,1145,4752,935,0,147,3763,830,989,358,2013,782,52,79,1595,729,366,213,136703,1716,58234,2421,203,162,17312,1561,40719,1667,78469,2536,21118,983,36770,1961,20581,1422,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2043819,6068,113223,5116,80580,4064,155,129,56462,3577,23963,2445,32643,3030,2724,827,25944,2844,3975,997,1930596,7688,869629,10023,4296,1233,270327,7471,595006,7866,1060967,12053,267753,6106,510042,8224,283172,7573,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1671461,4515,87408,5183,61668,3766,672,389,45385,3438,15611,1827,25740,3081,2908,1059,19331,2724,3501,1065,1584053,7383,732417,10072,2512,730,253387,6870,476518,7200,851636,10547,205075,3018,411045,8364,235516,7545,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,406808,2490,18843,2208,11285,1635,210,188,9758,1588,1317,573,7558,1393,918,394,5317,1181,1323,680,387965,3409,171648,5368,1068,489,52098,3407,118482,3743,216317,5537,52247,2426,100379,3693,63691,3315,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1321315,3921,66998,3588,45221,2874,145,144,34351,2477,10725,1237,21777,2108,1550,517,17313,1928,2914,825,1254317,5205,545722,7305,2208,758,166117,4783,377397,5865,708595,8932,183431,2575,339331,5716,185833,5736,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,132340,2296,7529,1220,5588,1090,52,86,4253,1053,1283,534,1941,701,221,224,1706,648,14,28,124811,2596,60504,3488,293,274,23530,2373,36681,2295,64307,3607,17278,1732,30028,2422,17001,2031,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,862238,2932,36107,3774,14909,2268,759,506,9931,1638,4219,1562,21198,2945,2709,838,16150,2658,2339,864,826131,4817,260153,7164,878,467,73315,4162,185960,6583,565978,8341,117644,3154,254373,4813,193961,6810,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
