GEO_ID,B27003_001E,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,NAME,B27003_001EA,B27003_001MA,B27003_002EA,B27003_002MA,B27003_003EA,B27003_003MA,B27003_004MA,B27003_004EA,B27003_005MA,B27003_005EA,B27003_006MA,B27003_006EA,B27003_007EA,B27003_007MA,B27003_008EA,B27003_008MA,B27003_009EA,B27003_009MA,B27003_010MA,B27003_010EA,B27003_011MA,B27003_011EA,B27003_012EA,B27003_012MA,B27003_013EA,B27003_013MA,B27003_014EA,B27003_014MA,B27003_015MA,B27003_015EA,B27003_016MA,B27003_016EA,B27003_017MA,B27003_017EA,B27003_018EA,B27003_018MA,B27003_019EA,B27003_019MA,B27003_020MA,B27003_020EA,B27003_021MA,B27003_021EA,B27003_022MA,B27003_022EA,B27003_023EA,B27003_023MA,B27003_024EA,B27003_024MA,B27003_025MA,B27003_025EA,B27003_026MA,B27003_026EA,B27003_027MA,B27003_027EA,B27003_028MA,B27003_028EA,B27003_029EA,B27003_029MA,B27003_030MA,B27003_030EA,B27003_031MA,B27003_031EA,B27003_032MA,B27003_032EA,B27003_033MA,B27003_033EA,B27003_034EA,B27003_034MA,B27003_035MA,B27003_035EA,B27003_036MA,B27003_036EA,B27003_037MA,B27003_037EA,B27003_038MA,B27003_038EA,B27003_039MA,B27003_039EA,B27003_040MA,B27003_040EA,B27003_041MA,B27003_041EA,B27003_042MA,B27003_042EA,B27003_043MA,B27003_043EA,B27003_044MA,B27003_044EA,B27003_045EA,B27003_045MA,B27003_046EA,B27003_046MA,B27003_047EA,B27003_047MA,B27003_048MA,B27003_048EA,B27003_049MA,B27003_049EA,B27003_050MA,B27003_050EA,B27003_051EA,B27003_051MA,B27003_052EA,B27003_052MA,B27003_053EA,B27003_053MA,B27003_054MA,B27003_054EA,B27003_055MA,B27003_055EA,B27003_056EA,B27003_056MA,B27003_057EA,B27003_057MA,state
0400000US01,4767383,1932,2289780,5872,180774,4077,94082,4484,86692,4612,384145,5137,162063,6840,222082,7024,236975,3747,25603,2317,211372,3902,283658,3829,29123,2598,254535,4505,286297,3968,32404,2750,253893,4893,306272,3089,51737,2963,254535,3914,294579,2244,78172,3623,216407,4462,198963,1759,192251,2255,6712,1349,118117,1636,117027,1740,1090,461,2477603,5606,169526,3889,89183,4632,80343,4232,372402,3993,157022,5974,215380,6553,237408,2932,39922,3660,197486,4492,314043,3628,53127,4093,260916,5136,310113,3427,41728,2749,268385,3634,335435,2972,55062,3601,280373,4183,330587,2047,76439,3389,254148,4035,231300,1755,223812,2221,7488,1389,176789,2021,174940,2008,1849,628,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,711541,1618,363589,2580,32423,1370,12295,1391,20128,1657,62233,1864,19414,2385,42819,2666,40465,1856,5524,1675,34941,1890,54358,1880,6339,1061,48019,2109,44478,1417,6110,1255,38368,1776,48114,1213,6693,1130,41421,1489,47618,1024,9780,1302,37838,1407,24071,848,21552,1118,2519,778,9829,792,9490,768,339,277,347952,2104,31460,1477,12030,1476,19430,1567,60129,1523,18052,1882,42077,2291,35525,1115,6170,1195,29355,1526,51334,1190,7676,1360,43658,1427,44358,1287,5460,998,38898,1441,46606,1051,5771,959,40835,1160,43422,809,6105,1049,37317,1168,21957,744,19636,868,2321,586,13161,879,12906,890,255,228,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6623074,1740,3251297,3166,268507,3684,114931,5222,153576,4806,557851,3937,199070,7463,358781,7832,328324,2112,51170,4171,277154,4457,433332,2735,73904,4640,359428,5277,402628,2617,63929,4280,338699,4830,402312,1842,72757,4008,329555,4192,371403,1105,94610,5031,276793,5130,290746,1306,276717,1921,14029,1466,196194,1182,192301,1444,3893,881,3371777,2888,257277,4264,113538,4258,143739,3978,536941,4347,189828,7470,347113,7656,325057,1774,77758,4123,247299,4265,430231,2181,102536,5061,327695,5394,415511,1840,80343,4240,335168,4441,419256,1809,80357,4655,338899,5061,416438,1148,92259,3878,324179,3910,327287,1219,311321,2526,15966,2106,243779,1187,239557,1607,4222,1016,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2914376,756,1423412,4652,117821,3217,69132,3489,48689,3196,242570,4154,118473,5446,124097,5154,144070,2721,22368,2540,121702,3084,181138,3435,26871,2948,154267,3852,176985,3031,25243,2361,151742,3519,183655,2986,35909,2953,147746,3555,175477,1529,53777,2942,121700,3234,123712,1295,120071,1611,3641,1012,77984,1147,76547,1111,1437,632,1490964,4568,110503,3533,64724,3953,45779,3189,232917,3816,113360,5150,119557,5303,142429,2631,31513,2673,110916,3450,187336,2819,40858,2705,146478,3745,189151,3125,37630,3341,151521,4167,191610,2559,40530,3139,151080,3659,190384,1758,51003,2751,139381,3289,140624,1388,137309,1264,3315,900,106010,1618,105367,1650,643,354,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38297457,5321,18865494,8096,1534723,7474,700520,13331,834203,12339,3123268,8050,1273362,18714,1849906,19010,1978296,5187,382486,10235,1595810,11479,2827196,5223,426762,11270,2400434,11949,2522938,4351,364664,9280,2158274,9736,2554490,4652,418718,9133,2135772,10070,2155141,3297,491113,9526,1664028,10524,1306922,2480,1196385,5662,110537,5287,862520,2250,839726,3246,22794,2224,19431963,5973,1467115,7973,680979,11050,786136,10440,3010027,8190,1238091,17770,1771936,17300,1921375,3951,464752,9828,1456623,10461,2774927,4420,590435,11496,2184492,11850,2579992,3236,476096,10790,2103896,10745,2622661,2760,464650,9614,2158011,10188,2327493,2433,528223,9563,1799270,9748,1505240,2282,1395968,5170,109272,5017,1223133,3000,1190270,3720,32863,2903,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5266022,2396,2622411,4609,210906,2966,84587,4392,126319,4149,429394,3727,141730,6669,287664,6525,259382,2647,34869,3037,224513,3417,390134,3608,56365,4193,333769,4351,359282,3288,45379,3476,313903,4876,346712,2190,46756,2897,299956,3450,323268,1491,61563,3441,261705,3579,194508,1262,181190,2067,13318,1592,108825,1411,106206,1502,2619,824,2643611,4048,194507,3246,78820,3848,115687,3973,410625,3639,130372,6016,280253,6511,247086,2691,47647,3488,199439,3893,383238,2893,75019,4551,308219,4738,351031,2779,52048,3856,298983,4735,354361,2075,49050,2860,305311,3343,341816,1772,55236,3755,286580,3621,211970,1323,199453,2061,12517,1486,148977,1527,145806,1658,3171,668,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3541282,1220,1719425,2334,115676,2586,49885,3696,65791,3373,279327,2541,87274,4441,192053,4806,173367,1791,27057,2857,146310,2886,212101,1617,34298,3321,177803,3295,210090,1825,29632,2752,180458,3338,261921,1554,41107,2835,220814,3303,233999,1137,38647,2575,195352,2641,139843,1204,128869,1644,10974,1516,93101,1077,91780,1205,1321,509,1821857,2336,112679,2265,44469,3230,68210,3204,266339,2382,84025,3790,182314,4029,168282,1264,36501,2874,131781,3145,216712,1620,57287,3710,159425,3717,224785,1589,45076,2779,179709,2995,282561,1633,47377,3178,235184,3446,249918,1064,43885,2692,206033,3011,160164,1044,148430,1834,11734,1681,140417,1349,138531,1399,1886,640,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920930,554,443623,1227,35151,1445,14734,1702,20417,1818,68880,1428,22927,2416,45953,2447,45311,920,7132,1091,38179,1299,56241,1044,8654,1660,47587,1767,53003,845,7858,1295,45145,1384,59890,764,10986,1709,48904,1729,57714,703,12681,1493,45033,1607,42168,722,39845,953,2323,777,25265,592,24984,660,281,271,477307,1167,33712,1742,12488,1518,21224,1753,65671,1687,22589,2389,43082,2437,44142,560,9663,1462,34479,1536,61585,644,12272,1661,49313,1728,57015,580,12653,1747,44362,1873,67073,433,13581,1957,53492,1944,65816,371,13852,1708,51964,1736,48575,574,47147,772,1428,613,33718,629,33198,798,520,484,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,647966,509,303791,1024,24896,1047,12111,1473,12785,1473,33244,929,16170,1939,17074,1859,35239,626,8509,1464,26730,1685,67685,799,11500,1677,56185,1682,44704,597,8712,1453,35992,1484,37427,574,10941,1827,26486,1848,31517,551,11059,1133,20458,1047,17491,595,14534,839,2957,789,11588,605,10653,518,935,566,344175,1099,23199,931,11978,1170,11221,1350,33495,790,17983,1876,15512,1938,43151,234,10817,1440,32334,1389,80035,574,17175,2002,62860,1938,46711,418,10516,1485,36195,1564,38138,417,11204,1368,26934,1341,36545,111,13131,1347,23414,1338,23506,374,20712,790,2794,760,19395,786,18534,839,861,415,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19583357,3419,9490859,7749,658309,7707,332850,8880,325459,8711,1407695,8329,568095,17870,839600,17598,881522,5664,105357,6471,776165,7264,1204467,5776,135979,6227,1068488,8751,1157330,5436,131479,7068,1025851,8227,1307942,5082,191205,7221,1116737,8850,1196333,3719,265654,8965,930679,9329,961376,3422,911613,5189,49763,4033,715885,3430,702116,4017,13769,1986,10092498,7609,636937,7877,313926,8538,323011,8953,1343209,7478,542002,13275,801207,13787,867094,3935,146733,7060,720361,7430,1235529,4615,207605,8269,1027924,8309,1220794,4397,177470,7267,1043324,8894,1386343,4042,176232,7752,1210111,8455,1356354,3196,229762,6856,1126592,7373,1104083,2558,1044270,5197,59813,4629,942155,3022,922379,3892,19776,2578,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
