GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001EA,B18101I_001MA,B18101I_002EA,B18101I_002MA,B18101I_003MA,B18101I_003EA,B18101I_004EA,B18101I_004MA,B18101I_005MA,B18101I_005EA,B18101I_006EA,B18101I_006MA,B18101I_007EA,B18101I_007MA,B18101I_008MA,B18101I_008EA,B18101I_009MA,B18101I_009EA,B18101I_010EA,B18101I_010MA,state
0400000US01,189298,2111,72685,1189,2516,855,70169,1541,109270,2161,6241,1315,103029,2643,7343,1425,3044,1000,4299,1049,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46362,782,16638,135,732,454,15906,475,27563,918,2122,745,25441,1205,2161,635,1259,573,902,466,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2019057,2495,703128,215,27409,3230,675719,3236,1191140,2565,102125,5600,1089015,6015,124789,906,51186,2699,73603,2759,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,203500,1495,79667,1101,2935,1006,76732,1381,117113,1751,5600,1361,111513,2280,6720,1425,2489,855,4231,1130,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14830878,4440,4741940,983,155707,8240,4586233,8160,9159775,4740,665575,12341,8494200,12721,929163,2042,360997,7412,568166,7530,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1115739,1964,388683,1016,12733,2194,375950,2363,660343,2408,64488,4360,595855,4200,66713,1170,27536,1803,39177,2006,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,533496,1253,171933,117,9514,1655,162419,1665,333124,1282,32339,2969,300785,3135,28439,815,12059,1332,16380,1433,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,82580,314,29776,32,1857,964,27919,964,49661,421,4058,1158,45603,1265,3143,398,820,348,2323,457,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,67780,587,16805,73,300,300,16505,304,47479,345,1884,803,45595,878,3496,452,1022,461,2474,601,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4741261,2894,1190665,1284,51233,4516,1139432,4774,3026139,3533,222443,10536,2803696,11137,524457,2868,187773,6648,336684,6330,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,904981,2585,340037,1883,9067,1849,330970,2596,539078,3060,27219,3308,511859,4162,25866,2058,9175,1592,16691,1921,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136102,1139,52444,124,2375,900,50069,895,77091,1322,8362,1652,68729,1904,6567,451,2300,651,4267,583,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,193952,965,77967,913,4350,1377,73617,1662,107641,1462,8141,1858,99500,2338,8344,1069,3166,906,5178,975,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2134591,2255,725926,1498,22771,2476,703155,2927,1301400,2709,73520,4042,1227880,4733,107265,1635,38819,2308,68446,2261,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,421066,1719,164108,1421,7843,2176,156265,2290,240711,2079,19722,2327,220989,2957,16247,1225,6853,1098,9394,1091,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,169135,1107,68318,1071,2117,608,66201,1213,95537,1307,7117,1253,88420,1931,5280,1024,2111,620,3169,805,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,322733,1428,129684,1138,4581,1018,125103,1636,179288,2182,13902,1995,165386,2626,13761,1461,5806,975,7955,1545,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,141467,2350,56684,2040,2810,1003,53874,2137,80396,2173,4618,1024,75778,2026,4387,942,1390,622,2997,728,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,217015,1773,66417,1837,3295,972,63122,1951,137473,2094,10308,1652,127165,2791,13125,1012,4702,816,8423,913,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19664,642,5761,588,527,264,5234,597,12951,712,1321,481,11630,690,952,412,249,241,703,353,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,551727,907,180325,470,3651,933,176674,1013,347329,1464,17547,2321,329782,2767,24073,1226,7410,1254,16663,1470,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,721279,1480,232277,321,12313,2078,219964,2064,452087,1389,61335,4217,390752,4148,36915,815,15657,1635,21258,1712,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,470384,1196,176497,793,9755,1493,166742,1628,269760,1720,32184,2435,237576,2491,24127,1252,10489,1210,13638,1273,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,273531,776,109761,869,4909,899,104852,1182,156195,1469,11578,1588,144617,2093,7575,825,2335,580,5240,852,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,73033,2306,27444,1600,1853,569,25591,1493,42791,2252,3360,1061,39431,2148,2798,964,1167,542,1631,806,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,228448,2373,87383,1854,4751,1241,82632,2244,130784,2055,11770,1744,119014,2464,10281,1216,3607,1007,6674,1318,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34063,602,13142,744,747,426,12395,849,19489,833,2824,916,16665,1136,1432,541,414,259,1018,474,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,188347,943,76218,685,2258,701,73960,1007,105702,1347,6848,1247,98854,1641,6427,848,3004,708,3423,771,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,783727,929,268368,70,11420,1916,256948,1912,474844,1190,43608,3803,431236,3902,40515,822,15718,1781,24797,1898,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,41358,820,14383,461,736,344,13647,582,25540,841,2975,906,22565,1181,1435,471,503,388,932,412,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1713489,1684,503586,282,22225,3214,481361,3268,1092271,1711,82012,5533,1010259,5834,117632,951,43244,2892,74388,2822,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,979452,1082,296628,189,8444,1602,288184,1607,581870,1365,78290,5269,503580,5083,100954,1005,45669,2603,55285,2590,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3628277,2378,1007678,1083,45447,4428,962231,4563,2327045,2320,216442,8958,2110603,9355,293554,1663,120011,4596,173543,4479,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,874891,2282,347036,2357,14464,2144,332572,3147,502859,3459,27029,2659,475830,4004,24996,1921,8681,1478,16315,1842,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20290,1244,7682,786,130,115,7552,803,12146,907,1178,565,10968,941,462,271,167,170,295,213,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,391663,1959,146016,1644,10123,1880,135893,2578,225781,2239,25815,2494,199966,2583,19866,1361,7064,1099,12802,1278,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,372546,1274,150057,280,6500,1277,143557,1293,210370,1466,20797,1903,189573,2346,12119,862,4652,766,7467,855,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,491510,990,186270,747,7594,1727,178676,1894,286512,1524,27121,3114,259391,3371,18728,1354,8504,1435,10224,1325,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,818490,2182,292170,1059,24192,3047,267978,2964,486206,2218,75415,4322,410791,4817,40114,1576,17440,1438,22674,1619,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,147209,325,49144,209,2659,875,46485,853,90856,431,14201,2307,76655,2358,7209,347,2726,691,4483,762,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,247929,1550,90403,1291,3738,1303,86665,1906,148634,2532,7774,1589,140860,2832,8892,1473,3149,1008,5743,1147,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,27416,1323,11571,1080,196,159,11375,1105,14778,1422,1948,750,12830,1505,1067,663,286,288,781,516,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,316820,2065,127924,1327,4725,1291,123199,1883,179324,2014,12121,1661,167203,2702,9572,1496,2953,826,6619,1336,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10264753,4787,3487097,1479,139597,6526,3347500,6555,6120328,5443,530107,13480,5590221,13507,657328,3354,308498,7267,348830,7038,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,392145,1099,153664,485,5786,1013,147878,1066,224286,1246,14550,1786,209736,2106,14195,748,4811,887,9384,961,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
