GEO_ID,B24090_001E,B24090_001M,B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,NAME,B24090_001MA,B24090_001EA,B24090_002EA,B24090_002MA,B24090_003EA,B24090_003MA,B24090_004EA,B24090_004MA,B24090_005EA,B24090_005MA,B24090_006MA,B24090_006EA,B24090_007MA,B24090_007EA,B24090_008EA,B24090_008MA,B24090_009EA,B24090_009MA,B24090_010EA,B24090_010MA,B24090_011MA,B24090_011EA,B24090_012MA,B24090_012EA,B24090_013EA,B24090_013MA,B24090_014EA,B24090_014MA,B24090_015EA,B24090_015MA,B24090_016MA,B24090_016EA,B24090_017MA,B24090_017EA,B24090_018MA,B24090_018EA,B24090_019EA,B24090_019MA,B24090_020EA,B24090_020MA,B24090_021EA,B24090_021MA,state
0400000US01,1455624,14395,825963,11063,624010,11614,591294,11568,32716,2944,37431,3104,54079,4244,33650,2890,37405,3024,38526,3011,862,410,629661,9157,425608,9129,415663,9088,9945,1626,54841,3541,52776,3352,55541,3509,25064,2544,14948,1988,883,502,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,235742,5428,136503,3951,83714,3881,77766,3973,5948,1034,9269,1314,10330,1215,11211,1531,15189,2094,6676,1169,114,117,99239,3561,48775,2636,46418,2583,2357,661,16374,2099,12479,1547,10530,1603,6854,1151,4207,901,20,34,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1976524,18167,1142174,12661,885620,13390,833199,13581,52421,3198,45266,2963,67627,3916,40891,2907,43131,3393,58636,4697,1003,427,834350,12958,575937,12075,560412,11814,15525,1415,82274,5800,69734,3946,53455,3963,24572,2855,26779,2568,1599,613,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,905507,12141,519860,8183,395220,7857,373501,8146,21719,2107,24125,2694,21539,2195,30708,3036,14195,1892,33163,2525,910,576,385647,8219,246753,8000,240505,8038,6248,1144,39212,2928,25903,2883,52616,4363,8070,1532,12625,1979,468,267,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11739967,44774,6932260,27058,5355256,27635,5048144,27634,307112,8026,300630,7637,402942,11532,216302,6492,170554,6422,480733,11032,5843,1153,4807707,29104,3295689,27865,3188116,26518,107573,6237,444319,10752,448098,11371,259371,7263,109249,5371,245652,7263,5329,1021,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1861100,15385,1087734,9729,845882,10350,781703,10871,64179,3825,54323,3299,60529,3977,34663,3046,38673,3044,52900,4266,764,345,773366,10788,521012,9265,497533,9332,23479,2389,91892,5520,66664,3766,41259,3112,23809,2156,27843,2551,887,455,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1198821,11926,685689,8873,523717,9275,488568,9253,35149,3318,40757,2647,39744,3053,26433,2511,11228,1477,42886,3930,924,576,513132,7564,347151,7281,337863,7200,9288,1501,68238,3604,43609,3859,27760,2412,7309,1350,17831,2500,1234,607,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,310870,5921,166213,3938,126654,3965,118285,4281,8369,1744,10766,1635,5256,1134,11575,1746,5387,976,6423,1167,152,145,144657,4784,95567,4694,93443,4585,2124,620,16171,2256,4499,863,19369,2074,5702,1419,3207,805,142,128,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,257943,6112,129114,3895,69871,4020,64386,3874,5485,1194,22349,2404,6437,1439,2190,726,24721,2201,3462,820,84,98,128829,3894,59945,3330,57360,3212,2585,801,27775,2666,7852,1318,3756,936,26534,1983,2833,938,134,170,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6087897,34738,3386830,23407,2659342,24466,2403838,24495,255504,8335,138802,5878,214894,6853,91669,5109,103911,5306,173510,8649,4702,1470,2701067,20971,1964039,20205,1870113,19339,93926,5218,229807,6887,241671,8918,115166,5259,56129,3848,92869,5496,1386,611,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
