GEO_ID,B06009_001E,B06009_001M,B06009_002E,B06009_002M,B06009_003E,B06009_003M,B06009_004E,B06009_004M,B06009_005E,B06009_005M,B06009_006E,B06009_006M,B06009_007E,B06009_007M,B06009_008E,B06009_008M,B06009_009E,B06009_009M,B06009_010E,B06009_010M,B06009_011E,B06009_011M,B06009_012E,B06009_012M,B06009_013E,B06009_013M,B06009_014E,B06009_014M,B06009_015E,B06009_015M,B06009_016E,B06009_016M,B06009_017E,B06009_017M,B06009_018E,B06009_018M,B06009_019E,B06009_019M,B06009_020E,B06009_020M,B06009_021E,B06009_021M,B06009_022E,B06009_022M,B06009_023E,B06009_023M,B06009_024E,B06009_024M,B06009_025E,B06009_025M,B06009_026E,B06009_026M,B06009_027E,B06009_027M,B06009_028E,B06009_028M,B06009_029E,B06009_029M,B06009_030E,B06009_030M,NAME,B06009_001EA,B06009_001MA,B06009_002MA,B06009_002EA,B06009_003EA,B06009_003MA,B06009_004MA,B06009_004EA,B06009_005MA,B06009_005EA,B06009_006EA,B06009_006MA,B06009_007MA,B06009_007EA,B06009_008EA,B06009_008MA,B06009_009EA,B06009_009MA,B06009_010MA,B06009_010EA,B06009_011EA,B06009_011MA,B06009_012EA,B06009_012MA,B06009_013MA,B06009_013EA,B06009_014MA,B06009_014EA,B06009_015MA,B06009_015EA,B06009_016EA,B06009_016MA,B06009_017EA,B06009_017MA,B06009_018MA,B06009_018EA,B06009_019MA,B06009_019EA,B06009_020MA,B06009_020EA,B06009_021MA,B06009_021EA,B06009_022EA,B06009_022MA,B06009_023EA,B06009_023MA,B06009_024MA,B06009_024EA,B06009_025MA,B06009_025EA,B06009_026MA,B06009_026EA,B06009_027EA,B06009_027MA,B06009_028EA,B06009_028MA,B06009_029MA,B06009_029EA,B06009_030MA,B06009_030EA,state
0400000US01,3256766,4841,497759,11947,1028665,14574,965935,15581,478058,11918,286349,9003,2143805,16975,358358,10089,737082,12002,628450,12320,270911,9369,149004,6455,952770,15637,95692,4908,258115,9421,304088,9941,177042,7043,117833,5059,32284,3602,1409,551,6528,1469,11513,1948,8556,1802,4278,1178,127907,6117,42300,3782,26940,3217,21884,2558,21549,2337,15234,2321,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,465149,2124,33253,2288,131987,4272,169645,5326,85634,3613,44630,3466,123013,3795,12733,1336,46901,2842,41863,2709,15856,1812,5660,1151,285685,4133,11370,1572,70364,2990,110020,4360,59213,2841,34718,2681,11189,1877,297,234,2936,1087,4786,1139,2124,718,1046,570,45262,2561,8853,1327,11786,1791,12976,1753,8441,1435,3206,932,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4436226,2926,618786,13770,1079812,18279,1515336,18138,765784,13185,456508,8928,1011729,13819,138930,6411,284759,9763,378234,10018,146715,6380,63091,4051,2574384,13104,174498,7344,601785,11851,965315,15043,513852,10349,318934,7559,63063,4552,6956,1552,14953,2104,21183,2692,12755,1726,7216,1191,787050,13206,298402,9115,178315,7537,150604,6890,92462,4047,67267,4886,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1968414,4284,288737,8848,686786,11214,571933,10876,272411,8594,148547,6189,1080675,11214,153504,5289,408213,9554,304629,8465,144241,6858,70088,3943,758368,11103,85142,4768,246523,7828,246577,8616,114144,5587,65982,4240,13655,1830,950,529,3068,889,5713,1362,2842,871,1082,503,115716,3942,49141,3659,28982,2911,15014,1990,11184,1794,11395,2051,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25654292,5461,4593525,27862,5360853,34131,7563244,37367,5120162,33972,3016508,25337,10235915,44766,901044,16170,2425444,27980,3875010,23769,2043625,22041,990792,12469,5624629,32504,364885,9234,999798,15526,1786807,20440,1436895,21278,1036244,15764,348677,10123,40959,3831,63922,4302,114394,4996,84712,4121,44690,3469,9445071,39198,3286637,28281,1871689,23201,1787033,23170,1554930,18678,944782,15766,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3584463,3721,338882,9077,783816,15298,1087553,13086,862158,12422,512054,8644,1073569,15862,89792,5419,298088,10268,370097,8817,217644,7360,97948,4700,1996484,17319,89236,5074,376095,11355,618501,10505,561676,9502,350976,8103,57690,3807,4232,1307,10669,1707,19174,2386,13752,1651,9863,1526,456720,11213,155622,7724,98964,6405,79781,4481,69086,4449,53267,3660,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2471818,1977,245167,8750,680274,12735,606263,11277,527472,10861,412642,9645,1175733,11759,86461,4872,382529,8884,332475,9156,228462,8461,145806,5402,769409,12103,37806,3060,157095,6211,172301,6442,210475,6229,191732,6655,105247,5958,32761,2740,32560,3126,22921,2924,9519,1646,7486,1562,421429,10495,88139,5704,108090,5688,78566,5622,79016,4963,67618,3876,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,640343,870,70667,4750,199747,5887,174048,6037,116931,5148,78950,4241,232283,6793,25593,2711,91073,3904,63797,4403,35783,2674,16037,1651,327755,6388,28042,2937,93411,3964,95290,4558,62925,3662,48087,3327,12559,2077,2399,801,3557,925,3618,964,1998,704,987,490,67746,4479,14633,2100,11706,1755,11343,2059,16225,2794,13839,1819,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,463211,347,45454,3525,84213,4483,78872,4446,112706,3634,141966,4374,129241,4451,15955,2096,44977,3293,38085,3212,18077,2158,12147,1716,248647,4952,12670,1619,27143,2933,28952,2427,77201,3523,102681,3885,9172,1419,396,285,804,598,540,325,3640,996,3792,873,76151,4685,16433,2583,11289,2165,11295,2126,13788,2024,23346,2792,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14041196,6948,1795693,22052,4151300,31641,4263699,31292,2448663,26006,1381841,19817,3073602,32873,368304,10712,994008,19304,998265,18569,483179,12065,229846,9147,6952573,30397,559763,12027,2010750,23861,2255421,23449,1329847,17822,796792,14329,516127,12506,90010,6248,140366,7461,163544,7819,84458,5191,37749,3453,3498894,29774,777616,18955,1006176,20069,846469,17187,551179,15008,317454,10685,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
