GEO_ID,B14007_001E,B14007_001M,B14007_002E,B14007_002M,B14007_003E,B14007_003M,B14007_004E,B14007_004M,B14007_005E,B14007_005M,B14007_006E,B14007_006M,B14007_007E,B14007_007M,B14007_008E,B14007_008M,B14007_009E,B14007_009M,B14007_010E,B14007_010M,B14007_011E,B14007_011M,B14007_012E,B14007_012M,B14007_013E,B14007_013M,B14007_014E,B14007_014M,B14007_015E,B14007_015M,B14007_016E,B14007_016M,B14007_017E,B14007_017M,B14007_018E,B14007_018M,B14007_019E,B14007_019M,NAME,B14007_001MA,B14007_001EA,B14007_002EA,B14007_002MA,B14007_003EA,B14007_003MA,B14007_004EA,B14007_004MA,B14007_005MA,B14007_005EA,B14007_006MA,B14007_006EA,B14007_007MA,B14007_007EA,B14007_008EA,B14007_008MA,B14007_009EA,B14007_009MA,B14007_010MA,B14007_010EA,B14007_011MA,B14007_011EA,B14007_012MA,B14007_012EA,B14007_013EA,B14007_013MA,B14007_014EA,B14007_014MA,B14007_015EA,B14007_015MA,B14007_016MA,B14007_016EA,B14007_017MA,B14007_017EA,B14007_018MA,B14007_018EA,B14007_019MA,B14007_019EA,state
0400000US01,4678136,4604,1190580,11549,59737,4097,62394,3924,60668,4038,65419,4088,62390,4020,55470,4229,61614,4050,64558,3990,64227,4325,70195,4492,66194,4287,59721,3265,61532,3601,67140,4241,259231,7284,50090,4082,3487556,11185,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,704965,1871,195830,4001,9746,1426,11381,1664,10351,1390,12043,1162,9560,1090,9715,1132,10024,1438,9499,1287,9828,1325,10397,1700,10921,1410,9623,1172,10505,1240,12140,1468,39461,3067,10636,1481,509135,3968,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6482310,5280,1757664,11447,85253,4242,89927,5184,91726,5004,89096,4703,89917,5196,90701,4403,93544,4541,88796,4293,91361,4711,91367,4678,93183,4182,95963,4443,87413,4648,97908,4953,407409,8758,74100,4012,4724646,11228,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2859437,3668,746254,8910,52244,3736,39222,3229,42641,3419,38612,3296,37768,2491,37820,3169,36542,3262,36613,2835,40160,2418,38650,2595,41715,4049,41838,2586,38913,3058,39302,3140,159808,6122,24406,2840,2113183,8336,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37329816,14378,10531321,31282,581804,11749,510695,10233,485586,9869,508896,10017,516281,11174,507582,10571,507238,10594,509216,9791,498390,11623,505228,11043,521577,10772,516178,8570,534224,10755,636597,10982,2694117,24463,497712,10231,26798495,29511,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5156812,4098,1404518,12323,89753,4842,76226,3961,70915,4064,70180,3252,69477,4084,66575,4130,69837,3697,76036,3980,73476,3520,71393,4370,69476,3348,70131,3556,64492,3394,69054,4309,324910,8602,72587,4554,3752294,11555,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3487342,4034,928526,8601,58443,3669,38825,3004,39625,3330,40784,3227,46186,2866,44210,3194,46378,3360,47161,3410,45704,3128,49616,3053,46602,3297,51593,2813,46965,2922,56322,3337,219093,6268,51019,3883,2558816,7541,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,903972,1888,235650,5097,16354,2090,12421,1819,10081,1443,10033,1651,11597,1487,11616,1666,10697,1309,10988,1750,10474,1641,12763,2056,12643,1596,10757,1529,11389,1338,11635,1722,57189,3295,15013,2170,668322,4833,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,633315,1782,164598,3962,16324,1710,6211,1256,6212,1343,7228,1305,5579,1072,5362,1069,5005,969,4132,960,5939,1309,5640,1195,6126,1164,4996,1024,6208,1114,6715,1248,49560,3121,23361,2255,468717,3775,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19260349,9382,4674255,23589,278581,8708,225755,8091,223304,8060,232558,8590,235530,8046,227580,7959,230246,8354,222480,7703,234678,7661,227522,8508,248447,6887,237542,8381,224906,8059,266732,8399,1142524,17585,215870,7472,14586094,24456,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
