GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001MA,C16004_001EA,C16004_002MA,C16004_002EA,C16004_003MA,C16004_003EA,C16004_004MA,C16004_004EA,C16004_005EA,C16004_005MA,C16004_006EA,C16004_006MA,C16004_007MA,C16004_007EA,C16004_008MA,C16004_008EA,C16004_009EA,C16004_009MA,C16004_010EA,C16004_010MA,C16004_011EA,C16004_011MA,C16004_012MA,C16004_012EA,C16004_013MA,C16004_013EA,C16004_014EA,C16004_014MA,C16004_015EA,C16004_015MA,C16004_016EA,C16004_016MA,C16004_017EA,C16004_017MA,C16004_018MA,C16004_018EA,C16004_019EA,C16004_019MA,C16004_020EA,C16004_020MA,C16004_021EA,C16004_021MA,C16004_022EA,C16004_022MA,C16004_023MA,C16004_023EA,C16004_024MA,C16004_024EA,C16004_025MA,C16004_025EA,C16004_026EA,C16004_026MA,C16004_027EA,C16004_027MA,C16004_028EA,C16004_028MA,C16004_029EA,C16004_029MA,C16004_030MA,C16004_030EA,C16004_031EA,C16004_031MA,C16004_032EA,C16004_032MA,C16004_033EA,C16004_033MA,C16004_034EA,C16004_034MA,C16004_035MA,C16004_035EA,C16004_036MA,C16004_036EA,C16004_037EA,C16004_037MA,C16004_038EA,C16004_038MA,C16004_039EA,C16004_039MA,C16004_040MA,C16004_040EA,C16004_041MA,C16004_041EA,C16004_042EA,C16004_042MA,C16004_043EA,C16004_043MA,state
0400000US01,4558217,2782,817440,3350,773239,4382,34690,2916,24316,2634,10374,1992,2901,1006,2646,967,255,254,5676,1042,4362,860,1314,577,934,571,822,539,112,140,2994265,3280,2833281,6785,101311,5204,51853,4575,49458,3466,22553,3027,17074,2338,5479,1374,28809,2906,11893,1925,16916,2612,8311,1912,5800,1596,2511,1099,746512,2631,729212,2805,6688,1526,3898,1179,2790,954,7021,1279,5783,1291,1238,515,3124,864,1487,647,1637,726,467,255,299,196,168,182,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683324,986,133361,1184,113673,3009,2494,1030,2267,954,227,221,2777,1107,1639,708,1138,748,7096,1612,4415,1221,2681,1329,7321,1274,6045,801,1276,814,480064,1374,397355,4149,18307,1922,12346,1868,5961,1689,12734,2364,10032,1962,2702,916,27965,1690,14794,1917,13171,1559,23703,2076,21270,1822,2433,665,69899,1172,58731,1395,1533,438,895,381,638,273,1993,783,1149,539,844,506,3486,692,673,407,2813,572,4156,429,2901,283,1255,351,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6298821,1394,1189408,1571,852351,8574,288568,7590,242842,8152,45726,3966,12580,2436,10419,2055,2161,1048,14808,2080,11292,1967,3516,860,21101,2801,18008,2507,3093,1247,4038656,2065,2854980,15467,893891,12174,534434,13146,359457,11622,85251,6492,66007,5284,19244,2806,95756,4568,53633,3735,42123,4112,108778,4867,84196,4394,24582,2565,1070757,1582,893777,3990,116208,2523,57784,3241,58424,2903,27877,2768,18684,2289,9193,1627,13710,1473,4894,1009,8816,1398,19185,1228,8458,954,10727,1015,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2775973,2624,515744,3120,466604,3906,40121,3270,30443,2824,9678,2048,1914,953,1741,935,173,208,6493,1853,5188,1703,1305,844,612,558,612,558,0,190,1795217,2962,1664029,5247,95808,4270,36825,3391,58983,4565,12019,2110,9525,1611,2494,991,20727,2294,9353,1603,11374,1874,2634,1291,1778,936,856,632,465012,2183,454220,2101,5094,1332,1954,774,3140,1017,3338,847,2513,751,825,359,1962,728,685,399,1277,657,398,265,162,164,236,214,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36290808,2542,6639887,2642,3722108,26164,2292664,22770,1887296,21520,405368,12477,192068,8217,161711,7416,30357,3645,382088,9212,289698,9197,92390,4898,50959,5714,40734,5103,10225,2479,24660829,4058,13413279,39384,7332514,27902,3908102,30806,3424412,28572,1104887,23640,792073,19191,312814,12477,2549937,23162,1348717,22632,1201220,16679,260212,13485,175152,8971,85060,7414,4990092,3267,3226121,13452,812115,8463,277089,9014,535026,8710,300743,10735,140885,7584,159858,8053,604296,7261,163565,6429,440731,7535,46817,4265,20110,2772,26707,3198,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5023808,2144,915087,2257,726404,7374,150691,6373,122649,6194,28042,3659,15500,2072,12372,1747,3128,1010,14021,1784,11312,1594,2709,817,8471,2488,7679,2411,792,474,3429149,2314,2835343,12559,401336,9143,222924,7516,178412,8634,83051,5514,62451,4154,20600,2826,72390,3543,41924,3688,30466,2751,37029,4257,25748,3392,11281,2153,679572,1928,595615,3602,48935,2014,29511,2027,19424,2089,21878,2443,14561,1880,7317,1420,9928,929,2241,622,7687,873,3216,973,1290,569,1926,784,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3407815,964,586014,1141,465330,5579,76830,4493,66150,4333,10680,1896,28702,3588,25282,3723,3420,1012,11557,1544,9187,1480,2370,885,3595,1307,3101,1139,494,386,2266273,1466,1732922,11048,285892,5911,163380,6190,122512,5384,163207,8903,108569,6319,54638,5160,64746,3943,34269,3506,30477,2862,19506,3481,14150,3149,5356,1390,555528,1349,467011,3916,26657,1450,9086,1336,17571,1347,51524,3556,27496,2604,24028,2200,7187,1104,2522,649,4665,997,3149,995,2633,952,516,311,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,879604,228,147832,596,126375,1880,15180,1556,11486,1555,3694,980,1935,664,1724,627,211,190,3556,1068,3018,1188,538,491,786,459,646,429,140,231,578013,857,496387,4657,42795,2240,25241,2381,17554,1996,16706,2880,12323,2192,4383,1266,14717,1713,7255,1545,7462,1615,7408,2736,6566,2718,842,402,153759,750,142788,1254,2929,589,1616,527,1313,387,4547,1007,2821,742,1726,710,2801,732,1779,635,1022,438,694,614,657,610,37,62,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,616130,6,72267,4,58106,1914,7940,1255,6150,1266,1790,810,3485,1264,3000,1206,485,474,894,458,700,419,194,224,1842,843,1514,806,328,300,469398,229,381770,4454,41416,3012,23231,2690,18185,2530,24349,3124,21141,2931,3208,1316,10680,1428,6772,1123,3908,1165,11183,2264,6326,1493,4857,1400,74465,229,66344,1196,3561,476,1557,609,2004,649,2616,809,2022,636,594,559,1206,283,512,354,694,328,738,484,527,436,211,194,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18815725,3345,2976451,3914,2141944,15662,651150,12576,542449,12171,108701,5575,132290,7738,113825,7733,18465,2964,35399,3443,27589,2993,7810,1801,15668,3167,12918,3160,2750,1233,12048320,4691,8313216,27783,2775261,16796,1551192,19733,1224069,20425,664312,20755,437766,15931,226546,11939,217693,8369,119225,5630,98468,6886,77838,7022,55935,6027,21903,3513,3790954,4204,3038855,10590,507509,5635,138494,6981,369015,7241,183490,8949,97249,5409,86241,6726,46144,2399,18077,1929,28067,2824,14956,2208,8865,1591,6091,1573,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
